row_id,Facility Name,Address1,Address2,City,Zip,State,Country,Contact Phone,Facility Type,License #,License exp.,Administrator,Space
USA-NJ-44-NJ-HealthFacilities-output-14,Francis E Parker Memorial Home New Brunswick,Easton Ave At Landing Lane,,New Brunswick,08901,NJ,US,(732) 545-3110,Long Term Care Facility,061206,08/31/2018,Ms. GINA KIRCHOFF,52
USA-NJ-44-NJ-HealthFacilities-output-15,Bayshore Health Care Center,715 North Beers Street,,Holmdel,07733,NJ,US,(732) 847-3000,Long Term Care Facility,061342,03/31/2018,Mr. WILLIAM HAMILTON,11
USA-NJ-44-NJ-HealthFacilities-output-16,Regency Grande Nursing And Rehabilitation Center,65 North Sussex Street,,Dover,07801,NJ,US,(973) 361-5200,Long Term Care Facility,061423,12/31/2017,Mr. JOSEPH OLSZEWSKI,155
USA-NJ-44-NJ-HealthFacilities-output-17,Aristacare At Manchester,1770 Tobias Avenue,,Manchester,08759,NJ,US,(732) 657-1800,Long Term Care Facility,61517,12/31/2017,Ms. JACQUELINE ROSADO,165
USA-NJ-44-NJ-HealthFacilities-output-18,The Wanaque Center For Nursing & Rehabilitation,1433 Ringwood Ave,,Haskell,07420,NJ,US,(973) 839-2119,Long Term Care Facility,061628,06/30/2018,Ms. ROWENA BAUTISTA,135
USA-NJ-44-NJ-HealthFacilities-output-19,"Friends Village At Woodstown, Inc.",One Friends Drive,,Woodstown,08098,NJ,US,(856) 769-1500,Long Term Care Facility,061701,04/30/2018,Mr. DANIEL MURRAY,60
USA-NJ-44-NJ-HealthFacilities-output-20,Southgate Health Care Center,449 S Pennsville-Auburn Road,,Carneys Point,08069,NJ,US,(856) 299-8900,Long Term Care Facility,061706,12/31/2017,Mr. MEYER WEISZ,152
USA-NJ-44-NJ-HealthFacilities-output-21,Foothill Acres Rehabilitation & Nursing Center,39 East Mountain Road,,Hillsborough,08844,NJ,US,(908) 369-8711,Long Term Care Facility,061803,09/30/2018,Mr. PINCHAS GOLDBLATT,200
USA-NJ-44-NJ-HealthFacilities-output-22,Clover Rest Home,28 Washington Street,,Columbia,07832,NJ,US,(908) 496-4307,Long Term Care Facility,62104,04/30/2018,Mr. ALVAN SMALL,33
USA-NJ-44-NJ-HealthFacilities-output-23,Reflections At Colts Neck,3 Meridian Circle,,Colts Neck,07722,NJ,US,(732) 303-3100,Assisted Living Residence,7EKKEK,12/31/2017,Ms. AMY WILLNER,72
USA-NJ-44-NJ-HealthFacilities-output-24,Mt Arlington Senior Living,2 Hillside Drive,,Mount Arlington,07856,NJ,US,(973) 601-0988,Assisted Living Residence,922TYU,06/30/2018,Ms. DONNA HEISER,120
USA-NJ-44-NJ-HealthFacilities-output-25,Brandywine Assisted Living At Howell,100 Meridian Place,,Howell,07731,NJ,US,(732) 719-0100,Assisted Living Residence,C9LQB9,12/31/2017,Ms. LISA DECICCO,120
USA-NJ-44-NJ-HealthFacilities-output-26,Sunrise Assisted Living Of Lincroft,734 Newman Springs Road,,Lincroft,07738,NJ,US,(732) 212-1910,Assisted Living Residence,COGCWM,12/31/2017,Ms. NICOLE D'ANDREA,85
USA-NJ-44-NJ-HealthFacilities-output-27,The Clare Estate,201 Crosswicks Street,,Bordentown,08505,NJ,US,(609) 298-9960,Assisted Living Residence,j6tdgc,11/30/2017,Ms. ALYSON MULRYNE,58
USA-NJ-44-NJ-HealthFacilities-output-28,Brandywine Senior Living At Princeton,155 Raymond Road,,Princeton,08540,NJ,US,(732) 329-8888,Assisted Living Residence,LHR4HN,10/31/2017,Ms. HOLLY MINNIS,124
USA-NJ-44-NJ-HealthFacilities-output-29,Egg Harbor Care Center,6818 Delilah Road,,Egg Harbor Township,08234,NJ,US,(609) 453-3200,Long Term Care Facility,01001,05/31/2018,Ms. SUSAN SMITH,120
USA-NJ-44-NJ-HealthFacilities-output-30,Renaissance Pavilion,61 W Jimmie Leeds Road,,Pomona,08240,NJ,US,(609) 652-7000,Long Term Care Facility,018251,01/31/2018,"Mr. CHARLES BROOMALL, JR",30
USA-NJ-44-NJ-HealthFacilities-output-31,Royal Suites Health Care & Rehabilitation,214 West Jimmie Leeds Road,,Galloway Township,08205,NJ,US,(609) 748-9900,Long Term Care Facility,018254,12/31/2017,Mr. ABRAHAM MERMELSTEIN,186
USA-NJ-44-NJ-HealthFacilities-output-32,Seashore Gardens Living Center,22 West Jimmie Leeds Road,,Galloway Township,08205,NJ,US,(609) 404-4848,Assisted Living Residence,01a006,05/31/2018,Ms. ALYSIA PRICE,40
USA-NJ-44-NJ-HealthFacilities-output-33,"Caring Senior Living, Inc",227 North Vermont Avenue,,Atlantic City,08401,NJ,US,(609) 345-3089,Assisted Living Program,01A007,11/30/2017,Ms. TRACEY AVERSA,
USA-NJ-44-NJ-HealthFacilities-output-34,Care One At Teaneck,544 Teaneck Road,,Teaneck,07666,NJ,US,(201) 862-3300,Long Term Care Facility,02002,03/31/2018,Ms. JEAN MONNECKA,128
USA-NJ-44-NJ-HealthFacilities-output-35,Jewish Home Assisted Living,685 Westwood Avenue,,River Vale,07675,NJ,US,(201) 666-2370,Assisted Living Residence,02A00,06/30/2018,Ms. LAUREN LEVANT,124
USA-NJ-44-NJ-HealthFacilities-output-36,Five Star Premier Residences Of Teaneck,655 Pomander Walk,,Teaneck,07666,NJ,US,(201) 836-3634,Assisted Living Residence,02A001,11/30/2017,Ms. ROBIN GRANAT,40
USA-NJ-44-NJ-HealthFacilities-output-37,The Bristal At Woodcliff Lake,364 Chestnut Ridge Road,,Woodcliff Lake,07677,NJ,US,(201) 505-9500,Assisted Living Residence,02A016,10/31/2017,Mr. GREGORY CAIN,160
USA-NJ-44-NJ-HealthFacilities-output-38,Brightview Paramus,396 Forest Avenue,,Paramus,07652,NJ,US,(201) 957-1966,Assisted Living Residence,02A020,11/30/2017,Mr. STEPHEN NICHOLS,90
USA-NJ-44-NJ-HealthFacilities-output-39,Portable Assisted Living Services (pals),300 Teaneck Road,,Teaneck,07666,NJ,US,(201) 692-1000,Assisted Living Program,02A021,12/31/2017,Ms. AMY LIFSON,
USA-NJ-44-NJ-HealthFacilities-output-40,Brightview Tenafly,55 Hudson Avenue,,Tenafly,07670,NJ,US,(201) 510-2060,Assisted Living Residence,02A023,05/31/2018,Ms. TONI MUSTO,120
USA-NJ-44-NJ-HealthFacilities-output-41,Brandywine Senior Living At Mahwah,814 Wyckoff Avenue,,Mahwah,07430,NJ,US,(201) 800-8070,Assisted Living Residence,02A024,07/31/2018,Ms. MARIOLA KOLDYS,107
USA-NJ-44-NJ-HealthFacilities-output-42,Powerback Rehabilitation Moorestown,212 Marter Avenue,,Moorestown,08057,NJ,US,(856) 291-4800,Long Term Care Facility,03009,10/31/2017,Ms. JENNIFER LEVY,124
USA-NJ-44-NJ-HealthFacilities-output-43,Laurel Brook Rehabilitation And Healthcare Center,3718 Church Road,,Mount Laurel,08054,NJ,US,(856) 235-7100,Long Term Care Facility,03015,08/31/2018,Mr. JEREMY SCHUSTER,220
USA-NJ-44-NJ-HealthFacilities-output-44,Care One At Evesham Assisted Living,874 Route 70 East,,Marlton,08053,NJ,US,(856) 988-2400,Assisted Living Residence,03A001,10/31/2017,Ms. TINU THOMAS,80
USA-NJ-44-NJ-HealthFacilities-output-45,Care One Harmony Village At Moorestown,301 N Stanwick Road,,Moorestown,08057,NJ,US,(856) 638-1244,Assisted Living Residence,03A004,08/31/2018,Ms. RACHAEL WITTMAN,68
USA-NJ-44-NJ-HealthFacilities-output-46,The Evergreens,309 Bridgeboro Road,,Moorestown,08057,NJ,US,(856) 439-2000,Assisted Living Residence,03A005,01/31/2018,Ms. DAKIA MCMILLIAN,66
USA-NJ-44-NJ-HealthFacilities-output-47,Lutheran Crossings Enhanced Living,255 E Main Street,,Moorestown,08057,NJ,US,(856) 235-1214,Assisted Living Residence,03A006,07/31/2018,Mr. JAMES RYAN,64
USA-NJ-44-NJ-HealthFacilities-output-48,Brightview Greentree,170 Greentree Road,,Marlton,08053,NJ,US,(856) 810-0070,Assisted Living Residence,03A007,08/31/2018,Mr. STEVEN ROVNER,99
USA-NJ-44-NJ-HealthFacilities-output-49,"Artis Senior Living Of Evesham, Llc",302 Lippincott Drive,,Evesham,08053,NJ,US,(856) 810-0007,Assisted Living Residence,03A008,03/31/2018,Mr. PHILIP POPPER,68
USA-NJ-44-NJ-HealthFacilities-output-50,Lions Gate,1100 Laurel Oak Road,,Voorhees,08043,NJ,US,(856) 667-3100,Long Term Care Facility,04002,02/28/2018,Ms. SUSAN LOVE,110
USA-NJ-44-NJ-HealthFacilities-output-51,"Powerback Rehabilitation, Route 73",113 South Route 73,,Voorhees,08043,NJ,US,(856) 809-3500,Long Term Care Facility,04007,01/31/2018,Mr. GARY BAUER,124
USA-NJ-44-NJ-HealthFacilities-output-52,Brandywine Senior Living At Voorhees,311 Route 73 South,,Voorhees,08043,NJ,US,(856) 424-0004,Assisted Living Residence,04013,06/30/2018,Ms. MELISSA REPKOE,120
USA-NJ-44-NJ-HealthFacilities-output-53,Lions Gate,1100 Laurel Oak Road,,Voorhees,08043,NJ,US,(856) 667-3100,Assisted Living Residence,04A003,01/31/2018,Ms. SUSAN LOVE,74
USA-NJ-44-NJ-HealthFacilities-output-54,Bentley Alp,7999 North Route 130,,Pennsauken,08110,NJ,US,(856) 488-5557,Assisted Living Program,04A005,01/31/2018,Ms. SHARON GOSSNER,
USA-NJ-44-NJ-HealthFacilities-output-55,Spring Hills Cherry Hill,1450 Marlton Pike,,Cherry Hill,08034,NJ,US,(856) 874-7700,Assisted Living Residence,04A006,12/31/2017,Mr. SANJAY KANSUPADA,150
USA-NJ-44-NJ-HealthFacilities-output-56,Dpsp Health Care,102 Hearthstone Drive,,Berlin,08009,NJ,US,(856) 308-2163,Assisted Living Program,04A105,07/31/2018,Ms. DAWN OGREN,
USA-NJ-44-NJ-HealthFacilities-output-57,Brandywine Senior Living At Haddonfield,132 Warwick Road,,Haddonfield,08033,NJ,US,(856) 429-5500,Assisted Living Residence,04A022,06/30/2018,Ms. JACQUELINE PELLICCIONE,58
USA-NJ-44-NJ-HealthFacilities-output-58,Victoria Manor,3809 Bayshore Road,,North Cape May,08204,NJ,US,(609) 898-0677,Long Term Care Facility,05001,07/31/2018,Ms. KAREN BRUNO,120
USA-NJ-44-NJ-HealthFacilities-output-59,Prospect Heights Care Center,336 Prospect Ave,,Hackensack,07601,NJ,US,(201) 678-1800,Long Term Care Facility,056300,12/31/2017,Ms. CHRISTINE BRADFORD,196
USA-NJ-44-NJ-HealthFacilities-output-60,Alaris Health At The Chateau,96 Parkway,,Rochelle Park,07662,NJ,US,(201) 226-9600,Long Term Care Facility,056301,12/31/2017,Ms. SUSAN ROMAN,11
USA-NJ-44-NJ-HealthFacilities-output-61,Sunrise Assisted Living Of Cresskill,3 Tenakill Park Drive East,,Cresskill,07626,NJ,US,(201) 871-0300,Assisted Living Residence,05A200,04/30/2018,Ms. DONNA ZAYAT,99
USA-NJ-44-NJ-HealthFacilities-output-62,Clara Maass Transitional Care Unit,One Clara Maass Drive,,Belleville,07109,NJ,US,(973) 450-2963,Long Term Care Facility,07011,08/31/2018,Ms. JENNIFER HORATH,
USA-NJ-44-NJ-HealthFacilities-output-63,Atria Roseland,345 Eagle Rock Avenue,,Roseland,07068,NJ,US,(973) 618-1888,Assisted Living Residence,07015,07/31/2018,Mr. MICHAEL CIECIERSKI,100
USA-NJ-44-NJ-HealthFacilities-output-64,Brandywine Living At Livingston,369 East Mtpleasant Avenue,,Livingston,07039,NJ,US,(856) 813-2000,Assisted Living Residence,07A021,04/30/2018,Ms. JULIANNE MACKEY,150
USA-NJ-44-NJ-HealthFacilities-output-65,Manorcare Health Services-Washington Township,378 Fries Mill Road,,Sewell,08080,NJ,US,(856) 218-4200,Long Term Care Facility,08004,05/31/2018,Mr. ANTHONY STINSON,120
USA-NJ-44-NJ-HealthFacilities-output-66,"Advanced Subacute Rehabilitation Center At Sewell, Llc",685 Salina Road,,Sewell,08080,NJ,US,(856) 468-2500,Long Term Care Facility,08007,07/31/2018,Ms. PATRICIA HEDEMAN,139
USA-NJ-44-NJ-HealthFacilities-output-67,Atrium Post Acute Care Of Woodbury,467 Cooper Street,,Woodbury,08096,NJ,US,(856) 345-1200,Long Term Care Facility,08008,04/30/2018,Mr. DWIGHT ROCHE,124
USA-NJ-44-NJ-HealthFacilities-output-68,Mullica Gardens Assisted Living,161 Mullica Hill Road,,Mullica Hill,08062,NJ,US,(856) 434-4000,Assisted Living Residence,08A009,06/30/2018,Ms. PATRICIA WILLIS,80
USA-NJ-44-NJ-HealthFacilities-output-69,Hoboken University Medical Center Transitional Care Unit,308 Willow Avenue,,Hoboken,07030,NJ,US,(201) 418-1000,Long Term Care Facility,09006,09/30/2018,Mr. ROBERT MEYERS,
USA-NJ-44-NJ-HealthFacilities-output-70,Bergen Regional Medical Center,230 E Ridgewood Ave,,Paramus,07652,NJ,US,(201) 967-4000,Long Term Care Facility,10201L,09/30/2017,Ms. KATHRYN RICHARDSON,12
USA-NJ-44-NJ-HealthFacilities-output-71,Brandywine Senior Care At Moorestown,1205 North Church Street,,Moorestown,08057,NJ,US,(856) 778-0600,Long Term Care Facility,106001,12/31/2017,Mr. CHRISTOPHER GILLIES,37
USA-NJ-44-NJ-HealthFacilities-output-72,Care One At Moorestown,895 Westfield Avenue,,Moorestown,08057,NJ,US,(856) 914-0444,Long Term Care Facility,106100,07/31/2018,Ms. CELESTE JOHNSON,65
USA-NJ-44-NJ-HealthFacilities-output-73,Alaris Health At Kearny,206 Bergen Ave,,Kearny,07032,NJ,US,(201) 955-7067,Long Term Care Facility,10909,11/30/2017,Mr. JOSEPH SHARP,120
USA-NJ-44-NJ-HealthFacilities-output-74,Granville Place,111 Sunset Road,,Burlington,08016,NJ,US,(609) 239-5440,Assisted Living Residence,10A000,03/31/2018,Ms. RENEE GIRARD,47
USA-NJ-44-NJ-HealthFacilities-output-75,Brookdale Florence,901 Broad Street,,Florence,08518,NJ,US,(609) 499-6662,Assisted Living Residence,10a001,11/30/2017,Mr. BRIAN CORLISS,46
USA-NJ-44-NJ-HealthFacilities-output-76,Brandywine Assisted Living At Moorestown Estates,1205 N. Church Street,,Moorestown,08057,NJ,US,(856) 778-0600,Assisted Living Residence,10A002,12/31/2017,Mr. CHRISTOPHER GILLIES,122
USA-NJ-44-NJ-HealthFacilities-output-77,Care One At Moorestown,895 Westfield Avenue,,Moorestown,08057,NJ,US,(856) 914-0444,Assisted Living Residence,10A100,07/31/2017,Ms. CELESTE JOHNSON,54
USA-NJ-44-NJ-HealthFacilities-output-78,The Clare Estate,201 Crosswicks Street,,Bordentown,08505,NJ,US,(609) 298-6628,Assisted Living Program,10A101,11/30/2017,Ms. ALYSON MULRYNE,
USA-NJ-44-NJ-HealthFacilities-output-79,Atrium Post Acute Care Of Hamilton,3 Hamilton Health Place,,Hamilton,08690,NJ,US,(609) 631-2555,Long Term Care Facility,11014,04/30/2018,Mr. KENNETH KEEGAN,55
USA-NJ-44-NJ-HealthFacilities-output-80,Merwick Care & Rehabilitation Center,100 Plainsboro Road,,Plainsboro,08536,NJ,US,(609) 759-6000,Long Term Care Facility,11103L,11/30/2017,Mr. E. THOMAS SCARBOROUGH,200
USA-NJ-44-NJ-HealthFacilities-output-81,The Dwelling Place At Saint Clare's,400 West Blackwell St,,Dover,07801,NJ,US,(973) 989-3500,Long Term Care Facility,NJ11402L,09/30/2017,"Mr. TIMOTHY DOYLE, JR.",28
USA-NJ-44-NJ-HealthFacilities-output-82,Atlantic Rehabilitation Institute,95 Mt Kemble Avenue,,Morristown,07960,NJ,US,(973) 971-4481,Long Term Care Facility,11404L,04/30/2018,Ms. PRISCILLA DEMASI,40
USA-NJ-44-NJ-HealthFacilities-output-83,Alaris Health At Belgrove,195 Belgrove Drive,,Kearny,07032,NJ,US,(973) 844-4800,Long Term Care Facility,NJ11952,11/30/2017,,120
USA-NJ-44-NJ-HealthFacilities-output-84,"Assisted Living, Inc",1015 Whitehead Road Extension,,Ewing,08638,NJ,US,(609) 432-4430,Assisted Living Program,11A006,01/31/2018,Ms. REBECCA LYNN,
USA-NJ-44-NJ-HealthFacilities-output-85,St. Francis Assisted Living Program,601 Hamilton Avenue,,Trenton,08629,NJ,US,(609) 599-5161,Assisted Living Program,11A015,02/28/2018,Mr. THOMAS KELLY,
USA-NJ-44-NJ-HealthFacilities-output-86,Trinitas Hospital,655 East Jersey Street,,Elizabeth,07206,NJ,US,(908) 994-7525,Long Term Care Facility,12001L,08/31/2018,Ms. JOANNA GORCZYCA,124
USA-NJ-44-NJ-HealthFacilities-output-87,Care Connection Rahway,865 Stone Street,,Rahway,07065,NJ,US,(732) 499-6460,Long Term Care Facility,12006L,01/31/2018,Ms. JEANNE LEUS,24
USA-NJ-44-NJ-HealthFacilities-output-88,Roosevelt Care Center At Old Bridge,1133 Marlboro Road,,Old Bridge,08857,NJ,US,(732) 360-9830,Long Term Care Facility,12023,09/30/2018,"Mr. ALAN FIALKA, JR",180
USA-NJ-44-NJ-HealthFacilities-output-89,The Venetian Care & Rehabilitation Center,275 John T O'leary Boulevard,,South Amboy,08879,NJ,US,(732) 654-1700,Long Term Care Facility,12035,11/30/2017,Mr. ROBERT REYES,180
USA-NJ-44-NJ-HealthFacilities-output-90,Parker At Monroe,395 School House Road,,Monroe,08831,NJ,US,(732) 992-5200,Long Term Care Facility,12039,11/30/2017,Ms. LEANNE FIET,96
USA-NJ-44-NJ-HealthFacilities-output-91,Lapid Manor,10 Sterling Drive,,Piscataway,08854,NJ,US,(732) 286-2323,Long Term Care Facility,12056,07/31/2018,Ms. DEBORAH QUINN MARTONE,98
USA-NJ-44-NJ-HealthFacilities-output-92,Parker At Stonegate,443 River Road,,Highland Park,08904,NJ,US,(732) 565-2500,Assisted Living Residence,12A007,12/31/2017,Ms. MARCIA ORTEZ,80
USA-NJ-44-NJ-HealthFacilities-output-93,Care Strategies,201 Crosswicks Street,,Bordentown,08505,NJ,US,(609) 656-4205,Assisted Living Program,12A024,11/30/2017,Ms. DA NETTE MANZI,
USA-NJ-44-NJ-HealthFacilities-output-94,Wedgwood Gardens Care Center,3419 Highway 9,,Freehold,07728,NJ,US,(732) 677-1200,Long Term Care Facility,13004,11/30/2017,Mr. S. ROBERT KASZIRER,151
USA-NJ-44-NJ-HealthFacilities-output-95,Meridian Subacute Rehabilitation,1725 Meridian Trail,,Wall,07719,NJ,US,(732) 312-1800,Long Term Care Facility,13301,01/31/2018,Ms. CHRISTINE SCOTT,130
USA-NJ-44-NJ-HealthFacilities-output-96,Applewood Estates Assisted Living Residence,One Applewood Drive,,Freehold,07728,NJ,US,(732) 780-7370,Assisted Living Residence,13A003,03/31/2018,Mr. KEITH GRADY,50
USA-NJ-44-NJ-HealthFacilities-output-97,Arbor Terrace Of Morris Plains,361 Speedwell Avenue,,Morris Plains,07950,NJ,US,(610) 246-6663,Assisted Living Residence,13A012,05/31/2018,Mr. KEVIN SEIDEL,100
USA-NJ-44-NJ-HealthFacilities-output-98,The Solana Marlboro,52 County Road 520,,Morganville,07751,NJ,US,(732) 536-3000,Assisted Living Residence,13A014,09/30/2018,Ms. DAWN OSTERWEIL,100
USA-NJ-44-NJ-HealthFacilities-output-99,Sunnyside Manor,2500 Ridgewood Road,,Wall,07719,NJ,US,(732) 528-9311,Assisted Living Residence,13A015,09/30/2017,Ms. MARYELLEN KEANE,92
USA-NJ-44-NJ-HealthFacilities-output-100,Arbor Terrace Of Middletown,1800 Highway 35 South,,Middletown,07748,NJ,US,(732) 957-0083,Assisted Living Residence,13A303,08/31/2018,Mr. CHARLES DIXON,104
USA-NJ-44-NJ-HealthFacilities-output-101,Care One At Hanover Township,101 Whippany Road,,Whippany,07981,NJ,US,(973) 599-7500,Long Term Care Facility,14004,04/30/2018,Ms. MARGARET NOLAN,94
USA-NJ-44-NJ-HealthFacilities-output-102,"Merry Heart Assisted Living, Llc",118 Main Street,,Succasunna,07876,NJ,US,(973) 584-4000,Assisted Living Residence,14A002,06/30/2018,Ms. JENNIFER MORATO,100
USA-NJ-44-NJ-HealthFacilities-output-103,Virtua Health & Rehabilitation Center At Berlin,100 Long-A-Coming Lane,,Berlin,08009,NJ,US,(856) 322-3600,Long Term Care Facility,156001,12/31/2017,Ms. CAROL ERHART,128
USA-NJ-44-NJ-HealthFacilities-output-104,Care One At Evesham,870 East Route 70,,Marlton,08053,NJ,US,(856) 396-0005,Long Term Care Facility,156002,07/31/2018,Ms. NATALIE BATTISTA,144
USA-NJ-44-NJ-HealthFacilities-output-105,Manorcare Health Services Voorhees,1086 Dumont Circle,,Voorhees,08043,NJ,US,(856) 454-9100,Long Term Care Facility,158336,12/31/2017,Ms. CAITLIN HIGGINS,120
USA-NJ-44-NJ-HealthFacilities-output-106,Brookdale Evesham,One Brendenwood Drive,,Voorhees,08043,NJ,US,(856) 424-7773,Assisted Living Residence,15A000,04/30/2018,Ms. LISA WILLIAMS,200
USA-NJ-44-NJ-HealthFacilities-output-107,Arden Courts Of Cherry Hill,2700 Chapel Avenue,,Cherry Hill,08002,NJ,US,(856) 667-6543,Assisted Living Residence,15A001,12/31/2017,Mr. JOSEPH HORWITZ,54
USA-NJ-44-NJ-HealthFacilities-output-108,Brookdale Marlton Crossing,1979 Route 70 East,,Cherry Hill,08003,NJ,US,(856) 424-7227,Assisted Living Residence,15A002,07/31/2018,Ms. DEBRA PETRONE,132
USA-NJ-44-NJ-HealthFacilities-output-109,Voorhees Senior Living,501 Laurel Oak Road,,Voorhees,08043,NJ,US,(856) 566-2340,Assisted Living Residence,15A003,06/30/2018,Ms. SHANYN RYAN MURACZEWSKI,104
USA-NJ-44-NJ-HealthFacilities-output-110,Cherry Hill Senior Living,490 Cooper Landing Road,,Cherry Hill,08002,NJ,US,(856) 482-9300,Assisted Living Residence,15A004,06/30/2018,Ms. ELLEN SCAGNELLI,103
USA-NJ-44-NJ-HealthFacilities-output-111,Premier Cadbury Of Cherry Hill,2150 Route 38,,Cherry Hill,08002,NJ,US,(856) 667-4550,Assisted Living Residence,15A005,07/31/2018,Ms. SUSAN MODZELESKI,66
USA-NJ-44-NJ-HealthFacilities-output-112,Brookdale Voorhees,1301 Laurel Oak Road,,Voorhees,08043,NJ,US,(856) 783-8383,Assisted Living Residence,15a006,07/31/2018,Ms. TIFFANY FLYNN,94
USA-NJ-44-NJ-HealthFacilities-output-113,The Fountains At Cedar Parke,114 Hayes Mill Road,,Atco,08004,NJ,US,(856) 753-2000,Assisted Living Residence,15a007,10/31/2017,Ms. WENDY CHEESEMAN,106
USA-NJ-44-NJ-HealthFacilities-output-114,Spring Oak Assisted Living At Voorhees,396 So. White Horse Pike,,Berlin,08009,NJ,US,(856) 719-9599,Assisted Living Residence,15A008,09/30/2018,Mr. MICHAEL NORBURY,115
USA-NJ-44-NJ-HealthFacilities-output-115,Spring Oak Of Toms River,2145 Whitesville Road,,Toms River,08755,NJ,US,(732) 905-9222,Assisted Living Program,15A101,07/31/2018,Ms. TAKOLA GONZALEZ,
USA-NJ-44-NJ-HealthFacilities-output-116,Sunrise Assisted Living Of Jackson,390 North County Line Road,,Jackson,08527,NJ,US,(732) 928-5600,Assisted Living Residence,15A112,08/31/2018,Mr. JOHN DONADIO,100
USA-NJ-44-NJ-HealthFacilities-output-117,The Terraces At Seacrest Village,281 Mathistown Road,,Little Egg Harbor Tw,08087,NJ,US,(609) 857-4141,Assisted Living Residence,15A113,05/31/2018,Ms. KELLY REILLY,88
USA-NJ-44-NJ-HealthFacilities-output-118,Care One At Jackson Assisted Living,11 History Lane,,Jackson,08527,NJ,US,(732) 367-6600,Assisted Living Residence,15A115,05/31/2018,Mr. ARTHUR FRISCH,35
USA-NJ-44-NJ-HealthFacilities-output-119,"Barnert Subacute Rehabilitation Center, Llc",680 Broadway Suite 301,,Paterson,07514,NJ,US,(973) 754-0999,Long Term Care Facility,16008,11/30/2017,Mr. JERRY FRIEDMAN,68
USA-NJ-44-NJ-HealthFacilities-output-120,Chestnut Hill Residence,338 Chestnut Street,,Passaic,07055,NJ,US,(973) 777-7800,Assisted Living Residence,16A001,10/31/2017,Ms. NONA MOODY,125
USA-NJ-44-NJ-HealthFacilities-output-121,Bridgeway Care And Rehabilitation Center At Hillsborough,395 Amwell Road,,Hillsborough,08844,NJ,US,(908) 281-4400,Long Term Care Facility,18104,12/31/2017,Mr. ANDREW HARRIS,126
USA-NJ-44-NJ-HealthFacilities-output-122,Somerset Woods Rehabilitation & Nursing Center,780 Old New Brunswick Road,,Somerset,08873,NJ,US,(732) 653-3000,Long Term Care Facility,18109,05/31/2018,Mr. JOSEPH FRIEDMAN,148
