row_id,name,street_address,po_box,city,state,postal_code,county,Fac ID,Medicare #,Medicaid #,contact,phone,type,number_of_beds,ESRD Stations,Hospital Authorized Bed Capacity,Class 1,Class 1 Beds/Stations,Class 2,Class 2 Beds/Stations,Class 3,Class 3 Beds/Stations,Class 4,Class 4 Beds/Stations,Class 5,Class 5 Beds/Stations,license_type,License Status,Deemed Status
USA-AL-66-All-66-AssistedLivingSpecialty-21,Carrington Specialty Care Assisted Living,6801 Three Notch Road,,Mobile,AL,36619,Mobile,P4915,,,Duane Carr,(251) 665-4202,Assisted Living Facility (Specialty Care),46,,,Congregate Specialty Care Assisted Living Facility,46,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-22,Cedar Hill Specialty Care Assisted Living,1300 Old Orrville Road,,Selma,AL,36701,Dallas,P2402,,,Trease Dawson,(334) 875-1225,Assisted Living Facility (Specialty Care),16,,,Congregate Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-23,Chapman Specialty Care Assisted Living Facility,3701 Dadeville Road,,Alexander City,AL,35010,Tallapoosa,P6201,,,Archie J. Chapman,(256) 234-6366,Assisted Living Facility (Specialty Care),46,,,Congregate Specialty Care Assisted Living Facility,46,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-24,Cherokee Village Specialty Care Assisted Living Facility,201 Dean Buttram Senior Avenue,,Centre,AL,35960,Cherokee,P1001,,,Cindy Cline,(256) 927-4307,Assisted Living Facility (Specialty Care),36,,,Congregate Specialty Care Assisted Living Facility,36,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-25,Country Cottage - Montgomery - Holly,"235 Sylvest Drive, Bldg. 100",,Montgomery,AL,36117,Montgomery,P5107,,,Michelle Kelley,(334) 260-8373,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-26,Country Cottage Magnolia Cottage,4000 Greenwood Drive,,Hoover,AL,35216,Jefferson,P3721,,,Leslie Carter,(205) 987-0847,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-27,Country Cottage Montgomery-Magnolia,235 Sylvest Drive,,Montgomery,AL,36117,Montgomery,P5116,,,Michelle Kelley,(334) 260-8373,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-28,Country Place Memory Care of Greenville,3108 Luverne Highway,,Greenville,AL,36037,Butler,P0702,,,Angela Patricia Wilson,(334) 382-6507,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-29,Covenant Woods of Gardendale,1411 Thompson Circle,,Gardendale,AL,35071,Jefferson,P3720,,,Paul Roberts,(205) 297-0100,Assisted Living Facility (Specialty Care),32,,,Congregate Specialty Care Assisted Living Facility,32,,0,,0,,0,,0,Partnership,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-30,Dugger Mountain Specialty Care Assisted Living,1100 Daily Street,,Piedmont,AL,36272,Calhoun,P0806,,,Sandra Keener,(256) 447-9444,Assisted Living Facility (Specialty Care),9,,,Group Specialty Care Assisted Living Facility,9,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-31,Elmcroft of Halcyon Specialty Care,1775 Halcyon Blvd,,Montgomery,AL,36117,Montgomery,P5110,,,Patsy McGough,(334) 396-1111,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-32,Elmcroft of Heritage Woods Specialty Care Assisted Living Facility,3440 Hillcrest Road,,Mobile,AL,36695,Mobile,P4911,,,Jack Waldroup,(251) 665-9063,Assisted Living Facility (Specialty Care),23,,,Congregate Specialty Care Assisted Living Facility,23,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-33,Fair Haven - Specialty Care,1424 Montclair Road,,Birmingham,AL,35210,Jefferson,P3709,,,Earnestine Thompson,(205) 956-4150,Assisted Living Facility (Specialty Care),64,,,Congregate Specialty Care Assisted Living Facility,64,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-34,Gordon Oaks Memory Care Community,3145 Knollwood Drive,,Mobile,AL,36693,Mobile,P4907,,,Teliena Corder,(251) 661-7600,Assisted Living Facility (Specialty Care),100,,,Congregate Specialty Care Assisted Living Facility,100,,0,,0,,0,,0,Limited Liability Company,Probational,
USA-AL-66-All-66-AssistedLivingSpecialty-35,Grandview Gardens at Redstone Village,11000 Turnmeyer Drive,,Huntsville,AL,35803,Madison,P4513,,,Robin Huffman,(256) 881-6062,Assisted Living Facility (Specialty Care),48,,,Congregate Specialty Care Assisted Living Facility,48,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-36,Green Oaks Inn - Creel House,140 Pepper Lane,PO Box 2403,Florence,AL,35633,Lauderdale,P3901,,,"Anita Burney, RN/ALA",(256) 767-2080,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-37,Green Oaks Inn - Pepper House,140 Pepper Lane,,Florence,AL,35633,Lauderdale,P3903,,,Anita Burney,(256) 767-2080,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-38,Greenbriar on Hanover Specialty Care Assisted Living Facility,39 Hanover Circle,,Birmingham,AL,35205,Jefferson,P3723,,,Cathy Saxon,(205) 201-7430,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-39,Greensprings I,811 Greensprings Drive,,Prattville,AL,36067,Autauga,P0104,,,Melody Phillips,(334) 365-0678,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-40,"Harbor at Legacy Village of Jacksonville, The",1116 James Hopkins Rd SW,,Jacksonville,AL,36265,Calhoun,P0804,,,Nicole Smith,(256) 782-0960,Assisted Living Facility (Specialty Care),24,,,Congregate Specialty Care Assisted Living Facility,24,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-41,Harbor Chase of Huntsville Specialty Care,4801 Whitesport Circle,,Huntsville,AL,35801,Madison,P4501,,,Katina Eades,(256) 650-1155,Assisted Living Facility (Specialty Care),38,,,Congregate Specialty Care Assisted Living Facility,38,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-42,Harborchase of Jasper Specialty Care Assisted Living Facility,2100 Viking Drive,,Jasper,AL,35501,Walker,P6401,,,Anita Williams,(205) 384-0660,Assisted Living Facility (Specialty Care),14,,,Group Specialty Care Assisted Living Facility,14,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-43,"Haven for Greater Living, Inc., The",3621 Winchester Road,,New Market,AL,35761,Madison,P4506,,,Pearline McReynolds,(256) 379-4871,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-44,"Haven Memory Care Facility, The",6848 Gulf Shores Parkway,,Gulf Shores,AL,36542,Baldwin,P0207,,,Laurie Cameron,(251) 923-2800,Assisted Living Facility (Specialty Care),43,,,Congregate Specialty Care Assisted Living Facility,43,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-45,Heritage Memory Care,11682 County Line Road,,Madison,AL,35756,Limestone,P4203,,,Amber Thompson,(256) 325-3060,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-46,Holly Cottage at Country Cottages,4000 Greenwood Drive,,Hoover,AL,35216,Jefferson,P3702,,,Leslie Carter,(205) 987-0847,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-47,"Jacobs House I, The",101 Jacobs Lane,,Hayden,AL,35079,Blount,P0501,,,Cheyan Stafford,(205) 647-7410,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-48,"Jacobs House, III, The",101 Jacobs Lane,,Hayden,AL,35079,Blount,P0504,,,Cheyan Stafford,(205) 647-7410,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-49,Kelley Place,109 Chaney Drive,PO Box 310845,Enterprise,AL,36331,Coffee,P1601,,,Wymond Hamilton,(334) 393-7233,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-50,Kemp Meadows Specialty Care Assisted Living,652 Tahoe Road,,Winfield,AL,35594,Marion,P4701,,,Stacie Webster,(205) 487-7575,Assisted Living Facility (Specialty Care),26,,,Congregate Specialty Care Assisted Living Facility,26,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-51,Kirkwood by the River Specialty Care,3605 Ratliff Road,,Birmingham,AL,35210,Jefferson,P3713,,,Jeffrey Burchfield,(205) 956-2184,Assisted Living Facility (Specialty Care),20,,,Congregate Specialty Care Assisted Living Facility,20,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-52,Lakeview Estates,2634 Valleydale Road,,Birmingham,AL,35244,Shelby,P5903,,,Callie Simmons,(205) 981-0001,Assisted Living Facility (Specialty Care),76,,,Congregate Specialty Care Assisted Living Facility,76,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-53,Lakewood Specialty Care of Valley,7200 Fairfax Bypass,,Valley,AL,36854,Chambers,P0902,,,Gary Freemen,(334) 756-3891,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-54,Limestone Lodge West,1532 West Hobbs Street,,Athens,AL,35611,Limestone,P4202,,,Jennifer Walker,(256) 232-1213,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-55,Madison Heights,108 Chaney Street,,Enterprise,AL,36330,Coffee,P1602,,,Sherri Jackson,(205) 807-1838,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-56,Magnolia Place Specialty Care Assisted Living Facility,1553 Professional Parkway,,Auburn,AL,36830,Lee,P4102,,,Jeff Kirby,(334) 826-9875,Assisted Living Facility (Specialty Care),42,,,Congregate Specialty Care Assisted Living Facility,42,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-57,Manor House at Waterford Place,3920 Antoinette Drive,,Montgomery,AL,36111,Montgomery,P5103,,,Coretha Slayton,(334) 288-2444,Assisted Living Facility (Specialty Care),50,,,Congregate Specialty Care Assisted Living Facility,50,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-58,Manor House of Opelika,1001 Fox Run Parkway,,Opelika,AL,36801,Lee,P4103,,,Ryan McFerrin,(334) 749-7992,Assisted Living Facility (Specialty Care),36,,,Congregate Specialty Care Assisted Living Facility,36,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-59,Martinview Assisted Living-East,2011 32nd Street,,Northport,AL,35476,Tuscaloosa,P6301,,,Vicki Murphy,(205) 333-0085,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-60,Meadowood Retirement Village SCALF,509 Pineview Avenue,,Glencoe,AL,35905,Etowah,P2802,,,Prentiss Smith,(256) 492-0935,Assisted Living Facility (Specialty Care),51,,,Congregate Specialty Care Assisted Living Facility,51,,0,,0,,0,,0,Limited Liability Company,Probational,
USA-AL-66-All-66-AssistedLivingSpecialty-61,Memory Care at Somerby at St. Vincent's One Nineteen,200 One Nineteen Blvd.,,Hoover,AL,35242,Shelby,P5905,,,Andrea Silas,(205) 745-4600,Assisted Living Facility (Specialty Care),24,,,Congregate Specialty Care Assisted Living Facility,24,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-62,Merrill Gardens at Madison (SCALF),121 Brookridge Dr.,,Madison,AL,35758,Madison,P4514,,,Sarah Atkins,(256) 850-0058,Assisted Living Facility (Specialty Care),32,,,Congregate Specialty Care Assisted Living Facility,32,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-63,Morning Pointe of Tuscaloosa Specialty Care Assisted Living Facility,1801 Rice Mine Road,,Tuscaloosa,AL,35406,Tuscaloosa,P6303,,,Victoria Burden,(205) 345-1112,Assisted Living Facility (Specialty Care),24,,,Congregate Specialty Care Assisted Living Facility,24,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-64,Morningside of Vestavia Hills - SCALF,2401 Columbiana Road,,Birmingham,AL,35216,Jefferson,P3719,,,Yarlardo Haire Henderson,(205) 822-4773,Assisted Living Facility (Specialty Care),24,,,Congregate Specialty Care Assisted Living Facility,24,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-65,Mount Royal Towers Specialty Care Assisted Living Facility,300 Royal Tower Drive,,Birmingham,AL,35209,Jefferson,P3704,,,Tisha Bell,(205) 870-5666,Assisted Living Facility (Specialty Care),129,,,Congregate Specialty Care Assisted Living Facility,129,,0,,0,,0,,0,Partnership,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-66,Mt. View Lake Retirement Village,380 Mt. View Lake Road,,Sylacauga,AL,35150,Talladega,P6102,,,Kitty Dawson,(256) 249-4790,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-67,"NHC Place, Anniston SCALF",1335 Greenbrier Road,,Anniston,AL,36207,Calhoun,P0803,,,Keely Stallings,(256) 835-3959,Assisted Living Facility (Specialty Care),80,,,Congregate Specialty Care Assisted Living Facility,80,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-68,"Noble Manor, LLC #3 Memory Care",610 Botts Avenue,,Troy,AL,36081,Pike,P5504,,,Dale F. Law,(334) 808-1325,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-69,"Northridge Specialty Care Assisted Living Facility, The",801 Morris Avenue,P. O. Box 87,Opelika,AL,36803,Lee,P4104,,,Emily McElroy,(334) 705-0705,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-70,Oak Landing Specialty Care Assisted Living,616 Gaines Street,,Attalla,AL,35954,Etowah,P2803,,,Melissa Tinsley,(256) 553-1787,Assisted Living Facility (Specialty Care),11,,,Group Specialty Care Assisted Living Facility,11,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-71,Oakland Place,19570 County Road 33,,Fairhope,AL,36532,Baldwin,P0202,,,Joe Ann Watson,(251) 928-5560,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-72,Oaks on Parkwood Specialty Care Assisted Living Facility,2651 Laurel Oak Drive,P.O. Box 360227,Bessemer,AL,35022,Jefferson,P3712,,,Jamie Wise,(205) 497-4523,Assisted Living Facility (Specialty Care),50,,,Congregate Specialty Care Assisted Living Facility,50,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-73,"Olive Home, Inc.-Oneonta #2, The",1100 Second Avenue East,,Oneonta,AL,35121,Blount,P0503,,,Trina Cleveland,(205) 625-3190,Assisted Living Facility (Specialty Care),18,,,Congregate Specialty Care Assisted Living Facility,18,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-74,Plantation Manor Assisted Living I,6440 Old Tuscaloosa Highway,P. O. Box 97,McCalla,AL,35111,Jefferson,P3715,,,Robin Bartlett,(205) 477-2213,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-75,Plantation Manor Assisted Living II,6440 Old Tuscaloosa Highway,P. O. Box 97,McCalla,AL,35111,Jefferson,P3716,,,Robin Bartlett,(205) 477-2213,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-76,Reflections at Regency Birmingham,285 West Oxmoor Road,,Birmingham,AL,35209,Jefferson,P3722,,,Chris Blackerby,(205) 942-3355,Assisted Living Facility (Specialty Care),32,,,Congregate Specialty Care Assisted Living Facility,32,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-77,Regency Remembrances,2004 Max Luther Drive,,Huntsville,AL,35810,Madison,P4507,,,Jannie Crouse,(256) 852-0033,Assisted Living Facility (Specialty Care),72,,,Congregate Specialty Care Assisted Living Facility,72,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-78,Remembrance Village,5001 Old Montgomery Highway,,Tuscaloosa,AL,35404,Tuscaloosa,P6305,,,Erica Peck-Love,(205) 752-5500,Assisted Living Facility (Specialty Care),26,,,Congregate Specialty Care Assisted Living Facility,26,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-79,Rittenhouse Village at Hoover by Discovery Senior Living,570 Southland Drive,,Hoover,AL,35226,Jefferson,P3701,,,Michelle T. Pendley,(205) 823-2393,Assisted Living Facility (Specialty Care),90,,,Congregate Specialty Care Assisted Living Facility,90,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-80,"River Highlands, LLC SCALF",1851 Data Drive,,Hoover,AL,35244,Jefferson,P3725,,,"Charles ""Chip"" Cook",(205) 982-7000,Assisted Living Facility (Specialty Care),24,,,Congregate Specialty Care Assisted Living Facility,24,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-81,"Rose Manor of Geraldine, Inc.",202 County Road 526,,Geraldine,AL,35974,Dekalb,P2501,,,Jennifer Murdock,(256) 659-4040,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLivingSpecialty-82,Rose Manor of Haleyville,41818 Highway #195,,Haleyville,AL,35565,Winston,P6701,,,DeAnna Thomas,(205) 485-2422,Assisted Living Facility (Specialty Care),16,,,Group Specialty Care Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
