row_id,name,street_address,po_box,city,state,postal_code,county,Fac ID,Medicare #,Medicaid #,contact,phone,type,number_of_beds,ESRD Stations,Hospital Authorized Bed Capacity,Class 1,Class 1 Beds/Stations,Class 2,Class 2 Beds/Stations,Class 3,Class 3 Beds/Stations,Class 4,Class 4 Beds/Stations,Class 5,Class 5 Beds/Stations,license_type,License Status,Deemed Status
USA-AL-66-All-66-AssistedLiving-11,Baldwin House,10171 Papa George Street,,Daphne,AL,36526,Baldwin,D0220,,,Jayne Carter,(251) 621-1717,Assisted Living Facility,44,,,Congregate Assisted Living Facility,44,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-12,"Belmont II, The",7295 Copperfield Drive,,Montgomery,AL,36117,Montgomery,D5126,,,Anita Black,(334) 224-0692,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-13,"Belmont, The",7295 Copperfield Drive,,Montgomery,AL,36117,Montgomery,D5112,,,Anita Black,(334) 224-0692,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-14,"Blake at Malbis, The",11626 US Highway 90,,Daphne,AL,36526,Baldwin,D0221,,,John Michael,(251) 625-6400,Assisted Living Facility,80,,,Congregate Assisted Living Facility,80,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-15,"Branchwater Village, LLC",763 Medical Center Parkway,,Boaz,AL,35957,Marshall,D4806,,,Bernadette Lanier,(256) 593-5055,Assisted Living Facility,60,,,Congregate Assisted Living Facility,60,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-16,"Brennity at Daphne AL, The",27440 County Road 13,,Daphne,AL,36526,Baldwin,D0217,,,Erin Thompson,(251) 626-9000,Assisted Living Facility,92,,,Congregate Assisted Living Facility,92,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-17,"Brennity at Fairhope, The",50 Spring Run Drive,,Fairhope,AL,36532,Baldwin,D0204,,,Bethanie Hurley,(251) 928-5555,Assisted Living Facility,143,,,Congregate Assisted Living Facility,143,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-18,Brookdale Albertville ALF,151 Woodham Drive,,Albertville,AL,35951,Marshall,D4807,,,Patricia Roberts,(256) 878-3132,Assisted Living Facility,60,,,Congregate Assisted Living Facility,60,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-19,Brookdale Cedar Springs,"2505 Spring Avenue, Southwest",,Decatur,AL,35601,Morgan,D5203,,,Miranda Sansing,(256) 552-3800,Assisted Living Facility,20,,,Congregate Assisted Living Facility,20,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-20,Brookdale Florence,3275 County Road 47,,Florence,AL,35630,Lauderdale,D3909,,,Laura Fithian,(256) 275-4072,Assisted Living Facility,83,,,Congregate Assisted Living Facility,83,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-21,Brookdale Hanceville,105 Michelle Street NW,,Hanceville,AL,35077,Cullman,D2209,,,Tina Miller Rider,(256) 352-3141,Assisted Living Facility,55,,,Congregate Assisted Living Facility,55,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-22,Brookdale Jones Farm,"2815 Carl T. Jones Drive, S. E.",,Huntsville,AL,35802,Madison,D4524,,,Hal Fulmer,(256) 881-6111,Assisted Living Facility,60,,,Congregate Assisted Living Facility,60,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-23,Brookdale Northport ALF (AL),951 Rose Drive,,Northport,AL,35476,Tuscaloosa,D6313,,,Bonita Evans,(205) 330-1700,Assisted Living Facility,83,,,Congregate Assisted Living Facility,83,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-24,Brookdale Shoals ALF (AL),2904 South Wilson Dam Road,,Muscle Shoals,AL,35661,Colbert,D1705,,,Allison Bennefield,(256) 386-7177,Assisted Living Facility,40,,,Congregate Assisted Living Facility,40,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-25,Brookdale University Park ALF (AL),400 University Park Drive,,Birmingham,AL,35209,Jefferson,D3768,,,Alice Murray,(205) 870-0786,Assisted Living Facility,90,,,Congregate Assisted Living Facility,90,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-26,Brookside Assisted Living Community,2260 Pesnell Court,Building #1,Mobile,AL,36695,Mobile,D4945,,,Evelyn Renee Buck,(251) 633-9299,Assisted Living Facility,32,,,Congregate Assisted Living Facility,32,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-27,Cedar Hill Assisted Living Facility,1300 Old Orrville Road,,Selma,AL,36701,Dallas,D2402,,,Trease J. Dawson,(334) 875-1225,Assisted Living Facility,30,,,Congregate Assisted Living Facility,30,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-28,Cedar View Assisted Living,2001 County Road 394,,Killen,AL,35645,Lauderdale,D3912,,,Tim Morrow,(256) 757-2104,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-29,Chelsea's Hidden Acres,245 Hidden Acres Circle,,Chelsea,AL,35043,Shelby,D5908,,,Paula Elizabeth Thomas,(205) 678-8906,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Individual,Regular,
USA-AL-66-All-66-AssistedLiving-30,Cherokee Village Assisted Living Facility,201 Dean Buttram Senior AVenue,,Centre,AL,35960,Cherokee,D1004,,,Cindy Cline,(256) 927-4307,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-AssistedLiving-31,Col. Robert L. Howard State Veterans Home Freedom Court,7054 Veterans Parkway,,Pell City,AL,35125,St. Clair,D5809,,,Derrick Williams,(205) 227-7985,Assisted Living Facility,80,,,Congregate Assisted Living Facility,80,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-32,Columbia Cottage - Hartselle,1109 Sparkman Street Northwest,,Hartselle,AL,35640,Morgan,D5208,,,Amanda Christopher,(256) 751-4809,Assisted Living Facility,36,,,Congregate Assisted Living Facility,36,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-33,"Columbia Cottage-Florence, Ltd.",2373 Roberts Lane,,Florence,AL,35630,Lauderdale,D3901,,,Glenda Beavers,(256) 760-0442,Assisted Living Facility,51,,,Congregate Assisted Living Facility,51,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-34,"Columbia Cottage-Mountain Brook, LLC",3776 Crosshaven Drive,,Birmingham,AL,35223,Jefferson,D3769,,,Greg Dykes,(205) 968-0000,Assisted Living Facility,48,,,Congregate Assisted Living Facility,48,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-35,Country Cottage - Montgomery - Ivy,"235 Sylvest Drive, Building 400",,Montgomery,AL,36117,Montgomery,D5130,,,Michelle Kelley,(334) 260-8373,Assisted Living Facility,26,,,Congregate Assisted Living Facility,26,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-36,Country Cottage - Montgomery - Oakleaf,"235 Sylvest Drive, Bldg. 300",,Montgomery,AL,36117,Montgomery,D5129,,,Michelle Kelley,(334) 260-8373,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-37,"Country Cottage-Decatur, Oakleaf","2515 Old Moulton Road, SW",,Decatur,AL,35603,Morgan,D5206,,,Kelly Looney,(256) 301-1800,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-38,Country Cottage-Decatur-Magnolia,"2515 Old Moulton Road, SW",,Decatur,AL,35603,Morgan,D5204,,,Kelly Looney,(256) 301-1800,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-39,Country Cottage-Huntsville-Ivy,4200 Chris Drive,,Huntsville,AL,35802,Madison,D4519,,,April Davis,(256) 880-1101,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-40,Country Cottage-Huntsville-Magnolia,4200 Chris Drive,,Huntsville,AL,35802,Madison,D4511,,,April Davis,(256) 880-1101,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-41,Country Cottage-Huntsville-Oakleaf,4200 Chris Drive,,Huntsville,AL,35802,Madison,D4512,,,April Davis,(256) 880-1101,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-42,Country Cottage-Oakleaf,4000 Greenwood Drive,,Hoover,AL,35216,Jefferson,D3709,,,Leslie Carter,(205) 987-0847,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-43,Country Cottage-Russellville,900 North Jackson,,Russellville,AL,35653,Franklin,D3002,,,Regina Lawler,(256) 332-4707,Assisted Living Facility,29,,,Congregate Assisted Living Facility,29,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-44,Country Gables,12250 Hifields Road,,Grand Bay,AL,36541,Mobile,D4962,,,"Robin Roberts-Gregorius, RN",(251) 865-1542,Assisted Living Facility,24,,,Group Assisted Living Facility,24,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-45,"Country Living, Inc.",225 County Road 1386,,Falkville,AL,35622,Cullman,D2202,,,Linda Wilhite,(256) 734-8618,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-46,Country Place Senior Living of Atmore,140 McRae Street,,Atmore,AL,36502,Escambia,D2704,,,Stephanie Brown,(251) 368-1750,Assisted Living Facility,28,,,Congregate Assisted Living Facility,28,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-47,Country Place Senior Living of Brewton,905 Belleville Avenue,,Brewton,AL,36426,Escambia,D2705,,,Kendra Reynolds,(251) 809-3550,Assisted Living Facility,28,,,Congregate Assisted Living Facility,28,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-48,Country Place Senior Living of Fairhope,"8127 Gayfer Road, Ext.",,Fairhope,AL,36532,Baldwin,D0223,,,Martha Allegri,(251) 929-3627,Assisted Living Facility,26,,,Congregate Assisted Living Facility,26,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-49,Country Place Senior Living of Foley,615 E. Laurel Avenue,,Foley,AL,36536,Baldwin,D0222,,,Debra McPherson,(251) 943-4412,Assisted Living Facility,28,,,Congregate Assisted Living Facility,28,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-50,Country Place Senior Living of Greenville,1035 Fort Dale Road,,Greenville,AL,36037,Butler,D0703,,,Rebecca Reynolds,(334) 382-0515,Assisted Living Facility,28,,,Congregate Assisted Living Facility,28,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-51,Country Place Senior Living of Hamilton,690 National Avenue,,Hamilton,AL,35570,Marion,D4706,,,Erica Adams,(205) 921-0083,Assisted Living Facility,28,,,Congregate Assisted Living Facility,28,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-52,Country Place Senior Living of Winfield,480 Tahoe Road,,Winfield,AL,35594,Marion,D4705,,,Tammy Nix,(205) 487-1180,Assisted Living Facility,28,,,Congregate Assisted Living Facility,28,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-53,Covenant Place of Gardendale,1409 Thompson Circle,,Gardendale,AL,35071,Jefferson,D3775,,,Paul Roberts,(205) 608-2200,Assisted Living Facility,60,,,Congregate Assisted Living Facility,60,,0,,0,,0,,0,Partnership,Regular,
USA-AL-66-All-66-AssistedLiving-54,Crimson Village,1410 18th Avenue East,,Tuscaloosa,AL,35404,Tuscaloosa,D6318,,,Evelyn Espy,(205) 632-6699,Assisted Living Facility,78,,,Congregate Assisted Living Facility,78,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-55,Crowne Health Care of Springhill - ALF,3712 Dauphin Street,,Mobile,AL,36608,Mobile,D4902,,,Jason Stinnett,(251) 344-7126,Assisted Living Facility,80,,,Congregate Assisted Living Facility,80,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-56,"Daffodil House Assisted Living, LLC",12650 Old Marion Road,,Tuscaloosa,AL,35405,Tuscaloosa,D6317,,,Mary Gail Hales,(205) 342-0573,Assisted Living Facility,3,,,Family Assisted Living Facility,3,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-57,Danberry at Inverness,235 Inverness Center Dr.,,Hoover,AL,35242,Shelby,D5914,,,Jaclyn Gardner,(205) 443-9500,Assisted Living Facility,48,,,Congregate Assisted Living Facility,48,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-58,"Dauphin Way Assisted Living, Inc.",3085 Dauphin Square Connector,,Mobile,AL,36607,Mobile,D4983,,,Theresa Davis,(251) 450-1110,Assisted Living Facility,40,,,Congregate Assisted Living Facility,40,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-59,Dogwood Manor Assisted Living,301 Ward Drive,,Abbeville,AL,36310,Henry,D3406,,,Kimberly Falkner,(334) 585-2241,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-AssistedLiving-60,Dugger Mountain Assisted Living,1100 Daily Street,,Piedmont,AL,36272,Calhoun,D0810,,,Sandra Keener,(256) 447-7444,Assisted Living Facility,9,,,Group Assisted Living Facility,9,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-AssistedLiving-61,Elmcroft of Byrd Springs,8020 Benaroya Lane Southwest,,Huntsville,AL,35802,Madison,D4525,,,Roger Cooper,(256) 882-2727,Assisted Living Facility,113,,,Congregate Assisted Living Facility,113,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-62,Elmcroft of Grayson Valley,2366 Old Springville Road,,Birmingham,AL,35215,Jefferson,D3770,,,Ryan Mussato,(205) 854-2888,Assisted Living Facility,113,,,Congregate Assisted Living Facility,113,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-63,Elmcroft of Halcyon,1775 Halcyon Boulevard,,Montgomery,AL,36117,Montgomery,D5125,,,Tammy Grant,(334) 396-1111,Assisted Living Facility,48,,,Congregate Assisted Living Facility,48,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-64,Elmcroft of Heritage Woods,3440 Hillcrest Road,,Mobile,AL,36695,Mobile,D4947,,,Jack Waldroup,(251) 665-9063,Assisted Living Facility,89,,,Congregate Assisted Living Facility,89,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-65,Fair Haven - Assisted Living,1424 Montclair Road,,Birmingham,AL,35210,Jefferson,D3702,,,Earnestine Thompson,(205) 956-4150,Assisted Living Facility,76,,,Congregate Assisted Living Facility,76,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-66,"Gables at Charlton Place Assisted Living Community, The",65 Charlton Place,,Deatsville,AL,36022,Autauga,D0108,,,King deMontluzin,(334) 290-6900,Assisted Living Facility,24,,,Congregate Assisted Living Facility,24,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-67,Galleria Woods Assisted Living Facility,3850 Galleria Woods Drive,,Hoover,AL,35244,Jefferson,D3759,,,Undrea Wright,(205) 985-7537,Assisted Living Facility,24,,,Congregate Assisted Living Facility,24,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-68,"Gardens of Clanton, The",850 Scott Drive,,Clanton,AL,35045,Chilton,D1105,,,Vickie Moseley,(205) 280-0084,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-69,"Gardens of Daphne, The",1307 Daphne Avenue,,Daphne,AL,36526,Baldwin,D0215,,,Christine Mullen,(251) 625-0802,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-70,"Gardens of Eufaula, The",395 Lake Drive,,Eufaula,AL,36027,Barbour,D0303,,,Heather Bradley,(334) 687-0430,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-71,Gardens of Madison,372 Jimmy Fisk Road,,Hazel Green,AL,35750,Madison,D4537,,,Brenda Moore,(256) 828-7100,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-72,Gardens of Pelham,2124 Old Montgomery Highway,,Pelham,AL,35124,Shelby,D5916,,,Mary Neff,(205) 402-9922,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-73,Gardens of Wetumpka,209 Country Club Drive,,Wetumpka,AL,36092,Elmore,D2605,,,Barbara Womack,(334) 514-4839,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-74,Gardens of Wetumpka II,187 Country Club Drive,,Wetumpka,AL,36092,Elmore,D2607,,,Barbara Womack,(334) 514-4839,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-75,Golden Acres,6411 Howells Ferry,,Mobile,AL,36606,Mobile,D4985,,,Cynthia Deese,(251) 473-0700,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-76,Gordon Oaks Assisted Living Community,3145 Knollwood Drive,,Mobile,AL,36693,Mobile,D4916,,,Teliena Corder,(251) 661-7600,Assisted Living Facility,60,,,Congregate Assisted Living Facility,60,,0,,0,,0,,0,Limited Liability Company,Probational,
USA-AL-66-All-66-AssistedLiving-77,Grandview at Redstone Village,12000 Turnmeyer Drive,,Huntsville,AL,35803,Madison,D4528,,,Gale Coleman,(256) 881-6088,Assisted Living Facility,58,,,Congregate Assisted Living Facility,58,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-78,Greenbriar at the Altamont Assisted Living Facility,2831 Highland Avenue South,,Birmingham,AL,35205,Jefferson,D3736,,,Jennifer Shunnarah,(205) 323-2724,Assisted Living Facility,46,,,Congregate Assisted Living Facility,46,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-79,Greenbriar on Hanover,39 Hanover Circle,,Birmingham,AL,35205,Jefferson,D3783,,,Cathy Saxon,(205) 201-7430,Assisted Living Facility,39,,,Congregate Assisted Living Facility,39,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-80,Greensprings II,809 Greensprings Drive,,Prattville,AL,36067,Autauga,D0107,,,Melody Phillips,(334) 365-0681,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-81,"Greenwood Place ALF, LLC",105 South Greenwood,,Geneva,AL,36340,Geneva,D3102,,,Jan P. Dixon,(334) 684-0549,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-82,Hallmark Manor,515 Roger Sayers Drive,,Tuscaloosa,AL,35401,Tuscaloosa,D6315,,,Veranda Melton,(205) 347-0062,Assisted Living Facility,13,,,Group Assisted Living Facility,13,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-83,Hamrick Highlands Assisted Living,755 55th Place East,,Tuscaloosa,AL,35404,Tuscaloosa,D6316,,,Greg and Susan Hamrick,(205) 469-1828,Assisted Living Facility,36,,,Congregate Assisted Living Facility,36,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-84,Harbor Chase of Huntsville,4801 Whitesport Circle,,Huntsville,AL,35801,Madison,D4527,,,Katina Eades,(256) 650-1155,Assisted Living Facility,72,,,Congregate Assisted Living Facility,72,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-85,Harborchase of Jasper Assisted Living Facility,2100 Viking Drive,,Jasper,AL,35501,Walker,D6412,,,Anita Williams,(205) 384-0660,Assisted Living Facility,70,,,Congregate Assisted Living Facility,70,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-86,"Hartford Retirement Village, Inc.",12196 East State Hwy. 52,,Hartford,AL,36344,Geneva,D3101,,,Janet Vinyard,(334) 588-2306,Assisted Living Facility,38,,,Congregate Assisted Living Facility,38,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-87,Heritage Assisted Living,11682 County Line Road,,Madison,AL,35756,Limestone,D4209,,,Amber Thompson,(256) 325-3060,Assisted Living Facility,31,,,Congregate Assisted Living Facility,31,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-88,"Heritage Residential Care Village, Building #2",1001 Snows Mill Avenue,,Tuscaloosa,AL,35406,Tuscaloosa,D6304,,,Rev. George L. Jackson,(205) 349-1011,Assisted Living Facility,15,,,Group Assisted Living Facility,15,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-AssistedLiving-89,Hilltop at Glenwood I,213 Ana Drive,,Florence,AL,35630,Lauderdale,D3907,,,Brian Farrar,(256) 766-8963,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-90,Hilltop at Glenwood II,213 Ana Drive,,Florence,AL,35630,Lauderdale,D3908,,,Brian Farrar,(256) 740-4604,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-91,"Homeland Assisted Living, LLC",149 First Avenue,,Jemison,AL,35085,Chilton,D1103,,,Sharon Smith,(205) 688-4835,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-92,"Huntingdon, The",108 Homestead Village,,Fairhope,AL,36532,Baldwin,D0206,,,Melisa Frazier,(251) 929-0250,Assisted Living Facility,50,,,Congregate Assisted Living Facility,50,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-93,"Inn Assisted Living at Somerby of West Mobile, The",901 Somerby Drive,,Mobile,AL,36695,Mobile,D4959,,,Jessica Keith,(251) 776-1455,Assisted Living Facility,50,,,Congregate Assisted Living Facility,50,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-AssistedLiving-94,"Jacobs House II, The",101 Jacobs Lane,,Hayden,AL,35079,Blount,D0501,,,Cheyan Stafford,(205) 647-7410,Assisted Living Facility,16,,,Group Assisted Living Facility,16,,0,,0,,0,,0,Corporation,Regular,
