row_id,name,street_address,po_box,city,state,postal_code,county,Fac ID,Medicare #,Medicaid #,contact,phone,type,number_of_beds,ESRD Stations,Hospital Authorized Bed Capacity,Class 1,Class 1 Beds/Stations,Class 2,Class 2 Beds/Stations,Class 3,Class 3 Beds/Stations,Class 4,Class 4 Beds/Stations,Class 5,Class 5 Beds/Stations,license_type,License Status,Deemed Status
USA-AL-66-All-66-NursingHomes-19,"Barfield Health Care, Inc.",22444 Highway 431,,Guntersville,AL,35976,Marshall,N4804,01-5225,47-5690,E. Brooks Barfield,(256) 582-3112,Nursing Home,113,,,Skilled Nursing Facility,113,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-20,Baron House of Hueytown,190 Brooklane Drive,,Hueytown,AL,35023,Jefferson,N3712,01-5404,47-5747,Phillip Cappiello,(205) 491-2905,Nursing Home,50,,,Skilled Nursing Facility,50,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-21,Bibb Medical Center Nursing Home,208 Pierson Avenue,,Centreville,AL,35042,Bibb,N0401,01-5215,47-5352,Joseph Marchant,(205) 926-4881,Nursing Home,131,,,Skilled Nursing Facility,131,,0,,0,,0,,0,County,Regular,
USA-AL-66-All-66-NursingHomes-22,Bill Nichols State Veterans Home,1784 Elkahatchee Road,,Alexander City,AL,35010,Tallapoosa,N6206,,,Angela Rose,(256) 329-0868,Nursing Home,150,,,Skilled Nursing Facility,150,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-23,"Birmingham Nursing and Rehabilitation Center East, LLC",733 Mary Vann Lane,,Birmingham,AL,35215,Jefferson,N3736,01-5134,47-5727,Melody Burch,(205) 854-1361,Nursing Home,132,,,Skilled Nursing Facility,132,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-24,"Birmingham Nursing and Rehabilitation Center, LLC",1000 Dugan Avenue,,Birmingham,AL,35214,Jefferson,N3740,01-5217,47-5729,Mattie Banks,(205) 798-8780,Nursing Home,132,,,Skilled Nursing Facility,132,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-25,Brookdale University Park SNF (AL),501 University Park Drive,,Birmingham,AL,35209,Jefferson,N3710,01-5423,,Craig Dugan,(205) 933-1828,Nursing Home,66,,,Skilled Nursing Facility,66,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-26,Brookshire Healthcare Center,4320 Judith Lane,,Huntsville,AL,35805,Madison,N4504,01-5127,4757660S,Barry Bell,(256) 837-1730,Nursing Home,129,,,Skilled Nursing Facility,129,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-27,Brown Nursing Home,2334 Washington Street,P.O. Box 1056,Alexander City,AL,35010,Tallapoosa,N6203,01-5191,47-5025,Cecily Lee,(256) 329-9061,Nursing Home,68,,,Skilled Nursing Facility,68,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-28,"Burns Nursing Home, Inc.","701 Monroe Street, Northwest",,Russellville,AL,35653,Franklin,N3001,01-5009,47-5009,Mark S. DeArman,(256) 332-4110,Nursing Home,57,,,Skilled Nursing Facility,57,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-29,"Camden Nursing Facility, Inc.",550 Ponderosa Drive,P.O. Box 787,Camden,AL,36726,Wilcox,N6601,01-5374,47-5717,Eldridge B. Stewart,(334) 682-4231,Nursing Home,95,,,Skilled Nursing Facility,95,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-30,Canterbury Health Care Facility,1720 Knowles Road,,Phenix City,AL,36869,Russell,N5704,01-5382,47-5774,Lycrecia Patterson,(334) 291-0485,Nursing Home,137,,,Skilled Nursing Facility,137,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-31,Capitol Hill Healthcare Center,520 South Hull Street,,Montgomery,AL,36104,Montgomery,N5101,01-5390,47-5730,Sharon Baker,(334) 834-2920,Nursing Home,284,,,Skilled Nursing Facility,284,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-32,"Caregivers of Pleasant Grove, Inc.",700 First Avenue,,Pleasant Grove,AL,35127,Jefferson,N3704,01-5044,47-5728,Walter Weingarten,(205) 744-8120,Nursing Home,64,,,Skilled Nursing Facility,64,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-33,Cedar Crest,4490 Virginia Loop Road,,Montgomery,AL,36116,Montgomery,N5110,01-5228,47-5718,Thomas Woodham,(334) 281-6826,Nursing Home,121,,,Skilled Nursing Facility,121,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-34,"Chandler Health & Rehab Center, LLC",850 N. W. 9th Street,,Alabaster,AL,35007,Shelby,N5902,01-5144,47-5417,Larry Barton,(205) 663-3859,Nursing Home,198,,,Skilled Nursing Facility,198,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-35,"Chapman Healthcare Center, Inc.",3701 Dadeville Road,,Alexander City,AL,35010,Tallapoosa,N6202,01-5221,47-5006,Cera Ashleigh Taylor,(256) 234-6366,Nursing Home,188,,,Skilled Nursing Facility,188,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-36,Charlton Place Rehabilitation & Health Care Center,65 Charlton Place,,Deatsville,AL,36022,Autauga,N0101,01-5460,4758200S,Mico Brenitta Turner,(334) 290-6900,Nursing Home,65,,,Skilled Nursing Facility,65,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-37,Cherokee County Health & Rehabilitation Center,877 Cedar Bluff Road,,Centre,AL,35960,Cherokee,N1001,01-5200,47-5356,Cindy Cline,(256) 927-5778,Nursing Home,185,,,Skilled Nursing Facility,185,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-38,Cherry Hill Rehabilitation & Healthcare Center,1250 Jeff Germany Parkway,,Birmingham,AL,35214-4484,Jefferson,N3747,01-5445,47-58100S,Brandon T  Upshaw,(205) 796-0214,Nursing Home,117,,,Skilled Nursing Facility,117,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-39,"Civic Center Health and Rehabilitation, LLC",1201 North 22nd Street,,Birmingham,AL,35234,Jefferson,N3703,01-5109,47-5759,Drew Cook,(205) 251-5271,Nursing Home,95,,,Skilled Nursing Facility,95,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-40,Clay County Nursing Home,83825 Highway 9,P.O. Box 1270,Ashland,AL,36251,Clay,N1401,01-5124,47-5333,Joel W Tate,(256) 354-1241,Nursing Home,83,,,Skilled Nursing Facility,83,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-41,Cleburne County Nursing Home,122 Brockford Road,,Heflin,AL,36264,Cleburne,N1501,01-5053,47-5053,Tony Culberson,(256) 463-2121,Nursing Home,82,,,Skilled Nursing Facility,82,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-42,Cloverdale Rehabilitation and Nursing Center,412 Cloverdale Road,,Scottsboro,AL,35768,Jackson,N3602,01-5184,47-5335,Kristy Jones,(256) 259-1505,Nursing Home,141,,,Skilled Nursing Facility,141,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-43,Collinsville Healthcare & Rehab,685 North Valley Avenue,PO Box 310,Collinsville,AL,35961,Dekalb,N2501,01-5207,47-5412,James Coker,(256) 524-2117,Nursing Home,200,,,Skilled Nursing Facility,200,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-44,Colonel Robert L. Howard State Veterans Home,7054 Veterans Parkway,442,Pell City,AL,35125,St. Clair,N5805,,,Derrick Williams,(205) 227-7985,Nursing Home,174,,,Skilled Nursing Facility,174,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-45,Colonial Haven Care & Rehabilitation Center,616 Armory Road,PO Box 438,Greensboro,AL,36744,Hale,N3301,01-5396,47-5212,Rebekah Bonds,(334) 624-3054,Nursing Home,97,,,Skilled Nursing Facility,97,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-46,"Columbiana Health and Rehabilitation, LLC",22969 Highway 25,,Columbiana,AL,35051,Shelby,N5904,01-5453,4758160S,Shannon Bell,(205) 669-1712,Nursing Home,63,,,Skilled Nursing Facility,63,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-47,Coosa Valley Health and Rehab,513 Pineview Avenue,,Glencoe,AL,35905,Etowah,N2801,01-5174,47-5316,Matthew Leland,(256) 492-5350,Nursing Home,124,,,Skilled Nursing Facility,124,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-48,Coosa Valley Nursing Facility,315 West Hickory Street,,Sylacauga,AL,35150,Talladega,N6102,01-5010,47-5010,William Joseph McMichen,(256) 401-4000,Nursing Home,85,,,Skilled Nursing Facility,85,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-49,"Cordova Health and Rehabilitation, LLC",70 Highland Street West,,Cordova,AL,35550,Walker,N6404,01-5115,47-5400,Jonathan Culwell,(205) 483-9282,Nursing Home,114,,,Skilled Nursing Facility,114,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-50,Cottage of the Shoals,500 John Aldridge Drive,,Tuscumbia,AL,35674,Colbert,N1702,01-5067,47-5772,Cheryl Baker,(256) 383-4541,Nursing Home,103,,,Skilled Nursing Facility,103,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-51,"Crossville Health and Rehabilitation, LLC",8922 Alabama Highway 227 North,,Crossville,AL,35962,Dekalb,N2502,01-5176,47-5440,Gail Painter,(256) 528-7844,Nursing Home,143,,,Skilled Nursing Facility,143,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-52,Crowne Health Care of Citronelle,19225 North 4th Street,P.O. Drawer 38,Citronelle,AL,36522,Mobile,N4914,01-5121,47-5441,Gregg Myers,(251) 866-5509,Nursing Home,69,,,Skilled Nursing Facility,69,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-53,Crowne Health Care of Eufaula,430 Rivers Avenue,,Eufaula,AL,36027,Barbour,N0302,01-5199,47-5744,Linda Y. Railey,(334) 687-6627,Nursing Home,180,,,Skilled Nursing Facility,180,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-54,Crowne Health Care of Fort Payne,"403 Thirteenth Street, Northwest",,Fort Payne,AL,35967,Dekalb,N2503,01-5156,47-5752,James W. Turnipseed,(256) 845-5990,Nursing Home,123,,,Skilled Nursing Facility,123,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-55,Crowne Health Care of Greenville,408 Country Club Drive,,Greenville,AL,36037,Butler,N0701,01-5193,47-5746,Ann Smith,(334) 382-2693,Nursing Home,118,,,Skilled Nursing Facility,118,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-56,Crowne Health Care of Mobile,954 Navco Road,,Mobile,AL,36605,Mobile,N4905,01-5100,47-5446,Amber Detamore,(251) 473-8684,Nursing Home,174,,,Skilled Nursing Facility,174,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-57,Crowne Health Care of Montgomery,1837 Upper Wetumpka Road,,Montgomery,AL,36107,Montgomery,N5103,01-5393,47-5783,Wanda Allie,(334) 264-8416,Nursing Home,185,,,Skilled Nursing Facility,185,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-58,Crowne Health Care of Springhill,3712 Dauphin Street,,Mobile,AL,36608,Mobile,N4903,01-5426,,Richard Jones,(251) 304-3000,Nursing Home,20,,,Skilled Nursing Facility,20,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-59,Cullman Health Care Center,"1607 Main Avenue, N.E.",P.O. Box 190,Cullman,AL,35056,Cullman,N2201,01-5048,47-5503,Hannah Brown,(256) 734-8745,Nursing Home,95,,,Skilled Nursing Facility,95,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-60,Cumberland Health and Rehab,47065 Alabama Highway 277,,Bridgeport,AL,35740,Jackson,N3603,01-5420,47-5792,"Lonnie Albin, MD",(256) 437-7260,Nursing Home,100,,,Skilled Nursing Facility,100,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-61,Cypress Cove Center,200 Alabama Avenue,,Muscle Shoals,AL,35661,Colbert,N1703,01-5392,47-5770,Rhonda Poole,(205) 381-4330,Nursing Home,90,,,Skilled Nursing Facility,90,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-62,Dadeville Healthcare Center,385 East Lafayette Street,P.O. Box 97,Dadeville,AL,36853,Tallapoosa,N6204,01-5166,47-5600,Kim Russell,(256) 825-9244,Nursing Home,144,,,Skilled Nursing Facility,144,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-63,Davis/Orman Intermediate Care Facility,202 Hope Drive,PO Box 740 (Mailiing Address),Eastaboga,AL,36260-0740,Talladega,N0806,01-G011,4958170I,Stentson Carpenter,(256) 831-0919,Nursing Home,0,,,Intermediate Care Facility/Individuals with Intellectual Disabilities,0,,0,,0,,0,,0,No Data Provided,Not subject to licensure,
USA-AL-66-All-66-NursingHomes-64,Decatur Health and Rehab Center,"2326 Morgan Avenue, S.W.",P.O. Box 1821,Decatur,AL,35602,Morgan,N5207,01-5206,47-5726,Robbie Barnett,(256) 340-5765,Nursing Home,119,,,Skilled Nursing Facility,119,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-65,Diversicare of Arab,"235 Third Street, S.E.",,Arab,AL,35016,Marshall,N4801,01-5148,47-5405,Mandy Shaddrix,(256) 586-3111,Nursing Home,87,,,Skilled Nursing Facility,87,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-66,Diversicare of Bessemer,820 Golf Course Road,,Bessemer,AL,35023,Jefferson,N3708,01-5209,47-5751,Maria Ephraim,(205) 425-5241,Nursing Home,180,,,Skilled Nursing Facility,180,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-67,Diversicare of Big Springs,"500 St. Clair Avenue, Southwest",,Huntsville,AL,35801,Madison,N4501,01-5111,47-5660,Kathi Gipson,(256) 639-5111,Nursing Home,135,,,Skilled Nursing Facility,135,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-68,Diversicare of Boaz,600 Corley Avenue,,Boaz,AL,35957,Marshall,N4802,01-5063,47-5063,Cindy Brooks,(256) 593-8380,Nursing Home,100,,,Skilled Nursing Facility,100,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-69,Diversicare of Foley,1701 North Alston Street,,Foley,AL,36535,Baldwin,N0202,01-5032,47-5745,"Albert T. Herndon, Jr.",(251) 943-2781,Nursing Home,154,,,Skilled Nursing Facility,154,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-70,Diversicare of Lanett,702 South 13th Street,,Lanett,AL,36863,Chambers,N0904,01-5196,47-5749,Annie Swanson,(334) 644-1111,Nursing Home,85,,,Skilled Nursing Facility,85,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-71,Diversicare of Montgomery,2020 North Country Club Drive,,Montgomery,AL,36106,Montgomery,N5106,01-5040,47-5769,Dennis Davis,(334) 263-1643,Nursing Home,138,,,Skilled Nursing Facility,138,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-72,Diversicare of Oneonta,215 Valley Road,,Oneonta,AL,35121,Blount,N0502,01-5159,47-5753,Wilson Yopasa,(205) 274-2365,Nursing Home,120,,,Skilled Nursing Facility,120,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-73,Diversicare of Oxford,1130 South Hale Street,P.O. Box 3408,Oxford,AL,36203,Calhoun,N0802,01-5132,47-5402,Susan Henderson,(256) 831-0481,Nursing Home,173,,,Skilled Nursing Facility,173,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-74,Diversicare of Pell City,"510 Wolf Creek Road, North",,Pell City,AL,35125,St. Clair,N5804,01-5189,47-5748,Sandy Prescott,(205) 338-3329,Nursing Home,94,,,Skilled Nursing Facility,94,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-75,Diversicare of Riverchase,2500 Riverhaven Drive,,Birmingham,AL,35244,Jefferson,N3739,01-5145,47-5738,Randolph Pickell,(205) 987-0901,Nursing Home,132,,,Skilled Nursing Facility,132,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-76,Diversicare of Winfield,144 County Highway 14,,Winfield,AL,35594,Marion,N4703,01-5376,47-5737,Janet Studdard,(205) 487-4211,Nursing Home,123,,,Skilled Nursing Facility,123,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-77,EAMC - Lanier Nursing Home,4800 48th Street,,Valley,AL,36854,Chambers,N0902,01-5045,47-5482,Jason Banks,(334) 756-9180,Nursing Home,103,,,Skilled Nursing Facility,103,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-78,East Alabama Medical Center Skilled Nursing Facility,2000 Pepperell Parkway,,Opelika,AL,36802,Lee,N4102,01-5410,,Robyn Olive,(334) 528-2697,Nursing Home,26,,,Skilled Nursing Facility,26,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-79,East Glen,53 Medical Park Drive East,,Birmingham,AL,35235,Jefferson,N3714,01-5388,47-5805,Adam Alvis,(205) 836-4231,Nursing Home,108,,,Skilled Nursing Facility,108,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-80,Eastern Shore Rehabilitation and Health Center,101 Villa Drive,,Daphne,AL,36526,Baldwin,N0204,01-5049,1124083761,Kelley Urban,(251) 621-4200,Nursing Home,117,,,Skilled Nursing Facility,117,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-81,Eastview Rehabilitation & Healthcare Center,7755 Fourth Avenue South,,Birmingham,AL,35206-4425,Jefferson,N3725,01-5014,47-5014,Antoine Ash,(205) 833-0146,Nursing Home,90,,,Skilled Nursing Facility,90,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-82,El Reposo Nursing Facility,260 Milner Chapel Road,,Florence,AL,35634,Lauderdale,N3901,01-5402,47-5210,"Beth Anerton, RN, BSN.,NHA",(256) 757-2143,Nursing Home,60,,,Skilled Nursing Facility,60,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-83,"Elba Nursing and Rehabilitation Center, LLC",987 Drayton Street,,Elba,AL,36323,Coffee,N1601,01-5083,151052,Nikki Hall,(334) 897-2257,Nursing Home,111,,,Skilled Nursing Facility,111,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-84,Englewood Health Care Center,2046 South Alabama Avenue,,Monroeville,AL,36460,Monroe,N5002,01-5322,47-5419,Bryan Keith Baggett,(251) 575-3285,Nursing Home,87,,,Skilled Nursing Facility,87,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-85,Enterprise Health & Rehabilitation Center,300 Plaza Drive,P.O. Box 311227,Enterprise,AL,36331-1227,Coffee,N1602,01-5320,47-5320,Barbara Stinson,(334) 347-9541,Nursing Home,257,,,Skilled Nursing Facility,257,,0,,0,,0,,0,Healthcare Authority,Regular,
USA-AL-66-All-66-NursingHomes-86,Evergreen Nursing Home,100 Sanders Drive,P.O. Box 391,Evergreen,AL,36401,Conecuh,N1801,01-5089,47-5089,Kimberly M. Bush,(334) 578-3782,Nursing Home,61,,,Skilled Nursing Facility,61,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-87,Extendicare Health Center,950 South St. Andrews Street,P.O. Box 1246,Dothan,AL,36302-1246,Houston,N3501,01-5152,47-5702,Shenika Ford,(334) 793-1177,Nursing Home,170,,,Skilled Nursing Facility,170,,0,,0,,0,,0,Corporation,Regular,
USA-AL-66-All-66-NursingHomes-88,Fair Haven,1424 Montclair Road,,Birmingham,AL,35210,Jefferson,N3718,01-5076,47-5076,Michael Giles,(205) 956-4150,Nursing Home,259,,,Skilled Nursing Facility,259,,0,,0,,0,,0,Non-Profit Corporation,Regular,
USA-AL-66-All-66-NursingHomes-89,Fairhope Health & Rehab,108 South Church Street,P.O. Box 976,Fairhope,AL,36533,Baldwin,N0201,01-5222,47-5735,Julie K. Doughan,(251) 928-2153,Nursing Home,131,,,Skilled Nursing Facility,131,,0,,0,,0,,0,Limited Liability Company,Regular,
USA-AL-66-All-66-NursingHomes-90,Fairview at Redstone Village,12000 Turnmeyer Drive,,Huntsville,AL,35803,Madison,N4514,01-5454,,Vicki NeSmith,(256) 881-6088,Nursing Home,56,,,Skilled Nursing Facility,56,,0,,0,,0,,0,Non-Profit Corporation,Regular,
