name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood
ANCHOR CARE AND REHABILITATION CENTER,,,,,,,1515 PORT MALABAR BLVD NE,,PALM BAY,,,,,Brevard,32905-5455,FL,,(321) 723-1235,,,,,,,,,,,,,,,,,Nursing Home,,,,1515 PORT MALABAR BLVD NE,,,PALM BAY,Brevard,,FL,,32905-5455,,28.0196826,-80.6048668,
APOLLO HEALTH AND REHABILITATION CENTER,,,,,,,1000 24TH ST N,,SAINT PETERSBURG,,,,,Pinellas,33713,FL,,(727) 323-4711,,,www.greystonehealth.com,,,,,,,,,,,,,,Nursing Home,,,,1000 24TH ST N,,,SAINT PETERSBURG,Pinellas,,FL,,33713,,27.7821341,-82.6656221,North Kenwood
ARBOR TRAIL REHAB AND SKILLED NURSING CENTER,,,,,,,611 TURNER CAMP RD,,INVERNESS,,,,,Citrus,34453,FL,,(352) 637-1130,,,www.arbortrailrehab.com,,,,,,,,,,,,,,Nursing Home,,,,611 TURNER CAMP RD,,,INVERNESS,Citrus,,FL,,34453,,28.84684679999999,-82.3374316,
ARCADIA HEALTH & REHABILITATION CENTER,,,,,,,10095 HILLVIEW ROAD,,PENSACOLA,,,,,Escambia,32514,FL,,(850) 479-4000,,,,,,,,,,,,,,,,,Nursing Home,,,,10095 HILLVIEW ROAD,,,PENSACOLA,Escambia,,FL,,32514,,30.5392339,-87.21307560000001,North Northwest Pensacola
ARCH PLAZA NURSING & REHABILITATION CENTER,,,,,,,12505 NE 16TH AVE,,NORTH MIAMI,,,,,Miami-Dade,33161-6019,FL,,(305) 891-1710,,,plazahealth.org,,,,,,,,,,,,,,Nursing Home,,,,12505 NE 16TH AVE,,,NORTH MIAMI,Miami-Dade,,FL,,33161-6019,,25.891861,-80.165607,
ASTORIA HEALTH AND REHABILITATION CENTER,,,,,,,701 OVERLOOK DR SE,,WINTER HAVEN,,,,,Polk,33884-1671,FL,,(863) 318-5000,,,www.tlcmgmt.com,,,,,,,,,,,,,,Nursing Home,,,,701 OVERLOOK DR SE,,,WINTER HAVEN,Polk,,FL,,33884-1671,,28.0197835,-81.66176229999999,
ATLANTIC CARE AND REHABILITATION CENTER,,,,,,,3663 15TH AVE,,VERO BEACH,,,,,Indian River,32960,FL,,(772) 567-2552,,,,,,,,,,,,,,,,,Nursing Home,,,,3663 15TH AVE,,,VERO BEACH,Indian River,,FL,,32960,,27.6596863,-80.40066689999999,
ATLANTIC SHORES NURSING AND REHAB CENTER,,,,,,,4251 STACK BLVD,,MELBOURNE,,,,,Brevard,32901,FL,,(321) 953-2219,,,www.atlanticshoresrehab.com,,,,,,,,,,,,,,Nursing Home,,,,4251 STACK BLVD,,,MELBOURNE,Brevard,,FL,,32901,,28.0468177,-80.62807269999999,
AUBURNDALE OAKS CARE AND REHABILITATION CENTER,,,,,,,919 OLD WINTER HAVEN RD,,AUBURNDALE,,,,,Polk,33823-4329,FL,,(863) 967-4125,,,,,,,,,,,,,,,,,Nursing Home,,,,919 OLD WINTER HAVEN RD,,,AUBURNDALE,Polk,,FL,,33823-4329,,28.0594355,-81.770893,
AVALON HEALTHCARE CENTER,,,,,,,1270 SW MAIN BLVD,,LAKE CITY,,,,,Columbia,32025,FL,,(386) 752-7900,,,,,,,,,,,,,,,,,Nursing Home,,,,1270 SW MAIN BLVD,,,LAKE CITY,Columbia,,FL,,32025,,30.1724718,-82.6408809,
AVANTE AT BOCA RATON  INC.,,,,,,,4601 SHERIDAN STREET,SUITE #500,HOLLYWOOD,,,,,Broward,33021,FL,,(561) 394-6282,,,www.avantecenters.com,,,,,,,,,,,,,,Nursing Home,,,,1130 NW 15TH STREET,,,BOCA RATON,Palm Beach,,FL,,33486,,26.3629364,-80.10937129999999,
AVANTE AT INVERNESS INC,,,,,,,4601 SHERIDAN ST,STE 500,HOLLYWOOD,,,,,Broward,33021-3439,FL,,(352) 726-3141,,,www.avantecenters.com,,,,,,,,,,,,,,Nursing Home,,,,304 S CITRUS AVE,,,INVERNESS,Citrus,,FL,,34452,,28.8317083,-82.3356477,
AVANTE AT LAKE WORTH  INC.,,,,,,,4601 SHERIDAN STREET,,HOLLYWOOD,,,,,Broward,33021,FL,,(561) 585-9301,,,www.avantecenters.com,,,,,,,,,,,,,,Nursing Home,,,,2501 N A ST,,,LAKE WORTH,Palm Beach,,FL,,33460-6013,,26.6439949,-80.06465659999999,
AVANTE AT LEESBURG  INC,,,,,,,4601 SHERIDAN STREET,SUITE #500,HOLLYWOOD,,,,,Broward,33021,FL,,(352) 787-3545,,,www.avantecenters.com,,,,,,,,,,,,,,Nursing Home,,,,2000 EDGEWOOD AVE,,,LEESBURG,Lake,,FL,,34748,,28.8071231,-81.8949791,
AVANTE AT MELBOURNE INC,,,,,,,4601 SHERIDAN ST,STE 500,HOLLYWOOD,,,,,Broward,33021-3439,FL,,(321) 723-3215,,,www.avantecenters.com,,,,,,,,,,,,,,Nursing Home,,,,1420 SOUTH OAK STREET,,,MELBOURNE,Brevard,,FL,,32901,,28.0861858,-80.6156417,Woodlawn Park
AVANTE AT MT DORA  INC.,,,,,,,4601 SHERIDAN ST,STE 500,HOLLYWOOD,,,,,Broward,33021-3439,FL,,(352) 383-4161,,,www.avantecenters.com,,,,,,,,,,,,,,Nursing Home,,,,3050 BROWN AVE,,,MOUNT DORA,Lake,,FL,,32757,,28.8093275,-81.6758425,
AVANTE AT OCALA  INC,,,,,,,4601 SHERIDAN ST,STE 500,HOLLYWOOD,,,,,Broward,33021-3439,FL,,(352) 732-0042,,,www.avantecenters.com,,,,,,,,,,,,,,Nursing Home,,,,2021 SW 1ST AVE,,,OCALA,Marion,,FL,,34471,,29.1674432,-82.1357329,
AVANTE AT ORLANDO INC.,,,,,,,4601 SHERIDAN STREET,,HOLLYWOOD,,,,,Broward,33021,FL,,(407) 671-5400,,,www.avantecenters.com,,,,,,,,,,,,,,Nursing Home,,,,2000 NORTH SEMORAN BOULEVARD,,,ORLANDO,Orange,,FL,,32807,,28.5723174,-81.311838,
AVANTE AT ORMOND BEACH  INC,,,,,,,170 N KINGS ROAD,,ORMOND BEACH,,,,,Volusia,32174,FL,,(386) 677-7955,,,www.avantecenters.com,,,,,,,,,,,,,,Nursing Home,,,,170 N KINGS ROAD,,,ORMOND BEACH,Volusia,,FL,,32174,,29.2826262,-81.0817144,
AVANTE AT ST. CLOUD  INC.,,,,,,,4601 SHERIDAN STREET,SUITE #500,HOLLYWOOD,,,,,Broward,33021,FL,,(407) 892-5121,,,www.avantecenters.com,,,,,,,,,,,,,,Nursing Home,,,,1301 KANSAS AVE,,,SAINT CLOUD,Osceola,,FL,,34769-5999,,28.2453605,-81.30289549999999,
AVANTE VILLA AT JACKSONVILLE BEACH INC,,,,,,,1504 SEABREEZE AVE,,JACKSONVILLE BEACH,,,,,Duval,32250,FL,,(904) 249-7421,,,www.avantecenters.com,,,,,,,,,,,,,,Nursing Home,,,,1504 SEABREEZE AVE,,,JACKSONVILLE BEACH,Duval,,FL,,32250,,30.26996359999999,-81.401597,Beaches
AVENTURA PLAZA REHABILITATION & NURSING CENTER,,,,,,,1800 N E 168TH STREET,,NORTH MIAMI BEACH,,,,,Miami-Dade,33162,FL,,(305) 917-1800,,,www.hebrewhomes.org,,,,,,,,,,,,,,Nursing Home,,,,1800 N E 168TH STREET,,,NORTH MIAMI BEACH,Miami-Dade,,FL,,33162,,25.9300644,-80.163517,
AYERS HEALTH AND REHABILITATION CENTER,,,,,,,606 NE 7TH ST,,TRENTON,,,,,Gilchrist,32693,FL,,(352) 463-7101,,,AyersHealthandRehab.com,,,,,,,,,,,,,,Nursing Home,,,,606 NE 7TH ST,,,TRENTON,Gilchrist,,FL,,32693,,29.6175591,-82.81006239999999,
BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME,,,,,,,6919 PARKWAY BLVD,,LAND O LAKES,,,,,Pasco,34639,FL,,(813) 558-5000,,,www.floridavets.org,,,,,,,,,,,,,,Nursing Home,,,,6919 PARKWAY BLVD,,,LAND O LAKES,Pasco,,FL,,34639,,28.2505528,-82.4486022,Land O Lakes
BARRINGTON TERRACE OF BOYNTON BEACH,,,,,,,400 CENTRE ST,,NEWTON,,,,,,02458-2094,MA,,(561) 369-7919,,,www.barringtonterrace-bb.com,,,,,,,,,,,,,,Nursing Home,,,,1425 S CONGRESS AVE,,,BOYNTON BEACH,Palm Beach,,FL,,33426-6381,,26.514616,-80.091106,
BARTOW CENTER,,,,,,,2055 E GEORGIA ST,,BARTOW,,,,,Polk,33830,FL,,(863) 533-0578,,,bartowcenter.com,,,,,,,,,,,,,,Nursing Home,,,,2055 E GEORGIA ST,,,BARTOW,Polk,,FL,,33830,,27.8818813,-81.8239812,
BARTRAM CROSSING,,,,,,,3599 UNIVERSITY BLVD S,ATTN: MANAGED CARE,JACKSONVILLE,,,,,Duval,32216-4252,FL,,(904) 528-3000,,,www.Brooksrehab.org,,,,,,,,,,,,,,Nursing Home,,,,6209 BROOKS BARTRAM DRIVE,,,JACKSONVILLE,Duval,,FL,,32258,,30.1356119,-81.5380103,Southside
BAY BREEZE HEALTH AND REHABILITATION CENTER,,,,,,,1026 ALBEE FARM RD,,VENICE,,,,,Sarasota,34285-6213,FL,,(941) 484-0425,,,www.consulatehealthcare.com,,,,,,,,,,,,,,Nursing Home,,,,1026 ALBEE FARM RD,,,VENICE,Sarasota,,FL,,34285-6213,,27.106048,-82.431422,
BAY BREEZE SENIOR LIVING AND REHABILITATION CENTER,,,,,,,3387 GULF BREEZE PARKWAY,,GULF BREEZE,,,,,Santa Rosa,32563,FL,,(850) 932-9257,,,,,,,,,,,,,,,,,Nursing Home,,,,3387 GULF BREEZE PARKWAY,,,GULF BREEZE,Santa Rosa,,FL,,32563,,30.3859234,-87.08246419999999,
BAY CENTER,,,,,,,1336 ST ANDREWS BLVD,,PANAMA CITY,,,,,Bay,32405,FL,,(850) 763-3911,,,www.baycenterhealthandrehab.com,,,,,,,,,,,,,,Nursing Home,,,,1336 ST ANDREWS BLVD,,,PANAMA CITY,Bay,,FL,,32405,,30.1984738,-85.6824938,St. Andrews Bay
BAY POINTE NURSING PAVILION,,,,,,,4201 31ST ST S,,SAINT PETERSBURG,,,,,Pinellas,33712,FL,,(727) 867-1104,,,Baypointenursingpavilion.com,,,,,,,,,,,,,,Nursing Home,,,,4201 31ST ST S,,,SAINT PETERSBURG,Pinellas,,FL,,33712,,27.7296983,-82.6760925,
BAY TREE CENTER,,,,,,,2600 HIGHLANDS BLVD N,,PALM HARBOR,,,,,Pinellas,34684-2114,FL,,(727) 785-5671,,,www.Genesishcc.com,,,,,,,,,,,,,,Nursing Home,,,,2600 HIGHLANDS BLVD N,,,PALM HARBOR,Pinellas,,FL,,34684-2114,,28.0870254,-82.738106,
BAY VILLAGE OF SARASOTA,,,,,,,8400 VAMO ROAD,,SARASOTA,,,,,Sarasota,34231,FL,,(941) 966-5611,,,www.bayvillage.org,,,,,,,,,,,,,,Nursing Home,,,,8400 VAMO ROAD,,,SARASOTA,Sarasota,,FL,,34231,,27.2288692,-82.4980501,
BAY VUE NURSING AND REHABILITATION CENTER,,,,,,,105 15TH ST E,,BRADENTON,,,,,Manatee,34208,FL,,(941) 747-8681,,,,,,,,,,,,,,,,,Nursing Home,,,,105 15TH ST E,,,BRADENTON,Manatee,,FL,,34208,,27.4988794,-82.5476537,
BAYA POINTE NURSING AND REHABILITATION CENTER,,,,,,,587 SE ERMINE AVE,,LAKE CITY,,,,,Columbia,32025,FL,,(386) 752-7800,,,www.consulatehealthcare.com,,,,,,,,,,,,,,Nursing Home,,,,587 SE ERMINE AVE,,,LAKE CITY,Columbia,,FL,,32025,,30.18190060000001,-82.6253942,
BAYSHORE POINTE NURSING AND REHAB CENTER,,,,,,,3117 W GANDY BLVD,,TAMPA,,,,,Hillsborough,33611-2927,FL,,(813) 261-5500,,,WWW.BAYSHOREPOINTREHAB.COM,,,,,,,,,,,,,,Nursing Home,,,,3117 W GANDY BLVD,,,TAMPA,Hillsborough,,FL,,33611-2927,,27.8940694,-82.4954061,South Tampa
BAYSIDE CARE CENTER,,,,,,,811 JACKSON ST N,,SAINT PETERSBURG,,,,,Pinellas,33705,FL,,(727) 209-1717,,,,,,,,,,,,,,,,,Nursing Home,,,,811 JACKSON ST N,,,SAINT PETERSBURG,Pinellas,,FL,,33705,,27.7808313,-82.6484531,Historic Uptown
BAYSIDE HEALTH AND REHABILITATION CENTER,,,,,,,4343 LANGLEY AVENUE,,PENSACOLA,,,,,Escambia,32504,FL,,(850) 477-4550,,,,,,,,,,,,,,,,,Nursing Home,,,,4343 LANGLEY AVENUE,,,PENSACOLA,Escambia,,FL,,32504,,30.4818394,-87.1684572,Northeast Pensacola
BAYVIEW CENTER,,,,,,,301 S BAY ST,,EUSTIS,,,,,Lake,32726,FL,,(352) 357-8105,,,www.opismr.com,,,,,,,,,,,,,,Nursing Home,,,,301 S BAY ST,,,EUSTIS,Lake,,FL,,32726,,28.8496071,-81.68511749999999,
BAYWOOD NURSING CENTER,,,,,,,2000 17TH AVE S,,SAINT PETERSBURG,,,,,Pinellas,33712,FL,,(727) 821-3544,,,www.baywoodcare.com,,,,,,,,,,,,,,Nursing Home,,,,2000 17TH AVE S,,,SAINT PETERSBURG,Pinellas,,FL,,33712,,27.7535794,-82.6601094,
BEAR CREEK NURSING CENTER,,,,,,,8041 STATE RD 52,,HUDSON,,,,,Pasco,34667-6726,FL,,(727) 863-5488,,,Bearcreeknursingcenter.com,,,,,,,,,,,,,,Nursing Home,,,,8041 STATE RD 52,,,HUDSON,Pasco,,FL,,34667-6726,,28.3320245,-82.6813203,
BELLEAIR HEALTH CARE CENTER,,,,,,,1150 PONCE DE LEON BLVD,,CLEARWATER,,,,,Pinellas,33756,FL,,(727) 585-5491,,,www.belleairrehab.com,,,,,,,,,,,,,,Nursing Home,,,,1150 PONCE DE LEON BLVD,,,CLEARWATER,Pinellas,,FL,,33756,,27.9360719,-82.79864119999999,
BENDERSON FAMILY SKILLED NURSING AND REHABILITATION CENTER,,,,,,,1959 N HONORE AVE,,SARASOTA,,,,,Sarasota,34235,FL,,(941) 379-3553,,,www.avivaseniorlife.org,,,,,,,,,,,,,,Nursing Home,,,,1959 N HONORE AVE,,,SARASOTA,Sarasota,,FL,,34235,,27.3553388,-82.4668624,
BENEVA LAKES HEALTHCARE AND REHABILITATION CENTER,,,,,,,741 SOUTH BENEVA ROAD,,SARASOTA,,,,,Sarasota,34232,FL,,(941) 957-0310,,,www.consulatehealthcare.com,,,,,,,,,,,,,,Nursing Home,,,,741 SOUTH BENEVA ROAD,,,SARASOTA,Sarasota,,FL,,34232,,27.32798,-82.49513809999999,
BENTLEY CARE CENTER,,,,,,,875 RETREAT DRIVE,,NAPLES,,,,,Collier,34110,FL,,(239) 431-2100,,,www.viliving.com,,,,,,,,,,,,,,Nursing Home,,,,875 RETREAT DRIVE,,,NAPLES,Collier,,FL,,34110,,26.30601859999999,-81.8051881,
BISHOPS GLEN RETIREMENT CENTER,,,,,,,911 N STUDEBAKER RD,,LONG BEACH,,,,,,90815-4900,CA,,(386) 226-9000,,,www.rhf.org,,,,,,,,,,,,,,Nursing Home,,,,900 LPGA BLVD,,,HOLLY HILL,Volusia,,FL,,32117-3100,,29.241664,-81.057017,Hopkins Fitch Grant
BLOUNTSTOWN HEALTH AND REHABILITATION CENTER,,,,,,,16690 SW CHIPOLA RD,,BLOUNTSTOWN,,,,,Calhoun,32424,FL,,(850) 674-4311,,,www.blountstownhealthandrehab.com,,,,,,,,,,,,,,Nursing Home,,,,16690 SW CHIPOLA RD,,,BLOUNTSTOWN,Calhoun,,FL,,32424,,30.4418301,-85.0581478,
BOCA CIEGA CENTER,,,,,,,1414 59TH ST S,,GULFPORT,,,,,Pinellas,33707,FL,,(727) 344-4608,,,Bocaciegacenter.com,,,,,,,,,,,,,,Nursing Home,,,,1414 59TH ST S,,,GULFPORT,Pinellas,,FL,,33707,,27.75603049999999,-82.71365349999999,
BOCA RATON REHABILITATION CENTER,,,,,,,755 MEADOWS ROAD,,BOCA RATON,,,,,Palm Beach,33486,FL,,(561) 391-5200,,,bocaratonhealthandrehab.com,,,,,,,,,,,,,,Nursing Home,,,,755 MEADOWS ROAD,,,BOCA RATON,Palm Beach,,FL,,33486,,26.3607238,-80.1024217,
BON SECOURS MARIA MANOR NURSING CARE CENTER,,,,,,,10300 4TH ST N,,SAINT PETERSBURG,,,,,Pinellas,33716,FL,,(727) 568-1000,,,www.bonsecoursstpete.org,,,,,,,,,,,,,,Nursing Home,,,,10300 4TH ST N,,,SAINT PETERSBURG,Pinellas,,FL,,33716,,27.8665038,-82.64019359999999,
BONIFAY NURSING AND REHAB CENTER,,,,,,,306 WEST BROCK AVENUE,,BONIFAY,,,,,Holmes,32425,FL,,(850) 547-9289,,,www.bonifayrehab.com,,,,,,,,,,,,,,Nursing Home,,,,306 WEST BROCK AVENUE,,,BONIFAY,Holmes,,FL,,32425,,30.7814369,-85.6832136,
BOULEVARD REHABILITATION CENTER,,,,,,,101 SUNNYTOWN RD,STE 201,CASSELBERRY,,,,,Seminole,32707-3862,FL,,(561) 732-2464,,,www.boulevardmanorrehab.com,,,,,,,,,,,,,,Nursing Home,,,,2839 S SEACREST BLVD,,,BOYNTON BEACH,Palm Beach,,FL,,33435-7994,,26.5031808,-80.07078849999999,
BOYNTON BEACH REHABILITATION CENTER,,,,,,,101 SUNNYTOWN RD,STE 201,CASSELBERRY,,,,,Seminole,32707-3862,FL,,(561) 740-4100,,,www.boyntonbeachrehab.com,,,,,,,,,,,,,,Nursing Home,,,,9600 LAWRENCE RD,,,BOYNTON BEACH,Palm Beach,,FL,,33436-3300,,26.5333093,-80.1056564,
BOYNTON HEALTH CARE CENTER,,,,,,,7900 VENTURE CENTER WAY,,BOYNTON BEACH,,,,,Palm Beach,33437-7402,FL,,(561) 736-6000,,,,,,,,,,,,,,,,,Nursing Home,,,,7900 VENTURE CENTER WAY,,,BOYNTON BEACH,Palm Beach,,FL,,33437-7402,,26.523005,-80.17016129999999,
BRADEN RIVER REHABILITATION CENTER LLC,,,,,,,101 SUNNYTOWN RD,STE 201,CASSELBERRY,,,,,Seminole,32707-3862,FL,,(941) 747-3706,,,www.bradenriverrehab.com,,,,,,,,,,,,,,Nursing Home,,,,2010 MANATEE AVE E,,,BRADENTON,Manatee,,FL,,34208-1560,,27.4960684,-82.5391544,
BRADENTON HEALTH CARE,,,,,,,6305 CORTEZ RD W,,BRADENTON,,,,,Manatee,34210-2604,FL,,(941) 761-3499,,,www.consulatehealthcare.com,,,,,,,,,,,,,,Nursing Home,,,,6305 CORTEZ RD W,,,BRADENTON,Manatee,,FL,,34210-2604,,27.4618472,-82.6248491,
BRANDON HEALTH AND REHABILITATION CENTER,,,,,,,1465 OAKFIELD DR,,BRANDON,,,,,Hillsborough,33511-4854,FL,,(813) 655-0404,,,www.consulatehealthcare.com,,,,,,,,,,,,,,Nursing Home,,,,1465 OAKFIELD DR,,,BRANDON,Hillsborough,,FL,,33511-4854,,27.9334646,-82.3064543,
BRANDYWYNE HEALTH CARE CENTER,,,,,,,1801 N LAKE MARIAM DR,,WINTER HAVEN,,,,,Polk,33884,FL,,(863) 293-1989,,,,,,,,,,,,,,,,,Nursing Home,,,,1801 N LAKE MARIAM DR,,,WINTER HAVEN,Polk,,FL,,33884,,28.0217663,-81.69610850000001,
BRIDGEVIEW CENTER,,,,,,,350 S RIDGEWOOD AVENUE,,ORMOND BEACH,,,,,Volusia,32174,FL,,(386) 677-4545,,,www.opismr.com,,,,,,,,,,,,,,Nursing Home,,,,350 S RIDGEWOOD AVENUE,,,ORMOND BEACH,Volusia,,FL,,32174,,29.2752053,-81.0548419,
BRIGHTON GARDENS OF TAMPA,,,,,,,16702 NORTH DALE MABRY HWY,,TAMPA,,,,,Hillsborough,33618-1055,FL,,(813) 908-2333,,,http://www.sunriseseniorliving.com/communities/brighton-gardens-of-tampa/overview.aspx,,,,,,,,,,,,,,Nursing Home,,,,16702 NORTH DALE MABRY HWY,,,TAMPA,Hillsborough,,FL,,33618-1055,,28.109484,-82.503829,
BRISTOL AT TAMPA REHABILITATION AND NURSING CENTER LLC  THE,,,,,,,1818 E FLETCHER AVE,,TAMPA,,,,,Hillsborough,33612-3770,FL,,(813) 971-2383,,,,,,,,,,,,,,,,,Nursing Home,,,,1818 E FLETCHER AVE,,,TAMPA,Hillsborough,,FL,,33612-3770,,28.070187,-82.439313,Cross Fletcher
BROOKDALE ATRIUM WAY 2,,,,,,,9960 ATRIUM WAY,,JACKSONVILLE,,,,,Duval,32225,FL,,(904) 724-4726,,,www.brookdale.com,,,,,,,,,,,,,,Nursing Home,,,,9960 ATRIUM WAY,,,JACKSONVILLE,Duval,,FL,,32225,,30.3297101,-81.5417119,Arlington
BROOKDALE PALMER RANCH SNF,,,,,,,5111 PALMER RANCH PARKWAY,,SARASOTA,,,,,Sarasota,34238,FL,,(941) 926-1966,,,www.brookdale.com,,,,,,,,,,,,,,Nursing Home,,,,5111 PALMER RANCH PARKWAY,,,SARASOTA,Sarasota,,FL,,34238,,27.2467985,-82.4678302,
BROOKSVILLE HEALTHCARE CENTER,,,,,,,1114 CHATMAN BLVD,,BROOKSVILLE,,,,,Hernando,34601,FL,,(352) 796-6701,,,BrooksvilleHealthcare.com,,,,,,,,,,,,,,Nursing Home,,,,1114 CHATMAN BLVD,,,BROOKSVILLE,Hernando,,FL,,34601,,28.5467529,-82.40270699999999,
BROWARD NURSING & REHABILITATION CENTER,,,,,,,1330 S ANDREWS AVE,,FORT LAUDERDALE,,,,,Broward,33316,FL,,(954) 524-5587,,,www.broward-rehab.com,,,,,,,,,,,,,,Nursing Home,,,,1330 S ANDREWS AVE,,,FORT LAUDERDALE,Broward,,FL,,33316,,26.1050541,-80.1424389,South Fort Lauderdale
BRYNWOOD HEALTH AND REHABILITATION CENTER,,,,,,,1656 SOUTH JEFFERSON STREET,,MONTICELLO,,,,,Jefferson,32344,FL,,(850) 997-1800,,,,,,,,,,,,,,,,,Nursing Home,,,,1656 SOUTH JEFFERSON STREET,,,MONTICELLO,Jefferson,,FL,,32344,,30.52408199999999,-83.874771,
BUFFALO CROSSING HEALTHCARE AND REHABILITATION CENTER,,,,,,,3875 WEDGEWOOD LANE,,THE VILLAGES,,,,,Sumter,32162,FL,,(727) 489-0857,,,www.buffalocrossings.com,,,,,,,,,,,,,,Nursing Home,,,,3875 WEDGEWOOD LANE,,,THE VILLAGES,Sumter,,FL,,32162,,28.92819360000001,-82.0117696,
CALUSA HARBOUR,,,,,,,400 CENTRE ST,ATTN: LICENSING,NEWTON,,,,,,02458-2094,MA,,(239) 332-3333,,,https://www.fivestarseniorliving.com/communities/fl/fort-myers/calusa-harbour,,,,,,,,,,,,,,Nursing Home,,,,2525 FIRST ST,,,FORT MYERS,Lee,,FL,,33901,,26.6482243,-81.8648058,
CANTERBURY TOWERS INC,,,,,,,3501 BAYSHORE BLVD,,TAMPA,,,,,Hillsborough,33629,FL,,(813) 837-1083,,,www.canterburytower.org,,,,,,,,,,,,,,Nursing Home,,,,3501 BAYSHORE BLVD,,,TAMPA,Hillsborough,,FL,,33629,,27.91111879999999,-82.4912373,South Tampa
