row_id,AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
USA-FL-62-All-62-AdultDayCare-11,12962363,9259,10/04/2015,10/03/2017,Adult Day Care Center,ABUELOS ADULT DAY CARE,3314 W COLUMBUS DR STE B,,TAMPA,FL,33607,Hillsborough,(813) 748-8363,3314 W COLUMBUS DR STE B,,TAMPA,FL,33607,Hillsborough,LICENSED,ABUELOS HOME CARE INC.,06/10/2013,ISARYS ALVAREZ-MENEDEZ,24,For-Profit,
USA-FL-62-All-62-AdultDayCare-12,12962515,9388,05/16/2017,05/15/2019,Adult Day Care Center,ACTIVE ADULT CARE LLC,909 BRYAN RD,,BRANDON,FL,33511,Hillsborough,(813) 571-1227,909 BRYAN RD,,BRANDON,FL,33511,Hillsborough,LICENSED,ACTIVE ADULT CARE LLC,05/16/2017,CLAUDIA ALUR,33,For-Profit,
USA-FL-62-All-62-AdultDayCare-13,12962193,9123,12/10/2015,12/09/2017,Adult Day Care Center,ACTIVE ADULT DAY CARE CENTER  LLC,1470 NW 36TH STREET,,MIAMI,FL,33142,Miami-Dade,(305) 635-9933,1470 NW 36TH STREET,,MIAMI,FL,33142,Miami-Dade,LICENSED,ACTIVE ADULT DAY CARE CENTER  LLC,09/25/2009,ANA I PILOTO,84,For-Profit,
USA-FL-62-All-62-AdultDayCare-14,12962491,9357,07/26/2016,07/25/2018,Adult Day Care Center,ACTS ADULT CARE CENTER LLC,8765 SW 165TH AVE  STE 103-104,,MIAMI,FL,33193,Miami-Dade,(786) 409-2317,8765 SW 165TH AVE  STE 103-104,,MIAMI,FL,33193,Miami-Dade,LICENSED,ACTS Adult Care Center LLC,07/12/2016,DANIEL MERA,66,For-Profit,
USA-FL-62-All-62-AdultDayCare-15,12961827,8840,10/02/2015,10/01/2017,Adult Day Care Center,ADD TO LIFE ADULT DAY CARE CENTER INC,5877 OLD TIMUQUANA RD,,JACKSONVILLE,FL,32210,Duval,(904) 779-1777,5877 OLD TIMUQUANA RD,,JACKSONVILLE,FL,32210,Duval,LICENSED,ADD TO LIFE ADULT DAY CARE CENTER INC.,10/08/1997,CINDY B. DIXON,31,For-Profit,addtolifeadultdaycare.net
USA-FL-62-All-62-AdultDayCare-16,12961975,8962,08/31/2015,08/30/2017,Adult Day Care Center,ADOLPH & ROSE LEVIS ALZHEIMER AND ADULT DAY CARE CENTER,21050 95TH AVENUE SOUTH,,BOCA RATON,FL,33428,Palm Beach,(561) 477-4907,1515 WEST PALMETTO PARK RD,,BOCA RATON,FL,33486,Palm Beach,IN REVIEW,MAE VOLEN SENIOR CENTER  INC. (THE),07/01/2009,ELIZABETH M LUGO,60,Not-For-Profit,www.volencenter.com
USA-FL-62-All-62-AdultDayCare-17,12962378,9264,01/06/2016,01/05/2018,Adult Day Care Center,ADULT ACTIVITY CENTER OF THE TREASURE COAST  INC,579 NW LAKE WHITNEY PL STE 104,,PORT SAINT LUCIE,FL,34986,St. Lucie,(772) 237-4500,579 NW LAKE WHITNEY PL STE 104,,PORT SAINT LUCIE,FL,34986,St. Lucie,LICENSED,ADULT ACTIVITY CENTER OF THE TREASURE COAST INC.,10/01/2013,SHARON ABRAMS,22,For-Profit,
USA-FL-62-All-62-AdultDayCare-18,12962438,9323,07/13/2017,07/12/2019,Adult Day Care Center,ADULT DAY CARE CENTER OF ALTAMONTE SPRINGS INC,1329 E ALTAMONTE DR,,ALTAMONTE SPRINGS,FL,32701,Seminole,(407) 636-6321,1329 E ALTAMONTE DR,,ALTAMONTE SPRINGS,FL,32701,Seminole,LICENSED,ADULT DAY CARE CENTER OF ALTAMONTE SPRINGS  INC.,04/23/2014,MARINA E. NIEVES,30,For-Profit,Adcas.biz
USA-FL-62-All-62-AdultDayCare-19,12962279,9203,11/12/2016,11/11/2018,Adult Day Care Center,ADULT DAY CARE CENTERS CORP,19110 SW 177TH AVE UNIT C,,MIAMI,FL,33187-2004,Miami-Dade,(305) 233-2222,19110 SW 177TH AVE UNIT C,,MIAMI,FL,33187-2004,Miami-Dade,LICENSED,ADULT DAY CARE CENTERS CORP,11/23/2011,MARTA PRIETO,28,For-Profit,
USA-FL-62-All-62-AdultDayCare-20,12962506,9371,11/10/2016,11/09/2018,Adult Day Care Center,ADULT DAY CARE WELLNESS & OUTREACH CENTER INC,17 NE 1ST RD UNIT B,,HOMESTEAD,FL,33030,Miami-Dade,(305) 224-8086,815 N HOMESTEAD BLVD #258,,HOMESTEAD,FL,33030,Miami-Dade,LICENSED,Adult Day Care Wellness & Outreach Center  Inc,09/06/2016,WALEEM E HERNANDEZ,100,For-Profit,
USA-FL-62-All-62-AdultDayCare-21,12962313,9218,09/21/2016,09/20/2018,Adult Day Care Center,ADULT DAY CENTER OF SOUTH FLORIDA INC,9855 SW 184TH ST,,PALMETTO BAY,FL,33157,Miami-Dade,(786) 732-4055,8221 SW 192ND ST,,CUTLER BAY,FL,33157,Miami-Dade,LICENSED,ADULT DAY CENTER OF SOUTH FLORIDA INC,08/02/2012,ELAINE ORTIZ,20,For-Profit,
USA-FL-62-All-62-AdultDayCare-22,12962497,9369,11/02/2016,11/01/2018,Adult Day Care Center,ADULT DAY OF AVENTURA CORP,3575 NE 207TH ST STE B-6-A,,AVENTURA,FL,33180,Miami-Dade,(646) 568-0701,3575 NE 207TH ST STE B-6-A,,AVENTURA,FL,33180,Miami-Dade,LICENSED,Adult Day of Aventura Corp,07/22/2016,SIGAL ADINYAYEV,32,For-Profit,
USA-FL-62-All-62-AdultDayCare-23,12962387,9279,04/25/2016,04/24/2018,Adult Day Care Center,ADULT HOPE DAY CARE INC,12039 SW 132ND CT UNIT 12 & 13,,MIAMI,FL,33186,Miami-Dade,(786) 266-0173,12039 SW 132ND CT UNIT 12 & 13,,MIAMI,FL,33186,Miami-Dade,LICENSED,ADULT HOPE DAY CARE INC.,01/24/2014,NIURKA GONZALEZ,20,For-Profit,
USA-FL-62-All-62-AdultDayCare-24,12962380,9272,03/10/2016,03/09/2018,Adult Day Care Center,ADVANCE CARE COMMUNITY CENTER,1490 NE PINE ISLAND RD BLDG 4 E & F,,CAPE CORAL,FL,33909,Lee,(239) 400-4196,114 DEL PRADO BLVD S # 200,,CAPE CORAL,FL,33990-1724,Lee,LICENSED,ADVANCE CARE HOME HEALTH AGENCY INC,11/20/2013,ANIA T RODRIGUEZ,50,For-Profit,http://www.advancecarehha.com
USA-FL-62-All-62-AdultDayCare-25,12962227,9149,12/30/2016,09/06/2018,Adult Day Care Center,AL'Z PLACE,1610 NW 23 AVENUE,,GAINESVILLE,FL,32605,Alachua,(352) 375-3000,1610 NW 23 AVENUE,,GAINESVILLE,FL,32605,Alachua,LICENSED,ELDER CARE OF ALACHUA COUNTY INC,09/07/2010,ANTHONY M CLARIZIO,35,Not-For-Profit,
USA-FL-62-All-62-AdultDayCare-26,12962463,9376,12/13/2016,12/12/2018,Adult Day Care Center,ALBYEL'S ADULT DAY CARE,8040 NW 95 ST STE 335,,HIALEAH GARDENS,FL,33016,Miami-Dade,(786) 302-4345,8040 NW 95 ST STE 335,,HIALEAH GARDENS,FL,33016,Miami-Dade,LICENSED,ALBEY'S SERVICE CORP,05/31/2016,ALBERTO BORGES,10,For-Profit,
USA-FL-62-All-62-AdultDayCare-27,12962222,9150,09/07/2017,09/06/2018,Adult Day Care Center,ALEGRIA ADULT DAYCARE INC,345-355 WEST 78 ROAD,,HIALEAH,FL,33014,Miami-Dade,(305) 364-1115,345-355 WEST 78 ROAD,,HIALEAH,FL,33014,Miami-Dade,LICENSED,ALEGRIA ADULT DAYCARE  INC.,07/12/2010,RAMON JIMENEZ,76,For-Profit,
USA-FL-62-All-62-AdultDayCare-28,12962119,9065,11/17/2016,11/16/2018,Adult Day Care Center,ALL ONE FAMILY SENIOR DAY PROGRAM  INC,585 N COURTENAY PKWY,STE 101,MERRITT IS,FL,32953-4853,Brevard,(321) 453-6577,585 N COURTENAY PKWY,STE 101,MERRITT IS,FL,32953-4853,Brevard,LICENSED,ALL ONE FAMILY SENIOR DAY PROGRAM INC,10/30/2006,STEPHANIE LICAVOLI,48,For-Profit,all1family4seniors
USA-FL-62-All-62-AdultDayCare-29,12911467,245,02/27/2016,02/26/2018,Adult Day Care Center,ALL SAINTS EARLY LEARNING & COMMUNITY CARE CENTER INC,4171 HENDRICKS AVENUE,,JACKSONVILLE,FL,32207,Duval,(904) 737-7800,4171 HENDRICKS AVENUE,,JACKSONVILLE,FL,32207,Duval,LICENSED,ALL SAINTS EARLY LEARNING & COMMUNITY CARE CENTER INC,05/30/1991,MARIAN WILCHER,30,Not-For-Profit,
USA-FL-62-All-62-AdultDayCare-30,12962453,9335,01/08/2016,01/07/2018,Adult Day Care Center,ALL SMILES ADULT DAY CARE CENTER LLC,417 S TAMIAMI TRL,,VENICE,FL,34285,Sarasota,(941) 882-3059,417 S TAMIAMI TRL,,VENICE,FL,34285,Sarasota,LICENSED,ALL SMILES ADULT DAY CARE CENTER  LLC,09/02/2015,GENEVIEVE BARBEAU,33,For-Profit,
USA-FL-62-All-62-AdultDayCare-31,12962179,9109,06/17/2017,06/16/2019,Adult Day Care Center,ALMOST HOME DAYBREAK,3604 CARDINAL POINT DRIVE,,JACKSONVILLE,FL,32257,Duval,(904) 731-4002,3604 CARDINAL POINT DRIVE,,JACKSONVILLE,FL,32257,Duval,LICENSED,WATCH CARE  INC.,05/15/2009,JAMIE L. GLAVICH,50,Not-For-Profit,almosthomeseniorservices.com
USA-FL-62-All-62-AdultDayCare-32,12962383,9270,02/27/2016,02/26/2018,Adult Day Care Center,ALWAYS AT YOUR SIDE ADULT DAY CARE INC,13965-67 NW 67TH AVE,,MIAMI LAKES,FL,33014,Miami-Dade,(305) 467-7353,13965-67 NW 67TH AVE,,MIAMI LAKES,FL,33014,Miami-Dade,LICENSED,ALWAYS AT YOUR SIDE ADULT DAY CARE  INC.,01/14/2014,ALEXANDRA ALONSO,40,For-Profit,
USA-FL-62-All-62-AdultDayCare-33,12961840,8852,03/02/2016,03/01/2018,Adult Day Care Center,ALZHEIMER'S COMMUNITY CARE INC,1615 LAKE AVENUE,,LAKE WORTH,FL,33460,Palm Beach,(561) 585-7781,800 NORTHPOINT PKWY,NO 101B,WEST PALM BEACH,FL,33407,,LICENSED,ALZHEIMER'S COMMUNITY CARE  INC.,01/15/1998,MARY BARNES,40,Not-For-Profit,www.alzcare.org
USA-FL-62-All-62-AdultDayCare-34,12961934,8928,04/12/2016,04/11/2018,Adult Day Care Center,ALZHEIMER'S COMMUNITY CARE INC,2200 NORTH FEDERAL HIGHWAY,,STUART,FL,34994,Martin,(561) 683-2700,800 NORTHPOINT PARKWAY,SUITE 101-B,WEST PALM BEACH,FL,34407,Palm Beach,LICENSED,ALZHEIMER'S COMMUNITY CARE  INC.,03/21/2002,MARY BARNES,45,Not-For-Profit,
USA-FL-62-All-62-AdultDayCare-35,12961951,8940,09/13/2016,09/12/2018,Adult Day Care Center,ALZHEIMER'S COMMUNITY CARE INC,4075 HOLLY DR,,PALM BCH GDNS,FL,33410-5501,Palm Beach,(561) 683-2700,800 NORTHPOINT PARKWAY,SUITE 101-B,WEST PALM BEACH,FL,33407,Palm Beach,LICENSED,ALZHEIMER'S COMMUNITY CARE  INC.,09/13/2000,MARY BARNES,24,Not-For-Profit,www.alzcare.org
USA-FL-62-All-62-AdultDayCare-36,12962094,9046,12/17/2015,12/16/2017,Adult Day Care Center,ALZHEIMER'S COMMUNITY CARE INC,2900 SOUTH JENKINS RD,,FORT PIERCE,FL,34981,St. Lucie,(561) 683-2700,2900 SOUTH JENKINS RD,,FORT PIERCE,FL,34981,St. Lucie,LICENSED,ALZHEIMER'S COMMUNITY CARE  INC.,11/28/2005,MARY BARNES,45,Not-For-Profit,alcare.org
USA-FL-62-All-62-AdultDayCare-37,12962197,9128,01/25/2016,01/24/2018,Adult Day Care Center,ALZHEIMER'S COMMUNITY CARE INC,2703 NORTH SEACREST BLVD,,DELRAY BEACH,FL,33444,Palm Beach,(561) 683-2700,800 NORTHPOINT PKWY #101-B,,WEST PALM BEACH,FL,33407,Palm Beach,LICENSED,ALZHEIMER'S COMMUNITY CARE  INC.,11/17/2009,MARY BARNES,35,Not-For-Profit,www.alzcare.org
USA-FL-62-All-62-AdultDayCare-38,12962450,9322,07/13/2017,07/12/2019,Adult Day Care Center,ALZHEIMER'S COMMUNITY CARE INC,1925 BIRKDALE DR,,WELLINGTON,FL,33414,Palm Beach,(561) 683-2700,800 NORTHPOINT PKWY STE 101 B,,WEST PALM BEACH,FL,33407,Palm Beach,LICENSED,ALZHEIMER'S COMMUNITY CARE  INC.,05/22/2015,MARY BARNES,45,Not-For-Profit,www.alzcare.org
USA-FL-62-All-62-AdultDayCare-39,12961815,8837,09/17/2015,09/16/2017,Adult Day Care Center,ALZHEIMER'S COMMUNITY CARE  INC,800 NORTHPOINT PKWY  SUITE 101-A,,WEST PALM BEACH,FL,33407,Palm Beach,(561) 683-2700,800 NORTHPOINT PKWY  SUITE 101-A,,WEST PALM BEACH,FL,33407,Palm Beach,IN REVIEW,ALZHEIMER'S COMMUNITY CARE  INC.,06/11/2003,MARY BARNES,45,Not-For-Profit,www.alzcare.org
USA-FL-62-All-62-AdultDayCare-40,12962080,9032,06/15/2017,06/14/2019,Adult Day Care Center,ALZHEIMER'S COMMUNITY CARE  INC,470 EAST FIRST STREET,,PAHOKEE,FL,33476,Palm Beach,(561) 383-2700,800 NORTHPOINT PKWY STE 101B,,WEST PALM BCH,FL,33407-1978,Palm Beach,LICENSED,ALZHEIMER'S COMMUNITY CARE  INC.,05/17/2005,MARY BARNES,35,Not-For-Profit,www.alzcare.org
USA-FL-62-All-62-AdultDayCare-41,12962485,9352,05/26/2016,05/25/2018,Adult Day Care Center,ALZHEIMERS COMMUNITY CARE INC,295 NW PRIMA VISTA BLVD,,PORT SAINT LUCIE,FL,34983,St. Lucie,(561) 683-2700,800 NORTHPOINT PKWY  101-B,,WEST PALM BEACH,FL,33407,Palm Beach,LICENSED,ALZHEIMER'S COMMUNITY CARE  INC.,04/04/2016,MARY BARNES,39,Not-For-Profit,
USA-FL-62-All-62-AdultDayCare-42,12962362,9252,07/26/2017,07/25/2019,Adult Day Care Center,ALZHEIMERS COMMUNITY CARE  INC,4680 N DIXIE HWY,,BOCA RATON,FL,33431,Palm Beach,(561) 683-2700,800 NORTHPOINT PKWY  101-B,,WEST PALM BEACH,FL,33407,Palm Beach,LICENSED,ALZHEIMER'S COMMUNITY CARE  INC.,05/03/2013,MARY BARNES,35,Not-For-Profit,www.alzcare.org
USA-FL-62-All-62-AdultDayCare-43,12962364,9256,09/17/2015,09/16/2017,Adult Day Care Center,ALZHEIMERS COMMUNITY CARE  INC,3680 LAKE WORTH RD,,LAKE WORTH,FL,33461,Palm Beach,(561) 683-2700,800 NORTHPOINT PWY  101-B,,WEST PALM BEACH,FL,33407,Palm Beach,IN REVIEW,ALZHEIMER'S COMMUNITY CARE  INC.,06/14/2013,MARY BARNES,30,Not-For-Profit,www.alzcare.org
USA-FL-62-All-62-AdultDayCare-44,12962356,9244,08/15/2016,02/14/2018,Adult Day Care Center,AMANECER ADULT DAY CARE CENTER  INC,14550 SW 8TH ST,,MIAMI,FL,33184,Miami-Dade,(786) 362-5770,14550 SW 8TH ST,,MIAMI,FL,33184,Miami-Dade,LICENSED,AMANECER ADULT DAY CARE CENTER  INC.,04/19/2013,SABRINA LOPEZ,75,For-Profit,www.amaneceradultdaycare.com
USA-FL-62-All-62-AdultDayCare-45,12962321,9225,11/29/2016,11/28/2018,Adult Day Care Center,AMAZING AGE- ADULT DAY STAY,7306 A W ATLANTIC BLVD,,MARGATE,FL,33063,Broward,(954) 970-9185,7306 A W ATLANTIC BLVD,,MARGATE,FL,33063,Broward,LICENSED,OGLESMITH ENTERPRISES INC,09/14/2012,PEGGY ANN OGLE-HOPPER,50,For-Profit,www.amazing-age.com
USA-FL-62-All-62-AdultDayCare-46,12962166,9103,03/23/2017,03/22/2019,Adult Day Care Center,AMERICAN PROVIDERS ADULT DAY CARE CENTER  LLC,2000 NW 89TH PLACE,,DORAL,FL,33172,Miami-Dade,(305) 591-9975,2000 NW 89TH PLACE,,DORAL,FL,33172,Miami-Dade,LICENSED,AMERICAN PROVIDERS ADULT DAY CARE CENTER  LLC,01/16/2009,AMELIA LINARES,30,For-Profit,
USA-FL-62-All-62-AdultDayCare-47,12962158,9096,11/21/2016,11/20/2018,Adult Day Care Center,ANGEL'S UNIQUE LLC,13520 17TH AVENUE,,DADE CITY,FL,33525,Pasco,(352) 523-1111,13520 17TH AVENUE,,DADE CITY,FL,33525,Pasco,LICENSED,ANGELS UNIQUE LLC,10/15/2008,TERRY WAYNE PERGERSON,21,For-Profit,antiqueangels.com
USA-FL-62-All-62-AdultDayCare-48,12962295,9205,06/11/2016,06/10/2018,Adult Day Care Center,ANGELS ADULT DAY CARE INC,2350 W 84TH STREET,SUITE 19,HIALEAH,FL,33016,Miami-Dade,(786) 343-7772,2350 W 84TH STREET,SUITE 19,HIALEAH,FL,33016,Miami-Dade,LICENSED,ANGELS ADULT DAY CARE INC.,04/16/2014,SORANGEL GUTIERREZ,18,For-Profit,
USA-FL-62-All-62-AdultDayCare-49,12962246,9168,06/20/2017,06/19/2019,Adult Day Care Center,AÑOS DORADO ADULT DAY CARE,9815 SW 40TH ST,,MIAMI,FL,33165-3911,Miami-Dade,(786) 797-5603,9815 SW 40TH ST,,MIAMI,FL,33165-3911,Miami-Dade,LICENSED,CENTRO LA EDAD DE ORO ADULT DAY CARE INC.,03/18/2011,LISBET VARGAS,35,For-Profit,
USA-FL-62-All-62-AdultDayCare-50,12962471,9341,03/11/2016,03/10/2018,Adult Day Care Center,ANOS DORADOS ADULT DAY CARE ACTIVITY AND RECREATION CENTER INC,7751 W 28TH AVE  UNIT 11,,HIALEAH,FL,33016,Miami-Dade,(305) 608-5167,7751 W 28TH AVE  UNIT 11,,HIALEAH,FL,33016,Miami-Dade,LICENSED,ANOS DORADOS ADULT DAY CARE ACTIVITY AND RECREATION CENTER  INC,01/21/2016,ANIET LOSADO,25,Not-For-Profit,
USA-FL-62-All-62-AdultDayCare-51,12962508,9374,12/05/2016,12/04/2018,Adult Day Care Center,ANY SWEET HOME ADULT DAY CARE CORP,14285 SW 42ND ST STE 202,,MIAMI,FL,33175,Miami-Dade,(786) 314-2760,14285 SW 42ND ST STE 202,,MIAMI,FL,33175,Miami-Dade,LICENSED,Any Sweet Home Adult Day Care Corp,09/19/2016,ANA M MORAN,25,For-Profit,
USA-FL-62-All-62-AdultDayCare-52,12962328,9235,03/22/2017,03/21/2019,Adult Day Care Center,AZUCAR ADULT DAY CARE  LLC,8655-C SW 24TH ST,,MIAMI,FL,33155,Miami-Dade,(305) 815-8367,8655-C SW 24TH ST,,MIAMI,FL,33155,Miami-Dade,LICENSED,AZUCAR ADULT DAY CARE  LLC,10/16/2012,LISSETTE GANCEDO,120,For-Profit,www.azucarcare.net
USA-FL-62-All-62-AdultDayCare-53,12962135,9083,03/28/2016,09/30/2017,Adult Day Care Center,BANYAN HEALTH SYSTEMS INC,1905 NW 82ND AVENUE,,DORAL,FL,33122,Miami-Dade,(305) 406-9585,6100 BLUE LAGOON DRIVE,SUITE 400,MIAMI,FL,33126,Miami-Dade,LICENSED,BANYAN COMMUNITY HEALTH CENTER  INC.,08/10/2015,ADRIANA HOFFMAN,160,Not-For-Profit,
USA-FL-62-All-62-AdultDayCare-54,12962291,9200,04/26/2016,04/25/2018,Adult Day Care Center,BAY BREEZE SENIOR LIVING AND REHABILITATION CENTER,3387 GULF BREEZE PKWY,,GULF BREEZE,FL,32563-3351,Santa Rosa,(850) 932-9257,3387 GULF BREEZE PKWY,,GULF BREEZE,FL,32563-3351,Santa Rosa,LICENSED,FL HUD BAYBREEZE  LLC,08/27/2008,JUSTIN GIBSON,12,For-Profit,
USA-FL-62-All-62-AdultDayCare-55,12962429,9331,11/24/2015,11/23/2017,Adult Day Care Center,BEACH CLUB ADULT CENTER LLC,2500 E HALLANDALE BEACH BLVD STE T,,HALLANDALE BEACH,FL,33009,Broward,(754) 210-6943,2500 E HALLANDALE BEACH BLVD STE T,,HALLANDALE BEACH,FL,33009,Broward,LICENSED,BEACH CLUB ADULT CENTER  LLC,10/04/2015,PAVEL PORTNOY,44,For-Profit,
USA-FL-62-All-62-AdultDayCare-56,12961958,8971,12/10/2017,12/09/2019,Adult Day Care Center,BLESSED TRINITY ELDER CARE CENTER,44 SW 15TH PLACE,,OCALA,FL,34471,Marion,(352) 671-2823,5 SE 17TH STREET  BLDG L,,OCALA,FL,34471,Marion,LICENSED,BLESSED TRINITY CATHOLIC CHURCH,08/03/2001,DAVID EDWARD HARDISON,30,Not-For-Profit,blessedtrinity.org/elder-care
USA-FL-62-All-62-AdultDayCare-57,12962407,9288,09/29/2016,04/14/2018,Adult Day Care Center,BLOOMINGDALE ADULT DAY CARE CENTER,3940 CANOGA PARK DRIVE,,BRANDON,FL,33511,Hillsborough,(813) 276-8358,PO BOX 1110,601 E KENNEDY BLVD 16TH FLOOR,TAMPA,FL,33602,Hillsborough,LICENSED,HILLSBOROUGH COUNTY BOARD OF COUNTY COMMISSIONERS,02/22/2016,TRACY GOGICHAISVILI,100,Not-For-Profit,
USA-FL-62-All-62-AdultDayCare-58,12962511,9372,11/10/2016,11/09/2018,Adult Day Care Center,BLUE STAR ADULT DAY CARE CENTER INC,1380 N KROME AVE STE 103 & 104,,FLORIDA CITY,FL,33034,Miami-Dade,(786) 554-3613,1380 N KROME AVE STE 103 & 104,,FLORIDA CITY,FL,33034,Miami-Dade,LICENSED,BLUE STAR ADULT DAY CARE CENTER  INC,09/30/2016,ARIANNA PARRA-ROJO,40,For-Profit,
USA-FL-62-All-62-AdultDayCare-59,12961963,8952,02/20/2017,02/19/2019,Adult Day Care Center,BRANDON SENIOR CENTER,612 NORTH PARSONS AVENUE,,BRANDON,FL,33510,Hillsborough,(813) 635-8066,601 E KENNEDY BLVD,FL 16,TAMPA,FL,33602-4932,Hillsborough,LICENSED,HILLSBOROUGH COUNTY BOARD OF COUNTY COMMISSIONERS,05/27/2008,FRANCES BREA,50,Not-For-Profit,www.hillsboroughcounty.org/aging
USA-FL-62-All-62-AdultDayCare-60,12961846,8856,04/07/2016,04/06/2018,Adult Day Care Center,BREVARD ALZHEIMER'S FOUNDATION INC,4676 NORTH WICKHAM ROAD,,MELBOURNE,FL,32935,Brevard,(321) 253-4430,4676 NORTH WICKHAM ROAD,,MELBOURNE,FL,32935,Brevard,LICENSED,BREVARD ALZHEIMER'S FOUNDATION,04/06/1998,LAURA H BIERBAUM,76,Not-For-Profit,www.brevardalz.org
