row_id,AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address
USA-FL-62-All-62-NursingHomes-11,70507,14040951,11/01/2015,10/31/2017,Nursing Home,ANCHOR CARE AND REHABILITATION CENTER,1515 PORT MALABAR BLVD NE,,PALM BAY,FL,32905-5455,Brevard,(321) 723-1235,1515 PORT MALABAR BLVD NE,,PALM BAY,FL,32905-5455,Brevard,LICENSED,LP PALM BAY  LLC,11/01/2007,YOLANDA RYAN,120,For-Profit,
USA-FL-62-All-62-NursingHomes-12,55224,11830962,09/20/2016,09/19/2018,Nursing Home,APOLLO HEALTH AND REHABILITATION CENTER,1000 24TH ST N,,SAINT PETERSBURG,FL,33713,Pinellas,(727) 323-4711,1000 24TH ST N,,SAINT PETERSBURG,FL,33713,Pinellas,LICENSED,GREENBROOK NH  L.L.C.,09/20/2000,ERIN OLIVIA BLAKELY,99,For-Profit,www.greystonehealth.com
USA-FL-62-All-62-NursingHomes-13,30905,1220096,10/01/2016,09/30/2018,Nursing Home,ARBOR TRAIL REHAB AND SKILLED NURSING CENTER,611 TURNER CAMP RD,,INVERNESS,FL,34453,Citrus,(352) 637-1130,611 TURNER CAMP RD,,INVERNESS,FL,34453,Citrus,LICENSED,SOVEREIGN HEALTHCARE OF INVERNESS LLC,10/01/2003,SHERRI SPILLMAN,116,For-Profit,www.arbortrailrehab.com
USA-FL-62-All-62-NursingHomes-14,11701,1030095,04/01/2017,11/30/2017,Nursing Home,ARCADIA HEALTH & REHABILITATION CENTER,10095 HILLVIEW ROAD,,PENSACOLA,FL,32514,Escambia,(850) 479-4000,10095 HILLVIEW ROAD,,PENSACOLA,FL,32514,Escambia,LICENSED,NF PENSACOLA MANOR LLC,12/01/2013,MARY S REID,170,For-Profit,
USA-FL-62-All-62-NursingHomes-15,111303,10200961,01/01/2016,12/31/2017,Nursing Home,ARCH PLAZA NURSING & REHABILITATION CENTER,12505 NE 16TH AVE,,NORTH MIAMI,FL,33161-6019,Miami-Dade,(305) 891-1710,12505 NE 16TH AVE,,NORTH MIAMI,FL,33161-6019,Miami-Dade,LICENSED,ARCH PLAZA  INC.,01/01/2002,BARRY PRETER,98,Not-For-Profit,plazahealth.org
USA-FL-62-All-62-NursingHomes-16,35961019,130471045,12/01/2016,11/30/2018,Nursing Home,ASTORIA HEALTH AND REHABILITATION CENTER,701 OVERLOOK DR SE,,WINTER HAVEN,FL,33884-1671,Polk,(863) 318-5000,701 OVERLOOK DR SE,,WINTER HAVEN,FL,33884-1671,Polk,LICENSED,LAKE WALES HEALTH CARE OPERATIONS COMPANY  LLC,11/04/2010,BRENDA DAVIS,120,For-Profit,www.tlcmgmt.com
USA-FL-62-All-62-NursingHomes-17,93104,1573096,11/16/2015,11/15/2017,Nursing Home,ATLANTIC CARE AND REHABILITATION CENTER,3663 15TH AVE,,VERO BEACH,FL,32960,Indian River,(772) 567-2552,3663 15TH AVE,,VERO BEACH,FL,32960,Indian River,LICENSED,ATLANTIC CARE AND REHABILITATION CENTER  LLC,11/16/2015,STEVEN B OSTREICH,110,For-Profit,
USA-FL-62-All-62-NursingHomes-18,70519,16420951,10/01/2016,09/30/2018,Nursing Home,ATLANTIC SHORES NURSING AND REHAB CENTER,4251 STACK BLVD,,MELBOURNE,FL,32901,Brevard,(321) 953-2219,4251 STACK BLVD,,MELBOURNE,FL,32901,Brevard,LICENSED,SOVEREIGN HEALTHCARE OF ATLANTIC SHORES  LLC,10/01/2003,KEN VANDYCK,120,For-Profit,www.atlanticshoresrehab.com
USA-FL-62-All-62-NursingHomes-19,65303,10860951,11/16/2015,11/15/2017,Nursing Home,AUBURNDALE OAKS CARE AND REHABILITATION CENTER,919 OLD WINTER HAVEN RD,,AUBURNDALE,FL,33823-4329,Polk,(863) 967-4125,919 OLD WINTER HAVEN RD,,AUBURNDALE,FL,33823-4329,Polk,LICENSED,AUBURNDALE OAKS CARE AND REHABILITATION CENTER LLC,11/16/2015,MICHAEL RIVERA,120,For-Profit,
USA-FL-62-All-62-NursingHomes-20,31201,15510961,05/01/2016,04/30/2018,Nursing Home,AVALON HEALTHCARE CENTER,1270 SW MAIN BLVD,,LAKE CITY,FL,32025,Columbia,(386) 752-7900,1270 SW MAIN BLVD,,LAKE CITY,FL,32025,Columbia,LICENSED,LAKE CITY MGT  LLC,12/31/2013,RUTH E. ROBINSON,95,For-Profit,
USA-FL-62-All-62-NursingHomes-21,95024,1023095,12/01/2015,11/30/2017,Nursing Home,AVANTE AT BOCA RATON  INC.,1130 NW 15TH STREET,,BOCA RATON,FL,33486,Palm Beach,(561) 394-6282,4601 SHERIDAN STREET,SUITE #500,HOLLYWOOD,FL,33021,Broward,LICENSED,AVANTE AT BOCA RATON  INC.,12/01/1994,DEVON PALMER,144,For-Profit,www.avantecenters.com
USA-FL-62-All-62-NursingHomes-22,30904,1024096,10/01/2016,09/30/2018,Nursing Home,AVANTE AT INVERNESS INC,304 S CITRUS AVE,,INVERNESS,FL,34452,Citrus,(352) 726-3141,4601 SHERIDAN ST,STE 500,HOLLYWOOD,FL,33021-3439,Broward,LICENSED,AVANTE AT INVERNESS  INC.,10/01/1994,DANIEL ARTHUR CRUMB,104,For-Profit,www.avantecenters.com
USA-FL-62-All-62-NursingHomes-23,95017,10250961,10/01/2016,09/30/2018,Nursing Home,AVANTE AT LAKE WORTH  INC.,2501 N A ST,,LAKE WORTH,FL,33460-6013,Palm Beach,(561) 585-9301,4601 SHERIDAN STREET,,HOLLYWOOD,FL,33021,Broward,LICENSED,AVANTE AT LAKE WORTH  INC.,10/01/1995,PORTIA BRYANT-SURTAIN,138,For-Profit,www.avantecenters.com
USA-FL-62-All-62-NursingHomes-24,33504,1026096,06/01/2016,05/31/2018,Nursing Home,AVANTE AT LEESBURG  INC,2000 EDGEWOOD AVE,,LEESBURG,FL,34748,Lake,(352) 787-3545,4601 SHERIDAN STREET,SUITE #500,HOLLYWOOD,FL,33021,Broward,LICENSED,AVANTE AT LEESBURG  INC.,01/01/1995,COREY HAMIL,116,For-Profit,www.avantecenters.com
USA-FL-62-All-62-NursingHomes-25,70505,13360961,10/01/2016,09/30/2018,Nursing Home,AVANTE AT MELBOURNE INC,1420 SOUTH OAK STREET,,MELBOURNE,FL,32901,Brevard,(321) 723-3215,4601 SHERIDAN ST,STE 500,HOLLYWOOD,FL,33021-3439,Broward,LICENSED,AVANTE AT MELBOURNE  INC.,10/01/2000,CHRISTOPHER W EDELMANN,110,For-Profit,www.avantecenters.com
USA-FL-62-All-62-NursingHomes-26,33506,13590961,10/01/2016,09/30/2018,Nursing Home,AVANTE AT MT DORA  INC.,3050 BROWN AVE,,MOUNT DORA,FL,32757,Lake,(352) 383-4161,4601 SHERIDAN ST,STE 500,HOLLYWOOD,FL,33021-3439,Broward,LICENSED,AVANTE AT MT. DORA  INC.,10/01/2000,SHELLEY ROGERS,116,For-Profit,www.avantecenters.com
USA-FL-62-All-62-NursingHomes-27,34204,1524096,11/06/2016,11/05/2018,Nursing Home,AVANTE AT OCALA  INC,2021 SW 1ST AVE,,OCALA,FL,34471,Marion,(352) 732-0042,4601 SHERIDAN ST,STE 500,HOLLYWOOD,FL,33021-3439,Broward,LICENSED,AVANTE AT OCALA  INC,11/15/2008,ELENA DESMOND,133,For-Profit,www.avantecenters.com
USA-FL-62-All-62-NursingHomes-28,74809,1393096,04/26/2017,05/31/2018,Nursing Home,AVANTE AT ORLANDO INC.,2000 NORTH SEMORAN BOULEVARD,,ORLANDO,FL,32807,Orange,(407) 671-5400,4601 SHERIDAN STREET,,HOLLYWOOD,FL,33021,Broward,LICENSED,AVANTE AT ORLANDO INC.,06/01/2000,JEANMARC ULYSSE,118,For-Profit,www.avantecenters.com
USA-FL-62-All-62-NursingHomes-29,46414,13960961,10/01/2016,09/30/2018,Nursing Home,AVANTE AT ORMOND BEACH  INC,170 N KINGS ROAD,,ORMOND BEACH,FL,32174,Volusia,(386) 677-7955,170 N KINGS ROAD,,ORMOND BEACH,FL,32174,Volusia,LICENSED,AVANTE AT ORMOND BEACH  INC.,10/01/2000,PERRY J. WEIKER,133,For-Profit,www.avantecenters.com
USA-FL-62-All-62-NursingHomes-30,74905,1518096,03/01/2016,02/28/2018,Nursing Home,AVANTE AT ST. CLOUD  INC.,1301 KANSAS AVE,,SAINT CLOUD,FL,34769-5999,Osceola,(407) 892-5121,4601 SHERIDAN STREET,SUITE #500,HOLLYWOOD,FL,33021,Broward,LICENSED,AVANTE AT ST. CLOUD  INC.,03/01/2003,MICHAEL DESMOND,131,For-Profit,www.avantecenters.com
USA-FL-62-All-62-NursingHomes-31,41611,10270961,08/01/2016,07/31/2018,Nursing Home,AVANTE VILLA AT JACKSONVILLE BEACH INC,1504 SEABREEZE AVE,,JACKSONVILLE BEACH,FL,32250,Duval,(904) 249-7421,1504 SEABREEZE AVE,,JACKSONVILLE BEACH,FL,32250,Duval,LICENSED,AVANTE VILLA AT JACKSONVILLE BEACH INC,01/01/1995,JOHN C SIMMONS,165,For-Profit,www.avantecenters.com
USA-FL-62-All-62-NursingHomes-32,111316,1218095,01/01/2016,12/31/2017,Nursing Home,AVENTURA PLAZA REHABILITATION & NURSING CENTER,1800 N E 168TH STREET,,NORTH MIAMI BEACH,FL,33162,Miami-Dade,(305) 917-1800,1800 N E 168TH STREET,,NORTH MIAMI BEACH,FL,33162,Miami-Dade,LICENSED,HEBREW HOME OF NORTH DADE  INC.,01/01/2002,SACASHA BROWN,86,Not-For-Profit,www.hebrewhomes.org
USA-FL-62-All-62-NursingHomes-33,32101,1337096,10/01/2016,09/30/2018,Nursing Home,AYERS HEALTH AND REHABILITATION CENTER,606 NE 7TH ST,,TRENTON,FL,32693,Gilchrist,(352) 463-7101,606 NE 7TH ST,,TRENTON,FL,32693,Gilchrist,LICENSED,AYERS HEALTH & REHABILITATION CENTER LLC,04/27/2001,JOANNA BUCKLES,120,Not-For-Profit,AyersHealthandRehab.com
USA-FL-62-All-62-NursingHomes-34,35960936,130470999,04/23/2016,04/22/2018,Nursing Home,BALDOMERO LOPEZ MEMORIAL VETERANS NURSING HOME,6919 PARKWAY BLVD,,LAND O LAKES,FL,34639,Pasco,(813) 558-5000,6919 PARKWAY BLVD,,LAND O LAKES,FL,34639,Pasco,LICENSED,FLORIDA DEPARTMENT OF VETERAN'S AFFAIRS,04/23/1999,MARLIES SARRETT,120,Not-For-Profit,www.floridavets.org
USA-FL-62-All-62-NursingHomes-35,95041,1616096,08/09/2017,08/08/2019,Nursing Home,BARRINGTON TERRACE OF BOYNTON BEACH,1425 S CONGRESS AVE,,BOYNTON BEACH,FL,33426-6381,Palm Beach,(561) 369-7919,400 CENTRE ST,,NEWTON,MA,02458-2094,,LICENSED,SNH SE BARRINGTON BOYNTON TENANT LLC,08/09/2011,ROBERT GROSSMAN,29,For-Profit,www.barringtonterrace-bb.com
USA-FL-62-All-62-NursingHomes-36,65301,1032096,07/19/2017,03/31/2019,Nursing Home,BARTOW CENTER,2055 E GEORGIA ST,,BARTOW,FL,33830,Polk,(863) 533-0578,2055 E GEORGIA ST,,BARTOW,FL,33830,Polk,LICENSED,BARTOW REHABILITATION CENTER  LLC,04/01/2009,RANYOURI SENIA,120,Not-For-Profit,bartowcenter.com
USA-FL-62-All-62-NursingHomes-37,45502,1521096,06/01/2016,05/31/2018,Nursing Home,BARTRAM CROSSING,6209 BROOKS BARTRAM DRIVE,BUIDLING 100,JACKSONVILLE,FL,32258,Duval,(904) 528-3000,3599 UNIVERSITY BLVD S,ATTN: MANAGED CARE,JACKSONVILLE,FL,32216-4252,Duval,LICENSED,BROOKS SKILLED NURSING FACILITY A INC,06/01/2010,MARIA INTERIANO,100,Not-For-Profit,www.Brooksrehab.org
USA-FL-62-All-62-NursingHomes-38,85804,1223096,02/01/2016,01/31/2018,Nursing Home,BAY BREEZE HEALTH AND REHABILITATION CENTER,1026 ALBEE FARM RD,,VENICE,FL,34285-6213,Sarasota,(941) 484-0425,1026 ALBEE FARM RD,,VENICE,FL,34285-6213,Sarasota,LICENSED,1026 ALBEE FARM ROAD OPERATIONS LLC,02/01/2012,LOUIS P MALTAGHATI,120,For-Profit,www.consulatehealthcare.com
USA-FL-62-All-62-NursingHomes-39,15701,1033096,09/07/2017,12/31/2017,Nursing Home,BAY BREEZE SENIOR LIVING AND REHABILITATION CENTER,3387 GULF BREEZE PARKWAY,,GULF BREEZE,FL,32563,Santa Rosa,(850) 932-9257,3387 GULF BREEZE PARKWAY,,GULF BREEZE,FL,32563,Santa Rosa,LICENSED,FL HUD BAYBREEZE  LLC,01/01/2010,JUSTIN GIBSON,120,For-Profit,
USA-FL-62-All-62-NursingHomes-40,20301,10340961,04/01/2017,03/31/2019,Nursing Home,BAY CENTER,1336 ST ANDREWS BLVD,,PANAMA CITY,FL,32405,Bay,(850) 763-3911,1336 ST ANDREWS BLVD,,PANAMA CITY,FL,32405,Bay,LICENSED,BAY CENTER REHABILITATION LLC,04/01/2009,ROY DOUGLAS CRUCE,160,Not-For-Profit,www.baycenterhealthandrehab.com
USA-FL-62-All-62-NursingHomes-41,55204,10360962,06/30/2017,06/30/2018,Nursing Home,BAY POINTE NURSING PAVILION,4201 31ST ST S,,SAINT PETERSBURG,FL,33712,Pinellas,(727) 867-1104,4201 31ST ST S,,SAINT PETERSBURG,FL,33712,Pinellas,LICENSED,FI - BAY POINTE  LLC,07/01/2003,TRACY JOHNSON,120,Not-For-Profit,Baypointenursingpavilion.com
USA-FL-62-All-62-NursingHomes-42,55206,10390964,11/01/2015,10/31/2017,Nursing Home,BAY TREE CENTER,2600 HIGHLANDS BLVD N,,PALM HARBOR,FL,34684-2114,Pinellas,(727) 785-5671,2600 HIGHLANDS BLVD N,,PALM HARBOR,FL,34684-2114,Pinellas,LICENSED,2600 HIGHLANDS BOULEVARD NORTH LLC,11/01/2001,MICHELLE DAWN BAIN,120,For-Profit,www.Genesishcc.com
USA-FL-62-All-62-NursingHomes-43,85826,10400961,07/01/2016,06/30/2018,Nursing Home,BAY VILLAGE OF SARASOTA,8400 VAMO ROAD,,SARASOTA,FL,34231,Sarasota,(941) 966-5611,8400 VAMO ROAD,,SARASOTA,FL,34231,Sarasota,LICENSED,BAY VILLAGE OF SARASOTA INC,01/12/1972,ALEC DOUGLAS WEITZEL,95,Not-For-Profit,www.bayvillage.org
USA-FL-62-All-62-NursingHomes-44,64101,1330096,06/12/2017,06/11/2019,Nursing Home,BAY VUE NURSING AND REHABILITATION CENTER,105 15TH ST E,,BRADENTON,FL,34208,Manatee,(941) 747-8681,105 15TH ST E,,BRADENTON,FL,34208,Manatee,LICENSED,RIVERFRONT ACQUISITION I  LLC,06/12/2015,DAVID R. ANTHONY,110,For-Profit,
USA-FL-62-All-62-NursingHomes-45,31204,12700961,08/01/2015,07/31/2017,Nursing Home,BAYA POINTE NURSING AND REHABILITATION CENTER,587 SE ERMINE AVE,,LAKE CITY,FL,32025,Columbia,(386) 752-7800,587 SE ERMINE AVE,,LAKE CITY,FL,32025,Columbia,IN LITIGATION,BAYA NURSING AND REHABILITATION  LLC,08/01/2013,JOANN E GNEWUCH,90,For-Profit,www.consulatehealthcare.com
USA-FL-62-All-62-NursingHomes-46,62902,10410962,12/01/2015,11/30/2017,Nursing Home,BAYSHORE POINTE NURSING AND REHAB CENTER,3117 W GANDY BLVD,,TAMPA,FL,33611-2927,Hillsborough,(813) 261-5500,3117 W GANDY BLVD,,TAMPA,FL,33611-2927,Hillsborough,LICENSED,SOVEREIGN HEALTHCARE OF TAMPA LLC,12/01/2003,STEPHEN LOMONICO,117,For-Profit,WWW.BAYSHOREPOINTREHAB.COM
USA-FL-62-All-62-NursingHomes-47,55259,1250095,12/01/2015,11/30/2017,Nursing Home,BAYSIDE CARE CENTER,811 JACKSON ST N,,SAINT PETERSBURG,FL,33705,Pinellas,(727) 209-1717,811 JACKSON ST N,,SAINT PETERSBURG,FL,33705,Pinellas,LICENSED,BAYSIDE FACILITY INC,12/01/2015,JANET RUTH KELLER,92,For-Profit,
USA-FL-62-All-62-NursingHomes-48,11702,1053096,04/01/2016,12/31/2017,Nursing Home,BAYSIDE HEALTH AND REHABILITATION CENTER,4343 LANGLEY AVENUE,,PENSACOLA,FL,32504,Escambia,(850) 477-4550,4343 LANGLEY AVENUE,,PENSACOLA,FL,32504,Escambia,LICENSED,FL HUD BAYSIDE  LLC,01/01/2010,MARTHA MARYANN LOISELLE,120,For-Profit,
USA-FL-62-All-62-NursingHomes-49,33507,1382096,05/01/2016,04/30/2018,Nursing Home,BAYVIEW CENTER,301 S BAY ST,,EUSTIS,FL,32726,Lake,(352) 357-8105,301 S BAY ST,,EUSTIS,FL,32726,Lake,LICENSED,BAYVIEW CENTER  LLC,05/01/2003,ELLIS WILLIAMS,120,For-Profit,www.opismr.com
USA-FL-62-All-62-NursingHomes-50,55247,15310961,12/01/2015,11/30/2017,Nursing Home,BAYWOOD NURSING CENTER,2000 17TH AVE S,,SAINT PETERSBURG,FL,33712,Pinellas,(727) 821-3544,2000 17TH AVE S,,SAINT PETERSBURG,FL,33712,Pinellas,LICENSED,SCG BAYWOOD LLC,12/01/2005,IVANA R KIRBY,59,Not-For-Profit,www.baywoodcare.com
USA-FL-62-All-62-NursingHomes-51,55101,10460962,10/01/2016,09/30/2018,Nursing Home,BEAR CREEK NURSING CENTER,8041 STATE RD 52,,HUDSON,FL,34667-6726,Pasco,(727) 863-5488,8041 STATE RD 52,,HUDSON,FL,34667-6726,Pasco,LICENSED,BEAR CREEK NURSING CENTER  LLC,05/02/2001,BRET MARTIN,120,Not-For-Profit,Bearcreeknursingcenter.com
USA-FL-62-All-62-NursingHomes-52,55208,10480962,12/01/2015,11/30/2017,Nursing Home,BELLEAIR HEALTH CARE CENTER,1150 PONCE DE LEON BLVD,,CLEARWATER,FL,33756,Pinellas,(727) 585-5491,1150 PONCE DE LEON BLVD,,CLEARWATER,FL,33756,Pinellas,LICENSED,BELLEAIR EAST HCC  LLC,12/01/2003,NICHOLAS EGNATZ,120,For-Profit,www.belleairrehab.com
USA-FL-62-All-62-NursingHomes-53,35961033,130471046,03/04/2017,03/03/2019,Nursing Home,BENDERSON FAMILY SKILLED NURSING AND REHABILITATION CENTER,1959 N HONORE AVE,,SARASOTA,FL,34235,Sarasota,(941) 379-3553,1959 N HONORE AVE,,SARASOTA,FL,34235,Sarasota,LICENSED,SARASOTA MANATEE JEWISH HOUSING COUNCIL  INC.,03/04/2011,TERESA M MARTIN,45,Not-For-Profit,www.avivaseniorlife.org
USA-FL-62-All-62-NursingHomes-54,85801,1049096,02/01/2016,01/31/2018,Nursing Home,BENEVA LAKES HEALTHCARE AND REHABILITATION CENTER,741 SOUTH BENEVA ROAD,,SARASOTA,FL,34232,Sarasota,(941) 957-0310,741 SOUTH BENEVA ROAD,,SARASOTA,FL,34232,Sarasota,LICENSED,741 SOUTH BENEVA ROAD OPERATIONS LLC,02/01/2012,VINCENT A CACCIATORE,120,For-Profit,www.consulatehealthcare.com
USA-FL-62-All-62-NursingHomes-55,81107,1050095,12/01/2015,11/30/2017,Nursing Home,BENTLEY CARE CENTER,875 RETREAT DRIVE,,NAPLES,FL,34110,Collier,(239) 431-2100,875 RETREAT DRIVE,,NAPLES,FL,34110,Collier,LICENSED,CC - NAPLES  INC.,06/23/1992,SUSAN B KEENER,100,For-Profit,www.viliving.com
USA-FL-62-All-62-NursingHomes-56,46419,1052096,11/01/2016,10/31/2018,Nursing Home,BISHOPS GLEN RETIREMENT CENTER,900 LPGA BLVD,,HOLLY HILL,FL,32117-3100,Volusia,(386) 226-9000,911 N STUDEBAKER RD,,LONG BEACH,CA,90815-4900,,LICENSED,HOLLY HILL RHF HOUSING INC,01/01/1988,RON HOLLERAND,120,Not-For-Profit,www.rhf.org
USA-FL-62-All-62-NursingHomes-57,35960874,1652096,04/01/2017,03/31/2019,Nursing Home,BLOUNTSTOWN HEALTH AND REHABILITATION CENTER,16690 SW CHIPOLA RD,,BLOUNTSTOWN,FL,32424,Calhoun,(850) 674-4311,16690 SW CHIPOLA RD,,BLOUNTSTOWN,FL,32424,Calhoun,LICENSED,REGENCY CARE OF BLOUNTSTOWN LLC,04/01/2011,GRANT WILLIAMS,96,For-Profit,www.blountstownhealthandrehab.com
USA-FL-62-All-62-NursingHomes-58,55225,11890961,04/01/2017,03/31/2019,Nursing Home,BOCA CIEGA CENTER,1414 59TH ST S,,GULFPORT,FL,33707,Pinellas,(727) 344-4608,1414 59TH ST S,,GULFPORT,FL,33707,Pinellas,LICENSED,BOCA CIEGA REHABILITATION LLC,04/01/2009,JOSEPH TABORA,120,Not-For-Profit,Bocaciegacenter.com
USA-FL-62-All-62-NursingHomes-59,95003,1054096,06/26/2017,06/30/2018,Nursing Home,BOCA RATON REHABILITATION CENTER,755 MEADOWS ROAD,,BOCA RATON,FL,33486,Palm Beach,(561) 391-5200,755 MEADOWS ROAD,,BOCA RATON,FL,33486,Palm Beach,LICENSED,FI - BOCA RATON  LLC,07/01/2003,RAMON MENDOZA FLORES,120,Not-For-Profit,bocaratonhealthandrehab.com
USA-FL-62-All-62-NursingHomes-60,55232,1055096,05/01/2016,04/30/2018,Nursing Home,BON SECOURS MARIA MANOR NURSING CARE CENTER,10300 4TH ST N,,SAINT PETERSBURG,FL,33716,Pinellas,(727) 568-1000,10300 4TH ST N,,SAINT PETERSBURG,FL,33716,Pinellas,LICENSED,BON SECOURS MARIA MANOR NURSING CARE CENTER  INC.,01/01/1994,KATHLEEN WALSH,274,Not-For-Profit,www.bonsecoursstpete.org
USA-FL-62-All-62-NursingHomes-61,22302,10570961,10/06/2016,09/30/2018,Nursing Home,BONIFAY NURSING AND REHAB CENTER,306 WEST BROCK AVENUE,,BONIFAY,FL,32425,Holmes,(850) 547-9289,306 WEST BROCK AVENUE,,BONIFAY,FL,32425,Holmes,LICENSED,SOVEREIGN HEALTHCARE OF BONIFAY  LLC,10/01/2003,DEXTER BARBER,180,For-Profit,www.bonifayrehab.com
USA-FL-62-All-62-NursingHomes-62,95004,1058096,10/01/2016,09/30/2018,Nursing Home,BOULEVARD REHABILITATION CENTER,2839 S SEACREST BLVD,,BOYNTON BEACH,FL,33435-7994,Palm Beach,(561) 732-2464,101 SUNNYTOWN RD,STE 201,CASSELBERRY,FL,32707-3862,Seminole,LICENSED,SOVEREIGN HEALTHCARE OF WEST PALM BEACH  LLC,10/01/2003,FRANCES SCOGNA,167,For-Profit,www.boulevardmanorrehab.com
