row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,street_address,po_box,city,province,postal_code,country,facility_type
USA-ME-99-NursingHomes-99-NursingHomes-18,DEXTER HEALTH CARE,,,,FIRST ATLANTIC HEALTHCARE,,,,,,,,STEVEN ROBITAILLE,2079245516,,2079246487,,,,53,,PENOBSCOT,,,,,,,,,,,TRUE,FALSE,FALSE,64 PARK STREET,,DEXTER,ME,4930,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-19,DURGIN PINES,,,,CONTINUUM HEALTH SERVICES,,,,,,,,NICHOLAS BRIDGES,2074399800,,2074519104,,,,81,,YORK,,,,,,,,,,,TRUE,FALSE,FALSE,9 LEWIS RD,,KITTERY,ME,3904,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-20,EASTPORT MEMORIAL NURSING HOME,,,,,,,,,,,,JOHN WOOD,2078532531,,2078537117,,,,26,,WASHINGTON,,,,,,,,,,,TRUE,FALSE,FALSE,23 BOYNTON STREET,,EASTPORT,ME,4631,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-21,"EASTSIDE CENTER FOR HEALTH & REHABILITATION, LLC",,,,"KINDRED NURSING CENTERS WEST, LLC",,,,,,,,CASSANDRA BYORAK,2079476131,,2079420884,,,,69,,PENOBSCOT,,,,,,,,,,,TRUE,FALSE,FALSE,516 MT HOPE AVENUE,,BANGOR,ME,4401,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-22,EDGEWOOD REHAB & LIVING CTR,,,,"NORTH COUNTRY ASSOCIATES, INC.",,,,,,,,MELISSA MARTIN,2077783386,,2077785869,,,,33,,FRANKLIN,,,,,,,,,,,TRUE,FALSE,FALSE,221 Fairbanks Rd,,FARMINGTON,ME,4938,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-23,EVERGREEN MANOR,,,,"NORTH COUNTRY ASSOCIATES, INC.",,,,,,,,JEFF KETCHUM,2072825161,,2072825163,,,,42,,YORK,,,,,,,,,,,TRUE,FALSE,FALSE,328 NORTH ST,,SACO,ME,4072,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-24,FALMOUTH BY THE SEA,,,,FIRST ATLANTIC HEALTHCARE,,,,,,,,LESLIE CURRIER,2077814714,,2077817356,,,,65,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,191 FORESIDE RD ,,FALMOUTH,ME,4105,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-25,FOREST HILL MANOR,,,,,,,,,,,,TRAVIS GUY,2078343915,,2078345538,,,,45,,AROOSTOOK,,,,,,,,,,,TRUE,FALSE,FALSE,25 BOLDUC AVE,,FORT KENT,ME,4743,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-26,FREEPORT NURSING & REHAB CENTER,,,,DAVID R. AND ELAINE R. HICKS,,,,,,,,DOUGLAS POWERS,2078654713,,2078659502,,,,61,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,3 EAST ST,,FREEPORT,ME,4032,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-27,FRYEBURG HEALTH CARE CENTER,,,,DAVID R. AND ELAINE R. HICKS,,,,,,,,JAMES DUTTON,2079353351,,2072568300,,,,30,,OXFORD,,,,,,,,,,,TRUE,FALSE,FALSE,70 FAIRVIEW DRIVE,,FRYEBURG,ME,4037,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-28,GARDINER HEALTH CARE FACILITY,,,,,,,,,,,,ASHLEY RUSSELL,2075323323,,2075322744,,,,45,,AROOSTOOK,,,,,,,,,,,TRUE,FALSE,FALSE,8 HOLLAND STREET,PO BOX 520,HOULTON,ME,4730,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-29,GORHAM HOUSE,,,,,,,,,,,,MICHELLE BELHUMEUR,2078395757,,2078398263,,,,69,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,50 NEW PORTLAND RD,,GORHAM,ME,4038,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-30,GREENWOOD CENTER,,,,,,,,,,,,ANNE AMBLER-COTE,2073242273,,2074902273,,,,86,,YORK,,,,,,,,,,,TRUE,FALSE,FALSE,1142 MAIN ST,,SANFORD,ME,4073,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-31,GREGORY WING OF ST ANDREWS VILLAGE,,,,,,,,,,,,LORIMAN LOOKE,2076336996,,2076331211,,,,42,,LINCOLN,,,,,,,,,,,TRUE,FALSE,FALSE,145 EMERY LANE,,BOOTHBAY HARBOR,ME,4538,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-32,HARBOR HILL CENTER,,,,GENESIS HEALTH CARE CORP,,,,,,,,GARTH BERENYI,2073385307,,2073382118,,,,40,,WALDO,,,,,,,,,,,TRUE,FALSE,FALSE,2 FOOTBRIDGE RD,,BELFAST,ME,4915,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-33,HAWTHORNE HOUSE,,,,FIRST ATLANTIC HEALTHCARE,,,,,,,,MATTHEW LESSARD,2078654782,,2078651308,,,,81,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,6 OLD COUNTY RD,,FREEPORT,ME,4032,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-34,HERITAGE REHAB & LIVING CTR,,,,"NORTH COUNTRY ASSOCIATES, INC.",,,,,,,,NATHAN ROSEBERRY,2073779965,,2073776267,,,,28,,KENNEBEC,,,,,,,,,,,TRUE,FALSE,FALSE,457 OLD LEWISTON RD,,WINTHROP,ME,4364,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-35,HIBBARD SKILLED NURSING & REHABILITATION CENTER,,,,,,,,,,,,ANGELA JONES,2075648129,,2075648484,,,,93,,PISCATAQUIS,,,,,,,,,,,TRUE,FALSE,FALSE,1037 WEST MAIN STREET,,DOVER FOXCROFT,ME,4426,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-36,HIGH VIEW MANOR,,,,,,,,,,,,NANCY COTE-DAIGLE,2077283338,,2077284397,,,,51,,AROOSTOOK,,,,,,,,,,,TRUE,FALSE,FALSE,517 RIVERVIEW ST,,MADAWASKA,ME,4756,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-37,HORIZONS LIVING AND REHAB CENTER,,,,HORIZONS LIVING AND REHAB CENTER,,,,,,,,PETER DAVISON,2077257495,,2077251350,,,,65,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,29 MAURICE DRIVE,,BRUNSWICK,ME,4011,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-38,ISLAND NURSING HOME & CARE CTR,,,,,,,,,,,,HAILEY WETHERBEE,2073482351,,2073485242,,,,38,,HANCOCK,,,,,,,,,,,TRUE,FALSE,FALSE,587 NORTH DEER ISLE RD,,DEER ISLE,ME,4627,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-39,JACKMAN REGIONAL HEALTH CENTER,,,,,,,,,,,,EVELYN LUMBERT,2076684903,,2076684918,,,,18,,SOMERSET,,,,,,,,,,,TRUE,FALSE,FALSE,376 MAIN STREET,,JACKMAN,ME,4945,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-40,KATAHDIN NURSING HOME,,,,PHILIP AND ESTHER CYR,,,,,,,,JENNIFER BROWN,2077234711,,2077236704,,,,36,,PENOBSCOT,,,,,,,,,,,TRUE,FALSE,FALSE,22 WALNUT STREET,,MILLINOCKET,ME,4462,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-41,"KENNEBUNK CENTER FOR HEALTH & REHABILITATION, LLC",,,,"KINDRED NURSING CENTERS WEST, LLC",,,,,,,,ANDREA BOUCHARD,2079857141,,2079850159,,,,78,,YORK,,,,,,,,,,,TRUE,FALSE,FALSE,158 ROSS RD,,KENNEBUNK,ME,4043,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-42,KNOX CENTER FOR LONG TERM CARE,,,,,,,,,,,,CAROL TIMBERLAKE,2079216800,,2079216834,,,,84,,KNOX,,,,,,,,,,,TRUE,FALSE,FALSE,6 WHITE STREET,,ROCKLAND,ME,4841,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-43,LAKEWOOD A CONTINUING CARE CENTER,,,,,,,,,,,,SHANNON LOCKWOOD,2078735125,,2078619967,,,,105,,KENNEBEC,,,,,,,,,,,TRUE,FALSE,FALSE,220 KENNEDY MEMORIAL DR,,WATERVILLE,ME,4901,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-44,LEDGEVIEW LIVING CENTER,,,,,,,,,,,,LAWRENCE WILDAY,2076742250,,2076743101,,,,81,,OXFORD,,,,,,,,,,,TRUE,FALSE,FALSE,141 BETHEL ROAD,,WEST PARIS,ME,4289,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-45,LEDGEWOOD MANOR,,,,,,,,,,,,EDISON BENNETT,2078922261,,2078927574,,,,60,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,"200 ROUTE 115, PO BOX 760",,WINDHAM,ME,4062,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-46,MADIGAN ESTATES,,,,,,,,,,,,BRENDA BROWN,2075326593,,2075324456,,,,99,,AROOSTOOK,,,,,,,,,,,TRUE,FALSE,FALSE,93 MILITARY STREET,,HOULTON,ME,4730,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-47,MAINE VETERANS HOME - AUGUSTA,,,,,,,,,,,,JACOB ANDERSON,2076222454,,2076262957,,,,120,,KENNEBEC,,,,,,,,,,,TRUE,FALSE,FALSE,310 CONY ROAD,,AUGUSTA,ME,4330,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-48,MAINE VETERANS HOME - BANGOR,,,,MAINE VETERANS' HOMES,,,,,,,,GREGORY URBAN,2079422333,,2079424810,,,,120,,PENOBSCOT,,,,,,,,,,,TRUE,FALSE,FALSE,44 HOGAN RD,,BANGOR,ME,4401,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-49,MAINE VETERANS HOME - CARIBOU,,,,MAINE VETERANS' HOMES,,,,,,,,MELISSA GRAHAM,2074986074,,2074983037,,,,40,,AROOSTOOK,,,,,,,,,,,TRUE,FALSE,FALSE,163 VAN BUREN RD SUITE 2,,CARIBOU,ME,4736,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-50,MAINE VETERANS HOME - SCARBOROUGH,,,,MAINE VETERANS' HOMES,,,,,,,,MAUREEN CARLAND,2078837184,,2078837852,,,,120,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,290 US RT 1,,SCARBOROUGH,ME,4074,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-51,MAINE VETERANS HOME - SO PARIS,,,,MAINE VETERANS' HOMES,,,,,,,,BRADFORD PECK,2077436300,,2077437595,,,,62,,OXFORD,,,,,,,,,,,TRUE,FALSE,FALSE,477 HIGH ST,,SOUTH PARIS,ME,4281,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-52,MAINEGENERAL REHAB & LONG TERM CARE - GLENRIDGE,,,,,,,,,,,,EVELYN LUMBERT,2076262600,,2076210277,,,,125,,KENNEBEC,,,,,,,,,,,TRUE,FALSE,FALSE,40 GLENRIDGE DRIVE,,AUGUSTA,ME,4330,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-53,MAINEGENERAL REHAB & LONG TERM CARE - GRAY BIRCH,,,,MAINEGENERAL HEALTH SYSTEM,,,,,,,,JENNIFER GREEN,2076217100,,2076217101,,,,77,,KENNEBEC,,,,,,,,,,,TRUE,FALSE,FALSE,37 GRAY BIRCH DRIVE,,AUGUSTA,ME,4330,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-54,MAPLECREST REHAB & LIVING CENTER,,,,"NORTH COUNTRY ASSOCIATES, INC.",,,,,,,,RANDI BENTO,2076968225,,2076965612,,,,58,,SOMERSET,,,,,,,,,,,TRUE,FALSE,FALSE,174 MAIN ST,,MADISON,ME,4950,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-55,"MARKET SQUARE HEALTH CARE CENTER, LLC",,,,"MARKET SQUARE HEALTH CARE CENTER, LLC",,,,,,,,EDWARD FITZPATRICK,2077437086,,2077432395,,,,76,,OXFORD,,,,,,,,,,,TRUE,FALSE,FALSE,3 MARKET SQUARE,,SOUTH PARIS,ME,4281,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-56,MARSHALL HEALTH CARE AND REHAB,,,,,,,,,,,,DEBRA MURPHY,2072553387,,2072553320,,,,64,,WASHINGTON,,,,,,,,,,,TRUE,FALSE,FALSE,16 BEAL STREET,,MACHIAS,ME,4654,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-57,MARSHWOOD CENTER,,,,GENESIS HEALTH CARE CORP,,,,,,,,APRIL NICHOLS,2077840108,,2077840752,,,,108,,ANDROSCOGGIN,,,,,,,,,,,TRUE,FALSE,FALSE,33 ROGER STREET,,LEWISTON,ME,4240,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-58,MERCY HOME,,,,,,,,,,,,DENISE RAYMOND,2074445152,,2074445921,,,,40,,AROOSTOOK,,,,,,,,,,,TRUE,FALSE,FALSE,3402 AROOSTOOK ROAD,PO BOX 228,EAGLE LAKE,ME,4739,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-59,MID COAST SENIOR HEALTH CENTER,,,,,,,,,,,,KIM WATSON,2073733600,,2073733640,,,,42,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,58 BARIBEAU DRIVE,,BRUNSWICK,ME,4011,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-60,MONTELLO MANOR,,,,ROUSSEAU ENTERPRISES,,,,,,,,KATHLEEN ATTWOOD,2077832039,,2077820184,,,,37,,ANDROSCOGGIN,,,,,,,,,,,TRUE,FALSE,FALSE,540 COLLEGE ST,,LEWISTON,ME,4240,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-61,MOUNT ST JOSEPH NURSING HOME,,,,,,,,,,,,DIANE SINCLAIR,2078730705,,2078615575,,,,111,,KENNEBEC,,,,,,,,,,,TRUE,FALSE,FALSE,7 HIGHWOOD ST,,WATERVILLE,ME,4901,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-62,MOUNTAIN HEIGHTS HEALTH CARE,,,,,,,,,,,,BETH MARTIN,2075282200,,2075282630,,,,25,,PENOBSCOT,,,,,,,,,,,TRUE,FALSE,FALSE,83 HOULTON ROAD,PO BOX 240,PATTEN,ME,4765,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-63,NARRAGUAGUS BAY HEALTH CARE FACILITY,,,,STEVE WEISBERGER,,,,,,,,"EDWARD HARFST, III",2075462371,,2075462145,,,,35,,WASHINGTON,,,,,,,,,,,TRUE,FALSE,FALSE,3 MAIN STREET,,MILBRIDGE,ME,4658,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-64,"NORWAY CENTER FOR HEALTH & REHABILITATION, LLC",,,,"VK NORWAY, LLC",,,,,,,,GAIL WINCHELL,2077437075,,2077439269,,,,42,,OXFORD,,,,,,,,,,,TRUE,FALSE,FALSE,29 MARION AVE,,NORWAY,ME,4268,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-65,OAK GROVE CENTER,,,,GENESIS HEALTH CARE CORP,,,,,,,,SARA SYLVESTER,2078730721,,2078772287,,,,90,,KENNEBEC,,,,,,,,,,,TRUE,FALSE,FALSE,27 COOL ST,,WATERVILLE,ME,4901,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-66,ODD FELLOWS & REBEKAHS' HOME OF MAINE,,,,,,,,,,,,JOHN BOLDUC,2077864616,,2077864064,,,,26,,ANDROSCOGGIN,,,,,,,,,,,TRUE,FALSE,FALSE,85 CARON LANE,,AUBURN,ME,4210,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-67,ORCHARD PARK REHAB & LIVING,,,,"NORTH COUNTRY ASSOCIATES, INC.",,,,,,,,MELISSA MARTIN,2077784416,,2077785859,,,,38,,FRANKLIN,,,,,,,,,,,TRUE,FALSE,FALSE,107 ORCHARD ST,,FARMINGTON,ME,4938,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-68,ORONO COMMONS,,,,GENESIS HEALTH CARE CORP,,,,,,,,VALERIE COLEMAN,2078664914,,2078663821,,,,80,,PENOBSCOT,,,,,,,,,,,TRUE,FALSE,FALSE,117 BENNOCH RD,,ORONO,ME,4473,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-69,PINE POINT CENTER,,,,GENESIS HEALTH CARE CORP,,,,,,,,REBECCA GAGNON,2078832468,,2078833983,,,,61,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,67 PINE POINT RD,,SCARBOROUGH,ME,4074,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-70,PINNACLE HEALTH AND REHAB,,,,"PINNACLE GROUP OF HUDSON VALLEY, LLC",,,,,,,,MARK JACOBS,2075972510,,2075972647,,,,47,,OXFORD,,,,,,,,,,,TRUE,FALSE,FALSE,26 PLEASANT ST,,CANTON,ME,4221,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-71,PIPER SHORES,,,,"MAINE LIFE CARE RETIREMENT COMMUNITY, INC",,,,,,,,JAMES ADAMOWICZ,2078838700,,2078831430,,,,40,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,15 PIPER ROAD,,SCARBOROUGH,ME,4074,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-72,PRESQUE ISLE REHAB AND NURSING CENTER,,,,,,,,,,,,ROSE-MARIE LOUTEN,2077640145,,2077647327,,,,61,,AROOSTOOK,,,,,,,,,,,TRUE,FALSE,FALSE,162 ACADEMY ST,,PRESQUE ISLE,ME,4769,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-73,RIVER RIDGE CENTER,,,,GENESIS HEALTH CARE CORP,,,,,,,,ROBERT STRAZNITSKAS,2079853030,,2079856428,,,,62,,YORK,,,,,,,,,,,TRUE,FALSE,FALSE,3 BRAZIER LANE,,KENNEBUNK,ME,4043,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-74,ROSS MANOR,,,,FIRST ATLANTIC HEALTHCARE,,,,,,,,JANET HOPE,2079418400,,2079471135,,,,103,,PENOBSCOT,,,,,,,,,,,TRUE,FALSE,FALSE,758 BROADWAY,,BANGOR,ME,4401,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-75,RUMFORD COMMUNITY HOME,,,,,,,,,,,,JEFF LACROIX,2073647863,,2073642672,,,,32,,OXFORD,,,,,,,,,,,TRUE,FALSE,FALSE,11 JOHN F KENNEDY LANE,,RUMFORD,ME,4276,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-76,RUSSELL PARK REHABILITATION & LIVING CENTER,,,,,,,,,,,,LORI POMELOW,2077860691,,2077828094,,,,50,,ANDROSCOGGIN,,,,,,,,,,,TRUE,FALSE,FALSE,158-178 RUSSELL ST,,LEWISTON,ME,4240,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-77,SANDY RIVER CENTER,,,,GENESIS HEALTH CARE CORP,,,,,,,,NORMA HOUSE,2077786591,,2077784245,,,,62,,FRANKLIN,,,,,,,,,,,TRUE,FALSE,FALSE,119 LIVERMORE FALLS RD,,FARMINGTON,ME,4938,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-78,SANFIELD REHAB & LIVING CENTER,,,,"NORTH COUNTRY ASSOCIATES, INC.",,,,,,,,SHEILA BEASLEY,2079382616,,2079382850,,,,23,,SOMERSET,,,,,,,,,,,TRUE,FALSE,FALSE,95 MAIN STREET,PO BOX 489,HARTLAND,ME,4943,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-79,SEAL ROCK HEALTH CARE,,,,"SEAL ROCK ASSOCIATES, LLC",,,,,,,,PAMELA DROWN,2072833646,,2072834236,,,,105,,YORK,,,,,,,,,,,TRUE,FALSE,FALSE,88 HARBOR DRIVE,,SACO,ME,4072,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-80,SEAPORT VILLAGE HEALTHCARE,,,,FIRST ATLANTIC HEALTHCARE,,,,,,,,KENNETH HUHN,2076679336,,2076673810,,,,61,,HANCOCK,,,,,,,,,,,TRUE,FALSE,FALSE,19 GENERAL MOORE WAY,,ELLSWORTH,ME,4605,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-81,SEASIDE REHAB & HEALTH CARE,,,,FIRST ATLANTIC HEALTHCARE,,,,,,,,BRUCE VANCE,2077747878,,2077752811,,,,137,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,850 BAXTER BOULEVARD,,PORTLAND,ME,4103,USA,Nursing Home
USA-ME-99-NursingHomes-99-NursingHomes-82,SEDGEWOOD COMMONS,,,,GENESIS HEALTH CARE CORP,,,,,,,,JOEL ROGERS,2077815775,,2077812002,,,,91,,CUMBERLAND,,,,,,,,,,,TRUE,FALSE,FALSE,22 NORTHBROOK DR,,FALMOUTH,ME,4105,USA,Nursing Home
