name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood,addr_valid
Legion Crest Apartments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senior Housing,,,,819 Grant Ave,,,Winnipeg,,,MB,,R3M 1Y1,Canada,49.8637507,-97.1531887,Earl Grey,TRUE
Korean Canadian Housing Co,,,,,,,,,,,,,,,,,,204 982-2004,,,,,,,,,,,,,,,,,Senior Housing,,,,160 River Ave,,,Winnipeg,,,MB,,R3L 0A9,Canada,ERROR,ERROR,ERROR,FALSE
Harewood House,,,,,,,,,,,,,,,,,,204 284-4434,,,,,,,,,,,,,,,,,Senior Housing,,,,605 River Ave,,,Winnipeg,,,MB,,R3L 0E7,Canada,49.8776418,-97.1520392,Roslyn,TRUE
Hampton House,,,,,,,,,,,,,,,,,,204 475-5169,,,,,,,,,,,,,,,,,Senior Housing,,,,333,,,Winnipeg,,,MB,,R3M 0A1,Canada,49.9150571,-97.1368687,William Whyte,FALSE
Grant Wilton,,,,,,,,,,,,,,,,,,204 417-9515,,,,,,,,,,,,,,,,,Senior Housing,,,,1055 Grant Ave,,,Winnipeg,,,MB,,R3M 1Y5,Canada,49.860599,-97.162607,Rockwood,TRUE
General Grant,,,,,,,,,,,,,,,,,,204 284-1144,,,,,,,,,,,,,,,,,Senior Housing,,,,1281 Grant Ave,,,Winnipeg,,,MB,,R3M 1Z6,Canada,49.8569337,-97.173613,Rockwood,TRUE
Fred Tipping Place,,,,,,,,,,,,,,,,,,204 945-8477,,,,,,,,,,,,,,,,,Senior Housing,,,,601 Osborne St,,,Winnipeg,,,MB,,R3L 2P9,Canada,49.8646195,-97.1344161,Lord Roberts,TRUE
Fort Rouge Ecumenical Apartments Inc.,,,,,,,,,,,,,,,,,,204 284-5801,,,,,,,,,,,,,,,,,Senior Housing,,,,400 Stradbrook Ave,,,Winnipeg,,,MB,,R3L 2P8,Canada,49.8782523,-97.1426891,River - Osborne,TRUE
Canterbury House,,,,,,,,,,,,,,,,,,204 452-6481,,,http://www.globegeneralagencies.ca,,,,,,,,,,,,,,Senior Housing,,,,270 Roslyn Rd,,,Winnipeg,,,MB,,R3L 0H3,Canada,49.8791579,-97.1533675,Roslyn,TRUE
Cambridge Gardens,,,,,,,,,,,,,,,,,,204 475-0232,,,http://www.homebase.ca,,,,,,,,,,,,,,Senior Housing,,,,850 Cambridge St,,,Winnipeg,,,MB,,R3M 3W8,Canada,49.8534974,-97.1752883,Grant Park,TRUE
Bethel Place,,,,bethelplace@shaw.ca,,,,,,,,,,,,,,204 284-3762,,,http://www.bethelplace.ca,,,,,,,,,,,,,,Senior Housing,,,,445 Stafford St,,,Winnipeg,,,MB,,R3M 2V9,Canada,49.860764,-97.156136,Grant Park,TRUE
64 Nassau St. N.,,,,,,,,,,,,,,,,,,204  982-2000,,,,,,,,,,,,,,,,,Senior Housing,,,,64 Nassau St,,,Winnipeg,,,MB,,R3L 2T2,Canada,49.8789888,-97.1493619,Roslyn,TRUE
285 Pembina Inc. Deaf Centre Manitoba,,,,,,,,,,,,,,,,,,204 284-0802,,,,,,,,,,,,,,,,,Senior Housing,,,,285 Pembina Hwy,,,Winnipeg,,,MB,,R3L 2E1,Canada,49.872385,-97.1443032,Earl Grey,TRUE
Westwood Estates,,,,,,,,,,,,,,,,,,204  832-0981,,,http://www.wredevelopment.ca,,,,,,,,,,,,,,Senior Housing,,,,429 Westwood Dr,,,Winnipeg,,,MB,,R3K 2B9,Canada,49.8791252,-97.2929449,Kirkfield,TRUE
Village Square,,,,,,,,,,,,,,,,,,204  837-8948,,,,,,,,,,,,,,,,,Senior Housing,,,,505 Rouge Rd,,,Winnipeg,,,MB,,R3K 1Y3,Canada,49.8810398,-97.298248,Westwood,TRUE
Victoria Arms,,,,,,,,,,,,,,,,,,204  888-8490,,,,,,,,,,,,,,,,,Senior Housing,,,,700 Setter St,,,Winnipeg,,,MB,,R2Y 0L5,Canada,49.8834731,-97.2814252,Heritage Park,TRUE
Towers of Polo Park,,,,,,,,,,,,,,,,,,204  786-3376,,,,,,,,,,,,,,,,,Senior Housing,,,,666 St James St,,,Winnipeg,,,MB,,R3G 3J6,Canada,49.8828703,-97.2020647,Polo Park,TRUE
The Westhaven (Assisted Living),,,,william.dubreuil@atriaretirement.ca,,,,,,,,,,,,,,204  831-6742,,,http://www.atriaretirement.ca,,,,,,,,,,,,,,Senior Housing,,,,3033 Portage Ave,,,Winnipeg,,,MB,,R3K 2E3,Canada,49.8809836,-97.2810466,Sturgeon Creek,TRUE
The New Mount Royal Apts,,,,,,,,,,,,,,,,,,204  918-1200,,,,,,,,,,,,,,,,,Senior Housing,,,,2265 Portage Ave,,,Winnipeg,,,MB,,R3J 0M1,Canada,49.8764054,-97.2444197,Silver Heights,TRUE
Sturgeon Park House,,,,,,,,,,,,,,,,,,204  832-6776,,,,,,,,,,,,,,,,,Senior Housing,,,,3063 Portage Ave,,,Winnipeg,,,MB,,R3K 1Z2,Canada,49.8812652,-97.2816868,Sturgeon Creek,TRUE
Sturgeon Creek 2 Retirement Residence (Assisted Living),,,,,,,,,,,,,,,,,,,,,http://www.allseniorscare.com,,,,,,,,,,,,,,Senior Housing,,,,707 Setter St,,,Winnipeg,,,MB,,R2Y 0A4,Canada,49.8833043,-97.2796675,Heritage Park,TRUE
Sturgeon Creek 1 Retirement Residence (Assisted Living),,,,,,,,,,,,,,,,,,,,,http://www.allseniorscare.com,,,,,,,,,,,,,,Senior Housing,,,,10 Hallonquist Dr,,,Winnipeg,,,MB,,R2Y 2M5,Canada,49.882291,-97.27968,Heritage Park,TRUE
St. James Kiwanis The Terrace ( assisted living),,,,stjadmin@shaw.ca,,,,,,,,,,,,,,204 837-22305,,,http://www.stjameskiwanisvillage.ca,,,,,,,,,,,,,,Senior Housing,,,,90,,,Winnipeg,,,MB,,R3J 2Z4,Canada,49.9002468,-97.2072407,,FALSE
St. James Kiwanis Courts East,,,,stjadmin@shaw.ca,,,,,,,,,,,,,,204 837-2305,,,http://www.stjameskiwanisvillage.ca,,,,,,,,,,,,,,Senior Housing,,,,75,,,Winnipeg,,,MB,,R3J 1Y3,Canada,49.7776361,-97.156761,,FALSE
St James Legion Lodge,,,,,,,,,,,,,,,,,,,,,http://www.sam.mb.ca,,,,,,,,,,,,,,Senior Housing,,,,2730 Ness Ave,,,Winnipeg,,,MB,,R3J 1A7,Canada,49.8866515,-97.2707718,Booth,TRUE
St James Kiwanis Villa,,,,stjadmin@shaw.ca,,,,,,,,,,,,,,204  837-2305,,,http://www.stjameskiwanisvillage.ca,,,,,,,,,,,,,,Senior Housing,,,,155,,,Winnipeg,,,MB,,R3J 0H5,Canada,49.8262264,-97.1870666,,FALSE
St James Kiwanis Manor,,,,stjadmin@shaw.ca,,,,,,,,,,,,,,204  837-2305,,,http://www.stjameskiwanisvillage.ca,,,,,,,,,,,,,,Senior Housing,,,,135,,,Winnipeg,,,MB,,R3J 4A2,Canada,49.8559099,-97.0740243,,FALSE
St James Kiwanis Courts West,,,,stjadmin@shaw.ca,,,,,,,,,,,,,,204  837-2305,,,http://www.stjameskiwanisvillage.ca,,,,,,,,,,,,,,Senior Housing,,,,101,,,Winnipeg,,,MB,,R3J 2Z3,Canada,49.9665804,-97.0614586,,FALSE
St James Kiwanis Lodge,,,,stjadmin@shaw.ca,,,,,,,,,,,,,,204  837-2305,,,http://www.stjameskiwanisvillage.ca,,,,,,,,,,,,,,Senior Housing,,,,100,,,Winnipeg,,,MB,,R3J 2Z4,Canada,49.8086328,-97.0672027,,FALSE
Pinewood Place,,,,,,,,,,,,,,,,,,204  832-4159,,,http://www.globegeneral.ca,,,,,,,,,,,,,,Senior Housing,,,,2510 Portage Ave,,,Winnipeg,,,MB,,R3J 0N9,Canada,49.8746203,-97.2578408,Birchwood,TRUE
Westlands Housing Co,,,,,,,,,,,,,,,,,,204 982-2000,,,http://www.lifelease.ca,,,,,,,,,,,,,,Senior Housing,,,,50 Oddy St,,,Winnipeg,,,MB,,R2R 0L2,Canada,ERROR,ERROR,ERROR,FALSE
Villa Heidelberg Inc.,,,,villaheidelberg@shaw.ca,,,,,,,,,,,,,,204 942-7633,,,,,,,,,,,,,,,,,Senior Housing,,,,33 Edmonton St,,,Winnipeg,,,MB,,R3C 1P8,Canada,49.8844128,-97.142516,Downtown,TRUE
Park Towers,,,,,,,,,,,,,,,,,,204  896-0216,,,,,,,,,,,,,,,,,Senior Housing,,,,2300 Portage Ave,,,Winnipeg,,,MB,,R3J 0M4,Canada,49.8757192,-97.2468021,Birchwood,TRUE
Metropolitan Kiwanis Courts (Assisted Living),,,,shunter@kiwaniscourts.ca,,,,,,,,,,,,,,204  885-7700,,,,,,,,,,,,,,,,,Senior Housing,,,,2300 Ness Ave,,,Winnipeg,,,MB,,R3J 1A2,Canada,49.8851229,-97.2586123,Silver Heights,TRUE
Mandeville Towers,,,,info@globegeneral.ca,,,,,,,,,,,,,,204 889-9158,,,,,,,,,,,,,,,,,Senior Housing,,,,2075 Portage Ave,,,Winnipeg,,,MB,,R3J 0L1,Canada,49.8774962,-97.2325883,Deer Lodge,TRUE
Hillsboro House,,,,,,,,,,,,,,,,,,204  786-3301,,,,,,,,,,,,,,,,,Senior Housing,,,,616 Strathcona St,,,Winnipeg,,,MB,,R3G 3E8,Canada,49.88383,-97.192839,Minto,TRUE
Hamilton House,,,,,,,,,,,,,,,,,,204  942-0991,,,,,,,,,,,,,,,,,Senior Housing,,,,475 Hamilton Ave,,,Winnipeg,,,MB,,R2Y 2G5,Canada,49.8917997,-97.3140999,Crestview,TRUE
David Estates,,,,,,,,,,,,,,,,,,204  837-5440,,,http://www.wredevelopment.ca,,,,,,,,,,,,,,Senior Housing,,,,3563/3567 Portage Ave,,,Winnipeg,,,MB,,R3K 2E1,Canada,49.8828915,-97.3081351,Crestview,TRUE
Carillon Towers,,,,,,,,,,,,,,,,,,204 898-6973,,,http://www.towersrealty.ca,,,,,,,,,,,,,,Senior Housing,,,,1790 Portage Ave,,,Winnipeg,,,MB,,R3J 0E9,Canada,49.8785115,-97.2113594,Bruce Park,TRUE
Birchwood Terrace,,,,,,,,,,,,,,,,,,204  837-6911,,,http://www.rentcanada.com,,,,,,,,,,,,,,Senior Housing,,,,2440 Portage Ave,,,Winnipeg,,,MB,,R3J 0N5,Canada,49.8748769,-97.2549157,Birchwood,TRUE
Courts of St. James,,,,,,,,,,,,,,,,,,888-3747 xt 305,,,,,,,,,,,,,,,,,Senior Housing,,,,2727 Portage Ave,,,Winnipeg,,,MB,,R3J 0R2,Canada,49.8786535,-97.2727714,Booth,TRUE
Billingsley Manor,,,,,,,,,,,,,,,,,,204  889-7012,,,,,,,,,,,,,,,,,Senior Housing,,,,2515 Portage Ave,,,Winnipeg,,,MB,,R3J 0P2,Canada,49.8753512,-97.2581661,Silver Heights,TRUE
Quail Ridge Estates,,,,,,,,,,,,,,,,,,204  885-0769,,,,,,,,,,,,,,,,,Senior Housing,,,,210 Quail Ridge Rd,,,Winnipeg,,,MB,,R2Y 2N1,Canada,49.9003,-97.279665,Heritage Park,TRUE
Ashbury Place,,,,info@marwest.ca,,,,,,,,,,,,,,204  832-5847,,,,,,,,,,,,,,,,,Senior Housing,,,,299 Queen St,,,Winnipeg,,,MB,,R3J 3V5,Canada,49.8827228,-97.2069772,King Edward,TRUE
529 Country Club Blvd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senior Housing,,,,529 Country Club Blvd,,,Winnipeg,,,MB,,R3K 1Z8,Canada,49.8792352,-97.282364,Kirkfield,TRUE
455 Westwood Drive,,,,westwood455@hotmail.com,,,,,,,,,,,,,,204 889-6073,,,,,,,,,,,,,,,,,Senior Housing,,,,455 Westwood Drive,,,Winnipeg,,,MB,,R3K 1W6,Canada,49.8799408,-97.2928296,Kirkfield,TRUE
2600/2610 Portage Ave,,,,,,,,,,,,,,,,,,204 832-3693,,,http://www.rentcanada.com,,,,,,,,,,,,,,Senior Housing,,,,2600/2610 Portage Ave,,,Winnipeg,,,MB,,R3J 3R2,Canada,49.876428,-97.2676905,Birchwood,TRUE
22 Strauss Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senior Housing,,,,22 Struass Dr,,,Winnipeg,,,MB,,R3J 3V2,Canada,49.8877274,-97.2627724,Booth,TRUE
Willowlake Gardens,,,,propertymgmt@ladcocompany.com,,,,,,,,,,,,,,204 253-9753,,,http://www.rentcanada.com,,,,,,,,,,,,,,Senior Housing,,,,321,,,Winnipeg,,,MB,,R2J 3E6,Canada,49.9148875,-97.136342,William Whyte,FALSE
Wickham Park,,,,wickhamprk@ladcocompay.com,,,,,,,,,,,,,,204 254-7143,,,http://www.rentcanada.com,,,,,,,,,,,,,,Senior Housing,,,,100 Wickham Rd,,,Winnipeg,,,MB,,R2J 2L4,Canada,49.8731769,-97.0832872,Maginot,TRUE
Villa Aulneau (Assisted Living),,,,glambert@despinscharities.ca,,,,,,,,,,,,,,204 594-6300,,,http://www.villaaulneau.ca,,,,,,,,,,,,,,Senior Housing,,,,601 Aulneau Street,,,Winnipeg,,,MB,,R2H 2V5,Canada,49.8903439,-97.1203657,Central St. Boniface,TRUE
Residence Despins (Assisted Living),,,,afoidart@despinscharities.ca,,,,,,,,,,,,,,204 480-2900,,,http://www.resdespins.ca,,,,,,,,,,,,,,Senior Housing,,,,151,,,Winnipeg,,,MB,,R2H 0L7,Canada,49.9131513,-97.1304717,North Point Douglas,FALSE
Place St. Boniface,,,,,,,,,,,,,,,,,,204 231-1050,,,,,,,,,,,,,,,,,Senior Housing,,,,325,,,Winnipeg,,,MB,,R2H 1C3,Canada,49.914994,-97.136488,William Whyte,FALSE
Place Rennes,,,,,,,,,,,,,,,,,,204 235-0568,,,,,,,,,,,,,,,,,Senior Housing,,,,344,,,Winnipeg,,,MB,,R2H 1C5,Canada,49.914823,-97.1373708,William Whyte,FALSE
Manoir de la Cathedrale Manor (Assisted Living),,,,rhonda@cathedralemanor.ca,,,,,,,,,,,,,,204 231-2277,,,http://www.calebgroup.ca,,,,,,,,,,,,,,Senior Housing,,,,321,,,Winnipeg,,,MB,,R2H 0A3,Canada,49.9148875,-97.136342,William Whyte,FALSE
Maison Dorchester,,,,,,,,,,,,,,,,,,204 990-1253,,,,,,,,,,,,,,,,,Senior Housing,,,,300 Marion St,,,Winnipeg,,,MB,,R2H 0T9,Canada,49.881634,-97.1138302,Norwood East,TRUE
Legion Towers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senior Housing,,,,270 Kenny St,,,Winnipeg,,,MB,,R2H 2E5,Canada,49.880324,-97.1199,Norwood East,TRUE
Laval Apts,,,,,,,,,,,,,,,,,,204 898-7264,,,,,,,,,,,,,,,,,Senior Housing,,,,932 Archibald St,,,Winnipeg,,,MB,,R2J 0Z1,Canada,49.8703991,-97.0922895,Windsor Park,TRUE
Holy Cross Manor,,,,,,,,,,,,,,,,,,204 237 -6177,,,,,,,,,,,,,,,,,Senior Housing,,,,266,,,Winnipeg,,,MB,,R2H 1B7,Canada,49.9138512,-97.1344084,William Whyte,FALSE
Villa Fel Rodriguez Housing Co,,,,,,,,,,,,,,,,,,204  982-2000,,,,,,,,,,,,,,,,,Senior Housing,,,,442 William Ave,,,Winnipeg,,,MB,,R3A 0J6,Canada,49.9014827,-97.1476398,West Alexander,FALSE
Sunset House,,,,,,,,,,,,,,,,,,204 772-0508,,,,,,,,,,,,,,,,,Senior Housing,,,,888 Arlington St,,,Winnipeg,,,MB,,R3E 2E4,Canada,49.9040124,-97.1683959,Daniel Mcintyre,TRUE
St Andrews Place,,,,,,,,,,,,,,,,,,204 942-0991,,,http://www.sam.mb.ca,,,,,,,,,,,,,,Senior Housing,,,,425 Elgin Ave,,,Winnipeg,,,MB,,R3A 1P2,Canada,49.9023055,-97.1453952,Centennial,TRUE
Sek On Toi,,,,,,,,,,,,,,,,,,204 - 947-1705,,,,,,,,,,,,,,,,,Senior Housing,,,,289 Pacific Ave,,,Winnipeg,,,MB,,R3B 3B7,Canada,49.9020773,-97.1392126,Downtown,TRUE
Roney Plaza,,,,,,,,,,,,,,,,,,204 944-8776,,,,,,,,,,,,,,,,,Senior Housing,,,,10 Edmonton St,,,Winnipeg,,,MB,,R3C 1P7,Canada,49.883842,-97.143008,Downtown,TRUE
Rideau Towers,,,,,,,,,,,,,,,,,,204 947-9732,,,http://www.crystalproperties.ca,,,,,,,,,,,,,,Senior Housing,,,,90 Garry St,,,Winnipeg,,,MB,,R3C 4J4,Canada,49.887417,-97.1376091,Downtown,TRUE
Place Promenade,,,,,,,,,,,,,,,,,,204 988-6880,,,,,,,,,,,,,,,,,Senior Housing,,,,400 410 420 Webb Pl,,,Winnipeg,,,MB,,R3B 3J3,Canada,49.89309,-97.1490612,Downtown,TRUE
Pamela Apts,,,,,,,,,,,,,,,,,,204 416-5552,,,,,,,,,,,,,,,,,Senior Housing,,,,761 Wolseley Ave,,,Winnipeg,,,MB,,R3G 1C5,Canada,49.880575,-97.163074,Wolseley,TRUE
McClure Place Inc.,,,,,,,,,,,,,,,,,,,,,http://www.sam.mb.ca,,,,,,,,,,,,,,Senior Housing,,,,533 Greenwood Pl,,,Winnipeg,,,MB,,R3G 3M1,Canada,49.883138,-97.179457,Wolseley,TRUE
Lions Place,,,,,,,,,,,,,,,,,,204 784-1273,,,http://www.lhc.ca,,,,,,,,,,,,,,Senior Housing,,,,610 Portage Ave,,,Winnipeg,,,MB,,R3C 0G5,Canada,49.8885219,-97.1569508,West Broadway,TRUE
Lions Manor,,,,,,,,,,,,,,,,,,204 784-1239,,,http://www.lhc.ca,,,,,,,,,,,,,,Senior Housing,,,,320 Sherbrook St,,,Winnipeg,,,MB,,R3B 2W6,Canada,49.8889706,-97.1596464,St. Matthews,TRUE
Le Chateau York,,,,leasing@lechateauyork.com,,,,,,,,,,,,,,204 942-7784,,,,,,,,,,,,,,,,,Senior Housing,,,,134 Smith St,,,Winnipeg,,,MB,,R3C 3W2,Canada,49.889346,-97.14009,Downtown,TRUE
Lar Santa Isabel,,,,,,,,,,,,,,,,,,204 982-2000,,,,,,,,,,,,,,,,,Senior Housing,,,,857 Wall St,,,Winnipeg,,,MB,,R3G 2T9,Canada,49.8909604,-97.1820841,Minto,TRUE
Madison Memorial Lodge,,,,,,,,,,,,,,,,,,204 956-4344,,,,,,,,,,,,,,,,,Senior Housing,,,,210 Evanson St,,,Winnipeg,,,MB,,R3G 3K9,Canada,49.8836193,-97.1708188,Wolseley,TRUE
Kirby Terrace,,,,,,,,,,,,,,,,,,204 942-2554,,,,,,,,,,,,,,,,,Senior Housing,,,,393 Kennedy St,,,Winnipeg,,,MB,,R3B 3H2,Canada,49.895494,-97.149948,Downtown,TRUE
Keystone Senior Citizens Housing,,,,,,,,,,,,,,,,,,204 489-9510,,,,,,,,,,,,,,,,,Senior Housing,,,,224 Colony St,,,Winnipeg,,,MB,,R3C 3X9,Canada,49.8874518,-97.1514548,West Broadway,TRUE
Kelly House,,,,,,,,,,,,,,,,,,204 956-1221,,,,,,,,,,,,,,,,,Senior Housing,,,,15 Carlton St,,,Winnipeg,,,MB,,R3C 1N8,Canada,49.8847287,-97.1412339,Downtown,TRUE
Fort Garry Place I,,,,55garry@edisonproperties.ca,,,,,,,,,,,,,,204 940-3478,,,http://www.edisonpropertis.ca,,,,,,,,,,,,,,Senior Housing,,,,55 Garry St,,,Winnipeg,,,MB,,R3C 4H4,Canada,49.8865762,-97.1364334,Downtown,TRUE
