row_id,Facility Name,Address1,City,Zip,State,County,Contact Phone,Fax,Contact,Email,Website,DHEC License,Link to details,Country,Facility Type
USA-SC-58-SC-OfficeOnAging-output-15,Conway Manor,3300 4th Ave,Conway,29527,SC,Horry,843-248-5728,843-248-0043,Holly Vaughn,admissions@conwaymanor.net,conwaymanor.com,NCF-0899,http://nfbl.sc.gov/FacilityInformation.php?FacID=116,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-16,Bayview Manor,11 Todd Dr,Beaufort,29902,SC,Beaufort,843-524-8911,843-770-4657,Debra Caton-Saunders,admissions@bayviewmanor.net,www.gobayviewmanor.com,NCF-0898,http://nfbl.sc.gov/FacilityInformation.php?FacID=117,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-17,Veterans Victory House,2461 Sidneys Rd,Walterboro,29488,SC,Colleton,843-538-3000,,Sarah Kirchman,STK27@scdmh.org,www.hmrveteranservices.com,NCF-0921,http://nfbl.sc.gov/FacilityInformation.php?FacID=118,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-18,PruittHealth Blythewood,1075 Heather Green Dr,Columbia,29229,SC,Richland,803-382-2300,803-382-2303,Will McNamara,WMcNamara@pruitthealth.com,urready.com,NCF-0959,http://nfbl.sc.gov/FacilityInformation.php?FacID=119,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-19,Palmetto Health Baptist Subacute Rehabilitation Center,1330 Taylor St,Columbia,29201,SC,Richland,803-296-5010,,,,,NCF-0740,http://nfbl.sc.gov/FacilityInformation.php?FacID=120,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-20,Heartland Health Care Center-charleston,1800 Eagle Landing Blvd,Hanahan,29410,SC,Berkeley,843-553-0656,843-553-9773,Jamie Connor,4015ADMISS@hcr-manorcare.com,,NCF-0526,http://nfbl.sc.gov/FacilityInformation.php?FacID=121,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-21,Presbyterian Home Of South Carolina-Florence,2350 W Lucas St,Florence,29501,SC,Florence,843-665-2222,843-665-2235,Melody Adams,melody.adams@preshomesc.org,www.preshomesc.org/,NCF-0420,http://nfbl.sc.gov/FacilityInformation.php?FacID=122,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-22,White Oak Of Rock Hill,1915 Ebenezer Rd,Rock Hill,29732,SC,York,803-366-8155,803-325-9930,Maureen Moore,mmoore@whiteoakmanor.com,www.whiteoakmanor.com,NCF-0885,http://nfbl.sc.gov/FacilityInformation.php?FacID=123,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-23,White Oak Manor Spartanburg,295 E Pearl St,Spartanburg,29303,SC,Spartanburg,864-585-0241,864-585-8778,Mary Culbreth,mculbreth@whiteoakmanor.com,www.whiteoakmanor.com,NCF-0889,http://nfbl.sc.gov/FacilityInformation.php?FacID=124,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-24,White Oak Manor York,111 S Congress St,York,29745,SC,York,803-684-0035,803-684-0078,Kandise McDonald,kmcdonald@whiteoakmanor.com,www.whiteoakmanor.com,NCF-0887,http://nfbl.sc.gov/FacilityInformation.php?FacID=125,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-25,IVA Rehabilitation and Healthcare Center,406 W Broad St,Iva,29655,SC,Anderson,864-348-7433,864-348-3863,Melissa Neese,mneese@covenantdove.com,www.covenantdove.com,NCF-0904,http://nfbl.sc.gov/FacilityInformation.php?FacID=126,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-26,Millenium Post Acute Rehabilitation,2416 Sunset Blvd,West Columbia,29169,SC,Lexington,803-796-8024,803-576-4266,Don Deppe,ddeppe@ensignservices.net,,NCF-1066,http://nfbl.sc.gov/FacilityInformation.php?FacID=127,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-27,Blue Ridge of Sumter,1761 Pinewood Rd,Sumter,29154,SC,Sumter,803-481-8591,803-274-1331,Shelby McMillan,admissions@sumter.care,www.sumter.care,NCF-0745,http://nfbl.sc.gov/FacilityInformation.php?FacID=128,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-28,Chester Nursing Center,1 Medical Park Dr,Chester,29706,SC,Chester,803-581-3151,803-581-8842,"Glenda Griggs, RN   D.O.N.",glenda.griggs@chesterregional.com,,NCF-0895,http://nfbl.sc.gov/FacilityInformation.php?FacID=129,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-29,Seneca Health And Rehabilitation Center,140 Tokeena Rd,Seneca,29678,SC,Oconee,864-882-1642,864-888-1411,Pam Long,PELong@savasc.com,,NCF-0917,http://nfbl.sc.gov/FacilityInformation.php?FacID=130,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-30,Sumter East Health And Rehabilitation Center,880 Carolina Ave,Sumter,29150,SC,Sumter,803-775-5394,803-773-0554,(803 )847-0428,,,NCF-0919,http://nfbl.sc.gov/FacilityInformation.php?FacID=131,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-31,Patewood Rehabilitation and Healthcare Center,2 Griffith Road,Greenville,29607,SC,Greenville,864-990-1918,864-288-1468,Pam Turner,pturner@covenantdove.com,www.covenantdove.com,NCF-0900,http://nfbl.sc.gov/FacilityInformation.php?FacID=132,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-32,Presbyterian Home Of South Carolina-columbia,700 Davega Dr,Lexington,29073,SC,Lexington,803-796-8700,803-753-9184,Jennifer Barnhill,jennifer.barnhill@preshomesc.org,,NCF-0545,http://nfbl.sc.gov/FacilityInformation.php?FacID=133,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-33,Ridgeland Nursing Center,1516 Grays Hwy,Ridgeland,29936,SC,Jasper,843-726-5581,843-726-3741,"Kathy K. Hogsett, SW    ext",khogsett@ridgelandnc.com,ridgelandnc.com,NCF-0553,http://nfbl.sc.gov/FacilityInformation.php?FacID=134,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-34,Blue Ridge In The Fields,117 Bellfield Rd,Ridgeway,29130,SC,Fairfield,803-337-2257,803-337-2255,Joy Cowley 803-226-1815,admissions@fairfield.care,,NCF-0981,http://nfbl.sc.gov/FacilityInformation.php?FacID=135,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-35,Golden Age-Inman,82 N Main St,Inman,29349,SC,Spartanburg,864-472-6636,864-472-6524,Debbie Lawter,DLLawter@savasc.com,,NCF-0857,http://nfbl.sc.gov/FacilityInformation.php?FacID=136,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-36,Unihealth Post-Acute Care Oakwood,401 Witsell St,Walterboro,29488,SC,Colleton,843-549-5546,843-549-2024,Rachel Campbel,sgelzer@uhs-pruitt.com,urready.com,NCF-0949,http://nfbl.sc.gov/FacilityInformation.php?FacID=137,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-37,Southern Oaks Rehabilitation and Healthcare,109 Bentz Rd,Piedmont,29673,SC,Anderson,864-845-5177,877-249-2531,Carrie Pritchett,cpritchett@orianna.com,www.orianna.com,NCF-0907,http://nfbl.sc.gov/FacilityInformation.php?FacID=138,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-38,Saluda Nursing Center,581 Newberry Hwy,Saluda,29138,SC,Saluda,864-445-2146,,Allison Quattlebaum,allison_snc@yahoo.com,,NCF-0265,http://nfbl.sc.gov/FacilityInformation.php?FacID=140,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-39,White Oak Of Columbia,3001 Beechaven Rd,Columbia,29204,SC,Richland,803-782-4363,803-782-4366,YOLANDA EADDY,yeaddy@whiteoakmanor.com,whiteoakmanor.com,NCF-0886,http://nfbl.sc.gov/FacilityInformation.php?FacID=141,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-40,White Oak Manor Lancaster,253 Craig Manor Rd,Lancaster,29720,SC,Lancaster,803-286-1464,803-286-5493,Aaron Dunn,rdunn@whiteoakmanor.com,www.whiteoakmanor.com,NCF-0883,http://nfbl.sc.gov/FacilityInformation.php?FacID=142,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-41,Willow Brook Court At Park Pointe Village,2993 Van Valin Dr,Rock Hill,29732,SC,York,803-980-8621,,,,,NCF-0916,http://nfbl.sc.gov/FacilityInformation.php?FacID=143,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-42,Lila Doyle At Oconee Medical Center,101 Lila Doyle Dr,Seneca,29672,SC,Oconee,864-885-7675,864-885-7715,Susan Picard,spicard@ghs.org,www.ghs.org,NCF-0990,http://nfbl.sc.gov/FacilityInformation.php?FacID=144,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-43,Loris Extended Care Center,3620 Stevens St,Loris,29569,SC,Horry,843-716-7106,843-716-7026,Melanie McCluskey,mmccluskey@wilsonseniorcare.com,,NCF-0207,http://nfbl.sc.gov/FacilityInformation.php?FacID=145,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-44,Grand Strand Rehab and Nursing Center,4452 Socastee Blvd,Myrtle Beach,29588,SC,Horry,843-293-1137,843-293-1999,,,,NCF-0993,http://nfbl.sc.gov/FacilityInformation.php?FacID=146,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-45,Abbeville Nursing Home,83 Thomson Cir,Abbeville,29620,SC,Abbeville,864-366-5122,864-366-6123,Kim Falls,abbnh@wctel.net,,NCF-0266,http://nfbl.sc.gov/FacilityInformation.php?FacID=147,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-46,Franke Health Care Center,1885 Rifle Range Rd,Mount Pleasant,29464,SC,Charleston,843-856-4700,,,,,NCF-0800,http://nfbl.sc.gov/FacilityInformation.php?FacID=149,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-47,Laurel Baye Healthcare Of Blackville,1612 Jones Bridge Rd,Blackville,29817,SC,Barnwell,803-284-4313,803-284-1746,Brittany Owens,Bowens@laurelbaye.com,,NCF-0755,http://nfbl.sc.gov/FacilityInformation.php?FacID=150,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-48,Orangeburg Rehab and Healthcare Center,575 Stonewall Jackson Blvd,Orangeburg,29115,SC,Orangeburg,803-534-7771,803-531-5682,Michelle Holbrook,jnoble@covenantdove.com,www.covenantdove.com,NCF-0858,http://nfbl.sc.gov/FacilityInformation.php?FacID=151,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-49,Jolley Acres Healthcare Center,1180 Wolfe Trlal,Orangeburg,29115,SC,Orangeburg,803-534-1001,803--533-1205,Kimberly Harrell,kimberly.kincheloe@palmltc.com,,NCF-0929,http://nfbl.sc.gov/FacilityInformation.php?FacID=152,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-50,Ellenburg Nursing Center,611 E Hampton St,Anderson,29624,SC,Anderson,864-226-5054,864-226-5643,Jane Capps,jcapps@ellenburgnursingcenter.com,,NCF-0231,http://nfbl.sc.gov/FacilityInformation.php?FacID=153,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-51,"Dundee Manor, LLC",710 15-401 Byp W,Bennettsville,29512,SC,Marlboro,843-479-6251,843-479-8101,"C Crowley, Admissions/Social Service",socialservices@dundeemanor.net,,NCF-0897,http://nfbl.sc.gov/FacilityInformation.php?FacID=155,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-52,Cheraw Healthcare,400 Moffat Dr,Cheraw,29520,SC,Chesterfield,843-537-5253,843-537-4014,,info@cherawhc.com,www.cherawhealthcare.com,NCF-0951,http://nfbl.sc.gov/FacilityInformation.php?FacID=156,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-53,Methodist Oaks,1000 Methodist Oaks Dr,Orangeburg,29115,SC,Orangeburg,803-534-1212,803-535-1540,Maria Hall,maria.hall@theoakssc.com,theoakssc.com,NCF-0735,http://nfbl.sc.gov/FacilityInformation.php?FacID=157,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-54,"Riverside Health And Rehab, Charleston",2375 Baker Hospital Blvd.,North Charleston,29405,SC,Charleston,843-744-2750,843-747-5869,Ronda Greaves,ronda.greaves@fundltc.com,www.riversidehealthrehabsc.com,NCF-0870,http://nfbl.sc.gov/FacilityInformation.php?FacID=158,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-55,Sandpiper Rehab and Nursing,1049 Anna Knapp Blvd,Mount Pleasant,29464,SC,Charleston,843-881-3210,843-737-6076,Kay Drummond and Kimberly Greene,kdrummond@sandpipercenter.com,,NCF-0876,http://nfbl.sc.gov/FacilityInformation.php?FacID=159,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-56,Blue Ridge in Brookview House,510 Thompson St,Gaffney,29340,SC,Cherokee,864-489-3101,864-488-9910,Erica Smith,Admiss@brookview.care,palmettohealthandrehab.com,NCF-0979,http://nfbl.sc.gov/FacilityInformation.php?FacID=160,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-57,Faith Healthcare Center,617 W Marion St,Florence,29501,SC,Florence,843-669-9958,,,,,NCF-0927,http://nfbl.sc.gov/FacilityInformation.php?FacID=161,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-58,Fountain Inn Nursing Home,501 Gulliver St,Fountain Inn,29644,SC,Greenville,864-862-2554,864-862-0458,Lisa Stewart,lstewart@carlyleseniorcare.com,,NCF-0985,http://nfbl.sc.gov/FacilityInformation.php?FacID=162,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-59,Cherokee County Long Term Care Facility,1434 N Limestone St,Gaffney,29340,SC,Cherokee,864-487-2717,864-487-2798,Amanda Knowles X513,amanda.k@peachtreectr.com,www.peachtreectr.com,NCF-0972,http://nfbl.sc.gov/FacilityInformation.php?FacID=163,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-60,Pruitt Health - Bamberg,439 North St,Bamberg,29003,SC,Bamberg,803-245-7525,8032457527,Amber Reynolds,areynolds@pruitthealth.com,,NCF-0322,http://nfbl.sc.gov/FacilityInformation.php?FacID=164,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-61,Laurel Crest Retirement Center,100 Joseph Walker Dr,West Columbia,29169,SC,Lexington,803-796-0370,,,,,NCF-0647,http://nfbl.sc.gov/FacilityInformation.php?FacID=165,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-62,Manna Health & Rehab Of Pickens,716 E Cedar Rock St,Pickens,29671,SC,Pickens,864-878-4739,864-878-1657,Laura Spearman,LSpearman@covenantdove.com,www.covenantdove.com/manna,NCF-0910,http://nfbl.sc.gov/FacilityInformation.php?FacID=166,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-63,Heartland Health Care Center Greenville West,600 Sulphur Springs Rd,Greenville,29617,SC,Greenville,864-246-2721,864-294-7041,Chris Patrie,4033admiss2@hcr-manorcare,www.hcr-manorcare.com,NCF-0953,http://nfbl.sc.gov/FacilityInformation.php?FacID=167,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-64,Morrell Nursing Center,900 N Marquis Hwy,Hartsville,29550,SC,Darlington,843-383-5164,,,,,NCF-0881,http://nfbl.sc.gov/FacilityInformation.php?FacID=168,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-65,Mountainview Nursing Home,340 Cedar Springs Rd,Spartanburg,29302,SC,Spartanburg,864-582-4175,864-583-2310,Sue Kemp or Julie Gombash,skemp@mountainviewnh.com,www.mountainviewnh.com,NCF-0149,http://nfbl.sc.gov/FacilityInformation.php?FacID=169,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-66,Mullins Nursing  & Rehabilitation Center,518 S Main St,Mullins,29574,SC,Marion,843-464-8211,843-464-1330,Leslie Hayes,LHayes@CarolinasHospital.com,http:,NCF-0828,http://nfbl.sc.gov/FacilityInformation.php?FacID=170,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-67,Sunny Acres Nursing Home,1727 Buck Swamp Rd,Fork,29543,SC,Dillon,843-464-6212,843-464-0089,Kay Middleton,mmiddleton@carlyleseniorcare.com,,NCF-0987,http://nfbl.sc.gov/FacilityInformation.php?FacID=171,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-68,Westminster Health And Rehabilitation Center,831 Mcdow Dr,Rock Hill,29732,SC,York,803-326-3100,,,,,NCF-0819,http://nfbl.sc.gov/FacilityInformation.php?FacID=172,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-69,Martha Franks Baptist Retirement Community,1 Martha Franks Dr,Laurens,29360,SC,Laurens,864-681-8280,864-681-8286,Joyce Holliday,jholliday@scbma.com,www.marthafranks.com,NCF-0435,http://nfbl.sc.gov/FacilityInformation.php?FacID=173,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-70,Mccoy Memorial Nursing Center,207 Chappell Dr,Bishopville,29010,SC,Lee,803-484-5636,803-753-9921,Melissa Boykin,mboykin@carlyleseniorcare.com,,NCF-0986,http://nfbl.sc.gov/FacilityInformation.php?FacID=174,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-71,Methodist Manor Healthcare Center,2100 Twin Church Rd,Florence,29501,SC,Florence,843-664-0700,,,,,NCF-0579,http://nfbl.sc.gov/FacilityInformation.php?FacID=175,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-72,Laurens County Health Care System Skilled Nursing Facility,22725 Hwy 76 E,Clinton,29325,SC,Laurens,864-938-2843,,,,,NCF-0991,http://nfbl.sc.gov/FacilityInformation.php?FacID=176,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-73,Rock Hill Post Acute Care Center,159 Sedgewood Dr,Rock Hill,29732,SC,York,803-329-6565,803-985-9104,Scott Thompson or Tiffany Atkins,Tatkins@ensignservices.net,www.rockhillcarecenter.com,NCF-0975,http://nfbl.sc.gov/FacilityInformation.php?FacID=177,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-74,Trinity Mission Health & Rehab of Edgefield,226 W.A. Reel Dr,Edgefield,29824,SC,Edgefield,803-637-5312,901-372-5819,Ron Arant,rarant@covenantdove.com,www.covenantdove.com,NCF-0941,http://nfbl.sc.gov/FacilityInformation.php?FacID=178,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-75,Greenville Memorial Medical Center Subacute Unit,701 Grove Rd,Greenville,29605,SC,Greenville,864-455-5993,,,,,NCF-0989,http://nfbl.sc.gov/FacilityInformation.php?FacID=179,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-76,Fleetwood Rehabilitation and Healthcare,200 Anne Dr,Easley,29640,SC,Pickens,864-859-9754,864-859-0697,,,,NCF-0913,http://nfbl.sc.gov/FacilityInformation.php?FacID=180,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-77,Nhc Healthcare Clinton,304 Jacobs Hwy,Clinton,29325,SC,Laurens,864-833-2550,864-938-9240,Deborah Bolton,dbolton@nhcclinton.net,www.nhcclinton.com,NCF-0804,http://nfbl.sc.gov/FacilityInformation.php?FacID=181,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-78,Life Care Center Of Charleston,2600 Elms Plantation Blvd,North Charleston,29406,SC,Charleston,843-764-3500,843-764-0995,Donna Moynihan,Donna_Moynihan@lcca.com,,NCF-0878,http://nfbl.sc.gov/FacilityInformation.php?FacID=182,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-79,Tuomey Subacute Skilled Care Program,129 N Washington St,Sumter,29150,SC,Sumter,803-774-9000,,,,,NCF-0973,http://nfbl.sc.gov/FacilityInformation.php?FacID=183,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-80,Pruitt Health - Rock Hill,261 S Herlong Ave,Rock Hill,29732,SC,York,803-366-7133,803-325-8411,Kate Johnson,katejohnson@pruitthealth.com,www.pruitthealth.com,NCF-0947,http://nfbl.sc.gov/FacilityInformation.php?FacID=184,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-81,Honorage Nursing Center,1207 N Cashua Rd,Florence,29501,SC,Florence,843-665-6172,843-665-1233,,,,NCF-0329,http://nfbl.sc.gov/FacilityInformation.php?FacID=185,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-82,Diamond Health & Rehab Of Simpsonville,807 Se Main St,Simpsonville,29681,SC,Greenville,864-963-6069,,,,,NCF-0905,http://nfbl.sc.gov/FacilityInformation.php?FacID=186,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-83,Kingston Nursing Center,2379 Cypress Circle,Conway,29526,SC,Horry,843-347-8179,843-234-5056,Sarah Bowler,Sarah.Bowler@cmc-sc.com,www.conwaymedicalcenter.com,NCF-0518,http://nfbl.sc.gov/FacilityInformation.php?FacID=187,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-84,Kingstree Nursing Facility,401 Nelson Blvd,Kingstree,29556,SC,Williamsburg,843-355-6116,843-355-2261,Ashley Monteith,amonteith@carlyleseniorcare.com,,NCF-0984,http://nfbl.sc.gov/FacilityInformation.php?FacID=188,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-85,Lake City-Scranton Healthcare Center,1940 Boyd Rd,Scranton,29591,SC,Florence,843-389-9201,843-389-9202,"Lynn Gibbs, Administrator",admiss@lakecityltc.com,,NCF-0928,http://nfbl.sc.gov/FacilityInformation.php?FacID=189,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-86,Dr. Ronald E. McNair Nursing And Rehabilitation Center,56 Genesis Dr,Lake City,29560,SC,Florence,843-389-3685,843-210-3026,Mona Singletary,l_mcnairnsgctr@ftc-i.net,,NCF-0918,http://nfbl.sc.gov/FacilityInformation.php?FacID=190,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-87,C M Tucker Jr Nursing Care Center Roddey Pavilion,2200 Harden St,Columbia,29203,SC,Richland,803-737-5301,803-737-7140,Melanie Muir,Melanie.Muir@scdmh.org,,NCF-0726,http://nfbl.sc.gov/FacilityInformation.php?FacID=191,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-88,Camp Care,59 Blackstock Rd,Inman,29349,SC,Spartanburg,864-472-2028,864-472-6901,Beth Ann Vickery,beth.vickery@fundltc.com,,NCF-0862,http://nfbl.sc.gov/FacilityInformation.php?FacID=192,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-89,Chesterfield Convalescent Center,1150 State Rd,Cheraw,29520,SC,Chesterfield,843-537-2060,843-537-3676,Darlene Lovelace and Lisa Adair (SSD),darlenehlovelace@yahoo.com,,NCF-0552,http://nfbl.sc.gov/FacilityInformation.php?FacID=193,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-90,Clemson Area Retirement Center-health Care Center,500 Downs Loop,Clemson,29631,SC,Pickens,864-654-1155,,,,,NCF-0391,http://nfbl.sc.gov/FacilityInformation.php?FacID=194,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-91,Commander Nursing Center,4438 Pamplico Hwy,Florence,29505,SC,Florence,843-669-3502,843-667-9425,Rosalind Collins,cmdnursing@aol.com,,NCF-0233,http://nfbl.sc.gov/FacilityInformation.php?FacID=195,US,Nursing Facility
USA-SC-58-SC-OfficeOnAging-output-92,C M Tucker Jr Nursing Care Center Fewell And Stone Pavilions,2200 Harden St,Columbia,29203,SC,Richland,803-737-5399,803-737-7526,Sarah Kirchman,Sarah.Kirchman@scdmh.org,,NCF-0334,http://nfbl.sc.gov/FacilityInformation.php?FacID=196,US,Nursing Facility
