row_id,Facility Name,Facility Type,Address1,Address2,City,Zip,State,Country,Phone,Latitude,Longitude
USA-IA-87-IA-All-output-35,Bickford Cottage Davenport,ALP/D,4040 E 55th St,,Davenport,52807,IA,US,Scott (82),41.5782697,-90.5152211
USA-IA-87-IA-All-output-36,Bickford Cottage Fort Dodge,ALP/D,1536 20th Ave N,,Fort Dodge,50501,IA,US,Webster (94),42.5270055,-94.1763706
USA-IA-87-IA-All-output-37,Bickford Cottage II Sioux City,ALP/D,4022 Indian Hills Dr,,Sioux City,51108,IA,US,Woodbury (97),42.5401301,-96.3739604
USA-IA-87-IA-All-output-38,Bickford Cottage Iowa City,ALP/D,3500 Lower West Branch Rd,,Iowa City,52245,IA,US,Johnson (52),41.665228,-91.4822113
USA-IA-87-IA-All-output-39,Bickford Cottage Marion,ALP/D,1100 Linden Dr,,Marion,52302,IA,US,Linn (57),42.0375474,-91.5764803
USA-IA-87-IA-All-output-40,Bickford Cottage Marshalltown,ALP/D,101 Newcastle Rd,,Marshalltown,50158,IA,US,Marshall (64),42.0199915,-92.9111448
USA-IA-87-IA-All-output-41,Bickford Cottage Muscatine,ALP/D,2807 Cedar St,,Muscatine,52761,IA,US,Muscatine (70),41.4369075,-91.0769939
USA-IA-87-IA-All-output-42,Bickford Cottage Urbandale,ALP/D,5915 Sutton Pl,,Urbandale,50322,IA,US,Polk (77),41.6490547,-93.7014816
USA-IA-87-IA-All-output-43,Bickford Cottage WDM,ALP/D,5050 Hawthorne Dr,,West Des Moines,50265,IA,US,Polk (77),41.5631855,-93.7724897
USA-IA-87-IA-All-output-44,Bridges at Ankeny,ALP/D,3510 NW Abilene Rd,,Ankeny,50023,IA,US,Polk (77),41.7562806,-93.628545
USA-IA-87-IA-All-output-45,Calvin Community AL Services,ALP/D,4210 Hickman Rd,,Des Moines,50310,IA,US,Polk (77),41.6145061,-93.6753852
USA-IA-87-IA-All-output-46,Cedars of Madrid Homes,ALP/D,600 N Kennedy Ave,,Madrid,50156,IA,US,Boone (08),41.8842944,-93.8163254
USA-IA-87-IA-All-output-47,Claremont's Ramsey Village,ALP/D,1611 27th St,,Des Moines,50310,IA,US,Polk (77),41.6088931,-93.652725
USA-IA-87-IA-All-output-48,Clover Ridge Place,ALP/D,205 Ehlers Ln,,Maquoketa,52060,IA,US,Jackson (49),42.0702436,-90.6861531
USA-IA-87-IA-All-output-49,Cottage Grove Place,ALP/D,2115 1st Ave SE,,Cedar Rapids,52402,IA,US,Linn (57),41.9958922,-91.6363803
USA-IA-87-IA-All-output-50,Country Manor Memory Care,ALP/D,900 W 46th St,,Davenport,52806,IA,US,Scott (82),41.5673523,-90.5859798
USA-IA-87-IA-All-output-51,"Country Meadow Place, LLC",ALP/D,17396 Kingbird Ave,,Mason City,50401,IA,US,Cerro Gordo (17),43.145659,-93.2881419
USA-IA-87-IA-All-output-52,CountryHouse Residence,ALP/D,1831 E Kanesville Blvd,,Council Bluffs,51503,IA,US,Pottawattamie (78),41.26979,-95.8349768
USA-IA-87-IA-All-output-53,Courtyard Estates at Cedar Pointe,ALP/D,6132 NE 12th Ave,,Pleasant Hill,50327,IA,US,Polk (77),41.6021339,-93.4903002
USA-IA-87-IA-All-output-54,Courtyard Estates at Hawthorne Crossing,ALP/D,601 Hawthorne Crossing Dr SE,,Bondurant,50035,IA,US,Polk (77),41.6971,-93.4465939
USA-IA-87-IA-All-output-55,Donald Lundak Assisted Living Center,ALP/D,21668 80th St,,Cresco,52136,IA,US,Howard (45),43.3994635,-92.1459353
USA-IA-87-IA-All-output-56,Edencrest at Green Meadows,ALP/D,6750 Corporate Dr,,Johnston,50131,IA,US,Polk (77),41.6649293,-93.7077683
USA-IA-87-IA-All-output-57,Edencrest at Riverwoods Assisted Living,ALP/D,2210 E Park Ave,,Des Moines,50320,IA,US,Polk (77),41.5557174,-93.5757965
USA-IA-87-IA-All-output-58,Edencrest at Siena Hills,ALP/D,455 SW Ankeny Rd,,Ankeny,50023,IA,US,Polk (77),41.7016674,-93.6041796
USA-IA-87-IA-All-output-59,Edgewater Assisted Living,ALP/D,9250 Edgeline Dr,,West Des Moines,50266,IA,US,Dallas (25),41.5561064,-93.8320266
USA-IA-87-IA-All-output-60,Emery Place,ALP/D,901 S Mentzer Rd,,Robins,52328,IA,US,Linn (57),42.0598432,-91.6582227
USA-IA-87-IA-All-output-61,Fountain View Assisted Living,ALP/D,5501 Gordon Dr,,Sioux City,51106,IA,US,Woodbury (97),42.4772293,-96.3372811
USA-IA-87-IA-All-output-62,Fountains Assisted Living,ALP/D,3752 Thunder Ridge Rd,,Bettendorf,52722,IA,US,Scott (82),41.580997,-90.480382
USA-IA-87-IA-All-output-63,Friesland AL and Zeeland Memory Support,ALP/D,1742 Main St,,Pella,50219,IA,US,Marion (63),41.428445,-92.915699
USA-IA-87-IA-All-output-64,Garden View Senior Community,ALP/D,800 Darby Dr,,Monona,52159,IA,US,Clayton (22),43.0500654,-91.400571
USA-IA-87-IA-All-output-65,Gardens at Luther Park,ALP/D,2910 E 16th St,,Des Moines,50316,IA,US,Polk (77),41.621728,-93.5950685
USA-IA-87-IA-All-output-66,Gardens of Cedar Rapids,ALP/D,5710 Dean Rd SW,,Cedar Rapids,52404,IA,US,Linn (57),41.9449547,-91.748358
USA-IA-87-IA-All-output-67,Glenwood Place,ALP/D,2907 S 6th St,,Marshalltown,50158,IA,US,Marshall (64),42.0110691,-92.9233777
USA-IA-87-IA-All-output-68,Grand Haven,ALP/D,201 E Franklin St,,Eldridge,52748,IA,US,Scott (82),41.656576,-90.5807449
USA-IA-87-IA-All-output-69,Grand Meadows,ALP/D,5300 Grand Meadow Dr,,Asbury,52002,IA,US,Dubuque (31),42.5130116,-90.7545344
USA-IA-87-IA-All-output-70,Hansen House,ALP/D,2331 Nash Blvd,,Council Bluffs,51501,IA,US,Pottawattamie (78),41.2743645,-95.8786688
USA-IA-87-IA-All-output-71,Heritage at Northern Hills,ALP/D,4002 Teton Trace,,Sioux City,51104,IA,US,Woodbury (97),42.5386473,-96.3855882
USA-IA-87-IA-All-output-72,Holy Spirit,ALP/D,1701 W 25th St,,Sioux City,51103,IA,US,Woodbury (97),42.5171268,-96.4330986
USA-IA-87-IA-All-output-73,Homestead of Centerville,ALP/D,19999 Old Hwy 5,,Centerville,52544,IA,US,Appanoose (04),40.7533117,-92.8597174
USA-IA-87-IA-All-output-74,Homestead of Creston Operations LLC,ALP/D,1709 W Prairie St,,Creston,50801,IA,US,Union (88),41.06799,-94.382137
USA-IA-87-IA-All-output-75,Homestead of Knoxville Memory Care Center,ALP/D,711 Willetts Dr,,Knoxville,50138,IA,US,Marion (63),41.312973,-93.1184746
USA-IA-87-IA-All-output-76,Homestead of Osceola,ALP/D,334 N W View Dr,,Osceola,50213,IA,US,Clarke (20),41.0375467,-93.7865005
USA-IA-87-IA-All-output-77,Homestead of Oskaloosa,ALP/D,2102 S Market St,,Oskaloosa,52577,IA,US,Mahaska (62),41.276363,-92.643993
USA-IA-87-IA-All-output-78,Jersey Ridge Place,ALP/D,5605 Jersey Ridge Rd,,Davenport,52807,IA,US,Scott (82),41.5777434,-90.5408446
USA-IA-87-IA-All-output-79,John's Harbor Memory Loss Center,ALP/D,3520 Grand Ave,,Des Moines,50312,IA,US,Polk (77),41.5833955,-93.6645761
USA-IA-87-IA-All-output-80,Journey Senior Living of Ankeny,ALP/D,3602 NW 5th St,,Ankeny,50023,IA,US,Polk (77),41.7362072,-93.6466692
USA-IA-87-IA-All-output-81,"Kensington, The",ALP/D,2210 Ave H,,Fort Madison,52627,IA,US,Lee (56),40.6320663,-91.3373817
USA-IA-87-IA-All-output-82,Keystone Cedars,ALP/D,6325 Rockwell Dr NE,,Cedar Rapids,52402,IA,US,Linn (57),42.040856,-91.649572
USA-IA-87-IA-All-output-83,Keystone Place at Forevergreen,ALP/D,1275 W Forevergreen Rd,,North Liberty,52317,IA,US,Johnson (52),41.7231641,-91.6193285
USA-IA-87-IA-All-output-84,Lakeside Village,ALP/D,2067 IA-4,,Panora,50216,IA,US,Guthrie (39),41.7087871,-94.3633973
USA-IA-87-IA-All-output-85,Lakeview Lodge,ALP/D,312 Southbrooke Dr,,Waterloo,50702,IA,US,Blackhawk (07),42.4583141,-92.3504331
USA-IA-87-IA-All-output-86,Legacy Gardens,ALP/D,15 Silvercrest Pl,,Iowa City,52240,IA,US,Johnson (52),41.647781,-91.481759
USA-IA-87-IA-All-output-87,Legacy Pointe,ALP/D,1020 S Scott Blvd,,Iowa City,52240,IA,US,Johnson (52),41.6492542,-91.4816555
USA-IA-87-IA-All-output-88,Maple Memory Lane,ALP/D,100 Bolger Dr,,Fayette,52142,IA,US,Fayette (33),42.841852,-91.809242
USA-IA-87-IA-All-output-89,MeadowView Memory Care Village,ALP/D,3005 F Ave NW,,Cedar Rapids,52405,IA,US,Linn (57),41.9791468,-91.7119255
USA-IA-87-IA-All-output-90,"Newton Village, Inc.",ALP/D,122 N 5th Ave W,,Newton,50208,IA,US,Jasper (50),41.703235,-93.0539108
USA-IA-87-IA-All-output-91,Oak Park Place,ALP/D,1381 Oak Park Pl,,Dubuque,52002,IA,US,Dubuque (31),42.4968672,-90.7345757
USA-IA-87-IA-All-output-92,Oaknoll AL,ALP/D,1 Oaknoll Dr,,Iowa City,52246,IA,US,Johnson (52),41.6512374,-91.5555969
USA-IA-87-IA-All-output-93,Oakwood Place AL,ALP/D,4126 Northwest Blvd,,Davenport,52806,IA,US,Scott (82),41.5635022,-90.5812098
USA-IA-87-IA-All-output-94,Parker Place Retirement,ALP/D,707 IA-57,,Parkersburg,50665,IA,US,Butler (12),42.5704867,-92.7853274
USA-IA-87-IA-All-output-95,Pioneer Place AL,ALP/D,415 E Pioneer Rd,,Lone Tree,52755,IA,US,Johnson (52),41.4815077,-91.4173079
USA-IA-87-IA-All-output-96,Prairie Hills at Clinton,ALP/D,1791-1625 13th Ave N,,Clinton,52732,IA,US,Clinton (23),41.8592817,-90.2255597
USA-IA-87-IA-All-output-97,Prairie Hills at Des Moines,ALP/D,5815 SE 27th St,,Des Moines,50320,IA,US,Polk (77),41.5317047,-93.5646938
USA-IA-87-IA-All-output-98,Prairie Hills at Independence,ALP/D,505 Enterprise Dr,,Independence,50644,IA,US,Buchanan (10),42.4501854,-91.898026
USA-IA-87-IA-All-output-99,Prairie Hills at Ottumwa,ALP/D,173 E Rochester Rd,,Ottumwa,52501,IA,US,Wapello (90),41.0601505,-92.4055986
USA-IA-87-IA-All-output-100,Prairie Hills at Penn Place,ALP/D,2 Pennsylvania Pl,,Ottumwa,52501,IA,US,Wapello (90),41.0275238,-92.3852826
USA-IA-87-IA-All-output-101,Prairie Hills at Tipton,ALP/D,219 S Cedar St,,Tipton,52772,IA,US,Cedar (16),41.7623144,-91.1295303
USA-IA-87-IA-All-output-102,Promise House,ALP/D,1320 Litchfield Dr,,Hiawatha,52233,IA,US,Linn (57),42.042489,-91.690934
USA-IA-87-IA-All-output-103,QHC Madison Square LLC,ALP/D,209 W Jefferson St,,Winterset,50273,IA,US,Madison (61),41.335511,-94.015877
USA-IA-87-IA-All-output-104,QHC Villa Cottages,ALP/D,925 Martin Luther King Dr,,Fort Dodge,50501,IA,US,Webster (94),42.5138253,-94.1603084
USA-IA-87-IA-All-output-105,Reflections Assisted Living,ALP/D,512 13th St,,Wellman,52356,IA,US,Washington (92),41.474849,-91.8347645
USA-IA-87-IA-All-output-106,Risen Son Christian Village,ALP/D,3000 Risen Son Blvd,,Council Bluffs,51503,IA,US,Pottawattamie (78),41.2305914,-95.8011642
USA-IA-87-IA-All-output-107,River Ridge & Gardens at Friendship Haven,ALP/D,420 Kenyon Rd,,Fort Dodge,50501,IA,US,Webster (94),42.4888372,-94.195821
USA-IA-87-IA-All-output-108,Riverview Terrace,ALP/D,1501 St Luke Dr,,Spencer,51301,IA,US,Clay (21),43.1261079,-95.1257603
USA-IA-87-IA-All-output-109,Rowley Masonic AL Community,ALP/D,1300 28th St,,Perry,50220,IA,US,Dallas (25),41.8398111,-94.0757395
USA-IA-87-IA-All-output-110,Senior Star at Elmore Place ALPD,ALP/D,4504 Elmore Avenue,,Davenport,52807,IA,US,Scott (82),41.5670464,-90.5246226
USA-IA-87-IA-All-output-111,Shores at Pleasant Hill,ALP/D,1500 Edgewater Dr,,Pleasant Hill,50327,IA,US,Polk (77),41.6034051,-93.5252528
USA-IA-87-IA-All-output-112,Silvercrest at Woodlands Creek,ALP/D,12605 Woodlands Pkwy,,Clive,50325,IA,US,Polk (77),41.6101068,-93.7903616
USA-IA-87-IA-All-output-113,Silvercrest Garner Farms,ALP/D,1575 W 53rd St,,Davenport,52806,IA,US,Scott (82),41.5735041,-90.5965717
USA-IA-87-IA-All-output-114,Sitler Center for Helpful Living,ALP/D,1015 S Iowa Ave,,Washington,52353,IA,US,Washington (92),41.289216,-91.692049
USA-IA-87-IA-All-output-115,Spring Valley Senior AL,ALP/D,501 12th St,,Perry,50220,IA,US,Dallas (25),41.8330558,-94.0919993
USA-IA-87-IA-All-output-116,Summit Pointe Senior Living Community,ALP/D,3505 English Glen Ave,,Marion,52302,IA,US,Linn (57),42.052418,-91.5730504
USA-IA-87-IA-All-output-117,SunnyBrook of Burlington,ALP/D,5175 West Ave,,Burlington,52601,IA,US,Des Moines (29),40.7966562,-91.1691967
USA-IA-87-IA-All-output-118,SunnyBrook of Carroll,ALP/D,1214 E 18th St,,Carroll,51401,IA,US,Carroll (14),42.077684,-94.849417
USA-IA-87-IA-All-output-119,SunnyBrook of Fort Madison,ALP/D,5025 River Valley Rd,,Fort Madison,52627,IA,US,Lee (56),40.632488,-91.378071
USA-IA-87-IA-All-output-120,SunnyBrook of Mt. Pleasant,ALP/D,1406 E Linden Dr,,Mt Pleasant,52641,IA,US,Henry (44),40.9484025,-91.530876
USA-IA-87-IA-All-output-121,SunnyBrook of Muscatine,ALP/D,3515 Diana Queen Dr,,Muscatine,52761,IA,US,Muscatine (70),41.44837,-91.077815
USA-IA-87-IA-All-output-122,Sunset Park Place Company LLC,ALP/D,3730 Pennsylvania Ave,,Dubuque,52002,IA,US,Dubuque (31),42.500194,-90.7333661
USA-IA-87-IA-All-output-123,Traditions at West Union,ALP/D,609 IA-150,,West Union,52175,IA,US,Fayette (33),42.969439,-91.816031
USA-IA-87-IA-All-output-124,Village Ridge,ALP/D,365 Marion Blvd,,Marion,52302,IA,US,Linn (57),42.0286628,-91.6143032
USA-IA-87-IA-All-output-125,Vintage Hills at Prairie Trail,ALP/D,1275 SW State St,,Ankeny,50023,IA,US,Polk (77),41.7175709,-93.6176446
USA-IA-87-IA-All-output-126,Vintage Hills Retirement Community,ALP/D,604 E Hillcrest Ave,,Indianola,50125,IA,US,Warren (91),41.3812095,-93.5527191
USA-IA-87-IA-All-output-127,Vista Prairie at Fieldcrest AL,ALP/D,2501 E 6th St,,Sheldon,51201,IA,US,O'Brien (71),43.1823607,-95.8221972
USA-IA-87-IA-All-output-128,Vista Prairie at Keelson Harbour,ALP/D,2810 Aurora Ave,,Spirit Lake,51360,IA,US,Dickinson (30),43.4135946,-95.1250298
USA-IA-87-IA-All-output-129,Vriendschap Village ALP,ALP/D,2604 Fifield Rd,,Pella,50219,IA,US,Marion (63),41.40739,-92.9493693
USA-IA-87-IA-All-output-130,Walnut Ridge Senior Community,ALP/D,1701 Campus Dr,,Clive,50325,IA,US,Polk (77),41.6061014,-93.7717525
USA-IA-87-IA-All-output-131,"Waukee Memory Care, LLC",ALP/D,1505 SE Laurel St,,Waukee,50263,IA,US,Dallas (25),41.6123456,-93.8425757
USA-IA-87-IA-All-output-132,Whispering Creek,ALP/D,2607 Nicklaus Blvd,,Sioux City,51106,IA,US,Woodbury (97),42.4635297,-96.3143094
USA-IA-87-IA-All-output-133,Whispering Willow AL,ALP/D,601 Dawn Avenue,,Fredericksburg,50630,IA,US,Chickasaw (19),42.958582,-92.1951496
USA-IA-87-IA-All-output-134,Willows (The),ALP/D,710 E Arbor Ln,,Mt Pleasant,52641,IA,US,Henry (44),40.9750206,-91.5445019
USA-IA-87-IA-All-output-135,Windhaven Assisted Living Center,ALP/D,5500 S Main St,,Cedar Falls,50613,IA,US,Blackhawk (07),42.4884289,-92.444533
USA-IA-87-IA-All-output-136,Windsor Manor AL,ALP/D,2015 3rd Ave N,,Estherville,51334,IA,US,Emmet (32),43.4046153,-94.8151964
USA-IA-87-IA-All-output-137,Windsor Manor Algona,ALP/D,512 N Finn Dr,,Algona,50511,IA,US,Kossuth (55),43.0735309,-94.2062803
USA-IA-87-IA-All-output-138,Windsor Manor Grinnell,ALP/D,229 Pearl St,,Grinnell,50112,IA,US,Poweshiek (79),41.7343532,-92.7304355
USA-IA-87-IA-All-output-139,Windsor Manor Indianola,ALP/D,608 S 15th St,,Indianola,50125,IA,US,Warren (91),41.3537479,-93.538539
USA-IA-87-IA-All-output-140,Windsor Manor Nevada,ALP/D,1642 S G Ave,,Nevada,50201,IA,US,Story (85),42.00473,-93.4389779
USA-IA-87-IA-All-output-141,Windsor Manor Shenandoah,ALP/D,601 Harrison St,,Shenandoah,51601,IA,US,Page (73),40.7603099,-95.3577472
USA-IA-87-IA-All-output-142,Windsor Manor Vinton,ALP/D,1807 W 5th St,,Vinton,52349,IA,US,Benton (06),42.166705,-92.045196
USA-IA-87-IA-All-output-143,Aase Haugen AL,ALP,8 Ohio St,,Decorah,52101,IA,US,Winneshiek (96),43.303056,-91.8028341
USA-IA-87-IA-All-output-144,Accura Healthcare of Cherokee,ALP,921 Riverview Dr,,Cherokee,51012,IA,US,Cherokee (18),42.75948,-95.536039
USA-IA-87-IA-All-output-145,Accura Healthcare of Pomeroy,ALP,713 S Scuyler St,,Pomeroy,50575,IA,US,Calhoun (13),42.5434163,-94.6813298
USA-IA-87-IA-All-output-146,Adel Assisted Living Apartments,ALP,504 Van Fossen Ln,,Adel,50003,IA,US,Dallas (25),41.6107025,-94.034394
USA-IA-87-IA-All-output-147,Afton Oaks AL,ALP,405 9th St,,Elma,50628,IA,US,Howard (45),43.2441182,-92.4465979
USA-IA-87-IA-All-output-148,Allen Place,ALP,1406 E 19th St,,Atlantic,50022,IA,US,Cass (15),41.392293,-94.9929616
USA-IA-87-IA-All-output-149,Amelia Place,ALP,57 W Ferndale Dr,,Council Bluffs,51503,IA,US,Pottawattamie (78),41.2598279,-95.7977305
USA-IA-87-IA-All-output-150,Apple Valley AL,ALP,405 27 Ave S,,Clear Lake,50428,IA,US,Cerro Gordo (17),43.1104048,-93.3869898
USA-IA-87-IA-All-output-151,Apple Valley Assisted Living,ALP,300 Lyndale Ave,,Osage,50461,IA,US,Mitchell (66),43.2704206,-92.8181824
USA-IA-87-IA-All-output-152,Apple Valley Assisted Living Charles City,ALP,801 Blunt St #39,,Charles City,50616,IA,US,Floyd (34),43.0685309,-92.6757368
USA-IA-87-IA-All-output-153,Apple Valley Hampton,ALP,1724 Central Ave E,,Hampton,50441,IA,US,Franklin (35),42.7434547,-93.1836159
USA-IA-87-IA-All-output-154,Arbor Heights at University,ALP,233 University Ave,,Des Moines,50314,IA,US,Polk (77),41.6008029,-93.6210502
USA-IA-87-IA-All-output-155,Arlin Falck AL,ALP,911 Ridgewood Dr,,Decorah,52101,IA,US,Winneshiek (96),43.294223,-91.777214
USA-IA-87-IA-All-output-156,Arlington Place of Grundy Center,ALP,95 D Ave,,Grundy Center,50638,IA,US,Grundy (38),42.3643271,-92.7614376
USA-IA-87-IA-All-output-157,Ashbrook Assisted Living,ALP,1121 N Fremont St,,Iowa Falls,50126,IA,US,Hardin (42),42.5269727,-93.2614726
USA-IA-87-IA-All-output-158,Aspen Heights Assisted Living,ALP,1410 Aspen St,,Hull,51239,IA,US,Sioux (84),43.1935116,-96.1237991
USA-IA-87-IA-All-output-159,Assisi Village Assisted Living,ALP,1001 Assisi Dr,,Dubuque,52001,IA,US,Dubuque (31),42.5328737,-90.6707496
USA-IA-87-IA-All-output-160,Avoca Lodge AL,ALP,612 York Rd,,Avoca,51521,IA,US,Pottawattamie (78),41.5058679,-95.3860383
USA-IA-87-IA-All-output-161,Ballard Creek Community,ALP,908 US-69,,Huxley,50124,IA,US,Story (85),41.9026725,-93.6081955
USA-IA-87-IA-All-output-162,Bavarian Meadows,ALP,632 L14,,Remsen,51050,IA,US,Plymouth (75),42.8088922,-95.9586211
USA-IA-87-IA-All-output-163,Belle Haven Independent and Assisted Living,ALP,815 Luick's Ln N,,Belmond,50421,IA,US,Wright (99),42.8537383,-93.6030003
USA-IA-87-IA-All-output-164,Bethany Heights Assisted Living,ALP,11 Elliott St,,Council Bluffs,51503,IA,US,Pottawattamie (78),41.278721,-95.837435
USA-IA-87-IA-All-output-165,Bickford Cottage Ames,ALP,2418 Kent Ave,,Ames,50010,IA,US,Story (85),42.0463225,-93.6393003
USA-IA-87-IA-All-output-166,Bickford Cottage Cedar Falls,ALP,5101 University Ave,,Cedar Falls,50613,IA,US,Blackhawk (07),42.5082347,-92.4187456
