row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,contact,phone,cell,fax,email,street_address,po_box,city,province,postal_code,country,facility_type
Canada-MB-21-AssistedLiving-21-AssistedLiving-28,Meadowood Manor,,,,,,,,,,,,204-257-2394,,204-254-5402,,577 St. Anne's Road,,Winnipeg,MB,R2M 5B2,Canada,Assisted Living
Canada-MB-21-AssistedLiving-21-AssistedLiving-29,Misericordia Place,,,,,,,,,,,,204-774-6581,,204-783-6776,,44 Furby Street,,Winnipeg,MB,R3C 2A1,Canada,Assisted Living
Canada-MB-21-AssistedLiving-21-AssistedLiving-30,Middlechurch Home of Winnipeg,,,,,,,,,,,,204-339-1947,,204-334-2503,,280 Balderstone Road,,Winnipeg,MB,R4A 4A6,Canada,Assisted Living
Canada-MB-21-AssistedLiving-21-AssistedLiving-31,Actionmarguerite (Saint-Vital),,,,,,,,,,,,204-254-3332,,204-254-0329,,450 River Road,,Winnipeg,MB,R2M 5M4,Canada,Assisted Living
Canada-MB-21-AssistedLiving-21-AssistedLiving-32,St. Norbert Personal Care Home,,,,,,,,,,,,204-269-4538,,204-269-6374,,50 St. Pierre Street,,Winnipeg,MB,R3V 1J6,Canada,Assisted Living
Canada-MB-21-AssistedLiving-21-AssistedLiving-33,Southeast Personal Care Home,,,,,,,,,,,,204-269-7111,,204-269-8819,,1265 Lee Boulevard,,Winnipeg,MB,R3T 2M3,Canada,Assisted Living
Canada-MB-21-AssistedLiving-21-AssistedLiving-34,West Park Manor Personal Care Home,,,,,,,,,,,,204-889-3330,,204-832-9555,,3199 Grant Avenue,,Winnipeg,MB,R3R 1X2,Canada,Assisted Living
Canada-MB-21-AssistedLiving-21-AssistedLiving-35,Golden Links Lodge,,,,,,,,,,,,204-257‐9947,,204-257‐2405,,2280 St. Mary's Road,,Winnipeg,MB,R2N 3Z6,Canada,Assisted Living
Canada-MB-21-AssistedLiving-21-AssistedLiving-36,Golden Door Geriatric Centre,,,,,,,,,,,,204-269-6308,,204-269-5626,,1679 Pembina Highway,,Winnipeg,MB,R3T 2G6,Canada,Assisted Living
Canada-MB-21-AssistedLiving-21-AssistedLiving-37,The Saul and Claribel Simkin Centre,,,,,,,,,,,,204-586‐9781,,204-589‐9033,,1 Falconridge Drive,,Winnipeg,MB,R3Y 1V9,Canada,Assisted Living
Canada-MB-21-AssistedLiving-21-AssistedLiving-38,Pembina Place Mennonite Personal Care Home,,,,,,,,,,,,204-284-0802,,204-474-0073,,285 Pembina Highway,,Winnipeg,MB,R3L 2E1,Canada,Assisted Living
Canada-MB-21-AssistedLiving-21-AssistedLiving-39,Extendicare/Tuxedo Villa,,,,,,,,,,,,204-889-2650,,204-896-0258,,2060 Corydon Avenue,,Winnipeg,MB,R3P 0N3,Canada,Assisted Living
