name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood
BLUEGRASS CARE & REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(859) 272-0608,,,,,,,,,,,,,,,,,Long-Term Care,,,,3576 PIMLICO PARKWAY,,,LEXINGTON,FAYETTE,EEB,,,40517,US,37.9805871,-84.4721354,Southeastern Hills
BOURBON HEIGHTS NURSING HOME,,,,,,,,,,,,,,,,,,(606) 987-5750,,,,,,,,,,,,,,,,,Long-Term Care,,,,2000 SOUTH MAIN STREET,,,PARIS,BOURBON,EEB,,,40361,US,39.5929458,-87.6944267,
BOWLING GREEN NURSING AND REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(270) 842-1611,,,,,,,,,,,,,,,,,Long-Term Care,,,,1561 NEWTON AVE.,,,BOWLING GREEN ,WARREN,WEB,,,42104,US,36.9746878,-86.4397578,
BOYD NURSING & REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(606) 928-2963,,,,,,,,,,,,,,,,,Long-Term Care,,,,12800 PRINCELAND DRIVE,,,ASHLAND,BOYD,EEB,,,41102,US,38.385423,-82.75251949999999,
BRACKEN COUNTY NURSING & REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(606) 756-2156,,,,,,,,,,,,,,,,,Long-Term Care,,,,5269 ASBURY ROAD,,,AUGUSTA,BRACKEN,EEB,,,41002,US,38.7134329,-84.0153641,
"BRADFORD HEIGHTS HEALTH & REHAB CENTER, INC",,,,,,,,,,,,,,,,,,(270) 885-1151,,,,,,,,,,,,,,,,,Long-Term Care,,,,950 HIGHPOINT DRIVE,,,HOPKINSVILLE,CHRISTIAN,WEB,,,42240,US,36.8901308,-87.5066403,
BRADFORD SQUARE GENESIS HEALTHCARE,,,,,,,,,,,,,,,,,,(502) 875-5600,,,,,,,,,,,,,,,,,Long-Term Care,,,,1040 US 127 SOUTH,,,FRANKFORT,FRANKLIN,EEB,,,40601,US,38.1790759,-84.8949293,
BRANDENBURG NURSING AND REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(270) 422-2148,,,,,,,,,,,,,,,,,Long-Term Care,,,,814 OLD EKRON RD,,,BRANDENBURG,MEADE,NEB,,,40108,US,37.99459170000001,-86.1673778,
BRECKINRIDGE MEMORIAL NURSING FACILITY,,,,,,,,,,,,,,,,,,(270) 756-7000,,,,,,,,,,,,,,,,,Long-Term Care,,,,1011 OLD HIGHWAY 60,,,HARDINSBURG,BRECKINRIDGE,NEB,,,40143,US,37.7669057,-86.44110859999999,
BRECKINRIDGE PLACE,,,,,,,,,,,,,,,,,,(270) 389-1133,,,,,,,,,,,,,,,,,Long-Term Care,,,,170 SYKES BOULEVARD,,,MORGANFIELD,UNION,WEB,,,42437,US,37.693406,-87.8637523,
BRIDGE POINT CENTER,,,,,,,,,,,,,,,,,,(859) 371-5731,,,,,,,,,,,,,,,,,Long-Term Care,,,,7300 WOODSPOINT DRIVE,,,FLORENCE,BOONE,EEB,,,41042,US,39.0073919,-84.6429378,
"BRIGHTON CORNERSTONE GROUP, LLC",,,,,,,,,,,,,,,,,,(270) 821-1492,,,,,,,,,,,,,,,,,Long-Term Care,,,,55 EAST NORTH STREET,,,MADISONVILLE,HOPKINS,WEB,,,42431,US,37.3358503,-87.4964425,
BROOKDALE RICHMOND PLACE SNF,,,,,,,,,,,,,,,,,,(859) 269-6308,,,,,,,,,,,,,,,,,Long-Term Care,,,,2770 PALUMBO DRIVE,,,LEXINGTON,FAYETTE,EEB,,,40509,US,38.0070548,-84.4368715,
BROWNSBORO HILLS HEALTH  CARE AND REHABILITATION C,,,,,,,,,,,,,,,,,,(502) 895-5417,,,,,,,,,,,,,,,,,Long-Term Care,,,,2141 SYCAMORE AVENUE,,,LOUISVILLE,JEFFERSON,NEB,,,40206,US,38.2563393,-85.70552289999999,Clifton
CAL TURNER REHAB AND SPECIALTY CARE,,,,,,,,,,,,,,,,,,(270) 622-2800,,,,,,,,,,,,,,,,,Long-Term Care,,,,456 BURNLEY RD.,,,SCOTTSVILLE,ALLEN,WEB,,,42164,US,36.7617167,-86.2165598,
CALVERT CITY CONVALESCENT CENTER,,,,,,,,,,,,,,,,,,(270) 395-4124,,,,,,,,,,,,,,,,,Long-Term Care,,,,1201 FIFTH AVE,,,CALVERT CITY,MARSHALL,WEB,,,42029,US,37.02402269999999,-88.3403072,
CAMBRIDGE PLACE,,,,,,,,,,,,,,,,,,(859) 252-6747,,,,,,,,,,,,,,,,,Long-Term Care,,,,2020 CAMBRIDGE DRIVE,,,LEXINGTON,FAYETTE,EEB,,,40504,US,38.0524697,-84.5491461,
CAMPBELLSVILLE NURSING AND REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(270) 465-3506,,,,,,,,,,,,,,,,,Long-Term Care,,,,1980 OLD GREENSBURG ROAD,,,CAMPBELLSVILLE,TAYLOR,SEB,,,42718,US,37.340142,-85.378766,
CARDINAL HILL SKILLED REHABILITATION UNIT,,,,,,,,,,,,,,,,,,(859) 254-5701,,,,,,,,,,,,,,,,,Long-Term Care,,,,2050 VERSAILLES ROAD,,,LEXINGTON,FAYETTE,EEB,,,40504,US,38.046439,-84.542051,
CARMEL HOME,,,,,,,,,,,,,,,,,,(270) 683-0227,,,,,,,,,,,,,,,,,Long-Term Care,,,,2501 OLD HARTFORD RD.,,,OWENSBORO,DAVIESS,WEB,,,42303,US,37.752788,-87.0928799,
CARMEL MANOR,,,,,,,,,,,,,,,,,,(859) 781-5111,,,,,,,,,,,,,,,,,Long-Term Care,,,,100 CARMEL MANOR ROAD,,,FORT THOMAS,CAMPBELL,EEB,,,41075,US,39.0641997,-84.4400428,
CARTER NURSING & REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(606) 474-7835,,,,,,,,,,,,,,,,,Long-Term Care,,,,250 MCDAVID BLVD,,,GRAYSON,CARTER,EEB,,,41143,US,38.32746350000001,-82.92053229999999,
CEDAR LAKE LODGE,,,,,,,,,,,,,,,,,,(502) 222-7157,,,,,,,,,,,,,,,,,Long-Term Care,,,,3301 JERICHO ROAD,,,LA GRANGE,OLDHAM,NEB,,,40031,US,38.4009974,-85.3276965,
CEDAR LAKE LODGE - PARK PLACE I,,,,,,,,,,,,,,,,,,(502) 845-8996,,,,,,,,,,,,,,,,,Long-Term Care,,,,325 PARK ROAD,,,NEW CASTLE,HENRY,NEB,,,40050,US,39.6464252,-75.6102027,
CEDAR LAKE LODGE - PARK PLACE II,,,,,,,,,,,,,,,,,,(502) 845-8996,,,,,,,,,,,,,,,,,Long-Term Care,,,,327 PARK ROAD,,,NEW CASTLE,HENRY,NEB,,,40050,US,39.64642190000001,-75.6101941,
CEDAR LAKE LODGE SYCAMORE RUN I,,,,,,,,,,,,,,,,,,(502)225-0671,,,,,,,,,,,,,,,,,Long-Term Care,,,,4804 SYCAMORE RIDGE LN,,,LA GRANGE,OLDHAM,NEB,,,40031,US,38.4704401,-85.41117969999999,
CEDAR LAKE LODGE SYCAMORE RUN II,,,,,,,,,,,,,,,,,,(502)225-0671,,,,,,,,,,,,,,,,,Long-Term Care,,,,4804 SYCAMORE RIDGE LN,,,LA GRANGE,OLDHAM,NEB,,,40031,US,38.4704401,-85.41117969999999,
CEDAR RIDGE HEALTH CAMPUS,,,,,,,,,,,,,,,,,,(859) 234-2702,,,,,,,,,,,,,,,,,Long-Term Care,,,,1217 US HIGHWAY 62 E,,,CYNTHIANA,HARRISON,EEB,,,41031,US,38.3569819,-84.3296862,
CEDARS OF LEBANON NURSING CENTER,,,,,,,,,,,,,,,,,,(270) 692-3121,,,,,,,,,,,,,,,,,Long-Term Care,,,,337 SOUTH HARRISON STREET,,,LEBANON,MARION,SEB,,,40033,US,37.5672555,-85.24849549999999,
CHARLESTON HEALTH CARE CENTER,,,,,,,,,,,,,,,,,,(859) 236-9292,,,,,,,,,,,,,,,,,Long-Term Care,,,,203 BRUCE COURT,,,DANVILLE,BOYLE,SEB,,,40423,US,37.64366609999999,-84.75859229999999,
"CHRISTIAN CARE CENTER OF KUTTAWA, LLC",,,,,,,,,,,,,,,,,,(270) 388-2291,,,,,,,,,,,,,,,,,Long-Term Care,,,,1253 LAKE BARKLEY DRIVE,,,KUTTAWA,LYON,WEB,,,42055,US,37.06504599999999,-88.1036474,
Christian Care Center of Lancaster,,,,,,,,,,,,,,,,,,(859) 792-6844,,,,,,,,,,,,,,,,,Long-Term Care,,,,308 WEST MAPLE AVENUE,,,LANCASTER,GARRARD,SEB,,,40444,US,37.6221471,-84.5852969,
CHRISTIAN HEALTH CENTER,,,,,,,,,,,,,,,,,,(502) 583-6533,,,,,,,,,,,,,,,,,Long-Term Care,,,,920 SOUTH FOURTH STREET,,,LOUISVILLE,JEFFERSON,NEB,,,40203,US,38.2410563,-85.75937979999999,Old Louisville
CHRISTIAN HEALTH CENTER,,,,,,,,,,,,,,,,,,(270) 796-6643,,,,,,,,,,,,,,,,,Long-Term Care,,,,1800 WESTEN AVENUE,,,BOWLING GREEN,WARREN,WEB,,,42104,US,36.9615751,-86.4492997,
CHRISTIAN HEALTH CENTER,,,,,,,,,,,,,,,,,,(606) 258-2500,,,,,,,,,,,,,,,,,Long-Term Care,,,,116 SOUTH COMMONWEALTH AVENUE,,,CORBIN,KNOX,SEB,,,40702,US,36.9533714,-84.07463779999999,
CHRISTIAN HEALTH CENTER,,,,,,,,,,,,,,,,,,(270) 885-1166,,,,,,,,,,,,,,,,,Long-Term Care,,,,200 STERLING DRIVE,,,HOPKINSVILLE,CHRISTIAN,WEB,,,42240,US,36.8560777,-87.50335869999999,
"CHRISTIAN HEALTH CENTER - WEST, INC",,,,,,,,,,,,,,,,,,(502) 815-6460,,,,,,,,,,,,,,,,,Long-Term Care,,,,1015 WEST MAGAZINE STREET,,,LOUISVILLE,JEFFERSON,NEB,,,40203,US,38.2495033,-85.7688871,Russell
CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTE,,,,,,,,,,,,,,,,,,(270) 475-4227,,,,,,,,,,,,,,,,,Long-Term Care,,,,124 WEST NASHVILLE ST,,,PEMBROKE,CHRISTIAN,WEB,,,42266,US,36.7790238,-87.3546839,
CLARK REGIONAL MEDICAL CENTER,,,,,,,,,,,,,,,,,,(859) 737-8559,,,,,,,,,,,,,,,,,Long-Term Care,,,,175 HOSPITAL DRIVE,,,WINCHESTER,CLARK,EEB,,,40391,US,38.0114609,-84.2161315,
CLIFTON OAKS CARE CENTER ,,,,,,,,,,,,,,,,,,(502) 897-1646,,,,,,,,,,,,,,,,,Long-Term Care,,,,446 MT. HOLLY AVE,,,LOUISVILLE,JEFFERSON,NEB,,,40206,US,38.2603864,-85.704368,Clifton Heights
CLINTON COUNTY CARE & REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(606) 387-6623,,,,,,,,,,,,,,,,,Long-Term Care,,,,404 NORTH WASHINGTON STREET,,,ALBANY,CLINTON,SEB,,,42602,US,36.6935406,-85.13455739999999,
CLINTON PLACE,,,,,,,,,,,,,,,,,,(270) 653-5558,,,,,,,,,,,,,,,,,Long-Term Care,,,,106 PADGETT DRIVE,,,CLINTON,HICKMAN,WEB,,,42031,US,36.6667054,-89.0025402,
CLINTON-HICKMAN COUNTY NURSING FACILITY,,,,,,,,,,,,,,,,,,(270) 653-2461,,,,,,,,,,,,,,,,,Long-Term Care,,,,366 S. WASHINGTON ST.,,,CLINTON,HICKMAN,WEB,,,42031,US,36.6602245,-88.99392929999999,
"COLDSPRING TRANSITIONAL CARE CENTER, LLC",,,,,,,,,,,,,,,,,,(859) 441-4600,,,,,,,,,,,,,,,,,Long-Term Care,,,,300 PLAZA DRIVE,,,COLD SPRING,CAMPBELL,EEB,,,41076,US,39.002949,-84.42801,
COLONIAL CENTER,,,,,,,,,,,,,,,,,,(270) 842-1641,,,,,,,,,,,,,,,,,Long-Term Care,,,,2365 NASHVILLE ROAD,,,BOWLING GREEN,WARREN,WEB,,,42101,US,36.9642311,-86.46815459999999,
CONCORDIA HEALTHCARE CENTER-HERITAGE MANOR,,,,,,,,,,,,,,,,,,(270) 247-0200,,,,,,,,,,,,,,,,,Long-Term Care,,,,401 INDIANA AVE,,,MAYFIELD,GRAVES,WEB,,,42066,US,36.745386,-88.63179699999999,
CONCORDIA NURSING AND REHABILITATION-MAPLE,,,,,,,,,,,,,,,,,,(270) 338-5400,,,,,,,,,,,,,,,,,Long-Term Care,,,,515 GREENE DRIVE,,,GREENVILLE,MUHLENBERG,WEB,,,42345,US,37.2151387,-87.1799247,
CORBIN HEALTH & REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(606) 528-8822,,,,,,,,,,,,,,,,,Long-Term Care,,,,270 BACON CREEK ROAD,,,CORBIN,WHITLEY,SEB,,,40702,US,36.91549809999999,-84.1125022,
COUNTRYSIDE CENTER,,,,,,,,,,,,,,,,,,(270) 628-5424,,,,,,,,,,,,,,,,,Long-Term Care,,,,47 MARGO AVENUE,,,BARDWELL,CARLISLE,WEB,,,42023,US,36.880348,-89.007407,
COVINGTON'S CONVALESCENT CENTER,,,,,,,,,,,,,,,,,,(270) 886-4403,,,,,,,,,,,,,,,,,Long-Term Care,,,,115 CAYCE ST,,,HOPKINSVILLE,CHRISTIAN,WEB,,,42240,US,36.8642517,-87.4651609,
"CREEKWOOD PLACE NURSING & REHAB CENTER, INC",,,,,,,,,,,,,,,,,,(270) 726-9049,,,,,,,,,,,,,,,,,Long-Term Care,,,,107 BOYLES DRIVE,,,RUSSELLVILLE,LOGAN,WEB,,,42276,US,36.818774,-86.8831926,
CRESTVIEW CENTER,,,,,,,,,,,,,,,,,,(502) 633-2454,,,,,,,,,,,,,,,,,Long-Term Care,,,,1871 MIDLAND TRAIL,,,SHELBYVILLE,SHELBY,NEB,,,40065,US,38.2130382,-85.2505745,
CRITTENDEN COUNTY HEALTH & REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(270) 965-2218,,,,,,,,,,,,,,,,,Long-Term Care,,,,201 WATSON STREET,,,MARION,CRITTENDEN,WEB,,,42064,US,37.3253395,-88.084379,
CUMBERLAND NURSING AND REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(606) 678-5104,,,,,,,,,,,,,,,,,Long-Term Care,,,,200 NORFLEET DRIVE,,,SOMERSET,PULASKI,SEB,,,42501,US,37.0842536,-84.5976489,
CUMBERLAND VALLEY MANOR,,,,,,,,,,,,,,,,,,(270) 864-4315,,,,,,,,,,,,,,,,,Long-Term Care,,,,301 SOUTH MAIN STREET,,,BURKESVILLE,CUMBERLAND,SEB,,,42717,US,36.7888045,-85.3717927,
DANVILLE CENTRE FOR HEALTH AND REHABILITATION,,,,,,,,,,,,,,,,,,(859) 236-3972,,,,,,,,,,,,,,,,,Long-Term Care,,,,642 NORTH THIRD STREET,,,DANVILLE,BOYLE,SEB,,,40422,US,37.6523439,-84.7718429,
DAWSON SPRINGS HEALTH AND REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(270) 797-2025,,,,,,,,,,,,,,,,,Long-Term Care,,,,213 WATER STREET,,,DAWSON SPRINGS,HOPKINS,WEB,,,42408,US,37.16503280000001,-87.693986,
DEL MARIA ICF/IID,,,,,,,,,,,,,,,,,,(502) 499-7203,,,,,,,,,,,,,,,,,Long-Term Care,,,,5512 DEL MARIA WAY,,,LOUISVILLE,JEFFERSON,NEB,,,40291,US,38.1665147,-85.6092754,
DIVERSICARE OF FULTON,,,,,,,,,,,,,,,,,,(270) 472-1971,,,,,,,,,,,,,,,,,Long-Term Care,,,,1004 HOLIDAY LANE,,,FULTON,FULTON,WEB,,,42041,US,36.5189832,-88.8935513,
DIVERSICARE OF GLASGOW,,,,,,,,,,,,,,,,,,(270) 651-9131,,,,,,,,,,,,,,,,,Long-Term Care,,,,300 WESTWOOD STREET,,,GLASGOW,BARREN,WEB,,,42141,US,36.9940644,-85.9334107,
DIVERSICARE OF GREENVILLE,,,,,,,,,,,,,,,,,,(270) 338-1523,,,,,,,,,,,,,,,,,Long-Term Care,,,,521 GREENE DR.,,,GREENVILLE,MUHLENBERG,WEB,,,42345,US,37.21649379999999,-87.1793369,
DIVERSICARE OF NICHOLASVILLE,,,,,,,,,,,,,,,,,,(859) 885-4171,,,,,,,,,,,,,,,,,Long-Term Care,,,,100 SPARKS AVENUE,,,NICHOLASVILLE,JESSAMINE,EEB,,,40356,US,37.8869341,-84.5637541,
DIVERSICARE OF SENECA PLACE,,,,,,,,,,,,,,,,,,(502) 452-6331,,,,,,,,,,,,,,,,,Long-Term Care,,,,3526 DUTCHMANS LANE,,,LOUISVILLE,JEFFERSON,NEB,,,40205,US,38.2240034,-85.6530875,Bowman
DOVER MANOR,,,,,,,,,,,,,,,,,,(502) 863-9529,,,,,,,,,,,,,,,,,Long-Term Care,,,,112 DOVER DRIVE,,,GEORGETOWN,SCOTT,EEB,,,40324,US,38.21236760000001,-84.5314854,
EASTERN STAR HOME IN KY,,,,,,,,,,,,,,,,,,(502) 451-3535,,,,,,,,,,,,,,,,,Long-Term Care,,,,923 EASTERN STAR COURT,,,LOUISVILLE,JEFFERSON,NEB,,,40204,US,38.2422848,-85.7228193,Cherokee Triangle
EASTERN STATE HOSPITAL LONG TERM / ACQUIRED BRAIN INJURY,,,,,,,,,,,,,,,,,,(859) 246-8000,,,,,,,,,,,,,,,,,Long-Term Care,,,,1350 BULL LEA ROAD,,,LEXINGTON,FAYETTE,EEB,,,40511,US,38.0827187,-84.49783839999999,
EDGEMONT HEALTHCARE,,,,,,,,,,,,,,,,,,(859) 234-4595,,,,,,,,,,,,,,,,,Long-Term Care,,,,323 WEBSTER AVENUE,,,CYNTHIANA,HARRISON,EEB,,,41031,US,38.3833754,-84.2926184,
EDGEWOOD ESTATES,,,,,,,,,,,,,,,,,,(606) 768-9001,,,,,,,,,,,,,,,,,Long-Term Care,,,,195 BERRYMAN ROAD,,,FRENCHBURG,MENIFEE,SEB,,,40322,US,37.9220794,-83.62170549999999,
EDMONSON CENTER,,,,,,,,,,,,,,,,,,(270) 597-2335,,,,,,,,,,,,,,,,,Long-Term Care,,,,813 S. MAIN ST.,,,BROWNSVILLE,EDMONSON,WEB,,,42210,US,37.1894749,-86.2579916,
ELIZABETHTOWN NURSING AND REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(270) 765-6106,,,,,,,,,,,,,,,,,Long-Term Care,,,,1101 WOODLAND DRIVE,,,ELIZABETHTOWN,HARDIN,NEB,,,42701,US,37.71250149999999,-85.8788149,
ELLIOTT NURSING AND REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(606) 738-9400,,,,,,,,,,,,,,,,,Long-Term Care,,,,"RT 32  EAST, HOWARD CREEK RD",,,SANDY HOOK,ELLIOTT,EEB,,,41171,US,38.1039717,-83.11876409999999,
EMERALD TRACE,,,,,,,,,,,,,,,,,,859-432-2244,,,,,,,,,,,,,,,,,Long-Term Care,,,,3802 TURKEYFOOT RD,,,ELSMERE,KENTON,EEB,,,41018,US,38.981846,-84.5923399,
EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,,,,,,,,,,,,,,,,,,(859) 239-2336,,,,,,,,,,,,,,,,,Long-Term Care,,,,217 SOUTH THIRD STREET,,,DANVILLE,BOYLE,SEB,,,40422,US,37.643888,-84.773335,
ESSEX NURSING AND REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(502) 935-7284,,,,,,,,,,,,,,,,,Long-Term Care,,,,9600 LAMBORNE BOULEVARD,,,LOUISVILLE,JEFFERSON,NEB,,,40272,US,38.1134588,-85.8144666,
"FAIR OAKS HEALTH SYSTEMS, LLC",,,,,,,,,,,,,,,,,,(270) 343-2101,,,,,,,,,,,,,,,,,Long-Term Care,,,,1 SPARKS AVENUE,,,JAMESTOWN,RUSSELL,SEB,,,42629,US,36.9942232,-85.06854709999999,
FLAGET MEMORIAL HOSPITAL NF,,,,,,,,,,,,,,,,,,(502) 350-5000,,,,,,,,,,,,,,,,,Long-Term Care,,,,4305 NEW SHEPHERDSVILLE ROAD,,,BARDSTOWN,NELSON,NEB,,,40004,US,37.861878,-85.52322099999999,
FLORENCE PARK CARE CENTER,,,,,,,,,,,,,,,,,,(859) 525-0007,,,,,,,,,,,,,,,,,Long-Term Care,,,,6975 BURLINGTON PIKE,,,FLORENCE,BOONE,EEB,,,41042,US,39.0077403,-84.62968699999999,
FORDSVILLE NURSING AND REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(270) 276-3603,,,,,,,,,,,,,,,,,Long-Term Care,,,,313 MAIN STREET,,,FORDSVILLE,OHIO,WEB,,,42343,US,37.63809240000001,-86.72370370000002,
FOREST SPRINGS HEALTH CAMPUS,,,,,,,,,,,,,,,,,,(502) 243-1643,,,,,,,,,,,,,,,,,Long-Term Care,,,,4120 WOODED ACRE LANE,,,LOUISVILLE,JEFFERSON,NEB,,,40245,US,38.2965905,-85.5080026,
FOUNTAIN CIRCLE CARE & REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(859) 744-1800,,,,,,,,,,,,,,,,,Long-Term Care,,,,200 GLENWAY ROAD,,,WINCHESTER,CLARK,EEB,,,40391,US,38.0155816,-84.21274149999999,
FRANCISCAN HEALTH CARE CENTER,,,,,,,,,,,,,,,,,,(502) 964-3381,,,,,,,,,,,,,,,,,Long-Term Care,,,,3625 FERN VALLEY ROAD,,,LOUISVILLE,JEFFERSON,NEB,,,40219,US,38.15823630000001,-85.6930536,Newburg
FRANKFORT REHABILITATION AND CARE,,,,,,,,,,,,,,,,,,(502) 875-7272,,,,,,,,,,,,,,,,,Long-Term Care,,,,117 OLD SOLDIERS LANE,,,FRANKFORT,FRANKLIN,EEB,,,40601,US,38.18276529999999,-84.8964878,
FRANKLIN-SIMPSON NURSING AND REHABILITATION CENTER,,,,,,,,,,,,,,,,,,(270) 586-7141,,,,,,,,,,,,,,,,,Long-Term Care,,,,414 ROBEY ST.,,,FRANKLIN,SIMPSON,WEB,,,42135,US,36.7259818,-86.5580097,
"FRIENDSHIP HEALTH AND REHABILITATION, LLC",,,,,,,,,,,,,,,,,,(502) 241-8821,,,,,,,,,,,,,,,,,Long-Term Care,,,,7400 LAGRANGE RD,,,PEWEE VALLEY,OLDHAM,NEB,,,40056,US,38.30291010000001,-85.495414,
GEORGETOWN MANOR,,,,,,,,,,,,,,,,,,(502) 368-5827,,,,,,,,,,,,,,,,,Long-Term Care,,,,900 GAGEL AVENUE,,,LOUISVILLE,JEFFERSON,NEB,,,40216,US,38.171799,-85.80610899999999,
GLASGOW STATE NURSING FACILITY,,,,,,,,,,,,,,,,,,(270) 651-2151,,,,,,,,,,,,,,,,,Long-Term Care,,,,207 STATE AVENUE,,,GLASGOW,BARREN,WEB,,,42141,US,37.01122169999999,-85.90899710000001,
GLEN RIDGE HEALTH CAMPUS,,,,,,,,,,,,,,,,,,(502) 297-8590,,,,,,,,,,,,,,,,,Long-Term Care,,,,6415 CALM RIVER WAY,,,LOUISVILLE,JEFFERSON,NEB,,,40299,US,38.15137809999999,-85.5496708,
GLENVIEW HEALTH CARE FACILITY,,,,,,,,,,,,,,,,,,(270) 651-8332,,,,,,,,,,,,,,,,,Long-Term Care,,,,1002 GLENVIEW DR.,,,GLASGOW,BARREN,WEB,,,42141,US,37.0113382,-85.9026126,
GOOD SHEPHERD COMMUNITY NURSING CENTER,,,,,,,,,,,,,,,,,,(606) 456-8725,,,,,,,,,,,,,,,,,Long-Term Care,,,,60 PHILLIPS BRANCH ROAD,,,PHELPS,PIKE,SEB,,,41553,US,37.4953216,-82.1376963,
GRAND HAVEN NURSING HOME,,,,,,,,,,,,,,,,,,(859) 234-2050,,,,,,,,,,,,,,,,,Long-Term Care,,,,105 RODGERS PARK,,,CYNTHIANA,HARRISON,EEB,,,41031,US,38.3934366,-84.2833295,
GRANT CENTER,,,,,,,,,,,,,,,,,,(859) 824-7803,,,,,,,,,,,,,,,,,Long-Term Care,,,,201 KIMBERLY LANE,,,WILLIAMSTOWN,GRANT,EEB,,,41097,US,38.6473642,-84.57917959999999,
