name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood,addr_valid
Shirley's Haven,,,,,,,,,,,,,,,,,,(709) 469 3160,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Catalina,,,NL,,,Canada,48.5168078,-53.0785339,,False
Baie View Manor,,,,,,,,,,,,,,,,,,(709) 532 4615,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Baie Verte,,,NL,,,Canada,49.9392654,-56.1907286,,False
"White,s Family Care Residence",,,,,,,,,,,,,,,,,,(709) 654 3171,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Brown's Arm,,,NL,,,Canada,49.25,-55.166667,,False
"Oram,s Baywatch Manor",,,,,,,,,,,,,,,,,,(709) 533 6999,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Glovertown South,,,NL,,,Canada,48.6666669,-54.016667,Glovertown South,False
Carmanville Terrace,,,,,,,,,,,,,,,,,,(709) 534 2244,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Carmanville,,,NL,,,Canada,49.4033159,-54.2867228,,False
"Robinson,s Retirement Home",,,,,,,,,,,,,,,,,,(709) 258 6446,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Bishops Falls,,,NL,,,Canada,49.0138869,-55.4878009,,False
Golden Years Estates,,,,,,,,,,,,,,,,,,(709) 489 7363,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Grand Falls,,,NL,,,Canada,48.9276687,-55.6575025,,False
Musgrave Hillcrest Manor,,,,,,,,,,,,,,,,,,(709) 655 2777,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Harbour,,,NL,,,Canada,47.6951139,-53.2116386,,False
Islandside Manor,,,,,,,,,,,,,,,,,,(709) 438 2121,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Leading Tickles,,,NL,,,Canada,49.5054869,-55.4525243,,False
Killick Retirement Home,,,,,,,,,,,,,,,,,,(709) 257 2400,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Botwood,,,NL,,,Canada,49.1422983,-55.3440853,,False
Nightingale Manor,,,,,,,,,,,,,,,,,,(709) 256 3711,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Gander,,,NL,,,Canada,48.954408,-54.6103488,,False
Oram's Birchview Manor,,,,,,,,,,,,,,,,,,(709) 533 2600,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Glovertown,,,NL,,,Canada,48.6743657,-54.0357648,,False
Oram's Emmanuel Manor,,,,,,,,,,,,,,,,,,(709) 674 4254,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Gambo,,,NL,,,Canada,48.7850799,-54.2133023,,False
Otterbury Manor,,,,,,,,,,,,,,,,,,(709) 536 3383,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Wesleyville,,,NL,,,Canada,49.149432,-53.5513441,,False
Twilight Manor,,,,,,,,,,,,,,,,,,(709) 535 6094,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Embree,,,NL,,,Canada,49.3126217,-55.0301025,,False
Pleasantview Manor,,,,,,,,,,,,,,,,,,(709) 535 0941,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Lewisporte,,,NL,,,Canada,49.2450384,-55.0591548,,False
Riverhead Manor,,,,,,,,,,,,,,,,,,(709) 266 2336,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Fogo,,,NL,,,Canada,49.7133438,-54.2751604,,False
Gander Bay Retirement Home,,,,,,,,,,,,,,,,,,(709) 676 2773,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,George's Point,,,NL,,,Canada,52.5626129,4.7333133,,False
Sunset Manor,,,,,,,,,,,,,,,,,,(709) 884 5301,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Twillingate,,,NL,,,Canada,49.6486948,-54.7622673,,False
Grand Falls  Twin Town Manor,,,,,,,,,,,,,,,,,,(709) 489 0988,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Windsor,,,NL,,,Canada,48.9276687,-55.6575025,,False
Hollett's Retirement Centre,,,,,,,,,,,,,,,,,,(709) 489 5812,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Grand Falls  Windsor,,,NL,,,Canada,48.9276687,-55.6575025,,False
Springdale Retirement Centre,,,,,,,,,,,,,,,,,,(709) 673 5777,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Springdale,,,NL,,,Canada,49.49749,-56.0729969,,False
Golden Years Estates,,,,,,,,,,,,,,,,,,(709) 651 7363,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Gander,,,NL,,,Canada,48.954408,-54.6103488,,False
Acadian Village,,,,,,,,,,,,,,,,,,(709) 643 9669,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Stephenville,,,NL,,,Canada,48.5479718,-58.5815353,,False
Brake's Personal Care Home,,,,,,,,,,,,,,,,,,(709) 785 5092,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Corner Brook,,,NL,,,Canada,48.9489967,-57.9502726,,False
Crosswinds Seniors Resort,,,,,,,,,,,,,,,,,,(709) 274 3001,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Robinsons,,,NL,,,Canada,48.255579,-58.796094,,False
Deer Lake Manor,,,,,,,,,,,,,,,,,,(709) 635 5967,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Deer Lake,,,NL,,,Canada,49.1731682,-57.4338728,,False
Blow Me Down Retirement Centre,,,,,,,,,,,,,,,,,,(709) 681 2288,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Lark Harbour,,,NL,,,Canada,49.101954,-58.3644672,,False
Oceanside Personal Care Home,,,,,,,,,,,,,,,,,,(709) 955 2339,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Cape Anguille,,,NL,,,Canada,47.9,-59.4,,False
Lohnes Personal Care Home,,,,,,,,,,,,,,,,,,(709) 785 1200,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Corner Brook,,,NL,,,Canada,48.9489967,-57.9502726,,False
Main River Retirement Home,,,,,,,,,,,,,,,,,,(709) 482 2334,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Pollard's Point,,,NL,,,Canada,49.7467479,-56.9202841,,False
Mountain Hope Manor,,,,,,,,,,,,,,,,,,(709) 695 3458,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Port aux Basques,,,NL,,,Canada,47.5721149,-59.136429,,False
Mountain View Estates,,,,,,,,,,,,,,,,,,(709) 637 6900,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Corner Brook,,,NL,,,Canada,48.9489967,-57.9502726,,False
Mountain View House,,,,,,,,,,,,,,,,,,(709) 783 2019,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Meadows,,,NL,,,Canada,48.994762,-58.044052,,False
Northern Retirement Home,,,,,,,,,,,,,,,,,,(709) 861 4242,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Port Saunders,,,NL,,,Canada,50.6489573,-57.2874789,,False
Bayshore Estates,,,,,,,,,,,,,,,,,,(709) 783 2141,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Irishtown,,,NL,,,Canada,48.9874269,-57.956601,,False
Silverwood Manor,,,,,,,,,,,,,,,,,,(709) 643 6550,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Kippens,,,NL,,,Canada,48.5489013,-58.6235558,,False
Xavier House,,,,,,,,,,,,,,,,,,(709) 634 2787,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Corner Brook,,,NL,,,Canada,48.9489967,-57.9502726,,False
Harbourview Manor,,,,,,,,,,,,,,,,,,(709) 921 6440,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Mary's Harbour,,,NL,,,Canada,52.3051896,-55.8374021,,False
Ivy Durley Place,,,,,,,,,,,,,,,,,,(709) 456 2022,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Flower's Cove,,,NL,,,Canada,51.300041,-56.7278099,,False
Roddickton House,,,,,,,,,,,,,,,,,,(709) 457 2166,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Roddickton,,,NL,,,Canada,50.870492,-56.1218096,,False
Shirley's Haven #2,,,,,,,,,,,,,,,,,,(709) 454 1070,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,St. Anthony,,,NL,,,Canada,51.3704156,-55.5958648,,False
