name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood,addr_valid
Nightingale Manor,,,,,,,,,,,,,,,,,,(709) 256 3711,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Gander,,,NL,,,Canada,,,,False
Oram's Birchview Manor,,,,,,,,,,,,,,,,,,(709) 533 2600,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Glovertown,,,NL,,,Canada,,,,False
Oram's Emmanuel Manor,,,,,,,,,,,,,,,,,,(709) 674 4254,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Gambo,,,NL,,,Canada,,,,False
Otterbury Manor,,,,,,,,,,,,,,,,,,(709) 536 3383,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Wesleyville,,,NL,,,Canada,,,,False
Twilight Manor,,,,,,,,,,,,,,,,,,(709) 535 6094,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Embree,,,NL,,,Canada,,,,False
Pleasantview Manor,,,,,,,,,,,,,,,,,,(709) 535 0941,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Lewisporte,,,NL,,,Canada,,,,False
Riverhead Manor,,,,,,,,,,,,,,,,,,(709) 266 2336,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Fogo,,,NL,,,Canada,,,,False
Gander Bay Retirement Home,,,,,,,,,,,,,,,,,,(709) 676 2773,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,George's Point,,,NL,,,Canada,,,,False
Sunset Manor,,,,,,,,,,,,,,,,,,(709) 884 5301,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Twillingate,,,NL,,,Canada,,,,False
Grand Falls  Twin Town Manor,,,,,,,,,,,,,,,,,,(709) 489 0988,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Windsor,,,NL,,,Canada,,,,False
Hollett's Retirement Centre,,,,,,,,,,,,,,,,,,(709) 489 5812,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Grand Falls  Windsor,,,NL,,,Canada,,,,False
Springdale Retirement Centre,,,,,,,,,,,,,,,,,,(709) 673 5777,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Springdale,,,NL,,,Canada,,,,False
Golden Years Estates,,,,,,,,,,,,,,,,,,(709) 651 7363,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Gander,,,NL,,,Canada,,,,False
Acadian Village,,,,,,,,,,,,,,,,,,(709) 643 9669,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Stephenville,,,NL,,,Canada,,,,False
Brake's Personal Care Home,,,,,,,,,,,,,,,,,,(709) 785 5092,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Corner Brook,,,NL,,,Canada,,,,False
Crosswinds Seniors Resort,,,,,,,,,,,,,,,,,,(709) 274 3001,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Robinsons,,,NL,,,Canada,,,,False
Deer Lake Manor,,,,,,,,,,,,,,,,,,(709) 635 5967,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Deer Lake,,,NL,,,Canada,,,,False
Blow Me Down Retirement Centre,,,,,,,,,,,,,,,,,,(709) 681 2288,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Lark Harbour,,,NL,,,Canada,,,,False
Oceanside Personal Care Home,,,,,,,,,,,,,,,,,,(709) 955 2339,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Cape Anguille,,,NL,,,Canada,,,,False
Lohnes Personal Care Home,,,,,,,,,,,,,,,,,,(709) 785 1200,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Corner Brook,,,NL,,,Canada,,,,False
Main River Retirement Home,,,,,,,,,,,,,,,,,,(709) 482 2334,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Pollard's Point,,,NL,,,Canada,,,,False
Mountain Hope Manor,,,,,,,,,,,,,,,,,,(709) 695 3458,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Port aux Basques,,,NL,,,Canada,,,,False
Mountain View Estates,,,,,,,,,,,,,,,,,,(709) 637 6900,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Corner Brook,,,NL,,,Canada,,,,False
Mountain View House,,,,,,,,,,,,,,,,,,(709) 783 2019,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Meadows,,,NL,,,Canada,,,,False
Northern Retirement Home,,,,,,,,,,,,,,,,,,(709) 861 4242,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Port Saunders,,,NL,,,Canada,,,,False
Bayshore Estates,,,,,,,,,,,,,,,,,,(709) 783 2141,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Irishtown,,,NL,,,Canada,,,,False
Silverwood Manor,,,,,,,,,,,,,,,,,,(709) 643 6550,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Kippens,,,NL,,,Canada,,,,False
Xavier House,,,,,,,,,,,,,,,,,,(709) 634 2787,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Corner Brook,,,NL,,,Canada,,,,False
Harbourview Manor,,,,,,,,,,,,,,,,,,(709) 921 6440,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Mary's Harbour,,,NL,,,Canada,,,,False
Ivy Durley Place,,,,,,,,,,,,,,,,,,(709) 456 2022,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Flower's Cove,,,NL,,,Canada,,,,False
Roddickton House,,,,,,,,,,,,,,,,,,(709) 457 2166,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,Roddickton,,,NL,,,Canada,,,,False
Shirley's Haven #2,,,,,,,,,,,,,,,,,,(709) 454 1070,,,,,,,,,,,,,,,,,Nursing Home,,,,,,,St. Anthony,,,NL,,,Canada,,,,False
