row_id,﻿name,license_num,website,contact,phone,fax,street_address,city,province,postal_code,facility_type
Canada-NB-13-NursingHomes-13-NursingHomes-51,Dalhousie Nursing Home,,,Diane LÃ©ger,(506) 684-7800,(506) 684-7832,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-52,Foyer Notre-Dame de Lourdes,,http://www.fndl.org,LÃ©o-Paul Sonier,(506) 549-5085,(506) 549-5052,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-53,Manoir Edith B. Pinet,,,Bruno Holmes,(506) 764-2444,(506) 764-2451,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-54,RÃ©sidences Inkerman,,,Michel HachÃ©,(506) 336-3909,.,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-55,RÃ©sidences Lucien Saindon,,,GaÃ«tan HachÃ©,(506) 344-3232,(506) 344-3240,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-56,RÃ©sidences Mgr. Chiasson,,,Anne-Marie Richardson Chiasson,(506) 336-3266,(506) 336-3099,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-57,Villa BeausÃ©jour,,,Roger Landry,(506) 726-2744,(506) 726-2745,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-58,Villa Chaleur Inc.,,http://www.abschi.com,Victor Shea,(506) 549-5582,(506) 545-6424,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-59,Villa Sormany,,,Wayne McWilliams,(506) 542-2731,(506) 542-2733,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-60,Villa St-Joseph,,,Serge Robichaud,(506) 394-4800,(506) 394-4826,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-61,Foyer Assomption,,,Anne Babineau,(506) 775-2040,(506) 775-2053,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-62,Le Complexe Rendez-Vous Inc.,,,Ronald LeBlanc,(506) 776-0640,(506) 776-0608,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-63,Miramichi Senior Citizens Home,,,Jean Doyle,(506) 778-6810,(506) 778-6860,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-64,Mount St. Joseph,,http://www.mountsj.ca,Debbie Walls,(506) 778-6550,(506) 778-0193,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-65,Tabusintac Nursing Home,,,Joanne Sonier,(506) 779-4100,(506) 779-8149,,moncton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-66,Drew Nursing Home,,http://www.drewnursinghome.ca/,Linda Shannon,(506) 364-4900,(506) 364-4921,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-67,Forest Dale Home,,http://www.forestdalehome.ca,Vicki Caissie,(506) 882-3015,(506) 882-3014,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-68,Foyer St-Antoine,,http://www3.nbnet.nb.ca/fsa,George Cormier,(506) 525-4040,(506) 525-4090,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-69,Jordan Lifecare Centre,,,Gary Buchanan,(506) 756-3355,(506) 756-2081,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-70,Kenneth E. Spencer,,http://www.abschi.com/,Victor Shea,(506) 858-7870,(506) 858-9674,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-71,La Villa Maria,,,Jean-Paul Mazerolle,(506) 876-3488,(506) 876-3466,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-72,Le Foyer St-Thomas (Memramcook),,,Paul Rossignol,(506) 758-2110,(506) 758-9489,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-73,Manoir St-Jean Baptiste,,,Ian Drapeau,(506) 743-7344,(506) 743-7343,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-74,Monarch Hall,,http://www.shannex.com,Carole Morey,(506) 387-3168,(506) 387-3167,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-75,Rexton Lions Nursing Home,,,Nancy Cail,(506) 523-7720,(506) 523-7703,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-76,The Salvation Army Lakeview Manor,,,Kym Elder,(506) 387-2012,(506) 387-7200,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-77,Villa du Repos,,,Ronald LeBlanc,(506) 857-3560,(506) 859-1619,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-78,Villa Providence Shediac,,,Ronald LeBlanc,(506) 532-4484,(506) 532-5909,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-79,Westford Nursing Home,,http://www.westfordnursinghome.com,Judy White,(506) 538-1302,(506) 538-7293,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-80,Campobello Lodge,,,Sherry Johnston,(506) 752-7101,(506) 752-7105,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-81,Carleton Kirk Lodge,,,Tim Stevens,(506) 643-7040,(506) 643-7038,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-82,Church of St. John & St. Stephen,,,Shelley Fulton,(506) 643-6001,(506) 643-6126,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-83,Dr. V.A. Snow Centre,,http://www.snownursing.com,Terry O'Neill,(506) 832-6210,(506) 832-7674,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-84,Embassy Hall,,http://www.shannex.com,John Campbell,(506) 848-3170,(506) 848-3171,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-85,Fundy Nursing Home,,,Debbie Harris,(506) 456-4218,(506) 456-3057,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-86,Grand Manan Nursing Home,,,Joanne Ingalls,(506) 662-7111,(506) 662-7117,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-87,Kennebec Manor,,,Judy Lane,(506) 632-9628,(506) 658-9376,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-88,Kings Way Care Center,,,Judy Lane,(506) 847-1131,(506) 847-1134,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-89,Kiwanis Nursing Home,,http://www.kiwanisnursinghome.com,Kerri Marr,(506) 432-3118,(506) 432-3104,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-90,Lincourt Manor,,,Stacy Butler,(506) 466-7855,(506) 466-7853,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-91,Loch Lomond Villa,,http://www.lochlomondvilla.com,Cindy Donovan,(506) 643-7175,(506) 643-7179,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-92,Passamaquoddy Lodge,,http://www.passamaquoddylodge.ca,Lezlie LeBlanc,(506) 529-5240,(506) 529-5258,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-93,Rocmaura,,http://www.rocmaura.com,Sheana Mohra,(506) 643-7050,(506) 643-7053,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-94,Turnbull Nursing Home,,,Patti Alcorn,(506) 643-7200,(506) 648-9786,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-95,Carleton Manor,,http://www.carletonmanor.com,Angela Acott-Smith,(506) 325-4373,(506) 325-4618,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-96,Central Carleton Nursing Home,,,Kristi Schriver,(506) 375-3033,(506) 375-3035,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-97,Central N.B. Nursing Home,,,Manley Black,(506) 369-7262,(506) 369-2331,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-98,Mill Cove Nursing Home,,http://www.millcovenh.com,Dan Gilman,(506) 488-3033,(506) 488-3037,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-99,Nashwaak Villa,,,Daphne Noonan,(506) 367-7734,(506) 367-7745,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-100,Orchard View,,http://www.orchardviewcare.ca,Steve Little,(506) 488-3544,(506) 488-3551,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-101,Pine Grove,,http://www.pinegrovenh.com,Cheryl Wiggins,(506) 444-3400,(506) 444-3407,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-102,River View Manor,,http://www.riverviewmanor.ca,Guildo Cyr,(506) 278-6030,(506) 278-5962,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-103,Thomas Hall,,http://www.shannex.com,Pam Bowen,(506) 447-6440,(506) 447-6441,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-104,Tobique Valley Manor,,,Charlotte Bellefleur,(506) 356-6040,(506) 356-6041,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-105,Victoria Glen Manor,,http://www.vgm.ca,Donna Miller-Wallace,(506) 273-4885,(506) 273-4975,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-106,W.G. Bishop Nursing Home,,,Charlene Cobbett,(506) 327-7853,(506) 327-7812,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-107,Wauklehegan Manor,,http://waukleheganmanor.weebly.com,Mike Harvey,(506) 784-6303,(506) 784-6344,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-108,White Rapids Manor,,http://www.whiterapidsmanor.nb.ca,Kathy Jenkins,(506) 368-6508,(506) 368-6512,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-109,York Care Centre,,http://www.yorkmanor.nb.ca,Kevin Harter,(506) 444-3880,(506) 444-3544,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-110,Foyer Notre-Dame de St-LÃ©onard,,,Violette Thibodeau,(506) 423-3100,(506) 423-3152,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-111,Foyer Ste-Elizabeth,,,Monique Gendron,(506) 258-3020,(506) 258-3010,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-112,RÃ©sidence Mgr. Melanson,,,AndrÃ© Savoie,(506) 235-6030,(506) 235-6075,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-113,RÃ©sidences Jodin,,,David Couturier,(506) 501-3014  ,(506) 501-3015,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-114,Villa des Chutes,,,AmÃ©lie Cayouette,(506) 473-7726,(506) 473-7849,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-115,Campbellton Nursing Home,,,Ken Murray,(506) 789-7350,(506) 789-7360,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-116,Dalhousie Nursing Home,,,Diane LÃ©ger,(506) 684-7800,(506) 684-7832,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-117,Foyer Notre-Dame de Lourdes,,http://www.fndl.org,LÃ©o-Paul Sonier,(506) 549-5085,(506) 549-5052,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-118,Manoir Edith B. Pinet,,,Bruno Holmes,(506) 764-2444,(506) 764-2451,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-119,RÃ©sidences Inkerman,,,Michel HachÃ©,(506) 336-3909,.,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-120,RÃ©sidences Lucien Saindon,,,GaÃ«tan HachÃ©,(506) 344-3232,(506) 344-3240,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-121,RÃ©sidences Mgr. Chiasson,,,Anne-Marie Richardson Chiasson,(506) 336-3266,(506) 336-3099,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-122,Villa BeausÃ©jour,,,Roger Landry,(506) 726-2744,(506) 726-2745,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-123,Villa Chaleur Inc.,,http://www.abschi.com,Victor Shea,(506) 549-5582,(506) 545-6424,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-124,Villa Sormany,,,Wayne McWilliams,(506) 542-2731,(506) 542-2733,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-125,Villa St-Joseph,,,Serge Robichaud,(506) 394-4800,(506) 394-4826,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-126,Foyer Assomption,,,Anne Babineau,(506) 775-2040,(506) 775-2053,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-127,Le Complexe Rendez-Vous Inc.,,,Ronald LeBlanc,(506) 776-0640,(506) 776-0608,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-128,Miramichi Senior Citizens Home,,,Jean Doyle,(506) 778-6810,(506) 778-6860,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-129,Mount St. Joseph,,http://www.mountsj.ca,Debbie Walls,(506) 778-6550,(506) 778-0193,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-130,Tabusintac Nursing Home,,,Joanne Sonier,(506) 779-4100,(506) 779-8149,,saintjohn,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-131,Drew Nursing Home,,http://www.drewnursinghome.ca/,Linda Shannon,(506) 364-4900,(506) 364-4921,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-132,Forest Dale Home,,http://www.forestdalehome.ca,Vicki Caissie,(506) 882-3015,(506) 882-3014,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-133,Foyer St-Antoine,,http://www3.nbnet.nb.ca/fsa,George Cormier,(506) 525-4040,(506) 525-4090,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-134,Jordan Lifecare Centre,,,Gary Buchanan,(506) 756-3355,(506) 756-2081,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-135,Kenneth E. Spencer,,http://www.abschi.com/,Victor Shea,(506) 858-7870,(506) 858-9674,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-136,La Villa Maria,,,Jean-Paul Mazerolle,(506) 876-3488,(506) 876-3466,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-137,Le Foyer St-Thomas (Memramcook),,,Paul Rossignol,(506) 758-2110,(506) 758-9489,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-138,Manoir St-Jean Baptiste,,,Ian Drapeau,(506) 743-7344,(506) 743-7343,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-139,Monarch Hall,,http://www.shannex.com,Carole Morey,(506) 387-3168,(506) 387-3167,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-140,Rexton Lions Nursing Home,,,Nancy Cail,(506) 523-7720,(506) 523-7703,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-141,The Salvation Army Lakeview Manor,,,Kym Elder,(506) 387-2012,(506) 387-7200,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-142,Villa du Repos,,,Ronald LeBlanc,(506) 857-3560,(506) 859-1619,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-143,Villa Providence Shediac,,,Ronald LeBlanc,(506) 532-4484,(506) 532-5909,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-144,Westford Nursing Home,,http://www.westfordnursinghome.com,Judy White,(506) 538-1302,(506) 538-7293,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-145,Campobello Lodge,,,Sherry Johnston,(506) 752-7101,(506) 752-7105,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-146,Carleton Kirk Lodge,,,Tim Stevens,(506) 643-7040,(506) 643-7038,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-147,Church of St. John & St. Stephen,,,Shelley Fulton,(506) 643-6001,(506) 643-6126,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-148,Dr. V.A. Snow Centre,,http://www.snownursing.com,Terry O'Neill,(506) 832-6210,(506) 832-7674,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-149,Embassy Hall,,http://www.shannex.com,John Campbell,(506) 848-3170,(506) 848-3171,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-150,Fundy Nursing Home,,,Debbie Harris,(506) 456-4218,(506) 456-3057,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-151,Grand Manan Nursing Home,,,Joanne Ingalls,(506) 662-7111,(506) 662-7117,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-152,Kennebec Manor,,,Judy Lane,(506) 632-9628,(506) 658-9376,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-153,Kings Way Care Center,,,Judy Lane,(506) 847-1131,(506) 847-1134,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-154,Kiwanis Nursing Home,,http://www.kiwanisnursinghome.com,Kerri Marr,(506) 432-3118,(506) 432-3104,,fredericton,NB,,Nursing Home
Canada-NB-13-NursingHomes-13-NursingHomes-155,Lincourt Manor,,,Stacy Butler,(506) 466-7855,(506) 466-7853,,fredericton,NB,,Nursing Home
