row_id,﻿name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,contact,phone,cell,fax,email,street_address,po_box,city,province,postal_code,country,facility_type
Canada-SK-39-NursingHomes-39-NursingHomes-11,Regina Lutheran Home,,,,,,,,,,http://www.rqhealth.ca/facilities/regina-lutheran-home,,306-543-4055,,306-543-4094,,1925 5th Avenue North,,Regina,SK,S4R 7W1,Canada,Nursing Home
Canada-SK-39-NursingHomes-39-NursingHomes-12,Long Lake Valley Integrated Facility,,,,,,,,,,http://www.rqhealth.ca/facilities/long-lake-valley-integrated-facility,,306-963-2320,,306-963-2336,,P.O. Box 180,,Imperial,SK,S0G 2J0,Canada,Nursing Home
Canada-SK-39-NursingHomes-39-NursingHomes-13,Qu‰ÛªAppelle House,,,,,,,,,,http://www.rqhealth.ca/facilities/qu-appelle-house,,306-522-0335,,,,1425 College Avenue,,Regina,SK,S4P 1B4,Canada,Nursing Home
Canada-SK-39-NursingHomes-39-NursingHomes-14,Lumsden and District Heritage Home,,,,,,,,,,http://www.rqhealth.ca/facilities/lumsden-and-district-heritage-home,,306-731-2247,,,,10 Aspen Bay,,Lumsden,SK,S0G 3C0,Canada,Nursing Home
Canada-SK-39-NursingHomes-39-NursingHomes-15,Grenfell Pioneer Home,,,,,,,,,,http://www.rqhealth.ca/facilities/grenfell-pioneer-home,,306-697-2842,,306-697-2280,,710 Regina Avenue,Box 760,Grenfell,SK,S0G 2B0,Canada,Nursing Home
Canada-SK-39-NursingHomes-39-NursingHomes-16,Golden Prairie Home,,,,,,,,,,http://www.rqhealth.ca/facilities/golden-prairie-home,,306-695-3636,,306-695-2698,,916 Eden Street,Box 250,Indian Head,SK,S0G 2K0,Canada,Nursing Home
Canada-SK-39-NursingHomes-39-NursingHomes-17,Extendicare Sunset,,,,,,,,,,http://www.rqhealth.ca/facilities/sunset-extendicare,,306-586-3355,,306-584-8082,,260 Sunset Drive,,Regina,SK,S4S 2S3,Canada,Nursing Home
Canada-SK-39-NursingHomes-39-NursingHomes-18,Montmartre Health Centre,,,,,,,,,,http://www.rqhealth.ca/facilities/montmartre-health-centre,,306-424-2222,,306-424-2227,,237 2nd Ave. E,Box 206,Montmarte,SK,S0G 3M0,Canada,Nursing Home
Canada-SK-39-NursingHomes-39-NursingHomes-19,Extendicare Parkside,,,,,,,,,,http://www.rqhealth.ca/facilities/extendicare-parkside,,306-586-0220,,306-585-0622,,4540 Rae Street,,Regina,SK,S4S 3B4,Canada,Nursing Home
Canada-SK-39-NursingHomes-39-NursingHomes-20,Extendicare Elmview,,,,,,,,,,http://www.rqhealth.ca/facilities/extendicare-elmview,,306-586-1787,,306-585-0255,,4125 Rae Street,,Regina,SK,S4S 3A5,Canada,Nursing Home
Canada-SK-39-NursingHomes-39-NursingHomes-21,Echo Lodge Special Care Home,,,,,,,,,,http://www.rqhealth.ca/facilities/echo-lodge-special-care-home,,306-332-2340,,306-332-5708,,560 Broadway Street West,Box 1790,Fort Qu'Appelle,SK,S0G 1S0,Canada,Nursing Home
Canada-SK-39-NursingHomes-39-NursingHomes-22,Cupar and District Nursing Home,,,,,,,,,,http://www.rqhealth.ca/facilities/cupar-district-nursing-home,,306-723-4666,,,,213 Mills Street,,Cupar,SK,S0G 0Y0,Canada,Nursing Home
Canada-SK-39-NursingHomes-39-NursingHomes-23,Broadview Centennial Lodge,,,,,,,,,,http://www.rqhealth.ca/facilities/broadview-centennial-lodge,,306-696-5530,,306-696-5531,,310 Calgary Street,Box 670,Broadview,SK,S0G 0K0,Canada,Nursing Home
