row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,class,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,license_renewal_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,alzeimers_special_care_unit_provided,street_address,po_box,city,province,postal_code,country
USA-LA-94-AssistedLiving-94-AssistedLiving-11,Azalea Estates of Monroe - Old Sterlington,12913,,,,,,,,,http://azaleaestates.com/louisiana/,http://www.lalaonline.org/members/?id=25578756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,No,,,Monroe,LA,71203,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-12,"Scott Kantor, Director of Operations, Bloom Senior Living (Bloom at Bossier)",,,,,,,,,,http://bloomatbossier.com,http://www.lalaonline.org/members/?id=33672258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Bossier City,LA,71112,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-13,Azalea Estates of Shreveport,11639,,,,,,,,,http://azaleaestates.com/louisiana/,http://www.lalaonline.org/members/?id=25578759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,No,,,Shreveport,LA,71115,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-14,"Cecelia Rivere, Executive Assistant, Azalea Estates of Gonzales - Purpera",,,,,,,,,,http://azaleaestates.com/louisiana/,http://www.lalaonline.org/members/?id=28829937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Gonzales,LA,70737,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-15,"Auto-Chlor Services, LLC",,,,,,,,,,,http://www.lalaonline.org/members/?id=43468054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,500 Dakin St.,,Jefferson,LA,70121,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-16,"Meaghan McDermott, Woldenberg Village Retirement Community",,,,,,,,,,http://www.touro.com/content/wv/assisted.htm,http://www.lalaonline.org/members/?id=25706400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,New Orleans,LA,70114,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-17,Azalea Estates of Slidell - Robert,11643,,,,,,,,,http://azaleaestates.com/louisiana/,http://www.lalaonline.org/members/?id=25578760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Slidell,LA,70458,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-18,Vista Shores Assisted Living,AC0010701,,,,,,,,,http://www.vistashores.com/,http://www.lalaonline.org/members/?id=25578837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,Yes,,,New Orleans,LA,70122,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-19,Woldenberg Village Retirement Community,,,,,,,,,,http://www.touro.com/content/wv/assisted.htm,http://www.lalaonline.org/members/?id=25578817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,New Orleans,LA,70114,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-20,Villa Maria Retirement Center,,,,,,,,,,,http://www.lalaonline.org/members/?id=42088900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,3905 Kingston Place,,Lake Charles,LA,70605,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-21,"Carmel Fazzio, Bookkeeper, Villa Maria Retirement Center",,,,,,,,,,http://villamaria-web.org,http://www.lalaonline.org/members/?id=43380493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Lake Charles,LA,70605,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-22,Villa Maria Retirement Center,2197,,,,,,,,,http://villamaria-web.org,http://www.lalaonline.org/members/?id=25578834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,No,,,Lake Charles,LA,70605,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-23,The Trace Senior Community,4383,,,,,,,,,http://www.thetrace.com,http://www.lalaonline.org/members/?id=25706392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,Yes,,,Covington,LA,,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-24,"Judie Palmisano, The Trace Senior Community",,,,,,,,,,http://www.thetrace.com,http://www.lalaonline.org/members/?id=37788940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Covington,LA,,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-25,"Diane Moody, Business Office Manager, The Trace Senior Community",,,,,,,,,,http://www.thetrace.com,http://www.lalaonline.org/members/?id=37788921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,, ,,Covington,LA,,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-26,The Suites at Sugar Mill Point,9409,,,,,,,,,http://www.sugarmillpoint.net/,http://www.lalaonline.org/members/?id=25578828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Houma,LA,70360,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-27,"Debi Sunseri, The Trace Senior Community",,,,,,,,,,http://www.thetrace.com,http://www.lalaonline.org/members/?id=37788929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Covington,LA,,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-28,The Homestead Assisted Living,9918,,,,,,,,,,http://www.lalaonline.org/members/?id=25578825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Houma,LA,70360,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-29,The Haven at Windermere & The Haven II,6715,,,,,,,,,http://www.thehavenbr.com/,http://www.lalaonline.org/members/?id=25578824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Baton Rouge,LA,70810,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-30,"Tina Durham or Current Manager, The Pearl at Jamestown",,,,,,,,,,http://.www.phoenixseniorliving.com,http://www.lalaonline.org/members/?id=42293533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,14443 Perkins Rd,,Baton Rouge,LA,70810,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-31,"Billie J. LaJaunie, The Homestead Assisted Living",,,,,,,,,,,http://www.lalaonline.org/members/?id=25706389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Houma,LA,70360,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-32,The Pearl at Jamestown,License#2203782982,,,,,,,,,http://.www.phoenixseniorliving.com,http://www.lalaonline.org/members/?id=41551260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,Yes,14443 Perkins Rd,,Baton Rouge,LA,70810,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-33,The Chateaus at Montclair,2203781600,,,,,,,,,,http://www.lalaonline.org/members/?id=25747166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Shreveport,LA,71115,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-34,"Brandy Lirette, Director of Wellness, The Claiborne at Thibodaux",,,,,,,,,,http://www.theClaiborne.com,http://www.lalaonline.org/members/?id=48749823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,, ,,Thibodaux,LA,70301,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-35,The Cottages at The Glen,13349,,,,,,,,,http://www.theglensystem.org/home/,http://www.lalaonline.org/members/?id=25578820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Shreveport,LA,71115,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-36,The Blake at Lafayette,,,,,,,,,,http://blakeliving.com/locations/lafayette/,http://www.lalaonline.org/members/?id=25578818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,Yes,,,Lafayette,LA,70508,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-37,The Blake at The Grove,2203783426,,,,,,,,,http://www.blakeliving.com/thegrove/home/,http://www.lalaonline.org/members/?id=43680741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,Yes, ,,Baton Rouge,LA,70836,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-38,The Arbor and Terrace of Ruston,2111,,,,,,,,,http://www.arborandterraceofruston.com/index.htm,http://www.lalaonline.org/members/?id=25578816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Ruston,LA,71270,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-39,The Claiborne at Thibodaux,,,,,,,,,,http://www.theClaiborne.com,http://www.lalaonline.org/members/?id=34026185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Thibodaux,LA,70301,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-40,The Stiles Apartments,2120,,,,,,,,,,http://www.lalaonline.org/members/?id=25578826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,Yes,,,Shreveport,LA,71115,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-41,Sunrise of Metairie,14242,,,,,,,,,,http://www.lalaonline.org/members/?id=25578814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Metairie,LA,70002,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-42,Sunrise at Siegen,14438,,,,,,,,,http://www.sunriseseniorliving.com/,http://www.lalaonline.org/members/?id=25578811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Baton Rouge  LA,LA,70810,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-43,"Ryan Rogers, Executive Director, Sunrise at Siegen",,,,,,,,,,http://www.sunriseseniorliving.com/,http://www.lalaonline.org/members/?id=25706380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Baton Rouge  LA,LA,70810,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-44,"Muriel Ryder, Executive Director, The Arbor and Terrace of Ruston",,,,,,,,,,http://www.arborandterraceofruston.com/index.htm,http://www.lalaonline.org/members/?id=25706383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Ruston,LA,71270,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-45,Sunrise of Baton Rouge,13392,,,,,,,,,,http://www.lalaonline.org/members/?id=25578812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,Yes,,,Baton Rouge,LA,70809,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-46,Sullivan Stolier,,,,,,,,,,,http://www.lalaonline.org/members/?id=43031779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,, ,,New Orleans,LA,70112,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-47,St. Joseph Manor,2224,,,,,,,,,http://www.stjosephmanor.org,http://www.lalaonline.org/members/?id=25578809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Thibodaux,LA,70301,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-48,Starvision Satellite Technology,,,,,,,,,,http://www.starvisionsat.com,http://www.lalaonline.org/members/?id=37751050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,13420 Hwy ,,Gulfport,LA,39503,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-49,STAT Home Health,,,,,,,,,,,http://www.lalaonline.org/members/?id=44897481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,"8039 Line Avenue, suite ",,Shreveport,LA,71106,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-50,St. James Place,4647,,,,,,,,,http://stjamesplace.org/,http://www.lalaonline.org/members/?id=25578807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Baton Rouge,LA,70808,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-51,St. Francis Villa,5391,,,,,,,,,,http://www.lalaonline.org/members/?id=25706375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,River Ridge,LA,70123,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-52,StoneBridge Place,13429,,,,,,,,,,http://www.lalaonline.org/members/?id=25578810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,Yes,,,Sulphur,LA,70663,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-53,"Ann Thibodaux, Executive Director, St. Joseph Manor",,,,,,,,,,http://www.stjosephmanor.org,http://www.lalaonline.org/members/?id=25706378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Thibodaux,LA,70301,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-54,Southwind Senior Living Suites,14047,,,,,,,,,http://www.southwindsuites.org,http://www.lalaonline.org/members/?id=25706374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Crowley,LA,,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-55,"Ashley Spera, CNA Supervisor, Southside Gardens",,,,,,,,,,http://www.southsidegardens.com,http://www.lalaonline.org/members/?id=38831141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,, ,,Baton Rouge,LA,70808,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-56,Southside Gardens,AC 0010318,,,,,,,,,http://www.southsidegardens.com,http://www.lalaonline.org/members/?id=25578803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Baton Rouge,LA,70808,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-57,St. James Place,,,,,,,,,,,http://www.lalaonline.org/members/?id=38999105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Baton Rouge,LA,70808,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-58,Senior Living Management,,,,,,,,,,http://www.SLM.net,http://www.lalaonline.org/members/?id=38627664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Bossier City,LA,71111,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-59,"SkyPath Satellite Systems, Inc.",,,,,,,,,,http://www.skypathsystems.com/,http://www.lalaonline.org/members/?id=25580195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Grapevine,LA,76051,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-60,"Shyrell Parker, Director, Southside Gardens",,,,,,,,,,http://www.southsidegardens.com,http://www.lalaonline.org/members/?id=33818601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Baton Rouge,LA,70808,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-61,Schonberg And Associates,,,,,,,,,,,http://www.lalaonline.org/members/?id=41786662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,,LA,,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-62,Southern Pines Retirement Community,5254,,,,,,,,,http://www.southernpineswalker.com/,http://www.lalaonline.org/members/?id=25578802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Walker,LA,70785,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-63,Schonberg And Associates,,,,,,,,,,http://schonbergandassoc.com/,http://www.lalaonline.org/members/?id=25706396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Metairie,LA,70005,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-64,Senior TV,,,,,,,,,,http://www.SeniorTV.com,http://www.lalaonline.org/members/?id=35413289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Akron,LA,44310,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-65,Savannah Grand of West Monroe,2203782253,,,,,,,,,http://www.SavannahGrandWestMonroe@slm.net,http://www.lalaonline.org/members/?id=33561237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,Yes,,,West Monroe,LA,71291,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-66,Schonberg and Associates,,,,,,,,,,,http://www.lalaonline.org/members/?id=44123216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Metairie,LA,70005,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-67,Savannah at The Oaks,AC 2110,,,,,,,,,http://www.oaksofla.com/Savannah,http://www.lalaonline.org/members/?id=25578799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Shreveport,LA,71115,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-68,Savannah Grand of Bossier City,2203782248,,,,,,,,,http://www.SavannahGrandBossierCity@slm.net,http://www.lalaonline.org/members/?id=33645665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,Yes,,,Bossier City,LA,71111,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-69,Savannah Court of Minden,2203782252,,,,,,,,,http://www.SavannahCourtMinden.com,http://www.lalaonline.org/members/?id=33732725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Minden,LA,71055,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-70,SAIA Health Solutions,,,,,,,,,,,http://www.lalaonline.org/members/?id=43072709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,"8146 One Calais Ave, Suite ",,Baton Rouge,LA,70809,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-71,Rosewood Retirement & Assisted Living,5238,,,,,,,,,http://www.rosewoodretirement.com/,http://www.lalaonline.org/members/?id=25578798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Lafayette,LA,70508,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-72,Savannah Court of Bastrop,15543,,,,,,,,,http://www.SavannahCourtBastrop@slm.net,http://www.lalaonline.org/members/?id=33732769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,Yes,,,Bastrop,LA,71220,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-73,"Nicol Hannie, Rosewood Retirement & Assisted Living",,,,,,,,,,http://www.rosewoodretirement.com/,http://www.lalaonline.org/members/?id=25706369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Lafayette,LA,70508,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-74,"Risk Management Providers, Inc.",,,,,,,,,,,http://www.lalaonline.org/members/?id=25580194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Atlanta,LA,30339,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-75,Provident Resources Group,,,,,,,,,,http://ww.provident.org,http://www.lalaonline.org/members/?id=26961793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Baton Rouge,LA,70808,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-76,RehabCare,,,,,,,,,,http://www.rehabcare.com,http://www.lalaonline.org/members/?id=25914435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Louisville,LA,40202,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-77,Point Click Care,,,,,,,,,,,http://www.lalaonline.org/members/?id=49444752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,123 Arbor Place,,Bossier City,LA,71111,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-78,Peristyle Richland House,,,,,,,,,,http://www.peristyleresidences.com/,http://www.lalaonline.org/members/?id=35360424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Metairie,LA,70003,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-79,River Forest Home,,,,,,,,,,,http://www.lalaonline.org/members/?id=50149533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,145 Terra Bella Blvd.,,Covington,LA,70433,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-80,Reinhart Food Service,,,,,,,,,,,http://www.lalaonline.org/members/?id=25580193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,,,,Harahan,LA,70123,USA
USA-LA-94-AssistedLiving-94-AssistedLiving-81,Peristyle Metairie Heights,2203781951,,,,,,,,,http://peristyleresidences.com,http://www.lalaonline.org/members/?id=25847167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assisted Living,,,,,,Yes,,,Metairie,LA,70002,USA
