row_id,name,contact_first_name,contact_last_name,contact_name,email,fax,licensee_contact,licensee_address_line_1,licensee_city,licensee_province,licensee_postal_code,licensee_country,provider_name,primary_phone,primary_phone_extension,secondary_phone,secondary_phone_extension,website,typeofcare,alzheimer_facility,supports_irreversable_dimentia_alzheimers,supports_advanced_aged,supports_alcohol_drug_dependent,supports_developmentally_disabled,supports_emotionally_disturbed_mental_illness,supports_phyically_disabled,supports_pregnant_women,supports_terminally_ill,supports_traumatic_brain_injury,specialty_programs,provides_nursing,low_rate,rents,rent_rate,approximate_start_rate,service_package_rate,subsidized_rent,finances,latitude,longitude,neighborhood,description,company_name,for_profit,admin_first_name,admin_last_name,admin_name,agency,ahca_number,facility_id,federal_provider_number,funding method,owner_name,company_phone,company_phone_extension,owners_and_company,owner_company,owner_agency,owner_adddress_line_1,owner_adddress_line_2,owner_city,owner_fax,owner_name,owner_phone,owner_phone_extension,owner_since,owner_county,owner_state,owner_type,owner_zip,house,address_line_1,address_line_2,location,city,province,postal_code,country,neighborhood
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv10,Brookdale Fountaingrove,,,,,,,,,,,,,(707) 566 8600,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,38.4749415,-122.7229357,,,Emeritus Corporation,,,,"Devine, Daniel",,,496803519,,,,,,,,,,,,,,,,,,,,,,300 Fountaingrove Pkwy,,,Santa Rosa,CA,95403,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv11,Brookdale Northridge,,,,,,,,,,,,,(818) 886 1616,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.25671419999999,-118.5190092,,,Emeritus Corporation,,,,"Pachorek, Cyndie",,,197608720,,,,,,,,,,,,,,,,,,,,,,17650 W Devonshire St,,,Northridge,CA,91325,US,Northridge
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv12,Brookdale Rancho Mirage,,,,,,,,,,,,,(760) 340 5999,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.7579147,-116.3739335,,,S-h Opco Rancho Mirage; Bkd Twenty-one Management,,,,"Schroepfer, Mark",,,336426512,,,,,,,,,,,,,,,,,,,,,,77201 Country Club Dr,,,Rancho Mirage,CA,92270,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv13,Brookdale Riverwalk,,,,,,,,,,,,,(661) 587 0221,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,35.36053020000001,-119.1130854,,,Blc Glenwood-gardens Al-lh; Brookdale Living Comms,,,,Erika Castile,,,157203395,,,,,,,,,,,,,,,,,,,,,,350 Calloway Dr,,,Bakersfield,CA,93312,US,Fairway Oaks
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv14,Brookdale San Dimas,,,,,,,,,,,,,(909) 394 0304,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.0783768,-117.8168206,,,Emeritus Corporation,,,,"Kneedy-cayem, Kara",,,198601907,,,,,,,,,,,,,,,,,,,,,,1740 San Dimas Ave,,,San Dimas,CA,91773,US,Bonita
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv15,Brookdale San Juan Capistrano,,,,,,,,,,,,,(949) 248 8855,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.5008548,-117.6542086,,,S-h Opco San Juan Capistrano; Bkd Twenty-one Mgt,,,,"Rougeux, Brian",,,306004721,,,,,,,,,,,,,,,,,,,,,,31741 Rancho Viejo Rd,,,San Juan Capistrano,CA,92675,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv16,Brookdale Yorba Linda,,,,,,,,,,,,,(714) 777 9666,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.8952397,-117.8211362,,,Emeritus Corporation,,,,Robert Kootnz,,,306004693,,,,,,,,,,,,,,,,,,,,,,17803 Imperial Hwy,,,Yorba Linda,CA,92886,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv17,Canterbury Woods,,,,,,,,,,,,,(831) 373 3111,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,36.6153494,-121.9217175,,,Episcopal Senior Communities,,,,Norma Brambilla,,,270708224,,,,,,,,,,,,,,,,,,,,,,651 Sinex Avenue,,,Pacific Grove,CA,93950,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv18,"Canterbury, The",,,,,,,,,,,,,(310) 541 2410,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.769181,-118.377333,,,Episcopal Communities & Services For Seniors,,,,Sharon Pewtress,,,191603774,,,,,,,,,,,,,,,,,,,,,,5801 West Crestridge Road,,,Rancho Palos Verdes,CA,90274,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv19,Capriana,,,,,,,,,,,,,(714) 589 2866,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.9076211,-117.8482528,,,"Capriana Oper., Oakmont Sr Lvg., Oakmont Mgt Grp.",,,,Samuel M. Faye,,,306004555,,,,,,,,,,,,,,,,,,,,,,460 La Floresta Drive,,,Brea,CA,92821,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv20,Cardinal Point At Mariner Square,,,,,,,,,,,,,(510) 337 1033,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,37.79061659999999,-122.2775892,,,"Cardinal Pt Mariner Sq,oakmont Sr Liv,oakmont Mgt",,,,Douglas Blake,,,15601222,,,,,,,,,,,,,,,,,,,,,,2431 Mariner Square Drive,,,Alameda,CA,94501,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv21,"Carlisle, The",,,,,,,,,,,,,(415) 929 0200,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,37.7863606,-122.4258197,,,Sunrise Carlisle Gp & Lp; Sunrise Senion Lvg Mgt,,,,"Palermo, Patricia",,,385600359,,,,,,,,,,,,,,,,,,,,,,1450 Post St,,,San Francisco,CA,94109,US,Western Addition
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv22,Carlsbad By The Sea,,,,,,,,,,,,,(760) 729 2377,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.1591976,-117.352995,,,Front Porch Communities And Services,,,,Joan E. Johnson,,,374600799,,,,,,,,,,,,,,,,,,,,,,2855 Carlsbad Blvd.,,,Carlsbad,CA,92008,US,Carlsbad Village
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv23,Carmel Valley Manor,,,,,,,,,,,,,(831) 624 1281,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,36.5311272,-121.8261642,,,Northern California Congregational Retirement Home,,,,Jane S. Ipsen,,,270700110,,,,,,,,,,,,,,,,,,,,,,8545 Carmel Valley Road,,,Carmel,CA,93923,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv24,Casa De Flores,,,,,,,,,,,,,(805) 772 7372,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,35.3655073,-120.8249403,,,"Compass Health, Inc., Dba",,,,Stephanie Simonin,,,405800142,,,,,,,,,,,,,,,,,,,,,,1405 Teresa Drive,,,Morro Bay,CA,93442,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv25,Casa De Las Campanas,,,,,,,,,,,,,(858) 451 9152,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.0511222,-117.074534,,,"Casa De Las Campanas/life Care Service, Llc",,,,Kimberly Finch-dominy,,,374600488,,,,,,,,,,,,,,,,,,,,,,18655 West Bernardo Drive,,,San Diego,CA,92127,US,Rancho Bernardo
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv26,Casa Dorinda,,,,,,,,,,,,,(805) 969 8011,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.42892499999999,-119.6384379,,,Montecito Retirement Association,,,,Brian Mccague,,,421700160,,,,,,,,,,,,,,,,,,,,,,300 Hot Springs Rd.,,,Santa Barbara,CA,93108,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv27,Channing House,,,,,,,,,,,,,(650) 327 0950,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,37.4464337,-122.153968,,,Channing House,,,,"Matsumoto, Melvin",,,430700136,,,,,,,,,,,,,,,,,,,,,,850 Webster Street,,,Palo Alto,CA,94301,US,University South
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv28,Claremont Manor,,,,,,,,,,,,,(909) 626 1227,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.0979166,-117.7259855,,,Front Porch,,,,Nancy Harrison,,,197802724,,,,,,,,,,,,,,,,,,,,,,650 W. Harrison Ave.,,,Claremont,CA,91711,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv29,Covenant Village Of Turlock,,,,,,,,,,,,,(209) 632 9976,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,37.5125357,-120.8404895,,,Covenant Retirement Communities West,,,,Charles W. Johnson,,,500301453,,,,,,,,,,,,,,,,,,,,,,2125 N Olive,,,Turlock,CA,95382,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv30,"Covington, The",,,,,,,,,,,,,(949) 362 9662,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.5530039,-117.727273,,,Episcopal Communities & Services For Seniors,,,,Krista Nay,,,306002255,,,,,,,,,,,,,,,,,,,,,,3 Pursuit,,,Aliso Viejo,CA,92656,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv31,Emeritus At Camarillo,,,,,,,,,,,,,(805) 388 8086,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.2266541,-118.9858219,,,Emeritus Corporation,,,,Vincent Gonzaga,,,565801946,,,,,,,,,,,,,,,,,,,,,,6000 Santa Rosa Road,,,Camarillo,CA,91320,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv32,Emeritus At Camarillo,,,,,,,,,,,,,(805) 388 8086,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.2266541,-118.9858219,,,Emeritus Corporation,,,,Vincent Gonzaga,,,565801761,,,,,,,,,,,,,,,,,,,,,,6000 Santa Rosa Road,,,Camarillo,CA,91320,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv33,Emeritus At Carlsbad,,,,,,,,,,,,,(760) 720 9898,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.1743336,-117.3235348,,,Emeritus Corporation,,,,Sasha Hightower,,,374602800,,,,,,,,,,,,,,,,,,,,,,3140 El Camino Real,,,Carlsbad,CA,92008,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv34,Emeritus At Carmel Valley,,,,,,,,,,,,,(858) 259 2222,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,32.9568363,-117.2291167,,,Emeritus Corporation,,,,Fred Jackson,,,374602801,,,,,,,,,,,,,,,,,,,,,,13101 Hartfield Ave,,,San Diego,CA,92130,US,Carmel Valley
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv35,Emeritus At Northridge,,,,,,,,,,,,,(818) 886 1616,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.25671419999999,-118.5190092,,,Emeritus Corporation,,,,Rocio Rubio Busby,,,197608196,,,,,,,,,,,,,,,,,,,,,,17650 West Devonshire Street,,,Northridge,CA,91325,US,Northridge
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv36,Emeritus At Rancho Mirage,,,,,,,,,,,,,(760) 340 5999,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.7567548,-116.4048533,,,Emeritus Corporation,,,,Theresa Ward,,,336425269,,,,,,,,,,,,,,,,,,,,,,72201 Country Club Drive,,,Rancho Mirage,CA,92270,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv37,Emeritus At San Dimas,,,,,,,,,,,,,(909) 394 0304,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.0783768,-117.8168206,,,Emeritus Corporation,,,,Kara Kneedy-cayem,,,197607627,,,,,,,,,,,,,,,,,,,,,,1740 San Dimas Avenue,,,San Dimas,CA,91773,US,Bonita
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv38,Emeritus At San Juan Capistrano,,,,,,,,,,,,,(949) 248 8855,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.5008548,-117.6542086,,,Emeritus Corporation,,,,Robert Koontz,,,306004022,,,,,,,,,,,,,,,,,,,,,,31741 Rancho Viejo Road,,,San Juan Capistrano,CA,92675,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv39,Emeritus At Santa Rosa,,,,,,,,,,,,,(707) 566 8600,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,38.4749415,-122.7229357,,,Emeritus Corporation,,,,"Becker, Sue",,,496803330,,,,,,,,,,,,,,,,,,,,,,300 Fountaingrove Parkway,,,Santa Rosa,CA,95403,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv40,Emeritus At Yorba Linda,,,,,,,,,,,,,(714) 777 9666,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.8952397,-117.8211362,,,Emeritus Corporation (manager),,,,Randall Fuller,,,306004316,,,,,,,,,,,,,,,,,,,,,,17803 Imperial Highway,,,Yorba Linda,CA,92886,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv41,Eskaton Village,,,,,,,,,,,,,(916) 974 2000,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,38.635738,-121.3462169,,,"Eskaton / Eskaton Properties, Inc.",,,,Tighe Hammam,,,340313383,,,,,,,,,,,,,,,,,,,,,,3939 Walnut Avenue,,,Carmichael,CA,95608,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv42,Forest Hill,,,,,,,,,,,,,(831) 657 5200,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,36.61557829999999,-121.919581,,,California-nevada Methodist Homes,,,,Leslie Curtis,,,270700245,,,,,,,,,,,,,,,,,,,,,,551 Gibson Avenue,,,Pacific Grove,CA,93950,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv43,"Forum At Rancho San Antonio, The",,,,,,,,,,,,,(650) 944 0112,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,37.3372552,-122.0867125,,,"Rsarhc, Rsars Inc. & Life Care Services Llc",,,,Nancy Kao,,,435200344,,,,,,,,,,,,,,,,,,,,,,23500 Cristo Rey Drive,,,Cupertino,CA,95014,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv44,Fountaingrove Lodge,,,,,,,,,,,,,(707) 576 1101,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,38.4870002,-122.7222607,,,Fountaingrove Lodge Llc/oakmont Mgt Llc/osl Llc,,,,"May, Robert",,,496803440,,,,,,,,,,,,,,,,,,,,,,4210 Thomas Lake Harris Drive,,,Santa Rosa,CA,95403,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv45,"Fountains At The Carlotta, The",,,,,,,,,,,,,(760) 346 5420,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.7458184,-116.3442595,,,Fountains Gen.ptnr/sr.lvng Hldgs Llc/watermark Ret,,,,Victoria Domingo,,,336410693,,,,,,,,,,,,,,,,,,,,,,41-505 Carlotta Drive,,,Palm Desert,CA,92211,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv46,"Fountains At The Carlotta, The",,,,,,,,,,,,,(760) 346 5420,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.745861,-116.3453846,,,Watermark Carlotta Llc/watermark Retire. Comm. Inc,,,,Jorge Martinez,,,336426769,,,,,,,,,,,,,,,,,,,,,,41505 Carlotta Dr.,,,Palm Desert,CA,92211,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv47,Fountainview At Eisenberg Village,,,,,,,,,,,,,(818) 774 3000,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.1880738,-118.5442531,,,"Fountainview At Eisenberg Vlg,llc.& Evlajha,inc.",,,,"Hernandez,amber",,,197607880,,,,,,,,,,,,,,,,,,,,,,6440 Wilbur Avenue,,,Reseda,CA,91335,US,Reseda
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv48,Freedom Village,,,,,,,,,,,,,(949) 472 4733,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.6218207,-117.6971145,,,"Murphy,n.,sheam,g.,kubicka,c.,kubicka,l.,fpw,llc",,,,Marianne Casino/ J.niblett,,,300606831,,,,,,,,,,,,,,,,,,,,,,23442 El Toro Road,,,Lake Forest,CA,92630,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv49,Friends House,,,,,,,,,,,,,(707) 538 0152,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,38.4719255,-122.6731262,,,"Friends Asso Of Svc For Elderly/retirement Svc,llc",,,,"Hezar, Jasmine",,,496801929,,,,,,,,,,,,,,,,,,,,,,684 Benicia Drive,,,Santa Rosa,CA,95409,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv50,"Glen At Scripps Ranch Ccrc, The",,,,,,,,,,,,,(760) 704 6300,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,32.9736692,-117.0625193,,,"Glen At Scripps Ranch Ccrc Llc, The",,,,Warren Spieker Iii,,,374603600,,,,,,,,,,,,,,,,,,,,,,Pomerado Rd,,,San Diego,CA,92131,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv51,Grand Lake Gardens,,,,,,,,,,,,,(510) 893 8897,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,37.8129744,-122.2490376,,,Abhow & Humangood,,,,Joan Bosworth,,,11400246,,,,,,,,,,,,,,,,,,,,,,401 Santa Clara Avenue,,,Oakland,CA,94610,US,Grand Lake
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv52,Heritage On The Marina,,,,,,,,,,,,,(415) 202 0300,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,37.802903,-122.431016,,,San Francisco Ladies' Protection & Relief Society,,,,Marla Long Hastings,,,380500295,,,,,,,,,,,,,,,,,,,,,,3400 Laguna St.,,,San Francisco,CA,94123,US,Marina District
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv53,Hollenbeck Palms,,,,,,,,,,,,,(323) 263 6195,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.0402378,-118.2199333,,,Hollenbeck Palms,,,,"Heideman, William G.",,,191800001,,,,,,,,,,,,,,,,,,,,,,573 S. Boyle Ave,,,Los Angeles,CA,90033,US,Central LA
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv54,"Inland Christian Home, Inc",,,,,,,,,,,,,(909) 983 0084,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.0376957,-117.6705503,,,"Inland Christian Home, Inc",,,,Mary Wolff,,,360902944,,,,,,,,,,,,,,,,,,,,,,1950 South Mountain Avenue,,,Ontario,CA,91762,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv55,La Costa Glen Carlsbad,,,,,,,,,,,,,(760) 704 1000,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,33.0750541,-117.2667144,,,La Costa Glen Carlsbad Ccrc Llc/life Care Svcs Llc,,,,David Armour,,,374600637,,,,,,,,,,,,,,,,,,,,,,1950 Silverleaf Circle,,,Carlsbad,CA,92009,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv56,Lake Park,,,,,,,,,,,,,(510) 835 5511,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,37.8052943,-122.2639631,,,California - Nevada Methodist Homes,,,,Mindy Han,,,11400369,,,,,,,,,,,,,,,,,,,,,,1850 Alice,,,Oakland,CA,94612,US,Downtown Oakland
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv57,Lincoln Glen Assisted Living Center,,,,,,,,,,,,,(408) 267 4872,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,37.2755633,-121.8957617,,,"Lincoln Glen Manor For Senior Citizens, Inc.",,,,Barbara Feiller,,,435200941,,,,,,,,,,,,,,,,,,,,,,2671 Plummer Avenue,,,San Jose,CA,95125,US,Willow Glen South - Lincoln Glen
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv58,Los Gatos Meadows,,,,,,,,,,,,,(408) 354 0211,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,37.2204143,-121.9870895,,,Episcopal Senior Communities,,,,Christopher Ichien,,,430700382,,,,,,,,,,,,,,,,,,,,,,110 Wood Road,,,Los Gatos,CA,95030,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv59,Marguerite Gardens,,,,,,,,,,,,,(626) 300 0400,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.1024129,-118.1302144,,,California P.e.o Home Corporation,,,,Kristis Ferris,,,191501682,,,,,,,,,,,,,,,,,,,,,,700 North Stoneman Avenue,,,Alhambra,CA,91801,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv60,Masonic Home For Adults,,,,,,,,,,,,,(510) 471 3434,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,37.598339,-122.0059823,,,Masonic Homes Of California,,,,Franco Diamond,,,11440129,,,,,,,,,,,,,,,,,,,,,,34400 Mission Blvd.,,,Union City,CA,94587,US,
USA-CA-54-CA-CommunityCare-output-NORMALIZED.csv61,Masonic Homes For Adults,,,,,,,,,,,,,(626) 251 2200,,,,,Assisted Living;Continuing Care,,,,,,,,,,,,,,,,,,,,34.08498700000001,-117.856698,,,Masonic Homes Of California,,,,Judy Figueroa,,,191592287,,,,,,,,,,,,,,,,,,,,,,1650 East Old Badillo St,,,Covina,CA,91724,US,Charter Oak
