row_id,﻿Facility Name,Type,Short Description,Contact Phone,Address,City,Province,Country,Postal Code,Link to Details
Canada-National-34-CAN-RetirementHomes-output-26,Chartwell Imperial Place Retirement Residence,Retirement Home,"Newly renovated, assistance with daily living",778-735-0540,13853 102nd Avenue,Surrey,BC,Canada,V3T 5P6,http://chartwell.com/Retirement-Homes/Chartwell-Imperial-Place-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-27,Chartwell Lynnwood Retirement Residence,Retirement Home,"Independent living, focus on wellness and support",604-426-0453,9168 Corbould Street,Chilliwack,BC,Canada,V2P 8A1,http://chartwell.com/Retirement-Homes/Chartwell-Lynnwood-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-28,Chartwell Willow Retirement Community,Retirement Home,"Assisted living, memory care, long term care",604-676-3099,12275 - 224th Street,Maple Ridge,BC,Canada,V2X 6H5,http://chartwell.com/Retirement-Homes/Chartwell-Willow-Retirement-Community
Canada-National-34-CAN-RetirementHomes-output-29,Chartwell Churchill House Retirement Residence,Retirement Home,Wide range of personal support services,778-382-0098,150 West 29th Street,North Vancouver,BC,Canada,V7N 0A1,http://chartwell.com/Retirement-Homes/Chartwell-Churchill-House-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-30,Chartwell Ridgepointe Retirement Residence,Retirement Home,Independent and supportive retirement lifestyle set in gorgeous Kamloops location,778-376-2002,1789 Primrose Court,Kamloops,BC,Canada,V1S 0B7,http://chartwell.com/Retirement-Homes/Chartwell-Ridgepointe-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-31,Chartwell Renaissance Retirement Residence,Retirement Home,"Independent lifestyle, on-site shuttle, varied activities",778-726-0841,6676 203rd Street,Langley,BC,Canada,V2Y 2Z1,http://chartwell.com/Retirement-Homes/Chartwell-Renaissance-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-32,Chartwell Birchwood Retirement Residence,Retirement Home,"Experienced staff, variety of accommodation and supportive living options.",604-426-0455,45650 Patten Avenue,Chilliwack,BC,Canada,V2P 1S4,http://chartwell.com/Retirement-Homes/Chartwell-Birchwood-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-33,Chartwell Carrington House Retirement Residence,Retirement Home,"Supportive and assisted living, close-knit community",604-557-5152,32679 - 6th Avenue,Mission,BC,Canada,V2V 1Y8,http://chartwell.com/Retirement-Homes/Chartwell-Carrington-House-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-34,Chartwell Carrington Place Retirement Residence,Retirement Home,Offering independent supportive and assisted living lifestyles in beautiful Vernon.,866-237-1512,4651 23rd Street,Vernon,BC,Canada,V1T 4K7,http://chartwell.com/Retirement-Homes/Chartwell-Carrington-Place-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-35,Chartwell Cedarbrooke Retirement Residence,Retirement Home,All-inclusive luxury residence with scenic surroundings,604-557-5154,32331 - 7th Avenue,Mission,BC,Canada,V2V 6T7,http://chartwell.com/Retirement-Homes/Chartwell-Cedarbrooke-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-36,Chartwell Chatsworth Retirement Residence,Retirement Home,Full-service retirement home offering independent supportive living services.,778-738-0623,1831 Parkview Crescent,Kelowna,BC,Canada,V1X 7G7,http://chartwell.com/Retirement-Homes/Chartwell-Chatsworth-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-37,Chartwell Oak Park Terrace Retirement Residence,Retirement Home,"Main-level suites, easy access to amenities",226-526-9690,"1750 E.C. Row, North Service Road",Windsor,ON,Canada,N8W 1Y3,http://chartwell.com/Retirement-Homes/Chartwell-Oak-Park-Terrace-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-38,Chartwell Oakville Retirement Residence,Retirement Home,Combining independence and supportive living in a well-appointed residence,289-644-2959,180 Oak Park Boulevard,Oakville,ON,Canada,L6H 0A6,http://chartwell.com/Retirement-Homes/Chartwell-Oakville-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-39,Chartwell Centennial Retirement Residence,Retirement Home,Independent lifestyle with additional support as needed,289-634-7773,259 Hillcroft Street,Oshawa,ON,Canada,L1G 8E4,http://chartwell.com/Retirement-Homes/Chartwell-Centennial-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-40,Chartwell Oak Park LaSalle Retirement Residence,Retirement Home,"Main-level suites, welcoming community setting",226-526-9692,3955 Thirteenth Street,Lasalle,ON,Canada,N9H 2S7,http://chartwell.com/Retirement-Homes/Chartwell-Oak-Park-LaSalle-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-41,Chartwell Chateau Cornwall Retirement Residence,Retirement Home,A bilingual retirement residence with city amenities,613-937-7275,41 Amelia Street,Cornwall,ON,Canada,K6H 7E5,http://chartwell.com/Retirement-Homes/Chartwell-Chateau-Cornwall-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-42,Chartwell Chateau Georgian Retirement Residence,Retirement Home,"Enriching, independent supportive living retirement in Timmins",705-269-0285,455 Cedar Street North,Timmins,ON,Canada,P4N 8K4,http://chartwell.com/Retirement-Homes/Chartwell-Chateau-Georgian-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-43,Chartwell Brant Centre Long Term Care Residence,Long-Term Care,"Warm sense of community, strong volunteer presence",905-639-2848,1182 Northshore Boulevard East,Burlington,ON,Canada,L7S 1C5,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Brant-Centre-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-44,Chartwell Muskoka Traditions Retirement Residence,Retirement Home,Full-service retirement home in an idyllic Muskoka setting,705-224-0132,16 Legacy Lane,Huntsville,ON,Canada,P1H 0B1,http://chartwell.com/Retirement-Homes/Chartwell-Muskoka-Traditions-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-45,Chartwell New Edinburgh Square Retirement Residence,Retirement Home,Urban appeal with customizable care services,343-882-4758,420 MacKay Street,Ottawa,ON,Canada,K1M 2C4,http://chartwell.com/Retirement-Homes/Chartwell-New-Edinburgh-Square-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-46,Chartwell Niagara Long Term Care Residence,Long-Term Care,Picturesque views in compassionate and respectful environment,905-468-2111,"120 Wellington Street, Box 985",Niagara-on-the-Lake,ON,Canada,L0S 1J0,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Niagara-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-47,Chartwell Bon Air Long Term Care Residence,Long-Term Care,Continuum of care offers LTC and retirement suites,705-432-2385,131 Laidlaw Street South,Cannington,ON,Canada,L0E 1E0,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Bon-Air-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-48,Chartwell Avondale Retirement Residence,Retirement Home,A welcoming retirement home located in Leslieville,647-547-1812,1238 Queen Street East,Toronto,ON,Canada,M4L 1C3,http://chartwell.com/Retirement-Homes/Chartwell-Avondale-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-49,Chartwell Aylmer Long Term Care Residence,Long-Term Care,Resident in a small-town setting,519-773-3423,465 Talbot Street West,Aylmer,ON,Canada,N5H 1K8,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Aylmer-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-50,Chartwell Ballycliffe Long Term Care and Retirement Residence,Long-Term Care,Continuum of care offers LTC and retirement suites,289-608-9888,70 Station Street,Ajax,ON,Canada,L1S 1R9,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Ballycliffe-Long-Term-Care-and-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-51,Chartwell Bankside Retirement Residence,Retirement Home,Independence and support paired with quality care,226-336-8940,71 Bankside Drive,Kitchener,ON,Canada,N2N 3L1,http://chartwell.com/Retirement-Homes/Chartwell-Bankside-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-52,Chartwell Barclay House Retirement Residence,Retirement Home,Independent lifestyle with additional support available,705-707-0998,600 Chippewa Street West,North Bay,ON,Canada,P1B 9E7,http://chartwell.com/Retirement-Homes/Chartwell-Barclay-House-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-53,Chartwell Barrington Retirement Residence,Retirement Home,"Excellent care and active, welcoming lifestyle",705-881-9882,450 Yonge Street ,Barrie,ON,Canada,L4N 4E2,http://chartwell.com/Retirement-Homes/Chartwell-Barrington-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-54,Chartwell Barton Retirement Residence,Retirement Home,Modern amenities providing a variety of accommodations,289-366-3688,17290 Leslie Street,Newmarket,ON,Canada,L3Y 3E1,http://chartwell.com/Retirement-Homes/Chartwell-Barton-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-55,Chartwell Martha's Landing Retirement Residence,Retirement Home,Combine waterfront ambiance with active retirement living,289-635-3192,2109 Lakeshore Road,Burlington,ON,Canada,L7R 4Z4,http://chartwell.com/Retirement-Homes/Chartwell-Martha's-Landing-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-56,Chartwell Bayview Retirement Residence,Retirement Home,Flexibility of care for better peace of mind,613-689-9984,435 Dundas Street West,Belleville,ON,Canada,K8P 1B6,http://chartwell.com/Retirement-Homes/Chartwell-Bayview-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-57,Chartwell Belcourt résidence pour retraités,Retirement Home,"Bilingual home, offering independent lifestyle with care options available.",613-688-3385,1344 Belcourt Boulevard,Orleans,ON,Canada,K1C 1L9,http://chartwell.com/Retirement-Homes/Chartwell-Belcourt-résidence-pour-retraités
Canada-National-34-CAN-RetirementHomes-output-58,Chartwell McConnell Retirement Residence,Retirement Home,"Bilingual, welcoming retirement home offering continuum of care services.",613-937-7277,801 4th Street East,Cornwall,ON,Canada,K6H 7M8,http://chartwell.com/Retirement-Homes/Chartwell-McConnell-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-59,Chartwell Meadowbrook Retirement Community,Retirement Home,Offering independent apartments or full retirement living,705-836-9998,18 Jacobson Drive,Lively,ON,Canada,P3Y 1P7,http://chartwell.com/Retirement-Homes/Chartwell-Meadowbrook-Retirement-Community
Canada-National-34-CAN-RetirementHomes-output-60,Chartwell Christopher Terrace Retirement Residence,Retirement Home,"Historic Roseland neighbourhood, care and service options",289-635-3194,3131 New Street,Burlington,ON,Canada,L7N 3P8,http://chartwell.com/Retirement-Homes/Chartwell-Christopher-Terrace-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-61,Chartwell Rideau Place Retirement Residence,Retirement Home,"Elegant retirement residence, customizable services and care",343-882-4760,550 Wilbrod Street,Ottawa,ON,Canada,K1N 9M3,http://chartwell.com/Retirement-Homes/Chartwell-Rideau-Place-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-62,Chartwell Deerview Crossing Retirement Residence,Retirement Home,Newly built residence with secure memory care floor,289-309-7436,460 Rymal Road West,Hamilton,ON,Canada,L9B 0B2,http://chartwell.com/Retirement-Homes/Chartwell-Deerview-Crossing-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-63,Chartwell Rouge Valley Retirement Residence,Retirement Home,Flexible lifestyle options to support your needs,289-378-6653,5958 16th Avenue,Markham,ON,Canada,L3P 8N1,http://chartwell.com/Retirement-Homes/Chartwell-Rouge-Valley-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-64,Chartwell Royal Marquis Retirement Residence,Retirement Home,Warm and elegant with care options available,226-526-9694,590 Grand Marais Road East,Windsor,ON,Canada,N8X 3H4,http://chartwell.com/Retirement-Homes/Chartwell-Royal-Marquis-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-65,Chartwell Royal Oak Long Term Care Residence,Long-Term Care,Varying healthcare needs in a welcoming environment,519-733-9303,1750 Division Road North,Kingsville,ON,Canada,N9Y 4G7,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Royal-Oak-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-66,Chartwell Royal on Gordon Retirement Residence,Retirement Home,"Full-service home, supportive care services and beautiful outdoor space.",226-706-8823,1691 Gordon Street,Guelph,ON,Canada,N1L 1E1,http://chartwell.com/Retirement-Homes/Chartwell-Royal-on-Gordon-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-67,Chartwell Royalcliffe Retirement Residence,Retirement Home,"Newly built, affordable luxury independent living",226-667-8063,609 Wharncliffe Road South,London,ON,Canada,N6J 0A4,http://chartwell.com/Retirement-Homes/Chartwell-Royalcliffe-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-68,Chartwell Scarlett Heights Retirement Residence,Retirement Home,Personalized approach to individual care needs,647-846-7006,4005 Eglinton Avenue West,Etobicoke,ON,Canada,M9A 5H3,http://chartwell.com/Retirement-Homes/Chartwell-Scarlett-Heights-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-69,Chartwell Southwind Retirement Residence,Retirement Home,Independent living for active seniors with support options,705-885-9643,1645 Paris Street,Sudbury,ON,Canada,P3E 6L5,http://chartwell.com/Retirement-Homes/Chartwell-Southwind-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-70,Chartwell Park Place Retirement Residence,Retirement Home,Independent and supportive living retirement residence in Aurora.,289-648-4112,15055 Yonge Street,Aurora,ON,Canada,L4G 6T4,http://chartwell.com/Retirement-Homes/Chartwell-Park-Place-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-71,Chartwell Parkhill Long Term Care Residence,Long-Term Care,"24-hour nursing support, newly renovated",519-294-6342,250 Tain Street,Parkhill,ON,Canada,N0M 2K0,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Parkhill-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-72,Chartwell Parkway Retirement Residence,Retirement Home,Quaint retirement home in Pickering offering personalized care and support.,289-608-9886,1645 Pickering Parkway,Pickering,ON,Canada,L1V 7E9,http://chartwell.com/Retirement-Homes/Chartwell-Parkway-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-73,Chartwell Pembroke Heritage Retirement Residence,Retirement Home,Charming country living with multiple care options.,613-775-5008,1111 Pembroke Street West,Pembroke,ON,Canada,K8A 8P6,http://chartwell.com/Retirement-Homes/Chartwell-Pembroke-Heritage-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-74,Chartwell Pickering City Centre Retirement Residence,Retirement Home,Independent retirement living offering customized support,289-631-1943,1801 Valley Farm Road,Pickering,ON,Canada,L1V 0A5,http://chartwell.com/Retirement-Homes/Chartwell-Pickering-City-Centre-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-75,Chartwell Pinewood Retirement Residence,Retirement Home,Family like environment with personalized care,613-775-5006,1022 Pembroke Street East,Pembroke,ON,Canada,K8A 8A7,http://chartwell.com/Retirement-Homes/Chartwell-Pinewood-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-76,Chartwell Quail Creek Retirement Residence,Retirement Home,Cozy community fostering independence,866-245-1947,450 Albert Street,Renfrew,ON,Canada,K7V 4K4,http://chartwell.com/Retirement-Homes/Chartwell-Quail-Creek-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-77,Queen's Garden Long Term Care Residence,Long-Term Care,High levels of personal care and assistance,905-972-8889,80 Queen Street North,Hamilton,ON,Canada,L8R 3P6,http://chartwell.com/Long-Term-Care-Homes/Queen's-Garden-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-78,Chartwell Queen's Square Retirement Residence,Retirement Home,"Supportive living for independent seniors, downtown Galt",226-533-9708,10 Melville Street North,Cambridge,ON,Canada,N1S 1H5,http://chartwell.com/Retirement-Homes/Chartwell-Queen's-Square-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-79,Chartwell Riverside Retirement Residence,Retirement Home,Charming retirement community with flexible support options in West London,226-667-8061,201 Riverside Drive,London,ON,Canada,N6H 1E5,http://chartwell.com/Retirement-Homes/Chartwell-Riverside-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-80,Chartwell Collegiate Heights Retirement Residence,Retirement Home,All-inclusive services in a beautiful setting,705-256-4678,95 Fauquier Avenue,Sault Ste. Marie,ON,Canada,P6B 0A2,http://chartwell.com/Retirement-Homes/Chartwell-Collegiate-Heights-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-81,Chartwell Robert Speck Retirement Residence,Retirement Home,"Independent, active living, discreet assisted care",289-633-2153,100 Robert Speck Parkway,Mississauga,ON,Canada,L4Z 0A1,http://chartwell.com/Retirement-Homes/Chartwell-Robert-Speck-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-82,Chartwell Rogers Cove Retirement Residence,Retirement Home,Cottage-like atmosphere offering all-inclusive rates,705-224-0130,4 Coveside Drive,Huntsville,ON,Canada,P1H 2J9,http://chartwell.com/Retirement-Homes/Chartwell-Rogers-Cove-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-83,Chartwell Colonial Retirement Residence,Retirement Home,"Quality care, personalized services and welcoming environment",289-638-3530,101 Manning Road,Whitby,ON,Canada,L1N 9M2,http://chartwell.com/Retirement-Homes/Chartwell-Colonial-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-84,Chartwell Conservatory Pond Retirement Residence,Retirement Home,Convenience and customizable services with on-site amenities,613-817-9874,1499 Stoneridge Drive,Kingston,ON,Canada,K7M 9H9,http://chartwell.com/Retirement-Homes/Chartwell-Conservatory-Pond-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-85,Chartwell Rosedale Retirement Residence,Retirement Home,Excellent care in a quiet conveniently located setting,613-499-9982,1813 County Road 2E RR #1,Brockville,ON,Canada,K6V 5T1,http://chartwell.com/Retirement-Homes/Chartwell-Rosedale-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-86,Chartwell Constantia Retirement Residence,Retirement Home,Retirement living in the heart of Thornhill’s Jewish community.,289-588-0973,784 Centre Street,Thornhill,ON,Canada,L4J 9G7,http://chartwell.com/Retirement-Homes/Chartwell-Constantia-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-87,Chartwell Willowdale Retirement Residence,Retirement Home,A cozy and caring atmosphere for your loved one,613-706-2181,9 Armstrong Drive,Smiths Falls,ON,Canada,K7A 5H7,http://chartwell.com/Retirement-Homes/Chartwell-Willowdale-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-88,Chartwell Willowgrove Long Term Care Residence,Long-Term Care,"High levels of personal care, friendly environment",905-304-6781,1217 Old Mohawk Road,Ancaster,ON,Canada,L9K 1P6,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Willowgrove-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-89,Chartwell Woodhaven Long Term Care Residence,Long-Term Care,High levels of care strong community presence,905-472-3320,380 Church Street,Markham,ON,Canada,L6B 1E1,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Woodhaven-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-90,Chartwell Wynfield Long Term Care Residence,Long-Term Care,Continuum of care campus features LTC and retirement suites,905-571-0065,451 Woodmount Drive,Oshawa,ON,Canada,L1G 8E3,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Wynfield-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-91,Chartwell Wynfield Retirement Residence,Retirement Home,"Independent retirement living, engaging activities and delicious dining.",289-634-7775,431 Woodmount Drive,Oshawa,ON,Canada,L1K 0P7,http://chartwell.com/Retirement-Homes/Chartwell-Wynfield-Retirement-Residence
Canada-National-34-CAN-RetirementHomes-output-92,Regina Gardens Long Term Care Residence,Long-Term Care,"Dedicated staff, modern long term care residence",905-383-2970,536 Upper Paradise Road,Hamilton,ON,Canada,L9C 5E3,http://chartwell.com/Long-Term-Care-Homes/Regina-Gardens-Long-Term-Care-Residence
Canada-National-34-CAN-RetirementHomes-output-93,Chartwell Gibson Long Term Care Residence,Long-Term Care,"Campus of care, dementia unit, adjacent retirement home",416-493-4666,1925 Steeles Avenue East,North York,ON,Canada,M2H 2H3,http://chartwell.com/Long-Term-Care-Homes/Chartwell-Gibson-Long-Term-Care-Residence
