name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood
Windsor Place LLC,,,,,,,,,,,,,,,,,,(620) 251-5190,,,,,,,,,,,,,,,,,SNF/NF,,,,2921 W 1st St,,,Coffeyville,,,KS,,67337, USA,37.0434728,-95.65875679999999,
Citizens Medical Center LTCU,,,,,,,,,,,,,,,,,,(785) 462-8295,,,,,,,,,,,,,,,,,LTCU,,,,1625 S Franklin Ave,,,Colby,,,KS,,67701, USA,39.37351469999999,-101.0443589,
The Autumn Place Memory Care Unit,,,,,,,,,,,,,,,,,,(630) 429-1011,,,,,,,,,,,,,,,,,RHCF,,,,315 S E Ave,,,Columbus,,,KS,,66725, USA,37.1678846,-94.8325754,
Glen Carr House,,,,,,,,,,,,,,,,,,(316) 788-9999,,,,,,,,,,,,,,,,,RHCF,,,,1433 N Hamilton Dr,,,Derby,,,KS,,67037, USA,37.56129870000001,-97.23437919999999,
Good Samaritan Society - Dodge City,,,,,,,,,,,,,,,,,,(620) 227-7512,,,,,,,,,,,,,,,,,SNF/NF,,,,501 W Beeson Rd,,,Dodge City,,,KS,,67801, USA,37.7359173,-100.0257991,
Homestead of El Dorado,,,,,,,,,,,,,,,,,,(316) 321-7777,,,,,,,,,,,,,,,,,RHCF,,,,1650 E 12th Ave,,,El Dorado,,,KS,,67042, USA,37.832787,-96.830641,
Morton Co. Senior Living Community,,,,,,,,,,,,,,,,,,(620) 697-2728,,,,,,,,,,,,,,,,,NF,,,,400 Buckmaster Dr,,,Elkhart,,,KS,,67950, USA,37.00196999999999,-101.9058475,
Emporia Presbyterian Manor,,,,,,,,,,,,,,,,,,(620) 343-2613,,,,,,,,,,,,,,,,,SNF/NF,,,,2300 Industrial Rd,,,Emporia,,,KS,,66801, USA,38.425769,-96.2139909,
Eureka Nursing Ctr,,,,,,,,,,,,,,,,,,(620) 583-7418,,,,,,,,,,,,,,,,,SNF/NF,,,,1020 N School St,,,Eureka,,,KS,,67045, USA,37.82899150000001,-96.2914034,
Country Place Memory Care of Ft. Scott,,,,,,,,,,,,,,,,,,(620) 223-1822,,,,,,,,,,,,,,,,,HP,,,,822 Horton St,,,Fort Scott,,,KS,,66701, USA,37.8310542,-94.7136092,
Vintage Park at Fredonia,,,,,,,,,,,,,,,,,,(620) 378-2329,,,,,,,,,,,,,,,,,ALF,,,,2111 E Washington St,,,Fredonia,,,KS,,66736, USA,37.52981570000001,-95.8065038,
Good Samaritan Society - Sherman Co.,,,,,,,,,,,,,,,,,,(785) 890-7517,,,,,,,,,,,,,,,,,SNF/NF,,,,208 W 2nd St,,,Goodland,,,KS,,67735, USA,39.357575,-101.7133156,
Cherry Village,,,,,,,,,,,,,,,,,,(620) 792-2165,,,,,,,,,,,,,,,,,SNF/NF,,,,1401 Cherry Ln,,,Great Bend,,,KS,,67530, USA,38.3654383,-98.81539479999999,
Great Bend Health & Rehab Ctr,,,,,,,,,,,,,,,,,,(620) 792-2448,,,,,,,,,,,,,,,,,SNF/NF,,,,1560 KS-96,,,Great Bend,,,KS,,67530, USA,38.357777,-98.7468712,
Haven House,,,,,,,,,,,,,,,,,,(620) 465-2421,,,,,,,,,,,,,,,,,HP,,,,410 N Reno Ave,,,Haven,,,KS,,67543, USA,37.9073909,-97.7838658,
Good Samaritan Society - Hays,,,,,,,,,,,,,,,,,,(785) 625-7331,,,,,,,,,,,,,,,,,SNF/NF,,,,2700 Canal Blvd,,,Hays,,,KS,,67601, USA,38.8860316,-99.3334144,
Maple Heights Nursing & Rehab Ctr,,,,,,,,,,,,,,,,,,(785) 742-7465,,,,,,,,,,,,,,,,,SNF/NF,,,,302 E Iowa St,,,Hiawatha,,,KS,,66434, USA,39.851288,-95.518958,
Highland Healthcare & Rehab Ctr,,,,,,,,,,,,,,,,,,(785) 442-3217,,,,,,,,,,,,,,,,,SNF/NF,,,,402 South Ave,,,Highland,,,KS,,66035, USA,39.8564172,-95.2705246,
Country Place Memory Care,,,,,,,,,,,,,,,,,,(620) 653-4121,,,,,,,,,,,,,,,,,HP,,,,520 N Vine St,,,Hoisington,,,KS,,67544, USA,38.51872210000001,-98.7798514,
"The Pines, Inc.",,,,,,,,,,,,,,,,,,(785) 364-3314,,,,,,,,,,,,,,,,,HP,,,,725 Iowa Ave,,,Holton,,,KS,,66436, USA,39.4687478,-95.7395121,
Brookdale of Hutchinson,,,,,,,,,,,,,,,,,,(620) 633-9195,,,,,,,,,,,,,,,,,ALF,,,,2416 Brentwood St,,,Hutchinson,,,KS,,67502, USA,38.0808105,-97.906359,
"Wesley Towers, Inc.",,,,,,,,,,,,,,,,,,(620) 663-9175,,,,,,,,,,,,,,,,,SNF/NF,,,,700 Monterey Pl,,,Hutchinson,,,KS,,67502, USA,38.0939018,-97.9452104,
Pleasant View Home,,,,,,,,,,,,,,,,,,(620) 585-6411,,,,,,,,,,,,,,,,,SNF/NF,,,,108 N Walnut St,,,Inman,,,KS,,67546, USA,38.232572,-97.77018199999999,
Valley View Senior Living,,,,,,,,,,,,,,,,,,(785) 762-2162,,,,,,,,,,,,,,,,,SNF/NF,,,,1417 W Ash St,,,Junction City,,,KS,,66441, USA,39.013972,-96.8549743,
Johnsonville Home LLC,,,,,,,,,,,,,,,,,,(913) 371-3995,,,,,,,,,,,,,,,,,HP,,,,2419 N 22nd St,,,Kansas City,,,KS,,66104, USA,39.1338504,-94.65506959999999,Northwest
Morningside Place,,,,,,,,,,,,,,,,,,(913) 901-8500,,,,,,,,,,,,,,,,,RHCF,,,,6921 W 81st St,,,Overland Park,,,KS,,66204, USA,38.98170930000001,-94.6664634,Morningside
The Wheatlands Health Care Ctr,,,,,,,,,,,,,,,,,,(620) 532-5801,,,,,,,,,,,,,,,,,SNF/NF,,,,750 W Washington St,,,Kingman,,,KS,,67068, USA,37.6513278,-98.1226531,
Country Living of Larned Home Plus,,,,,,,,,,,,,,,,,,(620) 285-6212,,,,,,,,,,,,,,,,,HP,,,,710 W 9th St,,,Larned,,,KS,,67550, USA,38.1830465,-99.1071229,
The Arbors at Monterey Village,,,,,,,,,,,,,,,,,,(785) 371-9080,,,,,,,,,,,,,,,,,RHCF,,,,3905 Peterson Rd,,,Lawrence,,,KS,,66049, USA,38.9860576,-95.2902407,
Brandon Woods at Alvamar,,,,,,,,,,,,,,,,,,(913) 838-8000,,,,,,,,,,,,,,,,,SNF/NF,,,,1501 Inverness Dr,,,Lawrence,,,KS,,66047, USA,38.9561144,-95.30363779999999,
The Windsor of Lawrence,,,,,,,,,,,,,,,,,,(785) 832-9900,,,,,,,,,,,,,,,,,ALF,,,,3220 Peterson Rd,,,Lawrence,,,KS,,66049, USA,38.9868562,-95.2758233,
Grace Gardens of Leawood ALF,,,,,,,,,,,,,,,,,,(913) 685-4800,,,,,,,,,,,,,,,,,ALF,,,,5201 W 143rd St,,,Overland Park,,,KS,,66224, USA,38.8683268,-94.646976,Grace Gardens
Sunrise Assisted Living of Leawood,,,,,,,,,,,,,,,,,,(913) 906-0200,,,,,,,,,,,,,,,,,ALF,,,,11661 Granada Ln,,,Leawood,,,KS,,66211, USA,38.9181771,-94.63888519999999,Town Center Business Park
Care Haven Homes - Overbrook,,,,,,,,,,,,,,,,,,(913) 643-0111,,,,,,,,,,,,,,,,,HP,,,,9833 Overbrook Ct,,,Leawood,,,KS,,66206, USA,38.94348009999999,-94.609234,Leawood Estates
Care Haven Homes - Sunflower,,,,,,,,,,,,,,,,,,(913) 643-0111,,,,,,,,,,,,,,,,,HP,,,,9218 Lee Blvd,,,Leawood,,,KS,,66206, USA,38.9619441,-94.6157175,
Brookdale Leawood State Line,,,,,,,,,,,,,,,,,,(913) 345-8808,,,,,,,,,,,,,,,,,RHCF,,,,12724 State Line Rd,,,Leawood,,,KS,,66209, USA,38.89699890000001,-94.60880379999999,Leawood South
Kearny County Hospital LTCU,,,,,,,,,,,,,,,,,,(620) 355-7836,,,,,,,,,,,,,,,,,LTCU,,,,607 Court Pl,,,Lakin,,,KS,,67860, USA,37.9470083,-101.2507041,
Sunrise Assisted Living of Lenexa,,,,,,,,,,,,,,,,,,(913) 307-0665,,,,,,,,,,,,,,,,,ALF,,,,15055 W 87th St Pkwy,,,Lenexa,,,KS,,66215, USA,38.970565,-94.76017399999999,Sunrise Retirement
Benton House of Lenexa,,,,,,,,,,,,,,,,,,(678) 297-0388,,,,,,,,,,,,,,,,,ALF,,,,22000 Prairie Star Pkwy,,,Lenexa,,,KS,,66220, USA,38.9522916,-94.8347086,
Delmar Gardens of Lenexa,,,,,,,,,,,,,,,,,,(913) 492-1130,,,,,,,,,,,,,,,,,SNF/NF,,,,9701 Monrovia St,,,Lenexa,,,KS,,66215, USA,38.95046079999999,-94.7268062,
Leonardville Nursing Home,,,,,,,,,,,,,,,,,,(785) 293-5244,,,,,,,,,,,,,,,,,SNF/NF,,,,409 W Barton Rd,,,Leonardville,,,KS,,66449, USA,39.36375,-96.865776,
Good Samaritan Society - Liberal,,,,,,,,,,,,,,,,,,(620) 624-3831,,,,,,,,,,,,,,,,,SNF/NF,,,,2160 Zinnia Ln,,,Liberal,,,KS,,67901, USA,37.0635007,-100.9249964,
Lyons Good Samaritan Society,,,,,,,,,,,,,,,,,,(620) 257-5163,,,,,,,,,,,,,,,,,SNF/NF,,,,1311 S Douglas Ave,,,Lyons,,,KS,,67554, USA,38.3345727,-98.2076802,
Stoneybrook Assisted Living,,,,,,,,,,,,,,,,,,(785) 537-1065,,,,,,,,,,,,,,,,,ALF,,,,2025 Little Kitten Ave,,,Manhattan,,,KS,,66503, USA,39.206016,-96.633001,
Cambridge Place,,,,,,,,,,,,,,,,,,(785) 562-5321,,,,,,,,,,,,,,,,,SNF/NF,,,,1100 N 16th St,,,Marysville,,,KS,,66508, USA,39.8514883,-96.63749829999999,
Good Samaritan Society - Minneapolis,,,,,,,,,,,,,,,,,,(785) 392-2162,,,,,,,,,,,,,,,,,SNF/NF,,,,615 N Rothsay Ave,,,Minneapolis,,,KS,,67467, USA,39.126589,-97.70181339999999,
Moran Manor,,,,,,,,,,,,,,,,,,(620) 237-4300,,,,,,,,,,,,,,,,,SNF/NF,,,,3940 US-54,,,Moran,,,KS,,66755, USA,37.922197,-95.175455,
Pine Village,,,,,,,,,,,,,,,,,,(620) 345-2901,,,,,,,,,,,,,,,,,SNF/NF,,,,86 22nd Ave,,,Moundridge,,,KS,,67107, USA,38.1874595,-97.5173243,
Vintage Park at Neodesha,,,,,,,,,,,,,,,,,,(620) 325-2244,,,,,,,,,,,,,,,,,ALF,,,,400 Fir St,,,Neodesha,,,KS,,66757, USA,37.4355109,-95.6791446,
Comfort Care Homes of Harvey Co.,,,,,,,,,,,,,,,,,,(316) 804-7220,,,,,,,,,,,,,,,,,HP,,,,1504 Terrace Dr,,,Newton,,,KS,,67114, USA,38.0612206,-97.3526553,
Newton Presbyterian Manor,,,,,,,,,,,,,,,,,,(316) 283-5400,,,,,,,,,,,,,,,,,SNF/NF,,,,1200 E 7th St,,,Newton,,,KS,,67114, USA,38.0515387,-97.32599040000001,
"Andbe Home, Inc.",,,,,,,,,,,,,,,,,,(785) 877-2601,,,,,,,,,,,,,,,,,SNF/NF,,,,201 W Crane St,,,Norton,,,KS,,67654, USA,39.84064470000001,-99.89012540000002,
The Homestead of Olathe North,,,,,,,,,,,,,,,,,,(913) 929-1403,,,,,,,,,,,,,,,,,ALF,,,,791 N Somerset Terrace,,,Olathe,,,KS,,66062, USA,38.892672,-94.78219999999999,Sterling
Azria Health at Olathe,,,,,,,,,,,,,,,,,,(913) 829-2273,,,,,,,,,,,,,,,,,SNF/NF,,,,201 E Flaming Rd,,,Olathe,,,KS,,66061, USA,38.86666290000001,-94.8184623,Royal Terrace
Evergreen Community of Johnson Co.,,,,,,,,,,,,,,,,,,(913) 477-8227,,,,,,,,,,,,,,,,,SNF/NF,,,,11875 S Sunset Dr ,#100,,Olathe,,,KS,,66061, USA,38.9138909,-94.8025675,Johnson County Government Plaza
Good Samaritan Society - Olathe,,,,,,,,,,,,,,,,,,(913) 782-1372,,,,,,,,,,,,,,,,,SNF/NF,,,,20705 W 151st St,,,Olathe,,,KS,,66061, USA,38.8545451,-94.82823929999999,Olathe Medical Center
Pinnacle Ridge Nursing & Rehab Ctr,,,,,,,,,,,,,,,,,,(913) 782-3350,,,,,,,,,,,,,,,,,SNF/NF,,,,400 S Rogers Rd,,,Olathe,,,KS,,66062, USA,38.8777808,-94.79153459999999,Havencroft Industrial Park
Villa St. Francis,,,,,,,,,,,,,,,,,,(913) 829-5201,,,,,,,,,,,,,,,,,SNF/NF,,,,16600 W 126th St,,,Olathe,,,KS,,66062, USA,38.9010671,-94.7814982,Clarion Park Apartments
Aberdeen Village,,,,,,,,,,,,,,,,,,(913) 599-6100,,,,,,,,,,,,,,,,,SNF/NF,,,,17500 W 119th St,,,Olathe,,,KS,,66061, USA,38.91491190000001,-94.7908812,Aberdeen Village
Parkview Care Center,,,,,,,,,,,,,,,,,,(785) 346-2114,,,,,,,,,,,,,,,,,SNF/NF,,,,811 N 1st St,,,Osborne,,,KS,,67473, USA,39.4499522,-98.6945224,
Hickory Point Care & Rehab Center,,,,,,,,,,,,,,,,,,(785) 863-2108,,,,,,,,,,,,,,,,,SNF/NF,,,,700 Cherokee St,,,Oskaloosa,,,KS,,66066, USA,39.213955,-95.31231799999999,
Comfortcare Homes of Ottawa LLC,,,,,,,,,,,,,,,,,,(785) 592-2603,,,,,,,,,,,,,,,,,HP,,,,27 E Rockwood Dr,,,Ottawa,,,KS,,66067, USA,38.5966098,-95.2546526,
Stratford Commons Memory Care,,,,,,,,,,,,,,,,,,(913) 851-0215,,,,,,,,,,,,,,,,,ALF,,,,12340 Quivira Rd,,,Overland Park,,,KS,,66213, USA,38.90484239999999,-94.7247263,Stratford Place
Sunrise Assisted Living,,,,,,,,,,,,,,,,,,(913) 685-3340,,,,,,,,,,,,,,,,,ALF,,,,12500 W 135th St,,,Overland Park,,,KS,,66221, USA,38.8843758,-94.7291358,Sunrise
Morningside Place,,,,,,,,,,,,,,,,,,(913) 901-8500,,,,,,,,,,,,,,,,,RHCF,,,,6921 W 81st St,,,Overland Park,,,KS,,66204, USA,38.98170930000001,-94.6664634,Morningside
Park Meadows Memory Care,,,,,,,,,,,,,,,,,,(913) 901-8100,,,,,,,,,,,,,,,,,RHCF,,,,5952 W 107th St,,,Overland Park,,,KS,,66211, USA,38.93478469999999,-94.65430479999999,Park Meadow
The Atriums Senior Living Community,,,,,,,,,,,,,,,,,,(913) 381-6000,,,,,,,,,,,,,,,,,RHCF,,,,7300 W 107th St,,,Overland Park,,,KS,,66212, USA,38.9343549,-94.6714487,Metcalf View
Bickford of Overland Park,,,,,,,,,,,,,,,,,,(913) 642-5400,,,,,,,,,,,,,,,,,RHCF,,,,10665 Barkley,,,Overland Park,,,KS,,66212, USA,38.9356812,-94.66362400000001,Metcalf View
The Fields of Brookside Retire Com,,,,,,,,,,,,,,,,,,(785) 224-9488,,,,,,,,,,,,,,,,,HP,,,,Ash St,,,Overland Park,,,KS,,66224, USA,38.8754053,-94.6453732,Timber's Edge
Care Haven Homes - Broadmoor,,,,,,,,,,,,,,,,,,(913) 643-0111,,,,,,,,,,,,,,,,,HP,,,,7001 W 69th St,,,Overland Park,,,KS,,66204, USA,39.00374999999999,-94.6666989,Southmoor Gardens
Care Haven Homes - Fontana,,,,,,,,,,,,,,,,,,(913) 643-0111,,,,,,,,,,,,,,,,,HP,,,,10001 Fontana Ln,,,Overland Park,,,KS,,66207, USA,38.9475496,-94.6375016,Cherry Hill Estates
Care Haven Homes - Southmoor,,,,,,,,,,,,,,,,,,(913) 643-0111,,,,,,,,,,,,,,,,,HP,,,,7010 W 69th Terrace,,,Overland Park,,,KS,,66204, USA,39.0030852,-94.6671676,Southmoor Gardens
Care Haven Homes - Wychlow,,,,,,,,,,,,,,,,,,(913) 643-0111,,,,,,,,,,,,,,,,,HP,,,,3 Wycklow St,,,Overland Park,,,KS,,66207, USA,38.9406621,-94.6369698,
The Prairie Elder Homes,,,,,,,,,,,,,,,,,,(913) 257-5425,,,,,,,,,,,,,,,,,HP,,,,15354 Quivira Rd,,,Overland Park,,,KS,,66221, USA,38.8487938,-94.7242636,Morse Village
Prairie Elder Homes - Harmony House,,,,,,,,,,,,,,,,,,(913) 257-5425,,,,,,,,,,,,,,,,,HP,,,,11865 W 155th Terrace,,,Overland Park,,,KS,,66221, USA,38.84611520000001,-94.72320839999999,Harmony South
Brookdale - Overland Park,,,,,,,,,,,,,,,,,,(913) 663-2888,,,,,,,,,,,,,,,,,SNF/NF,,,,12000 Lamar Ave,,,Overland Park,,,KS,,66209, USA,38.9107155,-94.6603848,
Garden Terrace at Overland Park,,,,,,,,,,,,,,,,,,(913) 631-2273,,,,,,,,,,,,,,,,,SNF/NF,,,,7541 Switzer Rd,,,Overland Park,,,KS,,66214, USA,38.99172199999999,-94.704971,
"Village Shalom, Inc.",,,,,,,,,,,,,,,,,,(913) 266-8490,,,,,,,,,,,,,,,,,SNF/NF,,,,5500 W 123rd St,,,Leawood,,,KS,,66209, USA,38.90718799999999,-94.65188300000001,Menorah Park
The Heritage of Overland Park,,,,,,,,,,,,,,,,,,(913) 912-7800,,,,,,,,,,,,,,,,,SNF/NF,,,,10101 W 127th St,,,Overland Park,,,KS,,66213, USA,38.8973666,-94.70292380000001,Windsor Manor
Indian Creek Healthcare Center,,,,,,,,,,,,,,,,,,(913) 642-5545,,,,,,,,,,,,,,,,,SNF/NF,,,,6515 W 103rd St,,,Overland Park,,,KS,,66212, USA,38.9389054,-94.6623407,
Brookdale College Square,,,,,,,,,,,,,,,,,,(913) 491-1144,,,,,,,,,,,,,,,,,RHCF,,,,11000 Oakmont St,,,Overland Park,,,KS,,66210, USA,38.9303559,-94.72935,College Square
Sunrise Assisted Living of Overland Park,,,,,,,,,,,,,,,,,,(913) 685-3340,,,,,,,,,,,,,,,,,SNF/NF,,,,12500 W 135th St,,,Overland Park,,,KS,,66221, USA,38.8843758,-94.7291358,Sunrise
Autumn Leaves of Overland Park,,,,,,,,,,,,,,,,,,(913) 378-9810,,,,,,,,,,,,,,,,,RHCF,,,,12701 Pflumm Rd,,,Overland Park,,,KS,,66213, USA,38.89816129999999,-94.74226759999999,
Park Meadows Senior Living,,,,,,,,,,,,,,,,,,(913) 901-8200,,,,,,,,,,,,,,,,,ALF,,,,5901 W 107th St,,,Overland Park,,,KS,,66207, USA,38.93366399999999,-94.654347,Park Meadow
Peabody Operator LLC,,,,,,,,,,,,,,,,,,(620) 983-2152,,,,,,,,,,,,,,,,,SNF/NF,,,,407 N Locust St,,,Peabody,,,KS,,66866, USA,38.1684385,-97.1123568,
Comfortcare Homes Millie's Place,,,,,,,,,,,,,,,,,,(620) 308-6520,,,,,,,,,,,,,,,,,HP,,,,803 Lakeview Dr,,,Pittsburg,,,KS,,66762, USA,37.3944903,-94.692942,
Pittsburg Care & Rehabilitation Center,,,,,,,,,,,,,,,,,,(620) 231-1120,,,,,,,,,,,,,,,,,SNF/NF,,,,1005 E Centennial Dr,,,Pittsburg,,,KS,,66762, USA,37.38180180000001,-94.6893856,
Addington Place of Prairie Village,,,,,,,,,,,,,,,,,,(913) 648-3333,,,,,,,,,,,,,,,,,ALF,,,,2700 Somerset Dr,,,Prairie Village,,,KS,,66206, USA,38.98495370000001,-94.61719819999999,
Brighton Gardens of Prairie Village,,,,,,,,,,,,,,,,,,(913) 262-1611,,,,,,,,,,,,,,,,,SNF/NF,,,,7105 Mission Rd,,,Prairie Village,,,KS,,66208, USA,38.99930179999999,-94.6291236,Prairie Hills
Parkwood Village,,,,,,,,,,,,,,,,,,(620) 672-5541,,,,,,,,,,,,,,,,,ALF,,,,401 Rochester St,,,Pratt,,,KS,,67124, USA,37.64280650000001,-98.7317429,
Richmond Healthcare & Rehab Center,,,,,,,,,,,,,,,,,,(785) 835-6135,,,,,,,,,,,,,,,,,SNF/NF,,,,340 E South St,,,Richmond,,,KS,,66080, USA,38.3982828,-95.251992,
Oakley Place of Rossville,,,,,,,,,,,,,,,,,,(785) 584-6075,,,,,,,,,,,,,,,,,HP,,,,590 Industrial Traffic Way,,,Rossville,,,KS,,66533, USA,39.1313203,-95.9445585,
Rossville Healthcare & Rehab Center,,,,,,,,,,,,,,,,,,(785) 584-6104,,,,,,,,,,,,,,,,,SNF/NF,,,,600 E Perry St,,,Rossville,,,KS,,66533, USA,39.13625700000001,-95.94339269999999,
Smoky Hill Rehabilitation Center,,,,,,,,,,,,,,,,,,(785) 823-7107,,,,,,,,,,,,,,,,,SNF/NF,,,,Johnson Rd,,,Marquette,,,KS,,67464, USA,38.5997209,-97.9768866,
Salina Presbyterian Manor,,,,,,,,,,,,,,,,,,(785) 825-1366,,,,,,,,,,,,,,,,,SNF/NF,,,,2601 E Crawford St,,,Salina,,,KS,,67401, USA,38.8283182,-97.5636833,
Pleasant Valley Manor,,,,,,,,,,,,,,,,,,(620) 725-3153,,,,,,,,,,,,,,,,,SNF/NF,,,,613 E Elm St,,,Sedan,,,KS,,67361, USA,37.1289788,-96.17945560000001,
Brookdale Shawnee,,,,,,,,,,,,,,,,,,(913) 248-1500,,,,,,,,,,,,,,,,,RHCF,,,,11400 W 65th St,,,Shawnee,,,KS,,66203, USA,39.0116174,-94.719391,Shawnee Mission Springs
Clover Care,,,,,,,,,,,,,,,,,,(913) 991-2605,,,,,,,,,,,,,,,,,HP,,,,6320 Zarda Dr,,,Shawnee,,,KS,,66226, USA,39.0137965,-94.87852559999999,
Blackhawk Assisted Living,,,,,,,,,,,,,,,,,,(913) 592-5101,,,,,,,,,,,,,,,,,ALF,,,,22550 S Franklin St,,,Spring Hill,,,KS,,66083, USA,38.7206813,-94.8312448,
Aldersgate Village,,,,,,,,,,,,,,,,,,(785) 478-9440,,,,,,,,,,,,,,,,,SNF/NF,,,,3220 SW Albright Dr,,,Topeka,,,KS,,66614, USA,39.00842799999999,-95.78867699999999,
Atria Hearthstone East,,,,,,,,,,,,,,,,,,(785) 234-6806,,,,,,,,,,,,,,,,,ALF,,,,3415 SW 6th Ave,,,Topeka,,,KS,,66606, USA,39.0576339,-95.7187694,Central Topeka 1
The Homestead of Topeka,,,,,,,,,,,,,,,,,,(785) 272-2200,,,,,,,,,,,,,,,,,ALF,,,,5820 SW Drury Ln,,,Topeka,,,KS,,66604, USA,39.0405398,-95.7534539,West Southwest 2
Brookdale of Topeka,,,,,,,,,,,,,,,,,,(785) 271-5100,,,,,,,,,,,,,,,,,RHCF,,,,5800 SW Drury Ln,,,Topeka,,,KS,,66604, USA,39.04050900000001,-95.75279069999999,West Southwest 2
Peggy Kelley House I,,,,,,,,,,,,,,,,,,(785) 234-8888,,,,,,,,,,,,,,,,,RHCF,,,,2111 SW Randolph Ave,,,Topeka,,,KS,,66611, USA,39.02892850000001,-95.71149729999999,Central Topeka 2
Peggy Kelley House II,,,,,,,,,,,,,,,,,,(785) 271-9594,,,,,,,,,,,,,,,,,RHCF,,,,1800 SW Fairmont Rd,,,Topeka,,,KS,,66604, USA,39.0342524,-95.74545810000001,West Southwest 3
Oakley Place #1,,,,,,,,,,,,,,,,,,(785) 221-7740,,,,,,,,,,,,,,,,,HP,,,,618 SW Oakley Ave,,,Topeka,,,KS,,66606, USA,39.05814099999999,-95.7150489,Central Topeka 1
Oakley Place #2,,,,,,,,,,,,,,,,,,(785) 221-7740,,,,,,,,,,,,,,,,,HP,,,,618 SW Oakley Ave b,,,Topeka,,,KS,,66606, USA,39.05814099999999,-95.7150489,Central Topeka 1
Brewster Health Center,,,,,,,,,,,,,,,,,,(785) 267-1666,,,,,,,,,,,,,,,,,SNF/NF,,,,1001 SW 29th St,,,Topeka,,,KS,,66611, USA,39.013998,-95.690421,South/Southeast 1
Legend at Capital Ridge,,,,,,,,,,,,,,,,,,(785) 272-9400,,,,,,,,,,,,,,,,,ALF,,,,1931 SW Arvonia Pl,,,Topeka,,,KS,,66615, USA,39.031563,-95.769978,
"Westy Community Care Home, Inc.",,,,,,,,,,,,,,,,,,(785) 457-2801,,,,,,,,,,,,,,,,,SNF/NF,,,,105 KS-99,,,Westmoreland,,,KS,,66549, USA,39.393558,-96.408649,
