row_id,Facility Name,Facility Type,Address1,Address2,City,Zip,State,Country,County,Phone
USA-IA-88-IA-All-output-139,West Point Care Center,Nursing Facility,607 6th Street,PO Box 398,West Point,52656-0398,IA,US,Lee,(319) 837-6117
USA-IA-88-IA-All-output-140,Westbrook Acres,Nursing Facility,605 Garfield St.,,Gladbrook,50635,IA,US,Tama,(641) 473-2016
USA-IA-88-IA-All-output-141,Winslow House Care Center,Nursing Facility,3456 Indian Creek Road,,Marion,52302,IA,US,Linn,(319) 377-8296
USA-IA-88-IA-All-output-142,Granger Nursing and Rehabilitation Center - Granger,Nursing Facility,2001 Kennedy Street,,Granger,50109,IA,US,Dallas,(515) 999-2588
USA-IA-88-IA-All-output-143,ManorCare Health Services of Dubuque,Nursing Facility,901 W 3rd Street,,Dubuque,52001,IA,US,Dubuque,(563) 556-1161
USA-IA-88-IA-All-output-144,Montrose Health Center Inc.,Nursing Facility,400 South 7th Street,PO Box 248,Montrose,52639,IA,US,Lee,(319) 463-5438
USA-IA-88-IA-All-output-145,Living Center West,Nursing Facility,1050 4th Avenue SE,,Cedar Rapids,52403,IA,US,Linn,(319) 366-8714
USA-IA-88-IA-All-output-146,Longhouse - Northshire Ltd.,Nursing Facility,711 West 11th Street,,Spencer,51301,IA,US,Clay,(712) 262-2344
USA-IA-88-IA-All-output-147,West Bend Health and Rehabilitation,Nursing Facility,203 4th Street NW,,West Bend,50597-5114,IA,US,Palo Alto,(515) 887-4071
USA-IA-88-IA-All-output-148,Ridgewood Specialty Care,Nursing Facility,1977 Albia Road,,Ottumwa,52501,IA,US,Wapello,(641) 683-3111
USA-IA-88-IA-All-output-149,Parkridge Specialty Care,Nursing Facility,5800 NE 12th Ave,,Pleasant Hill,50327,IA,US,Polk,(515) 265-5348
USA-IA-88-IA-All-output-150,Altoona Nursing and Rehabilitation,Nursing Facility,200 7th Ave SW, PO Box 595,Altoona,50009,IA,US,Polk,(515) 967-4267
USA-IA-88-IA-All-output-151,Danville Care Center,Nursing Facility,401 S Birch St.,,Danville,52623,IA,US,Des Moines,(319) 392-4259
USA-IA-88-IA-All-output-152,Avoca Specialty Care,Nursing Facility,610 East York Road,,Avoca,51521-0728,IA,US,Pottawattamie,(712) 343-6398
USA-IA-88-IA-All-output-153,Corning Specialty Care,Nursing Facility,1614 Northgate Drive,,Corning,50841,IA,US,Adams,(641) 322-4061
USA-IA-88-IA-All-output-154,La Porte City Specialty Care,Nursing Facility,1100 Highway 218 N., PO Box 175,La Porte City,50651,IA,US,Black Hawk,(319) 342-2125
USA-IA-88-IA-All-output-155,Odebolt Specialty Care,Nursing Facility,801 S Des Moines Street, PO Box 670,Odebolt,51458,IA,US,Sac,(712) 668-4867
USA-IA-88-IA-All-output-156,Atlantic Specialty Care,Nursing Facility,1300 East 19th Street,,Atlantic,50022,IA,US,Cass,(712) 243-3952
USA-IA-88-IA-All-output-157,Denison Care Center,Nursing Facility,1202 Ridge Road,,Denison,51442,IA,US,Crawford,(712) 263-5611
USA-IA-88-IA-All-output-158,Lenox Care Center,Nursing Facility,111 East Van Buren,,Lenox,50851,IA,US,Taylor,(641) 333-2226
USA-IA-88-IA-All-output-159,ManorCare Health Services of Waterloo,Nursing Facility,201 West Ridgeway Avenue,,Waterloo,50701,IA,US,Black Hawk,(319) 234-7777
USA-IA-88-IA-All-output-160,Bettendorf Health Care Center,Nursing Facility,2730 Crow Creek Rd.,PO Box 1026,Bettendorf,52722,IA,US,Scott,(563) 332-7463
USA-IA-88-IA-All-output-161,Riverview Manor ,Nursing Facility,17990 Spencer Rd,PO Box 503,Pleasant Valley,52767,IA,US,Scott,(563) 332-4600
USA-IA-88-IA-All-output-162,Mercy Living Center - North,Nursing Facility,600 14th Avenue N,,Clinton,52732,IA,US,Clinton,(563) 244-3887
USA-IA-88-IA-All-output-163,Premier Estates of Toledo,Nursing Facility,403 Grandview Drive,,Toledo,52342-0279,IA,US,Tama,(641) 484-5080
USA-IA-88-IA-All-output-164,River Hills Village,Nursing Facility,20 Village Circle,,Keokuk,52632,IA,US,Lee,(319) 524-5772
USA-IA-88-IA-All-output-165,Clearview Home - Clearfield,Nursing Facility,202 N Jefferson,PO Box 219,Clearfield,50840,IA,US,Taylor,(641) 336-2333
USA-IA-88-IA-All-output-166,Clearview Home - Mt Ayr,Nursing Facility,406 West Washington Street,,Mt. Ayr,50854,IA,US,Ringgold,(641) 464-2240
USA-IA-88-IA-All-output-167,West Bridge Care & Rehabilitation,Nursing Facility,1015 West Summitt,P.O. Box 352,Winterset,50273-2209,IA,US,Madison,(515) 462-1711
USA-IA-88-IA-All-output-168,Hawkeye Care Center of Cresco,Nursing Facility,701 Vernon Road, SW,Cresco,52136,IA,US,Howard,(563) 547-3580
USA-IA-88-IA-All-output-169,Heritage Specialty Care,Nursing Facility,200 Clive Drive SW,,Cedar Rapids,52404,IA,US,Linn,(319) 396-7171
USA-IA-88-IA-All-output-170,Heritage Care Center,Nursing Facility,2320 W Washington Ave.,,Iowa Falls,50126,IA,US,Hardin,(641) 648-4250
USA-IA-88-IA-All-output-171,Karen Acres Healthcare Center,Nursing Facility,3605 Elm Drive,,Urbandale,50322,IA,US,Polk,(515) 276-4969
USA-IA-88-IA-All-output-172,Westwood Specialty Care,Nursing Facility,4201 N Fieldcrest Drive,,Sioux City,51103,IA,US,Woodbury,(712) 258-0135
USA-IA-88-IA-All-output-173,Lantern Park Specialty Care,Nursing Facility, 2200 Oakdale Rd. ,,Coralville,52241,IA,US,Johnson,(319) 351-8440
USA-IA-88-IA-All-output-174,Chariton Specialty Care,Nursing Facility,1214 North 7th Street,,Chariton,50049-1210,IA,US,Lucas,(641) 774-5921
USA-IA-88-IA-All-output-175,Oakwood Specialty Care,Nursing Facility,200 16th Ave. E.,,Albia,52531,IA,US,Monroe,(641) 932-7105
USA-IA-88-IA-All-output-176,West Ridge Specialty Care,Nursing Facility,1904 W. Howard Street,,Knoxville,50138,IA,US,Marion,(641) 842-3153
USA-IA-88-IA-All-output-177,Crestview Specialty Care- West Branch,Nursing Facility,451 West Orange Street,,West Branch,52358,IA,US,Cedar,(319) 643-2551
