name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood,addr_valid
Luther Court,,,,,,,,,,,,,,,,,,250-477-7241 ext 39,,,http://www.viha.ca/hcc/assisted/locations/luther_court.htm,,,,,,,,,,,,,,Assisted Living,,,,1525 Cedar Hill Cross Rd,,,Victoria,Cedar Hill / Saanich,,BC,,V8P 5M1,Canada,48.4619182,-123.3363826,,True
Marrion Village,,,,,,,,,,,,,,,,,,250-592-2231,,,http://www.viha.ca/hcc/assisted/locations/marrion_village.htm,,,,,,,,,,,,,,Assisted Living,,,,1950 & 1980 Bee St,,,Oak Bay,Oak Bay,,BC,,V8R 6P5,Canada,48.4312603,-123.3216305,,True
Meadowbrook,,,,,,,,,,,,,,,,,,250-538-1995,,,http://www.viha.ca/hcc/assisted/locations/meadowbrook.htm,,,,,,,,,,,,,,Assisted Living,,,,121 Atkins Rd,,,Salt Spring Island,Salt Spring Island,,BC,,V8V 2L6,Canada,48.86169,-123.5142199,,True
Nanaimo Seniors Village,,,,,,,,,,,,,,,,,,250-760-2328,,,http://www.viha.ca/hcc/assisted/locations/nanaimo_seniors_village.htm,,,,,,,,,,,,,,Assisted Living,,,,6089 Uplands Dr,,,Nanaimo,Nanaimo,,BC,,V9V 1T8,Canada,49.2365129,-124.0375003,Dover Community Association,True
Parry Place,,,,,,,,,,,,,,,,,,250-382-4443,,,http://www.viha.ca/hcc/assisted/locations/parry_place.htm,,,,,,,,,,,,,,Assisted Living,,,,408 Parry St,,,Victoria,James Bay,,BC,,V8V 2H7,Canada,48.4157789,-123.372448,James Bay,True
Tsawaayuus (Rainbow Gardens),,,,,,,,,,,,,,,,,,250-724-5655,,,http://www.viha.ca/hcc/assisted/locations/rainbow_gardens.htm,,,,,,,,,,,,,,Assisted Living,,,,6222 Compton Rd,,,Port Alberni,Port Alberni,,BC,,V9Y 7B8,Canada,49.2696515,-124.8478459,,True
Ross Place,,,,,,,,,,,,,,,,,,250-381-8666,,,http://www.viha.ca/hcc/assisted/locations/ross_place.htm,,,,,,,,,,,,,,Assisted Living,,,,2638 Ross Ln,,,Victoria,Downtown Victoria,,BC,,V8T 5L5,Canada,48.4378128,-123.364765,Burnside,True
Selkirk Place Assisted Living,,,,,,,,,,,,,,,,,,250-940-1028 ext 1111,,,http://www.viha.ca/hcc/assisted/locations/selkirk_place.htm,,,,,,,,,,,,,,Assisted Living,,,,385 Waterfront Cr,,,Victoria,Victoria,,BC,,V8T 0A7,Canada,48.441914,-123.377976,Burnside,True
SHOAL Centre: Assisted Living,,,,,,,,,,,,,,,,,,250-656-5537 ext 111,,,http://www.viha.ca/hcc/assisted/locations/shoal_centre.htm,,,,,,,,,,,,,,Assisted Living,,,,10030 Resthaven Dr,,,Sidney,Sidney,,BC,,V8L 3G4,Canada,48.6540467,-123.402892,,True
Stanford Place,,,,,,,,,,,,,,,,,,250-951-0811 ext 1101,,,http://www.viha.ca/hcc/assisted/locations/stanford_place.htm,,,,,,,,,,,,,,Assisted Living,,,,250 Craig St,,,Parksville,Parksville,,BC,,V9P 0A7,Canada,49.3163793,-124.3124013,,True
The Cedars,,,,,,,,,,,,,,,,,,250-477-4850,,,http://www.viha.ca/hcc/assisted/locations/the_cedars.htm,,,,,,,,,,,,,,Assisted Living,,,,3710 Cedar Hill Rd,,,Victoria,Victoria,,BC,,V8P 5V5,Canada,48.4623759,-123.3380995,,True
The Gardens at Qualicum Beach Assisted Living,,,,,,,,,,,,,,,,,,250-738-2252,,,http://www.viha.ca/hcc/assisted/locations/the_gardens_at_qualicum_beach.htm,,,,,,,,,,,,,,Assisted Living,,,,650 Berwick Rd N,,,Qualicum Beach,Qualicum Beach,,BC,,V9K 2T8,Canada,49.3481935,-124.4378302,,True
The Meadows at Sunridge Place,,,,,,,,,,,,,,,,,,250-748-8048 ext 1133,,,http://www.viha.ca/hcc/assisted/locations/the_meadows_at_sunridge_place.htm,,,,,,,,,,,,,,Assisted Living,,,,574 Coronation Ave,,,Duncan,Duncan,,BC,,V9L 2T9,Canada,48.778478,-123.6976,,True
The Steeples,,,,,,,,,,,,,,,,,,250-246-1805,,,http://www.viha.ca/hcc/assisted/locations/the_steeples.htm,,,,,,,,,,,,,,Assisted Living,,,,9910 Esplanade St,,,Chemainus,Chemainus,,BC,,V0R 1K1,Canada,48.926963,-123.716755,,True
The Wellesley,,,,,,,,,,,,,,,,,,250-419-6802 or 250-383-9099,,,http://www.viha.ca/hcc/assisted/locations/the_wellesley.htm,,,,,,,,,,,,,,Assisted Living,,,,2811 Nanaimo St,,,Victoria,Victoria,,BC,,V8T 0A1,Canada,48.44024,-123.364794,Burnside,True
Ts'i'ts'uwatul' Lelum,,,,,,,,,,,,,,,,,,250-597-2252,,,http://www.viha.ca/hcc/assisted/locations/ts-i-ts-uwatul_lelum.htm,,,,,,,,,,,,,,Assisted Living,,,,5755 Allenby Rd,,,Duncan,Duncan,,BC,,V9L 0E6,Canada,48.7758992,-123.7081946,,True
West Shore Lodge,,,,,,,,,,,,,,,,,,250-478-7527,,,http://www.viha.ca/hcc/assisted/locations/westshore_lodge.htm,,,,,,,,,,,,,,Assisted Living,,,,1828 Island Hwy,,,Colwood / West Shore,Colwood / West Shore,,BC,,V9B 1J2,Canada,48.4451579,-123.4671502,,True
