row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,street_address,po_box,city,province,postal_code,country
USA-LA-95-ResidentialCare-95-ResidentialCare-16,Belle Grace House,2203781817,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/7582/catid/161,Vicki G Weeks,504-945-9455,,504-942-2660,vickiweeks@bellerevenola.org,,,7,,Personal Care Home,3035 Royal Street,,New Orleans,LA,70117,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-17,Brookdale Mandeville,10380,,2,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/1041/catid/161,"Assumpta Mialaret, Executive Director",985-727-4011,,985-727-4022,,,,107,,Shelter Care Home,1414 North Causeway Boulevard,,Mandeville,LA,70471,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-18,Brookdale Shreveport,10659,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/972/catid/161,Jinnie Hebert - Executive Director ,318-524-2100,,318-524-2300,shreveport-ed@emeritus.com,,,,,Assisted Living,7110 University Drive,,Shreveport,LA,71105,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-19,Camelot of Broussard,13262,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/932/catid/161,"Carla L. Duhon, Executive Director",(337) 837-9624,,(318) 641-6266,cduhon@cci.la,,,,,Assisted Living,418 Albertsons Pkwy,,Broussard,LA,70518,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-20,Azalea Estates of Gonzales,11644,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/922/catid/161,Lisa  Lhuillier,225-644-1028,,225-647-9520,azalea1@eatel.net,,,,,Assisted Living,2305 South Purpera Avenue,,Gonzales,LA,70737,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-21,Brookdale Lafayette,10662,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/970/catid/161,Megan Meece,(337) 993-0077,,337-993-0071,lafayette-ed@emeritus.com,,,,,Assisted Living,215 W. Farrel Road,,Lafayette,LA,70508,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-22,Brookdale Kenner,7452,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/1016/catid/161,John Rive,504-467-1000,,504-467-1017,,,,,,Assisted Living,1600 Joe Yenni Boulevard,,Kenner,LA,70065,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-23,Avanti Senior Living at Covington,2203783452,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12475/catid/161,Keri Meyer - Executive Director,985-317-6110,,,,,,,,Assisted Living,2234 Watercross Parkway,,Covington,LA,70433,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-24,Arbor Rose Assisted Living,13917,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/920/catid/161,Samantha  Craig,318-368-1848,,(318) 368-6364,arborroseassistedliving@gmail.com,,,,,Assisted Living,243 Sistrunk Street,,Farmerville,LA,71241,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-25,Brookdale Lake Charles,10658,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/971/catid/161,Randy Stelly,337-478-4030,,337-478-7854,,,,,,Assisted Living,2420 Country Club Road,,Lake Charles,LA,70605,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-26,Belleville Assisted Living,2121,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/7281/catid/161,"Monique Cheatam, Director",504-362-7166,,504-267-7340,mcheatam@stmargaretsno.org,,,,,Assisted Living,813 Pelican Avenue,,New Orleans,LA,70114,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-27,Brookdale Bossier City,13578,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/943/catid/161,"Betsy Williams, Executive Director",318-747-2114,,318-747-2164,,,,,,Assisted Living,2540 Beene Boulevard,,Bossier City,LA,71111,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-28,Colonial Care Retirement Center,2116,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/6827/catid/161,Ryan Keith Dennis,225-272-9339,,225-272-4171,EDalcolonial@colonialretirementcenter.com,,,,,Assisted Living,14686 Old Hammond Highway,,Baton Rouge,LA,70816,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-29,"Cornerstone Village South, Inc.",5484,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/939/catid/161,Ms. Deborah Provost,337-981-5335,,337-981-0775,lance@cornerstonevillage.com,,,,,Assisted Living,103 West Martial Avenue,,Lafayette,LA,70508,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-30,Bloom At Bossier,2203782473,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/8825/catid/161,Laurie Manno,(318) 746-0470,,(318) 746-5825,admin@bloomatbossier.com,,,98,,ARCP,4828 Medical Drive,,Bossier City,LA,71112,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-31,Christwood,2203781597,,4,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/938/catid/161,Laura Lunday,(985) 898-0515,,(985) 898-0801,llunday@christwoodrc.com,,,34,,Residential Care,100 Christwood Boulevard,,Covington,LA,70433,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-32,Christus Health St. Joseph's Home,11576,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/937/catid/161,Mrs. Staci L. Williams,318-325-9459,,318-323-2527,,,,,,Assisted Living,2299 Sterlington Road,,Monroe,LA,71201,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-33,Chennault Place,4418,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/7496/catid/161,"Robert Maddox, Director",337-436-9385,,337-436-5841,director@chennaultplace.net,,,123,,Shelter Care,1200 Canvasback Street,,Lake Charles,LA,70615,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-34,Chateau de Notre Dame Assisted Living,14259,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/936/catid/161,Mrs. Sherri B Guidry,504-866-2741,,504-866-2861,sguidry@arch-no.org,,,,,Assisted Living,2820 Burdette Street,,New Orleans,LA,70125,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-35,Cedar Crest Personal Memory Living,2203782337,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/8232/catid/161, Joyce  Hannie,(337) 261-8811,,(337) 524-1366,info@cedarcrestliving.com,,,37,,ARCP,161 South Beadle Road,,Lafayette,LA,70508,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-36,Carriage House At The Verandah,2203781664,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/7495/catid/161, Kayla  Baham,337-478-0859,,337-478-8842,Kayla.baham@sunshineret.com,,,,,Assisted Living,5847 Gray Market Drive,,Lake Charles,LA,70605,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-37,Canterbury House,2203781146,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/7277/catid/161, Nicholas  Williams,318-445-7715,,(318) 445-7756,nwilliams@cenlahomehealth.com,,,,,Assisted Living,1101 Sixteenth Street,,Alexandria,LA,71301,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-38,Christwood Retirement Community,2203783013,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/8911/catid/161,Tami Perry - Director,985-292-1213,,985-302-3286,tperry@christwoodrc.com,,,,,Assisted Living,100 Christwood Blvd.,,Covington,LA,70433,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-39,A & D Adult Residential Care - Westbank,14584,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/681/catid/161,Mrs. Barbara K. Reece,504.361.0365,,504.302.9828,adultresidential@bellsouth.net,,,8,,Personal Care Home,3081 Elmwood Park Drive,,New Orleans,LA,70114,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-40,Brookdale Alexandria,10656,,2,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/969/catid/161,"Brittany Lewis, Executive Director",318-443-6770,,318-443-2366,,,,96,,Shelter Care Home,351 Windemere Boulevard,,Alexandria,LA,71303,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-41,"Fidelis Care V, LLC",14669,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/954/catid/161,Vaschelle M Hastings,225-771-8569,,225-752-8560,rachelle@fideliscaregroup.com,,,8,,Personal Care Home,6543 E. Anchord Road,,Baton Rouge,LA,70817,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-42,Fidelis Northshore I,2203781167,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/7293/catid/161,Shelia Cole,(985) 778-2190,,985-778-2191,judy@fideliscaregroup.com,,,10,,Shelter Care Home,5011 Sharp Road,,Mandeville,LA,70471,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-43,Fidelis Care III,13723,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/952/catid/161,Demetria Hudson,504-636-5524,,504-636-5475,judy@fideliscaregroup.com,,,8,,Personal Care Home,1732 Sherwood Forest Blvd.,,Baton Rouge,LA,70815,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-44,Fidelis Care IV,13442,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/953/catid/161,Tonika Hagan,504-304-7862,,(504) 371-5672,rachelle@fideliscaregroup.com,,,8,,Personal Care Home,4801 Tartan Street,,Metairie,LA,70003,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-45,"Courtyard Retirement & Assisted Living, Inc.",13143,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/942/catid/161,Nicholas  Sarver,337-237-3040,,337-269-1255,cyeileen@hotmail.com,,,,,Assisted Living,308 Sidney Martin Road,,Lafayette,LA,70507,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-46,Eastridge Senior Living Suites,2203782576,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/947/catid/161,Angela R. Leblanc,(337) 898-1233,,337-892-1298,agros@elderoutreach.com,,,,,Assisted Living,2309 Richard Street,,Abbeville,LA,70510,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-47,Garden View of Baton Rouge,2203782569,,2,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/8265/catid/161,"Nicole Andrepont, Executive Director",225-706-0037,,(225) 706-6900,nicolea@gardenview.org,,,78,,ARCP,3130 Jones Creek Road,,Baton Rouge,LA,70816,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-48,Garden View Assisted Living,9625,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/957/catid/161,Edythe D. Casselman,337-237-5542,,337-237-5543,,,,,,Assisted Living,601 Verot School Road,,Lafayette,LA,70508,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-49,Garden View Assisted Living,8878,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/956/catid/161,Justin E. Saucier,337-364-2266,,337-364-6919,Ediec@gardenview.org,,,,,Assisted Living,1000 Darby Lane,,New Iberia,LA,70560,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-50,Cottages at The Glen (The),13349,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/941/catid/161, Elizabeth  Kirkpatrick,318-629-3596,,318-629-3655,lkirkpatrick@theglensystem.org,,,,,Assisted Living,425 East Flournoy Lucas Road,,Shreveport,LA,71115,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-51,Fidelis Janice House LLC,2203782065,,2,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/8000/catid/161,Michele Robert,504-309-5525,,504-309-5565,rachelle@fideliscaregroup.com,,,10,,Shelter Care,4421 Janice Street,,Metairie,LA,70003,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-52,"Gables at Spring Lake (The), LLC",7393,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/955/catid/161,Ami Williams,318-861-2366,,318-861-3022,,,,,,Assisted Living,8622 Line Avenue,,Shreveport,LA,71106,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-53,Henican House,2203781272,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/7319/catid/161,Peggy Stahls,504-259-0326,,(888) 606-2434,jasonhemel@gmail.com,,,8,,Personal Care Home,5511 Meadowdale Street,,Metairie ,LA,70003,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-54,Harvard House,2203782826,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/9294/catid/161,Peggy Stahls,504-884-1063,,504-780-7842,stahlsp@bellsouth.net,,,8,,Residential Care,4012 Harvard Avenue,,Metairie,LA,70006,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-55,Hummingbird Group Home,2203781697,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/964/catid/161,Nicholas Richard,985-626-6538,,877-361-1631,info@namisttammany.org,,,8,,Personal Care Home,63051 Hummingbird Lane,,Mandeville,LA,70448,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-56,Fidelis Northshore II,2203783330,,2,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/12339/catid/161,Angela Lore,504-884-2579,,866-641-0693,michele@fideliscaregroup.com,,,10,,Shelter Care Home,2045 Olene Drive,,Mandeville,LA,70448,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-57,Fidelis Scofield House LLC,2203782813,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/9293/catid/161,Gwen Robertson,504-884-2579,,866-641-0693,michele@fideliscaregroup.com,,,,,Assisted Living,,,,,,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-58,"House of Grace, L.L.C.",2203781097,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/7159/catid/161,Carlyn Guidry,(225) 271-4445,,(225) 369-5510,carlynguidry@cox.net,,,8,,Residential Care,32956 LA Highway 16,,Denham Springs,LA,70706,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-59,Haven at Windermere 1 & 2 (The),6715,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/960/catid/161,Denise Ortego,225-769-9996,,(225) 769-9397,denise.ortego@thehavenbr.com,,,,,Assisted Living,8225 YMCA Plaza Drive,,Baton Rouge,LA,70810,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-60,Home Again Residence,5488,,2,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/962/catid/161,Ms. Roberta Brown,504-362-1066,,(504) 275-1118,armstead@ccfbano.org,,,3,,Shelter Care,1409 Nunez Street,,New Orleans,LA,70114,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-61,"Homestead Assisted Living, A Partnership in Commendam",9918,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/963/catid/161,Ms. Billie J. Jennings,985-223-4663,,985-655-4663,director@thehomesteadweb.com,,,,,Assisted Living,1132 Cottage Drive,,Houma,LA,70360,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-62,Gardens Assisted Living (The),6541,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/958/catid/161,Hugh  Fellows,337-480-1550,,337-480-1341,info@gardens-guardian.com,,,,,Assisted Living,1401 Country Club Road,,Lake Charles,LA,70605,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-63,Home Again,5489,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/961/catid/161,Ms. Roberta Brown,504-362-1066,,(504) 275-1118,armstead@ccfbano.org,,,6,,Shelter Care Home,1417 Nunez Street,,New Orleans,LA,70114,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-64,Lacour House,2203782343,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/8131/catid/161,"Annette Lacombe, Director",225-638-7050,,225-443-5006,alacombe@lacourhouse.com,,,,,Assisted Living,345 Major Parkway,,New Roads,LA,70760,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-65,La Plantation Retirement Community,6024,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/974/catid/161,Mrs Kayla  Carmack,225-667-1484,,225-667-1448,kcarmack@plantationmgt.com,,,,,Assisted Living,26635 LA Highway 16,,Denham Springs,LA,70726,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-66,Marigold House,2203781715,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/986/catid/161, Kacey  Campbell,318-449-8999,,318-449-9906,alclicense@enlivant.com,,,,,Assisted Living,5723 Jackson Street,,Alexandria,LA,71303,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-67,Fidelis Care II,12160,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/951/catid/161,Ms. Andrea  Batiste,504-218-7951,,(504) 218-7952,Judy@FidelisCaregroup.com,,,8,,Personal Care Home,4000 Kent Avenue,,Metairie,LA,70006,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-68,Magnolia Care Center Veterans Home,14334,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/981/catid/161,Mrs. Ethel Comeaux,(225) 316-2723,,(225) 723-7284,Magnoliacarecenter@gmail.com,,,9,,Personal Care Home,16950 FLORIDA BLVD.,,BATON ROUGE,LA,70819,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-69,"HomeLife In The Gardens, LLC.",,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/7362/catid/161,Terri  Williams,(504) 894-6100,,(504) 895-1555,terri@homelifecompanies.com,,,,,Adult Residential Care,1101 Aline Street,,New Orleans,LA,70115,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-70,Inspired Living at Kenner,2203783238,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/9274/catid/161,"Daniel Ritter, Administrator",504-313-6600,,504-321-6010,regulatory@validusseniorliving.com,,,,,Assisted Living,3801 Loyola Drive,,Kenner,LA,70065,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-71,Maison Jardin Senior Living Community,2203782492,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/983/catid/161,Danette Ellis,985-385-3003,,985-385-0049,ADMIN@MAISONJARDINSLC.COM,,,,,Assisted Living,516 RODERICK STREET,,Morgan City,LA,70380,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-72,Live Oak Village of Slidell,2203782189,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/9295/catid/161,Kristy Leblanc,985-781-4545,,985-781-8786,kleblanc@slidellseniorliving.com,,,,,Assisted Living,2200 Gause Boulevard,,Slidell,LA,70461,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-73,"Magnolia Assisted Living, LLC",14875,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/980/catid/161,Tammy  Duhon,225-647-8400,,225-647-8402,info@magnoliaseniorliving.com,,,,,Assisted Living,1604 S. Burnside Avenue,,Gonzales,LA,70737,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-74,Honeysuckle House,2203781140,,,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/7269/catid/161,Peggy  Stahls,504-259-0326,,(888) 602-2434,jasonhemel@gmail.com,,,6,,Personal Care Home,824 Honeysuckle Street,,Gretna,LA,70056,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-75,Lake Villa House,14696,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/975/catid/161,Mrs. Peggy C. Stahls,(504) 884-1063,,(504) 780-7482,,,,6,,Personal Care Home,4212 LAKE VILLA DRIVE,,METAIRIE,LA,70002,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-76,Live Oak Village of Hammond,2113,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/978/catid/161,Tonya Ramsey,985-345-8787,,985-345-5501,tramsey@hammondseniorliving.com,,,,,Assisted Living,17010 Old Covington Highway,,Hammond,LA,70403,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-77,Lakeview House,2122,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/7072/catid/161,Jason Hemel,504-259-0326,,888-606-2434,jasonhemel@gmail.com,,,7,,Personal Care Home,858 Mouton Street,,New Orleans,LA,70124,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-78,"Oakwood Village, LLC",5775,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/992/catid/161,Virginia Hines,225-658-8888,,225-658-8211,,,,,,Assisted Living,4400 McHugh Road,,Zachary,LA,70791,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-79,Oak House Assisted Living,2203781741,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/8076/catid/161,Dwayne Lawrence,504-897-0535,,504-897-9494,,,,,,Assisted Living,5354 Magazine Street,,New Orleans,LA,70115,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-80,Park Provence,2203782060,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/931/catid/161,Ms. Susan Pappalardo,(985) 781-0072,,(985) 781-0277,susan@parkprovence.com,,,,,Assisted Living,1925 Possum Hollow Drive,,Slidell,LA,70458,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-81,"Oakmont Estate, LLC",7916,,3,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/991/catid/161,Mrs. Melissa Loughman,318-240-7424,,318-240-7464,oestates@bellsouth.net,,,,,Assisted Living,204 Cocoville Road,,Mansura,LA,71350,USA
USA-LA-95-ResidentialCare-95-ResidentialCare-82,Peristyle Metairie Heights LLC,2203781951,,1,,,,,,,,http://new.dhh.louisiana.gov/index.cfm/directory/detail/7908/catid/161,Jason Hemel,504-259-0826,,888-606-2434,Jasonhemel@gmail.com,,,8,,Personal Care Home,2701 Metairie Heights Ave,,Metairie,LA,70002,USA
