row_id,﻿rundate,subtype,FACID,FACTYPE,ZIP,LEGALNAME,ADDRESS,LICENSE,LICENSE_EFFECTIVE,LICENSE_EXPIRATION,CITY,state,COUNTY,TELEPHONE,FAXPHONE,CAPACITY,MCAID_CERT,N_LON,N_LAT,N_MCODE,N_LCODE,N_BLOCK,SRVPROVDES,EVAL_DATE,facility_type
USA-AZ-53-AZ-AssistedLiving-output-11,9/1/2017,INTERMEDIATE CARE FACILITY FOR INTELLECTUALLY DISABLED,LTC0176,111,85040,HACIENDA DE LOS ANGELES,1402 EAST SOUTH MOUNTAIN AVENUE,,,,PHOENIX,AZ,MARICOPA,(602)243-4231,(602)243-1217,,T,-112.052882,33.370675,,,,NOT APPLICABLE,,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-12,9/1/2017,PIONEERS' HOME,LTC0005,26,86303,ARIZONA PIONEERS' HOME,300 SOUTH MCCORMICK STREET,D-0000,,,PRESCOTT,AZ,YAVAPAI,(928)445-2181,(928)778-1148,64,,-112.474402,34.537136,,,,NONE,,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-13,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0214,23,85050,ACACIA HEALTH CENTER,4555 EAST MAYO BLVD,NCI-2694,1/1/2017,12/31/2017,PHOENIX,AZ,MARICOPA,(480)384-5600,(480)948-1584,78,,-111.982534,33.667708,,,,A,11/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-14,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0209,23,85306,AHC OF GLENDALE LLC,16825 NORTH 63RD AVENUE,NCI-2687,1/1/2017,12/31/2017,GLENDALE,AZ,MARICOPA,(602)732-3400,(602)732-3470,54,,-112.194846,33.637742,,,,A,10/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-15,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0202,23,85205,AHC OF MESA LLC,5755 EAST MAIN STREET,NCI-2657,5/1/2017,4/30/2018,MESA,AZ,MARICOPA,(480)214-2400,(480)214-2450,38,,-111.706919,33.415375,,,,A,1/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-16,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0204,23,85258,AHC OF SCOTTSDALE LLC,9846 NORTH 95TH STREET,NCI-2663,4/1/2017,3/31/2018,SCOTTSDALE,AZ,MARICOPA,(480)214-4200,(480)214-4250,38,,-111.876263,33.576098,,,,A,1/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-17,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0216,23,85206,ASANTE OF MESA. LLC,5358 EAST BASELINE ROAD,NCI-2697,4/1/2017,3/31/2018,MESA,AZ,MARICOPA,(480)699-9624,(480)383-6777,70,,-111.715674,33.379475,,,,A,2/28/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-18,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0185,23,85718,BROOKDALE SANTA CATALINA,7500 NORTH CALLE SIN ENVIDIA,NCI-1718,2/1/2017,1/31/2018,TUCSON,AZ,PIMA,(520)742-6242,(520)742-4533,42,,-110.935714,32.342678,,,,A,1/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-19,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0221,23,85308,"CENTER AT ARROWHEAD, LLC",7201 W CAMINO SAN XAVIER AVE,NCI-2733,9/22/2016,10/31/2017,GLENDALE,AZ,MARICOPA,(623)773-6100,(719)685-8958,96,,,,,,,B,1/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-20,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0222,23,85755,COPPER HEALTH ORO VALLEY,1119 EAST RANCHO VISTOSO BLVD,NCI-2725,3/1/2017,2/28/2018,ORO VALLEY,AZ,PIMA,(520)825-4669,(602)368-8211,36,,,,,,,A,7/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-21,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0198,23,85268,FOUNTAIN VIEW VILLAGE,16455 EAST AVENUE OF THE FOUNTAINS,NCI-2658,5/1/2017,4/30/2018,FOUNTAIN HILLS,AZ,MARICOPA,(480)836-4800,(480)836-4876,48,,-111.726186,33.608904,,,,A,3/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-22,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0177,23,85381,FREEDOM PLAZA CARE CENTER,13714 NORTH PLAZA DEL RIO BLVD,NCI-2630,3/9/2017,2/28/2018,PEORIA,AZ,MARICOPA,(623)815-6100,(623)815-6111,111,,-112.257809,33.609037,,,,A,2/28/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-23,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0036,23,85282,FRIENDSHIP VILLAGE OF TEMPE,2525 EAST SOUTHERN AVENUE,NCI-2646,2/1/2017,1/31/2018,TEMPE,AZ,MARICOPA,(480)831-3184,(480)831-3259,128,,-111.883972,33.392861,,,,A,10/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-24,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0211,23,86403,HAVASU REGIONAL MEDICAL CENTER,1811  MESQUITE AVE,NCI-2716,4/1/2017,3/31/2018,LAKE HAVASU CITY,AZ,MOHAVE,(928)505-5793,(928)505-5799,19,,,,,,,A,12/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-25,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0085,23,85251,HERITAGE COURT POST ACUTE OF SCOTTSDALE,3339 NORTH DRINKWATER BOULEVARD,NCI-2730,7/1/2017,6/30/2018,SCOTTSDALE,AZ,MARICOPA,(480)949-5400,(480)949-9467,108,T,-111.921783,33.487332,,,,A,9/30/2016,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-26,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0110,23,85260,LIFE CARE CENTER OF SCOTTSDALE,9494 EAST BECKER LANE,NCI-395,12/1/2017,11/30/2018,SCOTTSDALE,AZ,MARICOPA,(480)860-6396,(480)391-9699,132,,-111.875018,33.584231,,,,A,4/30/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-27,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0077,23,85254,PUEBLO NORTE SENIOR LIVING COMMUNITY,7100 EAST MESCAL STREET,NCI-343,8/1/2017,7/31/2018,SCOTTSDALE,AZ,MARICOPA,(480)948-5800,(480)951-7389,92,,-111.927161,33.586845,,,,A,6/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-28,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0217,23,85224,SANTE OF CHANDLER,825 SOUTH 94TH STREET,NCI-2701,9/1/2017,8/31/2018,CHANDLER,AZ,MARICOPA,(480)361-6636,(480)361-8386,70,,-111.879998,33.29341,,,,A,6/30/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-29,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0220,23,85255,SANTE OF NORTH SCOTTSDALE,17490 NORTH 93RD STREET,NCI-2703,2/1/2017,1/31/2018,SCOTTSDALE,AZ,MARICOPA,(480)588-5386,(480)584-5632,72,,-111.882028,33.644785,,,,A,4/30/2014,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-30,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0218,23,85374,SANTE OF SURPRISE,14775 WEST YORKSHIRE DRIVE,NCI-2700,9/1/2017,8/31/2018,SURPRISE,AZ,MARICOPA,(623)594-5050,(623)594-5074,70,,-112.381069,33.660158,,,,A,5/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-31,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0226,23,85712,SANTE OF TUCSON,2040 NORTH WILMOT ROAD,NCI-3011,1/25/2017,12/31/2017,TUCSON,AZ,PIMA,(520)300-6115,(844)658-9555,103,,,,,,,NONE,,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-32,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0131,23,85382,SIERRA WINDS,17300 NORTH 88TH AVE,NCI-418,11/1/2017,10/31/2018,PEORIA,AZ,MARICOPA,(623)972-0212,(623)876-3076,70,,-112.248333,33.641246,,,,A,1/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-33,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0206,23,85755,SPLENDIDO AT RANCHO VISTOSO,13500 NORTH RANCHO VISTOSO BLVD,NCI-2671,2/1/2017,1/31/2018,TUCSON,AZ,PIMA,(520)878-2600,(520)878-2705,36,,-110.974302,32.449797,,,,A,10/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-34,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0184,23,85375,SUN HEALTH GRANDVIEW CARE CTR,14505 WEST GRANITE VALLEY DRIVE,NCI-1468,3/1/2017,2/28/2018,SUN CITY WEST,AZ,MARICOPA,(623)975-8100,(623)975-8192,72,,-112.375205,33.662711,,,,A,8/28/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-35,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0200,23,85340,SUN HEALTH LA LOMA CARE CENTER,14260 SOUTH DENNY BOULEVARD,NCI-2654,3/1/2017,2/28/2018,LITCHFIELD PARK,AZ,MARICOPA,(623)537-7400,(623)537-7480,75,,-112.36463,33.510691,,,,A,3/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-36,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC223,23,85297,"THE CENTER AT VAL VISTA, LLC",3744 SOUTH ROME STREET,NCI-4211,10/1/2017,9/30/2018,GILBERT,AZ,MARICOPA,(480)224-9500,(480)224-9551,96,,,,,,,NONE,,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-37,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0128,23,85381,THE FORUM AT DESERT HARBOR,13840 NORTH DESERT HARBOR DRIVE,NCI-421,4/1/2017,3/31/2018,PEORIA,AZ,MARICOPA,(623)972-0995,(623)974-4519,57,,-112.249501,33.614433,,,,A,2/20/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-38,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0133,23,85251,THE GARDENS OF SCOTTSDALE,6001 EAST THOMAS ROAD,NCI-2645,9/1/2017,8/31/2018,SCOTTSDALE,AZ,MARICOPA,(480)941-2222,(480)941-2741,48,,-111.951966,33.479967,,,,A,10/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-39,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0228,23,85718,THE SPRINGS AT THE HACIENDA BLDG 6,2720 EAST RIVER ROAD,NCI-1980,6/2/2017,5/31/2018,TUCSON,AZ,PIMA,(520)485-1020,(520)365-3660,66,,,,,,,NONE,,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-40,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0067,23,85020,THE TERRACES OF PHOENIX,7550 NORTH 16TH STREET,NCI-232,11/1/2017,10/31/2018,PHOENIX,AZ,MARICOPA,(602)944-4455,(602)944-0285,64,,-112.04774,33.546401,,,,A,5/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-41,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0194,23,85255,"VI AT GRAYHAWK, A VI AND PLAZA COMPANIES COMMUNITY",7501 EAST THOMPSON PEAK PARKWAY,NCI-2616,10/1/2017,9/30/2018,SCOTTSDALE,AZ,MARICOPA,(480)361-3200,(480)659-5166,36,,-111.918523,33.669078,,,,A,4/30/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-42,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0215,23,85255,"VI AT SILVERSTONE, A VI AND PLAZA COMPANIES COMMUNITY",22605 NORTH 74TH STREET,NCI-2695,1/1/2017,12/31/2017,SCOTTSDALE,AZ,MARICOPA,(480)478-6200,(480)478-6297,24,,-111.920015,33.693647,,,,A,1/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-43,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0219,23,85297,WELLSPRINGS THERAPY CENTER OF GILBERT,3319 SOUTH MERCY ROAD,NCI-2669,11/1/2016,10/31/2017,GILBERT,AZ,MARICOPA,(480)729-6500,(602)234-8149,32,,-111.747029,33.291239,,,,A,9/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-44,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0227,23,85012,WELLSPRINGS THERAPY CENTER OF PHOENIX,3008 NORTH 3RD STREET,NCI-3012,2/13/2017,1/31/2018,PHOENIX,AZ,MARICOPA,(602)313-6000,(602)687-7660,46,,,,,,,NONE,,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-45,9/1/2017,SKILLED NURSING FACILITY ONLY,LTC0122,23,85260,WEYRICH HEALTH CARE CENTER OF WESTMINSTER VILLAGE,12000 NORTH 90TH STREET,NCI-411,5/1/2017,4/30/2018,SCOTTSDALE,AZ,MARICOPA,(480)451-2020,(480)451-2057,60,,-111.887183,33.596174,,,,A,12/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-46,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DISTINCT PARTITION,LTC0208,22,85008,CAREMERIDIAN-PHOENIX,5301 EAST THOMAS ROAD,NCI-2680,6/1/2017,5/31/2018,PHOENIX,AZ,MARICOPA,(602)687-1100,(602)687-1112,31,T,-111.966421,33.479898,,,,A,1/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-47,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DISTINCT PARTITION,LTC0188,22,86503,CHINLE NURSING HOME,PO BOX 910,,,,CHINLE,AZ,APACHE,(928)674-5216,(928)674-5218,,T,-109.608117,36.159271,,,,NONE,,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-48,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DISTINCT PARTITION,LTC0125,22,85718,HAVEN OF TUCSON,3705 NORTH SWAN ROAD,NCI-2736,11/1/2016,10/31/2017,TUCSON,AZ,PIMA,(520)299-7088,(520)529-0038,118,T,-110.892775,32.273571,,,,A,4/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-49,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DISTINCT PARTITION,LTC0030,22,85032,RIDGECREST HEALTHCARE,16640 NORTH 38TH STREET,NCI-2690,12/1/2016,11/30/2017,PHOENIX,AZ,MARICOPA,(602)482-6671,(602)482-3541,200,T,-112.000631,33.638243,,,,C,2/28/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-50,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DISTINCT PARTITION,LTC0060,22,85541,RIM COUNTRY HEALTH & RETIREMENT COMMUNITY,807 WEST LONGHORN ROAD,NCI-2668,10/1/2017,9/30/2018,PAYSON,AZ,GILA,(928)474-1120,(928)474-0505,109,T,-111.334418,34.23911,,,,A,5/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-51,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DISTINCT PARTITION,LTC0083,22,85712,SANTA ROSA CARE CENTER,1650 NORTH SANTA ROSA AVENUE,NCI-2621,4/1/2017,3/31/2018,TUCSON,AZ,PIMA,(520)795-1610,(520)795-6355,144,T,-110.886057,32.242539,,,,A,8/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-52,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DISTINCT PARTITION,LTC0139,22,85040,SUNCREST HEALTHCARE CENTER,2211 EAST SOUTHERN AVENUE,NCI-050,3/1/2017,2/28/2018,PHOENIX,AZ,MARICOPA,(602)305-7134,(602)305-8862,115,T,-112.03405,33.392918,,,,A,4/30/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-53,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DISTINCT PARTITION,LTC0101,22,85710,VILLA CAMPANA REHABILITATION HOSPITAL LLC,6651 EAST CARONDELET DRIVE,NCI-2698,3/1/2017,2/28/2018,TUCSON,AZ,PIMA,(520)731-8500,(714)256-2003,120,T,-110.850747,32.225838,,,,B,2/28/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-54,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DISTINCT PARTITION,LTC0102,22,85712,"VILLA MARIA CARE CENTER, LLC",4310 EAST GRANT ROAD,NCI-263,5/1/2017,4/30/2018,TUCSON,AZ,PIMA,(520)323-9351,(520)323-6490,83,T,-110.90092,32.250473,,,,A,9/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-55,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0132,21,85204,ALLEGIANT HEALTHCARE OF MESA,3130 EAST BROADWAY ROAD,NCI-2679,3/28/2017,2/28/2018,MESA,AZ,MARICOPA,(480)924-7777,(480)924-5712,204,T,-111.763837,33.408335,,,,B,2/28/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-56,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC244,21,85006,ALLEGIANT HEALTHCARE OF PHOENIX,1880 EAST VAN BUREN STREET,NCI-2737,12/1/2016,11/30/2017,PHOENIX,AZ,MARICOPA,(602)253-4570,(   )   -,120,T,,,,,,A,1/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-57,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0002,21,85120,APACHE JUNCTION HLTH CENTER,2012 WEST SOUTHERN AVE,NCI-363,2/1/2017,1/31/2018,APACHE JUNCTION,AZ,PINAL,(480)983-0700,(480)983-7318,190,T,-111.565975,33.393498,,,,A,6/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-58,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC203,21,85634,ARCHIE HENDRICKS SENIOR SKILLED NURSING FACILITY,HCO 1 BOX 9100,,,,SELLS,AZ,PIMA,(520)361-1800,(520)361-3656,,T,-111.892452,31.922031,,,,NONE,,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-59,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0121,21,85224,ARCHSTONE CARE CENTER,1980 WEST PECOS ROAD,NCI-390,9/1/2017,8/31/2018,CHANDLER,AZ,MARICOPA,(480)821-1268,(480)782-1073,120,T,-111.874628,33.291586,,,,A,9/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-60,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0147,21,85012,ARIZONA STATE VETERAN HOME-PHX,4141 NORTH S HERRERA WAY,NCI-447,3/1/2017,2/28/2018,PHOENIX,AZ,MARICOPA,(602)248-1550,(602)263-1826,200,T,-112.069158,33.495229,,,,A,11/30/2013,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-61,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0212,21,85713,ARIZONA STATE VETERAN HOME-TUCSON,555 EAST AJO WAY,NCI-212,12/1/2016,11/30/2017,TUCSON,AZ,PIMA,(520)638-2150,(520)638-2166,120,T,-110.961531,32.178026,,,,A,12/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-62,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0053,21,85714,AVALON SOUTHWEST HEALTH & REHAB,2900 EAST MILBER STREET,NCI-2643,3/1/2017,2/28/2018,TUCSON,AZ,PIMA,(520)294-0005,(520)294-0076,240,T,-110.931835,32.172455,,,,A,5/31/2016,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-63,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0009,21,85351,BANNER BOSWELL REHABILITATION CENTER,10601 WEST SANTA FE DRIVE,NCI-2677,9/1/2017,8/31/2018,SUN CITY,AZ,MARICOPA,(623)832-7000,(623)974-7102,91,T,-112.285431,33.60361,,,,A,4/30/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-64,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0007,21,85021,BEATITUDES CAMPUS,1712 WEST GLENDALE AVENUE,NCI-256,8/1/2017,7/31/2018,PHOENIX,AZ,MARICOPA,(602)995-2611,(602)995-0704,72,T,-112.095651,33.538721,,,,A,7/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-65,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0019,21,85301,BELLA VITA HEALTH AND REHABILITATION CENTER,5125 NORTH 58TH AVE,NCI-345,12/1/2016,11/30/2017,GLENDALE,AZ,MARICOPA,(623)931-5800,(623)931-8776,170,T,-112.183781,33.512368,,,,A,5/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-66,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0143,21,85224,BROOKDALE NORTH CHANDLER,2555 NORTH PRICE ROAD,NCI-2724,2/1/2017,1/31/2018,CHANDLER,AZ,MARICOPA,(480)345-8500,(480)730-5264,66,T,-111.892785,33.342407,,,,A,5/31/2018,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-67,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0048,21,85014,CAMELBACK POST ACUTE AND REHABILITATION,4635 NORTH 14TH STREET,NCI-159,3/1/2017,2/28/2018,PHOENIX,AZ,MARICOPA,(602)264-9039,(602)264-1017,107,T,-112.051738,33.504521,,,,A,1/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-68,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0025,21,85704,CASAS ADOBES POST ACUTE REHAB CENTER,1919 WEST MEDICAL STREET,NCI-2715,5/1/2017,4/30/2018,TUCSON,AZ,PIMA,(520)297-8311,(520)742-7597,230,T,-111.007366,32.321852,,,,A,2/28/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-69,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0001,21,85719,CATALINA POST ACUTE AND REHABILITATION,2611 NORTH WARREN AVENUE,NCI-2634,5/1/2017,4/30/2018,TUCSON,AZ,PIMA,(520)795-9574,(520)321-4983,102,T,-110.947045,32.254338,,,,A,8/31/2017,Assisted Living
USA-AZ-53-AZ-AssistedLiving-output-70,9/1/2017,SKILLED NURSING FACILITY/NURSING FACILITY DUAL CERTIFIED,LTC0014,21,85224,CHANDLER POST ACUTE AND REHABILITATION,2121 WEST ELGIN STREET,NCI-2734,11/1/2017,10/30/2018,CHANDLER,AZ,MARICOPA,(480)899-6717,(480)899-6364,120,T,-111.877606,33.297062,,,,A,11/30/2017,Assisted Living
