row_id,Facility Name,Address1,Address2,City,Zip,State,Administrator,Phone,Fax,License Number,License Exp.,Country,facility_type
USA-IN-84-IN-ResidentialCare-output-29,BROOKDALE FORT WAYNE,4730 E STATE BLVD,,FORT WAYNE,46815,IN,KATHLEEN DIIANNI,(260)484-0308,(260)471-6665,17-003273-1,1/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-30,BROOKDALE GRANGER,430 CLEVELAND RD,,GRANGER,46530,IN,TIFFANY KUZIO,(574)243-9020,(574)243-5909,17-002556-1,5/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-31,BROOKDALE MARION,2452 W KEM RD,,MARION,46952,IN,ELIZABETH PATTON,(765)384-4500,(765)384-4502,17-010682-1,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-32,BROOKDALE PORTAGE,3444 SWANSON RD,,PORTAGE,46368,IN,KYLIE PEARISH,(219)763-4867,(219)764-0896,17-010889-1,12/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-33,BROOKDALE RICHMOND,3700 S A ST,,RICHMOND,47374,IN,MELISSA NESTER,(765)939-3310,(765)939-1683,16-010888-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-34,BROOKDALE SOUTH BEND,17441 SR 23,,SOUTH BEND,46635,IN,JUSTIN KIMBRELL,(574)273-2233,(574)273-0164,17-010667-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-35,BROOKDALE VALPARAISO,2601 VALPARAISO ST,,VALPARAISO,46383,IN,REBECCA ARTHUR,(219)548-2230,(219)548-8197,17-010757-1,8/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-36,BROWNSBURG MEADOWS ASSISTED LIVING,7133 MEADOW TRAIL,,BROWNSBURG,46112,IN,KRIS GRAPHMAN,(317)852-1977,(317)520-5410,16-013356-1,10/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-37,CARMEL SENIOR LIVING,13390 N ILLINOIS STREET,,CARMEL,46032,IN,RITA SHEW,(317)451-4702,(317)818-0630,17-013297-1,12/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-38,CENTURY FIELDS RETIREMENT COMMUNITY LP,825 N MERIDIAN ST,,GREENTOWN,46936,IN,JOHN MARTIN,(765)628-3377,(765)628-3950,17-013128-1,4/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-39,CHANDLER PLACE,2879 S LIMA RD,,KENDALLVILLE,46755,IN,KATIE ROBINSON,(260)349-1030,(260)349-1250,17-004440-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-40,CHAPMAN PLACE,3110 E COLISEUM BLVD,,FORT WAYNE,46805,IN,,(260)471-3110,(260)471-9822,16-010235-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-41,CHARLES FORD MEMORIAL HOME INC,920 S MAIN ST,,NEW HARMONY,47631,IN,AMY KNOPF-KOCH,(812)682-4685,(812)682-4676,16-001123-1,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-42,CHATEAU OF BATESVILLE,44 CHATEAU BLVD,,BATESVILLE,47006,IN,DANIEL KENYON,(812)932-8888,(812)932-8899,16-006489-1,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-43,CHRISTINA PLACE,1435 CHRISTIAN BLVD,,FRANKLIN,46131,IN,JERRILYNN O'NEILL,(317)535-6550,(317)535-6553,17-004017-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-44,CLARENDALE OF SCHERERVILLE,7770 BURR STREET,,SCHERERVILLE,46375,IN,MARK MIRON,(219)322-8855,(515)875-4780,17-013825-1,8/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-45,CLARKSVILLE SENIOR LIVING LLC,400 HUNTER STATION ROAD,,SELLERSBURG,47172,IN,JENNIFER GELLINGER,(812)252-2000,,17-013841-2,4/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-46,COUNTRY CHARM,3177 MERIDIAN PARKE DR,,GREENWOOD,46142,IN,DEBORAH THOMPSON,(317)882-5455,(317)882-3606,16-011478-1,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-47,COVENTRY MEADOWS ASSISTED LIVING,7833 W JEFFERSON BLVD,,FORT WAYNE,46804,IN,LINDSEY BROYLES,(260)432-4848,(260)435-2115,17-005846-1,1/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-48,CRAWFORDSVILLE BICKFORD COTTAGE,100 BICKFORD LN,,CRAWFORDSVILLE,47933,IN,LORA REEVES,(765)362-2000,(765)362-2004,17-003674-1,5/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-49,CRESTWOOD VILLAGE SOUTH APARTMENTS LLC,8809 MADISON AVENUE,,INDIANAPOLIS,46227,IN,BETH ELLEN WELCH,(317)885-3461,(317)885-3467,17-013367-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-50,CROWN POINTE SENIOR LIVING COMMUNITY,1034 CROWN POINTE BLVD,,GREENSBURG,47240,IN,AMANDA OAKES,(812)662-8888,(812)662-8899,17-011914-1,4/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-51,CROWN SENIOR LIVING,7960 SHADELAND AVENUE NORTH,,INDIANAPOLIS,46250,IN,KAMALA WEST,(317)376-4639,(317)376-4638,16-013328-1,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-52,CROWNPOINTE OF ANDERSON,2727 CROWNPOINTE CIR,,ANDERSON,46012,IN,NANCY MORGAN,(765)641-9995,(765)622-0340,16-012129-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-53,CROWNPOINTE OF CARMEL,11610 TECHNOLOGY DR,,CARMEL,46032,IN,JOYCE CALLAHAN,(317)818-1786,(317)818-1796,17-012309-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-54,CROWNPOINTE OF GREENFIELD,831 SWOPE STREET,,GREENFIELD,46140,IN,ANGELA SHELL,(317)467-9317,(317)467-4463,17-012798-1,1/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-55,CROWNPOINTE OF HARTFORD CITY,100 INDEPENDENCE PARKWAY,,HARTFORD CITY,47348,IN,LARRY NEW,(765)348-3250,(765)348-3894,17-013578-1,5/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-56,CROWNPOINTE OF INDIANAPOLIS,7365 E 16TH ST,,INDIANAPOLIS,46219,IN,LORI WEAVER,(317)351-2578,(317)375-7626,17-005729-1,12/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-57,CROWNPOINTE OF LEBANON,610 CROWNPOINTE DRIVE,,LEBANON,46052,IN,LILLIE LORENE BATLEY,(765)482-3436,(765)482-3439,17-013582-1,4/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-58,CROWNPOINTE OF PORTLAND,745 PATRIOT DRIVE,,PORTLAND,47371,IN,AMANDA HIRSCHY,(260)726-3577,(260)726-2002,17-014090-1,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-59,DIGBY PLACE,167 CR W 240 S,,LAFAYETTE,47905,IN,TIFFANY TRIBBLE,(765)471-8552,(765)471-0763,17-004392-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-60,EASTLAKE TERRACE,3109 E BRISTOL,,ELKHART,46514,IN,STEPHANIE MAUPIN,(574)266-4508,(574)264-2383,17-010065-1,4/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-61,ELKHART PLACE,27833 CR 24,,ELKHART,46517,IN,JUDITH HOESE,(574)295-9058,(574)295-9906,17-004353-2,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-62,ELMCROFT OF MUNCIE,1601 N MORRISON RD,,MUNCIE,47304,IN,DAWN BEEMAN,(765)286-9907,(765)281-9476,17-010886-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-63,EMERALD PLACE,297 S 100 E,,WASHINGTON,47501,IN,VANESSA KAVANAUGH,(812)254-5230,(812)257-0828,17-004904-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-64,FRANCISCAN HEALTH ALTERNACARE,1104 E GRACE ST,,RENSSELAER,47978,IN,DEBORAH RILEY,(219)866-5141,(219)866-2052,16-005072-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-65,GENTRY PARK -BLOOMINGTON LLC,901 S HASTINGS DR,,BLOOMINGTON,47401,IN,MEGHAN YODER,(812)668-1200,,17-013766-1,2/28/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-66,GEORGETOWN PLACE,1717 MAPLECREST ROAD,,FORT WAYNE,46815,IN,KRISTINE ANN LUNDQUIST,(260)493-6927,(972)770-5666,17-013463-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-67,GI-XXXIV SUMMERS POINTE OPERATOR LLC,1 SUNSET DRIVE,,WINCHESTER,47394,IN,JODIE MARKER,(765)584-7676,(765)584-7496,16-013838-1,10/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-68,GRAND EMERALD PLACE,4010 S IRONWOOD DR,,SOUTH BEND,46614,IN,THERESA TEEPLE,(574)291-2222,(574)231-9401,17-013555-1,12/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-69,GREENBRIAR VILLAGE,8800 SPOON DR,,INDIANAPOLIS,46219,IN,CARRIE VANVELSE,(317)899-6777,(317)899-2659,17-011799-1,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-70,HAMILTON PLACE,2116 BUTLER RD,,FORT WAYNE,46815,IN,KATASCHA ZOLMAN,(260)471-0944,(260)482-7476,17-004686-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-71,HEARTH AT JUDAY CREEK LLC,6330 N FIR RD,,GRANGER,46530,IN,LAURA PAYNE,(574)243-5557,(574)243-5559,17-012229-1,3/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-72,HEARTH AT PRESTWICK,182 S CR 550 E,,AVON,46123,IN,MARIA CASH,(317)745-2766,(317)718-1051,17-003902-1,4/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-73,HEARTH AT STONES CROSSING LLC THE,2339 S STATE ROAD 135,,GREENWOOD,46143,IN,STEPHEN EVANS,(317)535-0422,(317)535-0425,17-005722-1,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-74,HEARTH AT SYCAMORE VILLAGE LLC,611 W COUNTY LINE RD SOUTH,,FORT WAYNE,46814,IN,CHRISTOPHER CASE,(260)625-4025,(260)625-3466,17-011804-1,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-75,HEARTH AT TUDOR GARDENS LLC,11755  N MICHIGAN RD,,ZIONSVILLE,46077,IN,DAVID MOBERG,(317)873-6300,(317)873-6375,17-012263-1,4/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-76,HEARTH AT WINDERMERE,9745 OLYMPIA DR,,FISHERS,46038,IN,HEIDI MARIE MYERS,(317)576-1925,(317)578-1742,17-002999-1,4/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-77,HERITAGE POINT ALZHEIMER'S SPECIAL CARE CENTER,1215 TRINITY PLACE,,MISHAWAKA,46545,IN,LORI CRISPEN,(574)247-7400,(574)247-7399,17-013330-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-78,HI JILL'S HOUSE LLC,751 E TAMARACK TRAIL,,BLOOMINGTON,47408,IN,NICOLE BAYS,(812)787-7692,,17-013824-1,1/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-79,INDEPENDENT LIVING CLUB,6038 W 25TH ST,,INDIANAPOLIS,46224,IN,CYNTHIA JONES,(317)291-5228,(317)328-8329,17-001132-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-80,INDIANA MASONIC HOME INC,690 STATE STREET,,FRANKLIN,46131,IN,CHARLES SPENCER,(317)736-6141,(317)736-0454,17-013460-1,3/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-81,JEWEL PLACE,607 VIRGINIA AVE,,MADISON,47250,IN,JOHN EVERHART,(812)273-0432,(812)273-0065,17-004352-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-82,JOURNEY SENIOR LIVING OF MERRILLVILLE LLC,7900 RHODE ISLAND STREET,,MERRILLVILLE,46410,IN,TARA HOLMES,(219)525-4123,,17-013733-1,12/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-83,KEEPSAKE VILLAGE OF COLUMBUS,2564 FOXPOINTE DR,,COLUMBUS,47201,IN,LUAN DESKINS,(812)372-0950,(812)372-1762,17-010680-1,4/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-84,KESSLERWOOD PLACE,5011 KESSLER BLVD E,,INDIANAPOLIS,46220,IN,LORNA CASTILLO,(317)251-1300,(317)251-7720,17-010064-1,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-85,KEYSTONE WOODS,2335 N MADISON AVE,,ANDERSON,46011,IN,JEANNE BROWN,(765)642-8020,(765)642-8015,17-010409-1,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-86,KINGSTON AT DUPONT,1716 E DUPONT RD,,FORT WAYNE,46825,IN,DANIELLE SORG,(260)490-5111,(260)490-5112,16-003000-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-87,KINGSTON RESIDENCE OF FORT WAYNE,7515 WINCHESTER RD,,FORT WAYNE,46819,IN,ERIN FLOYD,(260)747-1523,(260)747-1525,16-001135-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-88,KOKOMO PLACE,3025 W SYCAMORE ST,,KOKOMO,46901,IN,PEGGY FRYE,(765)456-1490,(765)456-1491,16-011075-1,10/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-89,LAFAYETTE BICKFORD COTTAGE,3633 REGAL VALLEY DR,,LAFAYETTE,47901,IN,,(765)477-0770,(765)477-0826,17-004503-1,4/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-90,LAKE CITY PLACE,425 CHINWORTH CT,,WARSAW,46580,IN,KATIE ROBINSON,(574)267-3873,(574)267-6352,17-011389-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-91,LAKE PARK RESIDENTIAL CARE,2075 RIPLEY ST,,LAKE STATION,46405,IN,JOELYNN MILLER-JOHNSON,(219)962-9437,(219)962-7878,16-001136-2,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-92,LAMPLIGHT INN OF FORT WAYNE,300 E WASHINGTON BLVD,,FORT WAYNE,46802,IN,SHERRI BERGHOFF,(260)422-5511,(260)422-3778,16-012288-1,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-93,LINCOLNSHIRE PLACE - FORT WAYNE,11911 DIEBOLD ROAD,,FORT WAYNE,46845,IN,CAROL ANGELA BUCKLAND,(847)777-6933,,17-013687-1,2/28/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-94,LYND PLACE,2410 E MCGALLIARD RD,,MUNCIE,47303,IN,DEBRA ANDERSON,(765)284-7670,(765)284-1209,17-004428-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-95,MCCORDSVILLE SENIOR LIVING LLC,6311 W CR 900 N,,MCCORDSVILLE,46055,IN,PATRICIA JUNE,(317)335-9900,(317)335-9902,17-013847-2,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-96,MCKINNEY PLACE,3901 HIGH STREET RD,,LOGANSPORT,46947,IN,SHIRLY KELLER,(574)739-2134,(574)722-1512,17-004441-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-97,MEADOW BROOK SENIOR LIVING,11011 VILLAGE SQUARE LANE,,FISHERS,46038,IN,EDNA DOMINGO,(317)842-4215,(317)842-6505,16-013163-1,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-98,MILLER BEACH TERRACE,4905 MELTON RD,,GARY,46403,IN,JANUARY SZWEDA,(219)938-0124,(219)939-3036,17-001140-1,8/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-99,MONROE PLACE,2770 S ADAMS RD,,BLOOMINGTON,47403,IN,CHRISTY LAFREE,(812)331-8153,(812)331-0155,17-004016-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-100,MORNING POINTE OF FRANKLIN,75 S MILFORD DR,,FRANKLIN,46131,IN,ELIZABETH HOLSTEIN,(317)736-4665,(317)736-0654,17-002858-1,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-101,MORNING VIEW NURSING AND REHABILITATION CENTER,475 NORTH NILES AVENUE,,SOUTH BEND,46617,IN,ROGER GARMENDIA,(574)246-4123,(574)272-2608,17-013149-2,8/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-102,MORNINGSIDE OF COLLEGE PARK,8810 COLBY BLVD,,INDIANAPOLIS,46268,IN,JO ANNA COWAN,(317)872-4567,,17-013034-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-103,NORTH WOODS VILLAGE AT EDISON LAKES,1409 E DAY ROAD,,MISHAWAKA,46545,IN,JAMES MUELLER,(574)247-1866,(574)247-7890,17-013236-1,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-104,NORTH WOODS VILLAGE AT INVERNESS LAKE,8075 GLENCARIN BOULEVARD,,FORT WAYNE,46804,IN,TIMOTHY NIX,(260)420-1866,(260)432-0031,16-013612-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-105,OASIS AT 30TH,5651 E 30TH STREET,,INDIANAPOLIS,46218,IN,MARQUE MCKINNOR,(317)297-9000,(317)297-9374,16-013347-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-106,OASIS DEMENTIA CARE INC,4301 WASHINGTON AVE,,EVANSVILLE,47714,IN,JANINE GOODMAN BUZICK,(812)303-3310,(812)303-3340,16-013613-1,10/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-107,"PARK PLACE II, LLC",4411 PARK PLACE DR,,FORT WAYNE,46845,IN,MAYA KACZMAREK,(260)480-2500,(260)480-2521,17-012582-1,3/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-108,PINE KNOLL ASSISTED LIVING CENTER,607 WILSON CREEK RD,,LAWRENCEBURG,47025,IN,DANIEL MCMULLEN,(812)537-4422,(812)537-9012,17-001142-1,7/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-109,PORTAGE MANOR HEALTH CARE FACILITY,3016 PORTAGE AVE,,SOUTH BEND,46628,IN,ROBYN CHALLINOR,(574)272-9100,(574)277-3486,17-001143-1,12/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-110,PRIMROSE  OF MISHAWAKA,820 FULMER ROAD,,MISHAWAKA,46544,IN,LEAH BENNETT,(574)259-3211,,17-013439-1,12/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-111,PRIMROSE MEMORY CARE OF ANDERSON,2100 N MADISON AVENUE,,ANDERSON,46011,IN,,(765)641-0050,,16-013811-2,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-112,PRIMROSE OF NEWBURGH,9800 LINCOLN AVE,,NEWBURGH,47630,IN,CARLA GRIMWOOD,(812)573-0088,,17-013846-2,6/30/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-113,PRIMROSE RETIREMENT COMMUNITY OF ANDERSON,1118 W CROSS ST,,ANDERSON,46011,IN,CARISSA STEVENS,(765)643-5000,(765)643-5201,17-011806-1,5/31/2018,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-114,PRIMROSE RETIREMENT COMMUNITY OF KOKOMO,329  W RAINBOW DR,,KOKOMO,46901,IN,MONICA MARTIN,(765)455-1700,(765)455-1717,16-011555-1,11/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-115,RESIDENCES AT DEER CREEK,401 EAST US 30,,SCHERERVILLE,46375,IN,KAREN AYERSMAN,(219)864-0700,(219)865-3619,16-013069-1,9/30/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-116,RITTENHOUSE SENIOR LIVING OF INDIANAPOLIS,1251 W 96TH ST,,INDIANAPOLIS,46260,IN,,(317)575-9200,(317)575-8209,16-003282-1,10/31/2017,US,Residential Care
USA-IN-84-IN-ResidentialCare-output-117,RITTENHOUSE SENIOR LIVING OF MICHIGAN CITY,4300 CLEVELAND RD,,MICHIGAN CITY,46360,IN,TIFFANY KUZIO,(219)872-6800,(219)872-6805,16-012180-1,10/31/2017,US,Residential Care
