row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,street_address,po_box,city,province,postal_code,country
USA-National-43-NursingHomes-43-NursingHomes-SampleData-11,Encore Healthcare and Rehabilitation Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/encore-healthcare-and-rehabilitation-center-195426,,(337) 783-5533,,,,Medicare; Medicaid,Nonprofit; corporate,73,Family,,19110 Crowley-Eunice Hwy,,Crowley,LA,70526,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-12,Guest House,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/guest-house-195473,,(225) 272-0111,,,,Medicare; Medicaid,For-profit; corporate,144,Family,,10145 Florida Blvd.,,Baton Rouge,LA,70815,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-13,Heritage Manor of Opelousas,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/heritage-manor-of-opelousas-195321,,(337) 942-7588,,,,Medicare; Medicaid,For-profit; corporate,109,Family & Resident,,7941 I-49 South Service Road,,Opelousas,LA,70570,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-14,Bayou Chateau Nursing Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/bayou-chateau-nursing-center-195546,,(318) 941-2294,,,,Medicare; Medicaid,For-profit; corporate,104,Family,,16232 Hwy. 1,,Simmesport,LA,71369,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-15,Heritage Healthcare  - Hammond,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/heritage-healthcare-hammond-195526,,(985) 345-7210,,,,Medicare; Medicaid,For-profit; corporate,108,Family,,800 South Oak St.,,Hammond,LA,70403,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-16,Denali Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/denali-center-025020,,(907) 458-5100,,,,Medicare; Medicaid,Nonprofit; corporate,90,Family & Resident,,1510 19th Avenue,,Fairbanks,AK,99701,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-17,South Peninsula Hospital Long-Term Care,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/south-peninsula-hospital-long-term-care-025031,,(907) 235-0235,,,,Medicare; Medicaid,Nonprofit; corporate,28,Family,,4300 Bartlett Street,,Homer,AK,99603,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-18,Heritage Place,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/heritage-place-025021,,(907) 262-2545,,,,Medicare; Medicaid,For-profit; corporate,60,Family,,232 Rockwell Avenue,,Soldotna,AK,99669,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-19,Quyanna Care Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/quyanna-care-center-025026,,(907) 443-3311,,,,Medicare; Medicaid,Nonprofit; corporate,18,,,1100 Greg Kruschek Avenue,P.O. Box 966,Nome,AK,99762,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-20,Wrangell Medical Center Long-Term Care,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/wrangell-medical-center-long-term-care-025015,,(907) 874-7000,,,,Medicare; Medicaid,City,15,Family,,,P.O. Box 1081,Wrangell,AK,99929,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-21,Providence Seward Medical & Care Center Long-Term Care,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/providence-seward-medical-care-center-long-term-care-025024,,(907) 224-5241,,,,Medicare; Medicaid,City/county,40,Family,,2203 Oak Street,P.O. Box 430,Seward,AK,99664,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-22,Providence Transitional Care Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/providence-transitional-care-center-025018,,(907) 212-9100,,,,Medicare; Medicaid,Nonprofit; church,50,Family,Continuing Care,910 Compassion Circle,,Anchorage,AK,99504,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-23,Ketchikan Medical Center New Horizons Transitional Care,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/ketchikan-medical-center-new-horizons-transitional-care-025010,,(907) 225-5171,,,,Medicare; Medicaid,Nonprofit; church,29,Family,,3100 Tongass Avenue,,Ketchikan,AK,99901,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-24,Petersburg Medical Center Long-Term Care,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/petersburg-medical-center-long-term-care-025019,,(907) 772-4291,,,,Medicare; Medicaid,City/county,15,Family,,,P.O. Box 589,Petersburg,AK,99833,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-25,Providence Valdez Medical Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/providence-valdez-medical-center-025034,,(907) 834-1825,,,,Medicare; Medicaid,City,10,Family & Resident,,911 Meals Avenue,,Valdez,AK,99686,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-26,Wildflower Court,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/wildflower-court-025027,,(907) 463-8700,,,,Medicare; Medicaid,Nonprofit; corporate,57,Family & Resident,,2000 Salmon Creek Lane,,Juneau,AK,99801,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-27,Providence Extended Care,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/providence-extended-care-025036,,(907) 212-0259,,,,Medicare; Medicaid,Nonprofit; church,96,Family,,920 Compassion Circle,,Anchorage,AK,99504,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-28,Sitka Community Hospital-Long-Term Care,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/sitka-community-hospital-long-term-care-025032,,(907) 747-1701,,,,Medicare; Medicaid,City,15,Family,,209 Moller Avenue,,Sitka,AK,99835,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-29,Utuqqanaat Inaat,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/utuqqanaat-inaat-025035,,(907) 442-3321,,,,Medicare; Medicaid,Nonprofit; corporate,18,Family,,436 Mission Street,,Kotzebue,AK,99752,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-30,Cordova Community Medical Long-Term Care,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ak/cordova-community-medical-long-term-care-025028,,(907) 424-8000,,,,Medicare; Medicaid,City/county,10,,,,P.O. Box 160,Cordova,AK,99574,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-31,Autumn Care of Marion,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/autumn-care-of-marion-345165,,(828) 652-6701,,,,Medicare; Medicaid,For-profit; corporate,110,Family,,Post Office,Box 339,Marion,NC,28752,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-32,Carol Woods,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/carol-woods-345199,,(919) 968-4511,,,,Medicare,Nonprofit; corporate,30,Family,Continuing Care,750 Weaver Dairy Road,,Chapel Hill,NC,27514,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-33,Givens Health Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/givens-health-center-345328,,(828) 771-2900,,,,Medicare; Medicaid,Nonprofit; corporate,70,Family,Continuing Care,600 Barrett Lane,,Asheville,NC,28803,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-34,Peak Resources-Cherryville,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/peak-resources-cherryville-345395,,(704) 435-6029,,,,Medicare; Medicaid,For-profit; corporate,54,Family,,7615 Dallas Cherryville Highway,,Cherryville,NC,28021,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-35,Pruitthealth-Town Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/pruitthealth-town-center-345515,,(704) 455-5553,,,,Medicare; Medicaid,For-profit; corporate,70,Family,,6300 Roberta Road,,Harrisburg,NC,28075,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-36,Golden LivingCenter - Surry Community,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/golden-livingcenter-surry-community-345191,,(336) 789-5076,,,,Medicare; Medicaid,For-profit; corporate,100,Family & Resident,,542 Allred Mill Road,,Mount Airy,NC,27030,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-37,Davis Health & Wellness Center at Cambridge Villag,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/davis-health-wellness-center-at-cambridge-villag-345568,,(910) 679-8300,,,,Medicare; Medicaid,Nonprofit; corporate,20,Family,,83 Cavalier Drive,,Wilmington,NC,28405,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-38,Kindred Hospital East Greensboro,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/kindred-hospital-east-greensboro-345273,,(336) 271-2800,,,,Medicare; Medicaid,For-profit; corporate,23,Family,,2401 South Side Boulevard,,Greensboro,NC,27406,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-39,Friends Homes at Guilford,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/friends-homes-at-guilford-345148,,(336) 292-8187,,,,Medicare; Medicaid,Nonprofit; church,50,Family,Continuing Care,925 New Garden Road,,Greensboro,NC,27410,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-40,Carolina Village Inc.,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/carolina-village-inc-345123,,(828) 692-6275,,,,Medicare,Nonprofit; corporate,58,Family,Continuing Care,600 Carolina Village Road Suite Z,,Hendersonville,NC,28792,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-41,Rex Rehabilitation & Nursing Care Center of Apex,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/rex-rehabilitation-nursing-care-center-of-apex-345508,,(919) 363-6011,,,,Medicare; Medicaid,Nonprofit; corporate,107,Family,,911 South Hughes Street,,Apex,NC,27502,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-42,Twin Lakes Community Memory Care,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/twin-lakes-community-memory-care-345545,,(336) 585-2400,,,,Medicare; Medicaid,Nonprofit; church,16,Family,Continuing Care,3701 Wade Coble Drive,,Burlington,NC,27215,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-43,Trinity Grove,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/trinity-grove-345554,,(910) 442-3000,,,,Medicare; Medicaid,Nonprofit; church,100,Family & Resident,,631 Junction Creek Drive,,Wilmington,NC,28412,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-44,Transylvania Regional Hospital Inc.,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/transylvania-regional-hospital-inc-345484,,(828) 883-5156,,,,Medicare; Medicaid,Nonprofit; corporate,10,,,Hospital Drive,,Brevard,NC,28712,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-45,The Rosewood Health Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/nc/the-rosewood-health-center-345546,,(919) 870-9007,,,,Medicare,Nonprofit; corporate,36,Family & Resident,Continuing Care,8710 Cypress Club Drive,,Raleigh,NC,27615,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-46,Cherokee County Nursing Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/cherokee-county-nursing-center-375324,,(918) 456-3456,,,,Medicare; Medicaid,For-profit; corporate,100,Family,,1504 North Cedar Avenue,,Tahlequah,OK,74464,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-47,Epworth Villa Health Services,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/epworth-villa-health-services-375473,,(405) 752-1200,,,,Medicare,Nonprofit; corporate,87,Family,Continuing Care,14901 North Penn Avenue,,Oklahoma City,OK,73134,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-48,Comanche County Memorial Hospital Skilled Nursing,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/comanche-county-memorial-hospital-skilled-nursing-375127,,(580) 355-8620,,,,Medicare,County,18,,,3401 West  Gore,,Lawton,OK,73505,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-49,Mitchell Manor Convalescent Home LLC,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/mitchell-manor-convalescent-home-llc-375512,,(918) 423-4661,,,,Medicare; Medicaid,For-profit; corporate,100,Family & Resident,,315 West Electric Avenue,,Mcalester,OK,74501,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-50,The Villages at Southern Hills,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/the-villages-at-southern-hills-375546,,(918) 447-6447,,,,Medicare; Medicaid,For-profit; partnership,100,Family & Resident,Continuing Care,5721 S Lewis Ave,,Tulsa,OK,74105,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-51,Seiling Nursing Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/seiling-nursing-center-37E082,,(580) 922-4433,,,,Medicaid,City,31,Family,,Highway 60 North,,Seiling,OK,73663,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-52,Shanoan Springs Nursing and Rehabilitation,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/shanoan-springs-nursing-and-rehabilitation-375362,,(405) 224-1397,,,,Medicare; Medicaid,For-profit; corporate,82,Family,,2500 South 12th Street,,Chickasha,OK,73018,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-53,Ranchwood Nursing Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/ranchwood-nursing-center-375229,,(405) 354-2022,,,,Medicare; Medicaid,For-profit; corporate,150,Family,,824 South Yukon Parkway,,Yukon,OK,73099,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-54,"Fairview Fellowship Home for Senior Citizens, Inc.",,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/fairview-fellowship-home-for-senior-citizens-inc-375427,,(580) 227-3783,,,,Medicare; Medicaid,Nonprofit; corporate,100,Family,,605 East State Road,,Fairview,OK,73737,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-55,Heritage Village Nursing Home,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/heritage-village-nursing-home-375199,,(405) 379-6671,,,,Medicare; Medicaid,For-profit; corporate,118,Family & Resident,,801 Hwy 48 North,,Holdenville,OK,74848,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-56,Shattuck Nursing Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/shattuck-nursing-center-375564,,(580) 938-2501,,,,Medicare; Medicaid,For-profit; corporate,60,Family,,201 North Alfalfa,,Shattuck,OK,73858,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-57,Baptist Village of Oklahoma City,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/baptist-village-of-oklahoma-city-375381,,(405) 721-2466,,,,Medicare; Medicaid,Nonprofit; corporate,120,Family & Resident,Continuing Care,9700 Mashburn Boulevard,,Oklahoma City,OK,73162,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-58,The Highlands at Owasso,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/the-highlands-at-owasso-375558,,(918) 928-4800,,,,Medicare; Medicaid,For-profit; corporate,105,Family,,10098 N 123 E Ave,,Owasso,OK,74055,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-59,Colonial Manor II,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/colonial-manor-ii-37E109,,(580) 688-2828,,,,Medicaid,County,92,Family,,120 West Versa,,Hollis,OK,73550,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-60,"Calera Manor, LLC",,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ok/calera-manor-llc-375519,,(580) 434-5727,,,,Medicare; Medicaid,For-profit; corporate,82,Family,,1061 North Access Road,,Calera,OK,74730,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-61,Grace Nursing Home,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/grace-nursing-home-195258,,(225) 306-0030,,,,Medicare; Medicaid,For-profit; corporate,128,Family & Resident,,1181 Hwy 19,,Slaughter,LA,70777,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-62,"Harmony House Nursing & Rehabilitation Center, Inc.",,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/harmony-house-nursing-rehabilitation-center-inc-195404,,(318) 424-5251,,,,Medicare; Medicaid,For-profit; corporate,115,Family,,1825 Laurel St.,,Shreveport,LA,71103,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-63,Good Samaritan Rehabilitation and Nursing Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/good-samaritan-rehabilitation-and-nursing-center-195356,,(504) 246-7900,,,,Medicare; Medicaid,For-profit; corporate,127,Family,,4021 Cadillac Street,,New Orleans,LA,70122,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-64,Gonzales Healthcare Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/gonzales-healthcare-center-195327,,(225) 644-5358,,,,Medicare; Medicaid,For-profit; corporate,124,Family & Resident,,905 West Cornerview Road,,Gonzales,LA,70737,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-65,Baton Rouge Heritage House II,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/baton-rouge-heritage-house-ii-195389,,(225) 924-2851,,,,Medicare; Medicaid,For-profit; corporate,160,Family,,1335 Wooddale Blvd.,,Baton Rouge,LA,70806,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-66,Lexington House,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/lexington-house-195424,,(318) 442-4364,,,,Medicare; Medicaid,For-profit; corporate,152,Family & Resident,,16 Heyman Lane,,Alexandria,LA,71303,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-67,Senior Village Nursing & Rehabilitation Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/senior-village-nursing-rehabilitation-center-195318,,(337) 948-4486,,,,Medicare; Medicaid,For-profit; corporate,176,Family & Resident,,315 Harry Guilbeau Road,,Opelousas,LA,70570,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-68,S C C of Colonial Oaks Rehabilitation Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/s-c-c-of-colonial-oaks-rehabilitation-center-195604,,(318) 742-5420,,,,Medicare; Medicaid,For-profit; corporate,120,Family,,4921 Medical Drive,,Bossier City,LA,71112,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-69,Oak Haven Community Care Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/oak-haven-community-care-center-195575,,(318) 253-4601,,,,Medicare; Medicaid,Nonprofit; corporate,104,Family,,1515 Highway 107,,Center Point,LA,71323,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-70,Pelican Pointe Healthcare and Rehabilitation,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/pelican-pointe-healthcare-and-rehabilitation-195342,,(337) 893-4449,,,,Medicare; Medicaid,Nonprofit; corporate,120,Family,,405 Milton Road,,Maurice,LA,70555,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-71,Ollie Steele Burden Manor,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/ollie-steele-burden-manor-195566,,(225) 926-0091,,,,Medicare,Nonprofit; corporate,112,Family,,4250 Essen Lane,,Baton Rouge,LA,70809,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-72,Oaks of Houma,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/oaks-of-houma-195201,,(985) 876-5692,,,,Medicare; Medicaid,For-profit; corporate,120,Family & Resident,,400 Monarch Drive,,Houma,LA,70364,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-73,Sage Rehabilitation Hospital Skilled Nursing Facility,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/sage-rehabilitation-hospital-skilled-nursing-facility-195621,,(225) 819-0703,,,,Medicare,For-profit; individual,15,,,8000 Summa Avenue,,Baton Rouge,LA,70809,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-74,Matthews Memorial Health Care Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/matthews-memorial-health-care-center-195600,,(318) 445-5215,,,,Medicare; Medicaid,For-profit; corporate,124,Family & Resident,,5100 Jackson Street Ext.,,Alexandria,LA,71303,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-75,Northridge Care Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/la/northridge-care-center-195561,,(225) 778-0573,,,,Medicare; Medicaid,For-profit; corporate,132,Family & Resident,,3612 Baker Boulevard,,Baker,LA,70714,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-76,Highland Care Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/highland-care-center-465078,,(801) 278-2839,,,,Medicare; Medicaid,For-profit; corporate,108,Family,,4285 South Highland Drive,,Salt Lake City,UT,84124,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-77,Legacy Village Rehabilitation,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/legacy-village-rehabilitation-465171,,(801) 613-4600,,,,Medicare,For-profit; partnership,40,,,3251 West 5400 South,,Taylorsville,UT,84129,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-78,Holladay Healthcare Center,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/holladay-healthcare-center-465109,,(801) 277-7002,,,,Medicare; Medicaid,For-profit; corporate,120,Family,,4782 South Holladay Boulevard,,Salt Lake City,UT,84117,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-79,Hurricane Health and Rehabilitation,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/hurricane-health-and-rehabilitation-465101,,(435) 635-9833,,,,Medicare; Medicaid,For-profit; corporate,60,Family & Resident,,416 North State Street,,Hurricane,UT,84737,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-80,George E Wahlen Ogden Veterans Home,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/george-e-wahlen-ogden-veterans-home-465172,,(801) 334-4300,,,,Medicare; Medicaid,For-profit; individual,120,Family & Resident,,1102 North 1200 West,,Ogden,UT,84404,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-81,Emeritus at Salt Lake City,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/emeritus-at-salt-lake-city-465149,,(801) 359-0050,,,,Medicare,For-profit; corporate,45,Family,Continuing Care,76 South 500 East,,Salt Lake City,UT,84102,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-82,Aspen Ridge of Utah Valley,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/aspen-ridge-of-utah-valley-465170,,(801) 724-6500,,,,Medicare,For-profit; corporate,24,,,1992 South Columbia Lane,,Orem,UT,84097,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-83,Logan Regional Hospital Transitional Care Unit,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/logan-regional-hospital-transitional-care-unit-465123,,(435) 716-1000,,,,Medicare,Nonprofit; corporate,11,,,500 East 1400 North,,Logan,UT,84341,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-84,Aspen Ridge West Transitional Rehabilitation,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/aspen-ridge-west-transitional-rehabilitation-465166,,(801) 713-3200,,,,Medicare,For-profit; corporate,38,,,5323 South Murray Boulevard,,Murray,UT,84123,USA
USA-National-43-NursingHomes-43-NursingHomes-SampleData-85,Aspen Ridge Transitional Rehabilitation,,,,,,,,,,,https://health.usnews.com/best-nursing-homes/area/ut/aspen-ridge-transitional-rehabilitation-465159,,(801) 713-3100,,,,Medicare,For-profit; corporate,38,,,963 East 6600 South,,Murray,UT,84121,USA
