row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,class,dqa_region,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,license_renewal_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,alzeimers_special_care_unit_provided,mailing_street_address,mailing_po_box,mailing_city,mailing_province,mailing_postal_code,mailing_country,street_address,po_box,city,province,postal_code,country
USA-WI-49-All-49-CommunityBasedResidentialFacility-11,CHETEK RIVERS EDGE,0011663,,,,,,,,,,,SUE HANSON,(715) 924-2964,,,,,,8,,, BARRON,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,9/19/2006,3/31/2019,,INTEGRICARE INC.,(715) 859-6309,SUE HANSON,1372-24-3/8TH ST,CAMERON,WI,54822,,"2,900/5,000",CBRF,ADVANCED AGED; PUBLIC FUNDING,,,,,,,,,,,,251 WOODWARD ST,,CHETEK,WI,54728,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-12,AURORA RES ALTERNATIVES INC 049,510300,,,,,,,,,,,JILL MATTSON,(715) 822-2245,,,,,,8,,, BARRON,,,,,,,,,,,,,,,,,,,,,,,M/F,1/1/1994,1/31/2019,,AURORA RESIDENTIAL ALTERNATIVES INC,(715) 235-1839,HOLLY HAKES,Low/High rate:,MENOMONIE,WI,54751,,"5,019/5,019",CBRF,EMOTIONALLY DISTURBED/MENTAL; ILLNESS; PUBLIC FUNDING,,,,,,,,,,,,1849 HWY 63,P O BOX 68,COMSTOCK,WI,54826,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-13,BRENTWOOD SENIOR LIVING MEMORY CARE,0014372,,,,,,,,,,,RUTH ROTHSTEIN,(715) 736-7400,,,,,,20,,, BARRON,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,10/22/2012,10/31/2017,,,(715) 537-3393,DAVID BARTA,Low/High rate:,BARRON,WI,54812,,"4,000/6,000",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S,,,,,,,,,,,,633 CAMERON RD,PO BOX 155,RICE LAKE,WI,54868,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-14,CARE PARTNERS RICE LAKE II,0015820,,,,,,,,,,,DEBE SEVERSON,(715) 719-0415,,,,,,20,,, BARRON,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,9/10/2015,8/31/2019,,CARE PARTNERS ASSISTED LIVING LLC,(920) 232-1672,JASON LINDEMANN,Low/High rate:,OSHKOSH,WI,54903,,"4,700/5,600",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL,,,,,,,,,,,,1639 KERN AVENUE,PO BOX 3006,RICE LAKE,WI,54868,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-15,CHRISMARK HOME LLC,0016735,,,,,,,,,,,KELLY BANT,(715) 736-1112,,,,,,15,,, BARRON,,,,,,,,,,,,,,,CNA,,,,,,,,F,6/23/2017,6/30/2018,,CHRISMARK HOME LLC,(715) 736-1112,KELLY BANT,2477 12 3/4 AVE,CAMERON,WI,54822,,"2,800/4,000",CBRF,EMOTIONALLY DISTURBED/MENTAL; ILLNESS; PHYSICALLY DISABLED,,,,,,,,,,,,1627 KERN AVE,,RICE LAKE,WI,54868,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-16,COUNTRY TERRACE OF WISCONSIN INC,0009581,,,,,,,,,,,DEB SEVERSON,(715) 234-2012,,,,,,16,,, BARRON,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,3/1/2002,2/28/2018,,COUNTRY TERRACE OF WISCONSIN INC,(920) 232-1672,JASON LINDEMANN,Low/High rate:,OSHKOSH,WI,54903,,"2,652/3,702",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL,,,,,,,,,,,,1631 KERN AVENUE,PO BOX 3006,RICE LAKE,WI,54868,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-17,INTEGRICARE RICE LAKE,0014017,,,,,,,,,,,SUE HANSON,(715) 719-0024,,,,,,8,,, BARRON,,,,,,,,,,,,,,,,,,,,,,,M/F,9/3/2012,7/31/2018,,,(715) 790-4727,SUE HANSON,Low/High rate:,CAMERON,WI,54822,,"2,900/5,500",CBRF,ADVANCED AGED; DEVELOPMENTALLY DISABLED; EMOTIONALLY DISTURBED/MENTAL; ILLNESS; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,315 E SAINT PATRICK STREET,,RICE LAKE,WI,54868,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-18,MAGNA HOUSE OF BARRON COUNTY LLC,0014442,,,,,,,,,,,KAREN RUSCH,(715) 736-6334,,,,,,8,,, BARRON,,,,,,,,,,,,,,,,,,,,,,,M/F,12/12/2012,11/30/2017,,MAGNA HOUSE OF BARRON COUNTY LLC,(715) 292-0497,KAREN RUSCH,2311 20 1/2  STREET,RICE LAKE,WI,54868,,"2,280/3,900",CBRF,ALCOHOL/DRUG DEPENDENT; EMOTIONALLY DISTURBED/MENTAL; ILLNESS; PUBLIC FUNDING,,,,,,,,,,,,615 E SAWYER ST,,RICE LAKE,WI,54868,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-19,NEW BEGINNINGS OF BARRON COUNTY INC,0009905,,,,,,,,,,,RENEE ANDERSON,(715) 736-1311,,,,,,8,,, BARRON,,,,,,,,,,,,,,,,,,,,,,,M/F,12/19/2002,6/30/2019,,NEW BEGINNINGS OF BARRON COUNTY INC,(715) 736-1311,RENEE ANDERSON,4 CORNELL AVE,RICE LAKE,WI,54868,,"3,300/6,000",CBRF,EMOTIONALLY DISTURBED/MENTAL; ILLNESS; PUBLIC FUNDING,,,,,,,,,,,,4 CORNELL AVENUE,,RICE LAKE,WI,54868,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-20,NORTHWOOD GABLES,0013523,,,,,,,,,,,NANCY FREDERICKSON,(715) 234-9415,,,,,,8,,, BARRON,,,,,,,,,,,,,,,,,,,,,,,M/F,9/27/2010,9/30/2017,,NORTHWOOD GABLES LLC,(715) 520-2909,NANCY FREDRICKSON,1464-21ST AVENUE,RICE LAKE,WI,54868,,"2,235/4,813",CBRF,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,1464-21ST AVENUE,,RICE LAKE,WI,54868,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-21,RICE LAKE ASSISTED CARE,0013421,,,,,,,,,,,KAYLA HANSON,(715) 236-7211,,,,,,20,,, BARRON,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,9/30/2010,9/30/2017,,KSMS OUR HOUSE LLC,(317) 280-8455,LORI NARDIN,4350 156TH STREET,CHIPPEWA FALLS,WI,54729,,"3,350/3,720",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,,,,,,,,415 E SOUTH ST,,RICE LAKE,WI,54868,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-22,RICE LAKE MEMORY CARE,0013426,,,,,,,,,,,LISA ROBINSON,(715) 736-0347,,,,,,24,,, BARRON,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,9/30/2010,9/30/2017,,KSMS OUR HOUSE LLC,(317) 280-8455,LORI NARDIN,4350 156TH STREET,CHIPPEWA FALLS,WI,54729,,"3,900/3,900",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,,,,,,,,413 E SOUTH ST,,RICE LAKE,WI,54868,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-23,WOODSTONE SENIOR LIVING CBRF,0012947,,,,,,,,,,,JACOB WORK,(715) 736-6060,,,,,,39,,, BARRON,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,9/18/2009,9/30/2018,,WELCOME HOME HEALTH CARE INC,(320) 587-0005,ROMAN BLOEMKE,Low/High rate:,HUTCHINSON,MN,55350,,"4,887/6,887",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S,,,,,,,,,,,,950 BEAR PAW AVENUE,PO BOX 172,RICE LAKE,WI,54868,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-24,WILLOW MANOR,0013334,,,,,,,,,,,SHARON HOGFELDT,(715) 372-5005,,,,,,8,,, BAYFIELD,,,,,,,,,,,,,,,,,,,,,,,M/F,9/1/2010,8/31/2019,,WILLOW MANOR INC,(715) 372-5005,SHARON HOGFELDT,68290 N DISTRICT ST,IRON RIVER,WI,54847,,"3,000/4,000",CBRF,ADVANCED AGED; PUBLIC FUNDING,,,,,,,,,,,,68290 N DISTRICT ST,,IRON RIVER,WI,54847,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-25,OAKS AT NORTHERN LIGHTS (THE),0012705,,,,,,,,,,,JENNIFER AUGUSTINE,(715) 373-5621,,,,,,17,,, BAYFIELD,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,3/20/2009,3/31/2018,,NORTHERN LIGHTS SERVICES,(715) 373-5621,JENNIFER AUGUSTINE,706 BRATLEY DR,WASHBURN,WI,54891,,"3,500/3,900",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S,,,,,,,,,,,,702 BRATLEY DR,,WASHBURN,WI,54891,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-26,ANGELS ON ARCADIAN 1,0014000,,,,,,,,,,,DAVID FRY,(920) 339-0601,,,,,,20,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,1/1/2012,12/31/2018,,DEC COMPANY LLC,(920) 217-6601,DAVID FRY,3200 HARBOR WINDS DR,SUAMICO,WI,54173,,"2,600/4,500",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TERMINALLY ILL,,,,,,,,,,,,1550 ARCADIAN LN,,DE PERE,WI,54115,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-27,ANGELS ON ARCADIAN 2,0014001,,,,,,,,,,,DAVID FRY,(920) 339-0601,,,,,,20,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,1/1/2012,12/31/2018,,DEC COMPANY LLC,(920) 217-6601,DAVID FRY,3200 HARBOR WINDS DR,SUAMICO,WI,54173,,"2,600/4,500",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TERMINALLY ILL,,,,,,,,,,,,1500 ARCADIAN LN,,DE PERE,WI,54115,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-28,ANGELS ON ARCADIAN 3,0014002,,,,,,,,,,,DAVID FRY,(920) 339-0601,,,,,,20,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,1/1/2012,12/31/2018,,DEC COMPANY LLC,(920) 217-6601,DAVID FRY,3200 HARBOR WINDS DR,SUAMICO,WI,54173,,"2,600/4,500",CBRF,EMOTIONALLY DISTURBED/MENTAL; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TERMINALLY ILL; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,1525 ARCADIAN LN,,DE PERE,WI,54115,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-29,ANGELS TOUCH ASSISTED LIVING,0015148,,,,,,,,,,,SHEILA STEINFELDT,(920) 336-9137,,,,,,22,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,9/15/2014,9/30/2019,,ANGELS TOUCH ASSSITED LIVING LLC,(920) 336-9137,SHEILA STEINFELDT,394 ANGELS TOUCH CT,DE PERE,WI,54115,,"4,000/5,000",CBRF,ADVANCED AGED; EMOTIONALLY DISTURBED/MENTAL; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL,,,,,,,,,,,,1350 ANGELS PATH,,DE PERE,WI,54115,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-30,ANGELS TOUCH ASSISTED LIVING LLC,0011771,,,,,,,,,,,SHEILA STEINFELDT,(920) 336-9137,,,,,,20,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,6/13/2007,5/31/2019,,ANGELS TOUCH ASSISTED LIVING LLC,(920) 336-9137,SHEILA STEINFELDT,394 ANGELS TOUCH CT,DE PERE,WI,54115,,"4,600/5,500",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL,,,,,,,,,,,,394 ANGELS TOUCH CT,,DE PERE,WI,54115,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-31,ANGELS TOUCH ASST LVG LLC 5,0012845,,,,,,,,,,,SHEILA STEINFELDT,(920) 336-9137,,,,,,20,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,6/11/2009,5/31/2019,,ANGELS TOUCH,(920) 336-9137,SHEILA STEINFELDT,394 ANGELS TOUCH CT,DE PERE,WI,54115,,"4,600/5,500",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL,,,,,,,,,,,,400 ANGELS TOUCH CT,,DE PERE,WI,54115,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-32,ARTISAN DE PERE (THE),0014426,,,,,,,,,,,TARA LAPACEK,(920) 338-3407,,,,,,40,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,12/1/2012,11/30/2017,,MOSAIC MANAGEMENT GROUP LLC,(262) 754-4800,KRISTA MCCOOK,15400 W CAPITOL DR STE 100,BROOKFIELD,WI,53005,,"2,900/3,800",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,,,,,,,,1880 SCHEURING RD,,DE PERE,WI,54115,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-33,BIRCH CREEK BY HILLCREST,0009591,,,,,,,,,,,ANN STRAH,(920) 964-3737,,,,,,80,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,4/19/2002,5/31/2019,,OUR HERITAGE FAMILY LTD PARTNERSHIP,(920) 337-2455,AMY DOOLITTLE,2986 CTY RD PP,DE PERE,WI,54115,,"1,900/5,000",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL,,,,,,,,,,,,525 N 10TH ST,,DE PERE,WI,54115,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-34,OAKS FAM CARE CTR GRANT ST,410174,,,,,,,,,,,CYNDI GARBISCH,(920) 336-3155,,,,,,6,,, BROWN,,,,,,,,,,,,,,,,,,,,,,,M,12/9/1988,3/31/2019,,G & I OCHS INC DBA OAKS FAMILY CARE CENTE,(920) 497-0194,CYNDI GARBISCH,550 N MILITARY AVE STE 13,GREEN BAY,WI,54303,,"3,105/4,489",CBRF,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,1527 GRANT ST,,DE PERE,WI,54115,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-35,SCANDINAVIAN COURT ASSISTED LIVING,0015623,,,,,,,,,,,CHRISTINA MESEBERG,(920) 863-5362,,,,,,20,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,8/1/2015,7/31/2018,,DENMARK SENIOR LIVING INC,(920) 863-5362,TANGINA EDWARDS,"1600 W. BROADWAY RD, STE #100",TEMPE,AZ,85282,,"2,474/3,015",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PUBLIC FUNDING,,,,,,,,,,,,346 SCANDINAVIAN CT,,DENMARK,WI,54208,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-36,HIL FOX RUN,0016365,,,,,,,,,,,PENNI OLSON,(920) 983-9592,,,,,,8,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,3/20/2017,3/31/2019,,HOMES FOR INDEPENDENT LIVING OF WI LLC,(920) 499-2688,LYNN MATZKE,1249 RUSSETT COURT,GREEN BAY,WI,54313,,"5,279/6,023",CBRF,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,1744 BURGOYNE CT,,DEPERE,WI,54115,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-37,ACS GREEN BAY,0011996,,,,,,,,,,,KATRINA NELSON,(920) 469-2569,,,,,,20,,, BROWN,,,,,,,,,,,,,,,,,,,,,,,M/F,8/31/2007,10/31/2017,,ACS CLINICAL SERVICES LLC,(608) 223-0017,KATRINA NELSON,Low/High rate:,GREEN BAY,WI,54305,,"2,374/2,629",CBRF,ALCOHOL/DRUG DEPENDENT; CORRECTIONAL CLIENTS; PUBLIC FUNDING,,,,,,,,,,,,2670 UNIVERSITY AVE,PO BOX 1685,GREEN BAY,WI,54311,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-38,ALLOUEZ PARKSIDE  VILLAGE 2,0015841,,,,,,,,,,,ANN STRAH,(920) 432-3322,,,,,,64,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,10/29/2015,10/31/2018,,ASSISTED LIVING  BY HILLCREST,(920) 337-2450,AMY DOOLITTLE,1901 LIBAL STREET,GREEN BAY,WI,54301,,"4,900/5,500",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL,,,,,,,,,,,,1901 LIBAL STREET,,GREEN BAY,WI,54301,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-39,ALLOUEZ PARKSIDE VILLAGE,0013195,,,,,,,,,,,ANN STRAH,(920) 430-8500,,,,,,65,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,3/26/2010,3/31/2019,,HILLCREST PROPERTIES LTD,(920) 337-2450,AMY DOOLITTLE,2986 COUNTY RD PP,DE PERE,WI,54115,,"3,500/4,800",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL,,,,,,,,,,,,1901 LIBAL ST,,GREEN BAY,WI,54301,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-40,ALPHA SENIOR CONCEPTS,0013802,,,,,,,,,,,REBECCA MARKS,(920) 393-4531,,,,,,39,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,10/7/2011,11/30/2018,,AVIEW SENIOR LIVING INC,(920) 366-6221,JEAN HOWARD,1543 FIELD CT,SUAMICO,WI,54173,,"4,300/5,900",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TERMINALLY ILL,,,,,,,,,,,,2723 LINEVILLE RD,,GREEN BAY,WI,54313,USA
USA-WI-49-All-49-CommunityBasedResidentialFacility-41,ANGELS ON HUMBOLDT BUILDING 1,0015407,,,,,,,,,,,DAVID FRY,(920) 406-7600,,,,,,15,,, BROWN,,,,,,,,,,,,,,,CNA,,,,,,,,M/F,1/29/2015,1/31/2019,,DEC COMP LLC,(920) 217-6601,DAVID FRY,3200 HARBOR WINDS DR,SUAMICO,WI,54173,,"2,500/4,000",CBRF,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TERMINALLY ILL,,,,,,,,,,,,655 WOODSIDE RD,,GREEN BAY,WI,54311,USA
