row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,class,dqa_region,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,license_renewal_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,alzeimers_special_care_unit_provided,mailing_street_address,mailing_po_box,mailing_city,mailing_province,mailing_postal_code,mailing_country,street_address,po_box,city,province,postal_code,country
USA-WI-49-All-49-AdultDayCare-11,WILLOW RIDGE ADULT DAY CENTER II,500011,,,,,,,,,,,JANICE KOMANEC,(715) 229-2172,,,,,,6,,, CLARK,,,,,,,,,,,,,,,,,,,,,,,M/F,1/1/1998,12/31/2018,,CLARK COUNTY HEALTH CARE CENTER,(715) 229-2172,JANE SCHMITZ,W4266 COUNTY HIGHWAY X,OWEN,WI,54460,,0/0,ADC,DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,W4266 COUNTY HIGHWAY X,,OWEN,WI,54460,USA
USA-WI-49-All-49-AdultDayCare-12,MILESTONE SENIOR LIVING ADULT DAY PROGRAM,,,,,,,,,,,,JULIE HEIL,(608) 575-5055,,,,,,6,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,3/15/2015,3/31/2019,,,(608) 819-2220,JULIE HEIL,1574 W BROADWAY SUITE 200,MADISON,WI,53713,,,ADC,ADVANCED AGED,,,,,,,,,,,,1870 MARKET ST,,CROSS PLAINS,WI,53528,USA
USA-WI-49-All-49-AdultDayCare-13,BENEVOLENCE ADULT DAY CARE,0016794,,,,,,,,,,,HAL BROWN,(608) 442-0253,,,,,,6,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,8/29/2017,8/31/2019,,,(608) 442-0253,MELVIS TAZIFUA,914 LAURIE DR,MADISON,WI,53711,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,914 LAURIE DR,,MADISON,WI,53711,USA
USA-WI-49-All-49-AdultDayCare-14,CATHOLIC CHARITIES ADULT DAY CENTER,0016356,,,,,,,,,,,JACKSON FONDER,(608) 663-7117,,,,,,120,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,12/16/2016,11/30/2018,,CATHOLIC CHARITIES,(608) 826-8000,CRICKET HESSELBERG,EMOTIONALLY DISTURBED/MENTAL,MADISON,WI,53718,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TERMINALLY ILL; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,5401 FEN OAK DR,,MADISON,WI,53718,USA
USA-WI-49-All-49-AdultDayCare-15,EMMCA ADULT DAY CENTER,0009858,,,,,,,,,,,MICHELLE ANDERSON,(608) 223-3100,,,,,,14,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,12/9/2002,11/30/2018,,EAST MADISON MONONA COALITION OF THE A,(608) 223-3100,SONYA LINDQUIST,4142 MONONA DR,MADISON,WI,53716,,,ADC,ADVANCED AGED; PUBLIC FUNDING,,,,,,,,,,,,4142 MONONA DR,,MADISON,WI,53716,USA
USA-WI-49-All-49-AdultDayCare-16,SSM HEALTH-ADULT DAY HEALTH CENTER,100009,,,,,,,,,,,STEPHANIE PRITCHARD,(608) 249-4450,,,,,,30,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,12/5/1991,11/30/2017,,SSM HEALTH-ST MARYS HOSPITAL,(608) 251-6100,STEPHANIE PRITCHARD,Low/High rate:,MADISON,WI,53704,,0/0,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED,,,,,,,,,,,,2440 ATWOOD AVE,,MADISON,WI,53704,USA
USA-WI-49-All-49-AdultDayCare-17,OREGON AREA SENIOR CENTER'S ADULT DAY PROGRAM,,,,,,,,,,,,MIKE GRACZ,(608) 835-5801,,,,,,16,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,12/21/2005,12/31/2017,,VILLAGE OF OREGON,(608) 835-3118,MIKE GRACZ,117 SPRING ST,OREGON,WI,53575,,,ADC,ADVANCED AGED; EMOTIONALLY DISTURBED/MENTAL; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S,,,,,,,,,,,,219 PARK ST,,OREGON,WI,53575,USA
USA-WI-49-All-49-AdultDayCare-18,MADISON AREA REHABILITATION CENTERS STOUGHTON,,,,,,,,,,,,SUZANNE HANSON,(608) 873-5217,,,,,,12,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,8/22/2011,8/31/2019,,MADISON AREA REHABILITATION CENTERS,(608) 873-5217,SANDRA BRAUND,EMOTIONALLY DISTURBED/MENTAL,STOUGHTON,WI,53589,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,932 N PAGE ST,,STOUGHTON,WI,53589,USA
USA-WI-49-All-49-AdultDayCare-19,COLONIAL CLUB SENIOR ACTIVITY CENTER INC,100010,,,,,,,,,,,ROBERT POWER,(608) 837-4611,,,,,,28,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,1/31/1991,11/30/2018,,COLONIAL CLUB SENIOR ACTIVITY CENTER,(608) 837-4611,ROBERT POWER,301 BLANKENHEIM LA,SUN PRAIRIE,WI,53590,,0/0,ADC,ADVANCED AGED; EMOTIONALLY DISTURBED/MENTAL; ILLNESS; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,301 BLANKENHEIM LA,,SUN PRAIRIE,WI,53590,USA
USA-WI-49-All-49-AdultDayCare-20,GOLDEN CARE ADULT DAY CENTER,100026,,,,,,,,,,,ELLEN J IGL,(920) 885-4144,,,,,,17,,, DODGE,,,,,,,,,,,,,,,,,,,,,,,M/F,5/2/1996,8/31/2019,,,(920) 885-4144,ELLEN J IGL,N8053 HWY 33,BEAVER DAM,WI,53916,,0/0,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,N8053 HWY 33,,BEAVER DAM,WI,53916,USA
USA-WI-49-All-49-AdultDayCare-21,TROSTEN HAUS,100027,,,,,,,,,,,BRIAN JACOBSON,(920) 887-4282,,,,,,50,,, DODGE,,,,,,,,,,,,,,,,,,,,,,,M/F,5/17/1994,5/31/2018,,GREEN VALLEY ENTERPRISES INC,(920) 887-4282,BRIAN JACOBSON,1229 MADISON ST,BEAVER DAM,WI,53916,,0/0,ADC,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,1223 MADISON ST,,BEAVER DAM,WI,53916,USA
USA-WI-49-All-49-AdultDayCare-22,SUNFLOWER COTTAGE,0016185,,,,,,,,,,,MARSHA LAU,(920) 743-7943,,,,,,20,,, DOOR,,,,,,,,,,,,,,,,,,,,,,,M/F,11/1/2016,10/31/2018,,SUNSHINE HOUSE INC,(920) 743-7943,MARSHA LAU,EMOTIONALLY DISTURBED/MENTAL,STURGEON BAY,WI,54235,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,55 WEST YEW STREET,,STURGEON BAY,WI,54235,USA
USA-WI-49-All-49-AdultDayCare-23,MEMORY LANE ADULT DAY SERVICES,0014085,,,,,,,,,,,MILLIE ROUNSVILLE,(715) 394-2587,,,,,,15,,, DOUGLAS,,,,,,,,,,,,,,,,,,,,,,,M/F,3/14/2012,2/28/2018,,NORTHWEST WISCONSIN COMMUNITY SERVIC,(715) 392-5127,MILLIE ROUNSVILLE,1118 TOWER AVENUE,SUPERIOR,WI,54880,,,ADC,IRREVERSIBLE; DEMENTIA/ALZHEIMER'S,,,,,,,,,,,,502 TOWER AVENUE,,SUPERIOR,WI,54880,USA
USA-WI-49-All-49-AdultDayCare-24,GRACE ADULT DAY SERVICES ALTOONA,0009073,,,,,,,,,,,BETHANY JACOBSON FLIEGER,(715) 832-8811,,,,,,43,,, EAU CLAIRE,,,,,,,,,,,,,,,,,,,,,,,M/F,6/16/2000,6/30/2018,,GRACE LUTHERAN FOUNDATION INC,(715) 832-3003,MIKE CHRISTENSEN,EMOTIONALLY DISTURBED/MENTAL,EAU CLAIRE,WI,54702,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S,,,,,,,,,,,,2441 NEW PINE DRIVE,P O BOX 287,ALTOONA,WI,54720,USA
USA-WI-49-All-49-AdultDayCare-25,HMONG SENIOR CENTER,0014797,,,,,,,,,,,ROCKIE XIONG,(715) 514-3491,,,,,,22,,, EAU CLAIRE,,,,,,,,,,,,,,,,,,,,,,,M/F,3/6/2014,3/31/2019,,HMONG SENIOR CENTER LLC,(715) 514-3491,ROCKIE XIONG,1722 WESTGATE ROAD,EAU CLAIRE,WI,54703,,,ADC,ADVANCED AGED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,1722 WESTGATE ROAD,,EAU CLAIRE,WI,54703,USA
USA-WI-49-All-49-AdultDayCare-26,HANDS ON DAY CENTER,0013153,,,,,,,,,,,ANGELA REBEDEW,(920) 322-9658,,,,,,40,,, FOND DU LAC,,,,,,,,,,,,,,,,,,,,,,,,2/8/2010,1/31/2018,,,(920) 322-9658,ANGELA REBEDEW,848 S MILITARY RD,FOND DU LAC,WI,54935,,,ADC,PUBLIC FUNDING,,,,,,,,,,,,848 S MILITARY RD,,FOND DU LAC,WI,54935,USA
USA-WI-49-All-49-AdultDayCare-27,ST AGNES HOSP ADULT DAY SERVICES,400008,,,,,,,,,,,KATHY KEMPF,(920) 921-5812,,,,,,40,,, FOND DU LAC,,,,,,,,,,,,,,,,,,,,,,,M/F,2/28/1990,2/28/2018,,AGNESIAN HEALTHCARE,(920) 929-2300,KATHY KEMPF,Low/High rate:,FOND DU LAC,WI,54935,,0/0,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED,,,,,,,,,,,,420 E MERRILL AVE,,FOND DU LAC,WI,54935,USA
USA-WI-49-All-49-AdultDayCare-28,HAND IN HAND ADULT DAY CENTER,0008562,,,,,,,,,,,LINDA BOLL,(608) 328-9630,,,,,,20,,, GREEN,,,,,,,,,,,,,,,,,,,,,,,M/F,11/15/1991,11/30/2018,,GREEN COUNTY HUMAN SERVICES DEPT,(608) 328-9393,LINDA BOLL,N3152 STATE RD 81,MONROE,WI,53566,,,ADC,ADVANCED AGED; PUBLIC FUNDING,,,,,,,,,,,,2227 4TH ST,,MONROE,WI,53566,USA
USA-WI-49-All-49-AdultDayCare-29,APTITUDES,0014106,,,,,,,,,,,CHRISTINE KLITZKIE,(920) 563-8554,,,,,,50,,, JEFFERSON,,,,,,,,,,,,,,,,,,,,,,,M/F,8/1/2012,7/31/2018,,ABILITIES INC,(920) 563-8554,CHRISTINE KLITZKIE,PUBLIC FUNDING,FORT ATKINSON,WI,53538,,,ADC,DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED,,,,,,,,,,,,426 MC MILLEN ST,PO BOX 84,FORT ATKINSON,WI,53538,USA
USA-WI-49-All-49-AdultDayCare-30,CAPABILITIES,0011744,,,,,,,,,,,TROY HANSEN,(920) 568-9705,,,,,,21,,, JEFFERSON,,,,,,,,,,,,,,,,,,,,,,,M/F,2/1/2007,1/31/2019,,ABILITIES INC,(920) 563-8554,CHRISTINE KLITZKIE,EMOTIONALLY DISTURBED/MENTAL,FORT ATKINSON,WI,53538,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,N2489 WENHAM RD PO BOX 84,PO BOX 84,FORT ATKINSON,WI,53538,USA
USA-WI-49-All-49-AdultDayCare-31,REFLECTIONS ADULT DAY CARE LLC,0011951,,,,,,,,,,,JULIE REINEL,(920) 568-9233,,,,,,31,,, JEFFERSON,,,,,,,,,,,,,,,,,,,,,,,M/F,6/15/2007,5/31/2019,,REFLECTIONS ADULT DAY CARE LLC,(920) 568-9233,JULIE REINEL,511 MADISON AVE,FORT ATKINSON,WI,53538,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED,,,,,,,,,,,,511 MADISON AVE,,FORT ATKINSON,WI,53538,USA
USA-WI-49-All-49-AdultDayCare-32,ELITE DAY SERVICES LLC,0013519,,,,,,,,,,,KAY RENNHACK,(920) 988-2524,,,,,,20,,, JEFFERSON,,,,,,,,,,,,,,,,,,,,,,,M/F,11/15/2010,11/30/2018,,ELITE DAY SERVICES LLC,(920) 988-2524,KAY RENNHACK,1101 S GROVE AVE,JEFFERSON,WI,53549,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,1101 S GROVE AVE,,JEFFERSON,WI,53549,USA
USA-WI-49-All-49-AdultDayCare-33,ST COLETTA OF WI GOLDEN OPTIONS PROGRAM,,,,,,,,,,,,ELIZABETH BOUCHARD,(920) 674-8252,,,,,,50,,, JEFFERSON,,,,,,,,,,,,,,,,,,,,,,,M/F,7/27/2011,7/31/2019,,,(920) 674-8448,BETH ALEXANDER,EMOTIONALLY DISTURBED/MENTAL,JEFFERSON,WI,53549,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,N4637 COUNTY HIGHWAY Y,,JEFFERSON,WI,53549,USA
USA-WI-49-All-49-AdultDayCare-34,EASTER SEALS ADULT DAY SERV AT KENOSHA YMCA,,,,,,,,,,,,RACHEL MATT,(262) 654-9622,,,,,,37,,, KENOSHA,,,,,,,,,,,,,,,,,,,,,,,M/F,1/22/2009,1/31/2019,,,(414) 449-4444,ROBERT GLOWACKI,2222 S 114TH STREET,WEST ALLIS,WI,53172,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,7101 53RD ST,,KENOSHA,WI,53144,USA
USA-WI-49-All-49-AdultDayCare-35,FOUR SEASONS,0015934,,,,,,,,,,,,,,,,,,55,,, KENOSHA,,,,,,,,,,,,,,,,,,,,,,,M/F,1/31/2018,,,,,STEVEN ERICKSON,EMOTIONALLY DISTURBED/MENTAL,Certification,Fee,,,2/9/2016,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; TERMINALLY ILL; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,1326 35TH STREET,,KENOSHA,WI,53140,USA
USA-WI-49-All-49-AdultDayCare-36,LAKE VIEW RECPLEX,0014605,,,,,,,,,,,THOMAS SHIRCEL,(262) 947-0437,,,,,,60,,, KENOSHA,,,,,,,,,,,,,,,,,,,,,,,M/F,10/10/2013,9/30/2019,,VILLAGE OF PLEASANT PRAIRIE,(262) 947-0437,ERIN A WINCH,PUBLIC FUNDING,PLEASANT PRAIRIE,WI,53158,,,ADC,DEVELOPMENTALLY DISABLED; PHYSICALLY DISABLED,,,,,,,,,,,,9900 TERWALL TERRACE,,PLEASANT PRAIRIE,WI,53158,USA
USA-WI-49-All-49-AdultDayCare-37,EAST SHORE INDUSTRIES INC,0014248,,,,,,,,,,,TRACY NELSON,(920) 487-3541,,,,,,15,,, KEWAUNEE,,,,,,,,,,,,,,,,,,,,,,,M/F,10/15/2012,10/31/2018,,EAST SHORE INDUSTRIES INC,(920) 487-3541,TRACY NELSON,EMOTIONALLY DISTURBED/MENTAL,ALGOMA,WI,54201,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,813 RABAS ST,,ALGOMA,WI,54201,USA
USA-WI-49-All-49-AdultDayCare-38,JOURNEYS CLUB ADULT DAY CENTER,0014004,,,,,,,,,,,STEVE MCCARTHY,(920) 593-3599,,,,,,12,,, KEWAUNEE,,,,,,,,,,,,,,,,,,,,,,,M/F,3/1/2012,11/30/2018,,NEW CURATIVE REHABILITATION,(920) 468-1161,DIANA BROWN,EMOTIONALLY DISTURBED/MENTAL,GREEN BAY,WI,54308,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; ILLNESS; IRREVERSIBLE; DEMENTIA/ALZHEIMER'S; PHYSICALLY DISABLED; PUBLIC FUNDING; TRAUMATIC BRAIN INJURY,,,,,,,,,,,,700 HERITAGE RD,,LUXEMBURG,WI,54217,USA
USA-WI-49-All-49-AdultDayCare-39,HMONG KASHIA DAY CARE,0013210,,,,,,,,,,,CHIA N LEE,(608) 397-9650,,,,,,20,,, LACROSSE,,,,,,,,,,,,,,,,,,,,,,,M/F,4/4/2010,3/31/2018,,,(608) 526-4300,CHIA N LEE,W7164 CTY RD T,HOLMEN,WI,54636,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED,,,,,,,,,,,,1100 KANE ST,,LACROSSE,WI,54603,USA
USA-WI-49-All-49-AdultDayCare-40,MERIT CENTRE NORTH,500010,,,,,,,,,,,KAREN SEPICH,(608) 784-2700,,,,,,25,,, LACROSSE,,,,,,,,,,,,,,,,,,,,,,,M/F,9/14/1992,9/30/2018,,BETHANY ST JOSEPH CORPORATION,(608) 788-5700,BSJ COMMUNITY SERV,Low/High rate:,ONALASKA,WI,54650,,0/0,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,1020 WINDSOR STREET,,LACROSSE,WI,54603,USA
USA-WI-49-All-49-AdultDayCare-41,MERIT CENTRE SOUTH,0008898,,,,,,,,,,,KAREN SEPICH,(608) 788-2900,,,,,,25,,, LACROSSE,,,,,,,,,,,,,,,,,,,,,,,M/F,10/25/1999,10/31/2018,,BETHANY ST JOSEPH CORPORATION,(608) 788-5700,BSJ COMMUNITY SERV,1126 MAIN ST,ONALASKA,WI,54650,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,3900 EAST AVENUE SOUTH,,LACROSSE,WI,54601,USA
USA-WI-49-All-49-AdultDayCare-42,COULEE REGION ADULT DAY CENTER,0013552,,,,,,,,,,,KRISTY JORDAN,(608) 519-2306,,,,,,50,,, LACROSSE,,,,,,,,,,,,,,,,,,,,,,,M/F,3/18/2011,3/31/2019,,,(608) 475-0006,AMY KEPLER,PHYSICALLY DISABLED,ONALASKA,WI,54650,,,ADC,ADVANCED AGED; DEVELOPMENTALLY DISABLED; PUBLIC FUNDING,,,,,,,,,,,,1062 OAK FOREST DR SUITE 160,,ONALASKA,WI,54650,USA
