row_id,name,license_num,licensure_status,care_level,owner,number_of_floors,number_of_suites,size_of_suites,facilities,services,website,source,contact,phone,cell,fax,email,participation,ownership_type,number_of_beds,council_type,facility_type,county,branch_of,licensed_beds,secured_beds,ombudsman_phone,mail_co_company,mail_co_street_address,mail_co_po_box,mail_co_city,mail_co_province,mail_co_postal_code,license_type,maine_care_available,multilevel,handicap_accessible,class,dqa_region,dqa_region_category,license_level,ownership,contact_occupation,certification_types,provider_number,gender,initial_license,certification_fee_due,license_renewal_fee_due,licensee_name,licensee_phone,licensee_contact,licensee_street_address,licensee_city,licensee_province,licensee_postal_code,licensee_country,low_high_rate,type,specialty_programs,home_and_community_based_services,ceritifications,currently_occupied_as_of,currently_occupied_beds,alzeimers_special_care_unit_provided,mailing_street_address,mailing_po_box,mailing_city,mailing_province,mailing_postal_code,mailing_country,street_address,po_box,city,province,postal_code,country
USA-WI-49-All-49-ResidentialCareApartmentComplex-11,BROOKVIEW MEADOWS,0015436,,,,,,,,,,,KIRSTEN HUTCHISON,(972) 308-8397,,,,,,77,,, BROWN,,,,,,,,,,,,,,,,,,,,,,,M/F,1/13/2015,1/13/2015,,CSL GREEN BAY LLC,(972) 308-8387,CHERYL HARTMAN,7100 S WILKINSON WAY,PERRYBURG,OH,43551,,"2,995/5,275",RCAC,,,,,,,,,,,,,1740 CONDOR LN,,GREEN BAY,WI,54313,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-12,MORAINE RIDGE,0013688,,,,,,,,,,,LORRIE RYCZEK,(920) 468-3111,,,,,,75,,, BROWN,,,,,,,,,,,,,,,,,,,,,,,M/F,3/29/2011,3/31/2018,,MORAINE RIDGE LLC DBA MORAINE RIDGE SEN,(773) 851-1328,MICHAEL KLEIN,8101 N MONTICELLO STE 100,SKOKIE,IL,60076,,,RCAC,PUBLIC FUNDING,,,,,,,,,,,,2929 SAINT ANTHONY DR,,GREEN BAY,WI,54311,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-13,OAK PARK PLACE OF GREEN BAY,0016398,,,,,,,,,,,JOHN CORPUS,(920) 461-2533,,,,,,36,,, BROWN,,,,,,,,,,,,,,,,,,,,,,,M/F,4/17/2017,4/30/2019,,OAK PARK PLACE OF GREEN BAY LLC,(608) 279-0378,CHAD BASCHE,719 JUPITER DR,MADISON,WI,53718,,,RCAC,,,,,,,,,,,,,421 ERIE RD,,GREEN BAY,WI,54311,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-14,REBEKAH HAVEN,0010347,,,,,,,,,,,SHERRI STOCK,(920) 435-4810,,,,,,20,,, BROWN,,,,,,,,,,,,,,,,,,,,,,,M/F,2/1/1998,1/31/2018,,ODD FELLOW REBEKAH HOME ASSOCIATION,(920) 437-6523,CHARLENE EVERETT,1207 S JACKSON ST,GREEN BAY,WI,54301,,"3,268/4,918",RCAC,,,,,,,,,,,,,826 GRIGNON ST,,GREEN BAY,WI,54301,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-15,WAYSIDE PARKVIEW ESTATES,0010376,,,,,,,,,,,ERIC ROFFERS,(920) 864-2702,,,,,,18,,, BROWN,,,,,,,,,,,,,,,,,,,,,,,,9/8/2003,9/8/2003,,WAYSIDE PARKVIEW ESTATES LLC,(920) 864-2702,DAWN KASTER,3838 CHURCH VIEW CT,GREENLEAF,WI,54126,,"1,345/2,745",RCAC,,,,,,,,,,,,,3838 CHURCH VIEW CT,,GREENLEAF,WI,54126,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-16,EMERALD BAY ASSISTED LIVING,0015710,,,,,,,,,,,KATHERINE R TEGEN,(920) 378-5239,,,,,,52,,, BROWN,,,,,,,,,,,,,,,,,,,,,,,M/F,9/8/2015,8/31/2017,,SCAL HOBART LLC,(608) 837-2649,MICHAEL COLLINS,425 W MAIN ST STE 201,SUN PRAIRIE,WI,53590,,"3,000/4,500",RCAC,PUBLIC FUNDING,,,,,,,,,,,,650 CENTENNIAL CENTRE BLVD,,HOBART,WI,54155,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-17,NEW PERSPECTIVE-HOWARD,0016148,,,,,,,,,,,STACIE HACKL,(920) 489-8600,,,,,,85,,, BROWN,,,,,,,,,,,,,,,,,,,,,,,M/F,6/27/2016,6/30/2018,,HOWARD OPS LLC,(952) 746-3630,STACIE HACKL,2790 ELM TREE HILL,HOWARD,WI,54313,,"1,734/5,813",RCAC,,,,,,,,,,,,,2790 ELM TREE HILL,,HOWARD,WI,54313,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-18,HOMEPLACE OF MONDOVI LLC (THE),0010250,,,,,,,,,,,SARAH MORGAN,(715) 926-4777,,,,,,21,,, BUFFALO,,,,,,,,,,,,,,,,,,,,,,,,6/1/1999,5/31/2018,,,(715) 644-2136,JASON HAZUGA,225 E 4TH AVENUE,STANLEY,WI,54768,,"3,250/6,271",RCAC,,,,,,,,,,,,,158 EAST MAIN STREET,,MONDOVI,WI,54755,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-19,HERITAGE APARTMENT REDEVELOPMENT LLC,0013604,,,,,,,,,,,TONJA PALMER,(920) 756-3041,,,,,,12,,, CALUMET,,,,,,,,,,,,,,,,,,,,,,,M/F,7/26/2011,7/31/2018,,HERITAGE APARTMENT REDEVELOPMENT LLC,(920) 756-3041,TONJA PALMER,210 S PARKWAY DR,BRILLION,WI,54110,,408/680,RCAC,,,,,,,,,,,,,108 NATIONAL AVE,,BRILLION,WI,54110,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-20,OAK PARK PLACE OF MENASHA,0015973,,,,,,,,,,,KARA LUDLUM,(920) 702-0000,,,,,,44,,, CALUMET,,,,,,,,,,,,,,,,,,,,,,,M/F,2/26/2016,2/26/2016,,OAK PARK PLACE OF MENASHA LLC,(608) 663-8600,SCOTT FRANK,719 JUPITER DR,MADISON,WI,53718,,"2,550/2,995",RCAC,,,,,,,,,,,,,2205 MIDWAY ROAD,,MENASHA,WI,54952,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-21,ATRIUM SENIOR LIVING OF BLOOMER RCAC,0016039,,,,,,,,,,,CRYSTAL A FRAZER,(973) 339-8892,,,,,,18,,, CHIPPEWA,,,,,,,,,,,,,,,,,,,,,,,,3/1/2016,2/28/2018,,,(973) 339-8899,CRYSTAL FRAZER,1900 PRIDDY STREET,BLOOMER,WI,54724,,"3,425/5,775",RCAC,,,,,,,,,,,,,1900 PRIDDY ST,,BLOOMER,WI,54724,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-22,CHIPPEWA MANOR RETIREMENT CENTER,0010254,,,,,,,,,,,KAREN DAVIS-ROBINSON,(715) 726-2123,,,,,,95,,, CHIPPEWA,,,,,,,,,,,,,,,,,,,,,,,,6/20/1997,6/20/1997,,CHIPPEWA MANOR HOME HEALTH CARE CORP,(715) 726-2123,KAREN DAVIS-ROBINSON,756 IRVINE STREET,CHIPPEWA FALLS,WI,54729,,"1,482/1,669",RCAC,,,,,,,,,,,,,756 IRVINE STREET,,CHIPPEWA FALLS,WI,54729,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-23,COMFORTS OF HOME CHIPPEWA FALLS RCAC,0011498,,,,,,,,,,,SUSAN CARLSON,(715) 726-2527,,,,,,21,,, CHIPPEWA,,,,,,,,,,,,,,,,,,,,,,,M/F,7/1/2006,6/30/2018,,CHIPPEWA FALLS RCAC LLC,(651) 287-0265,RHONDA SCHILLINGER,750 MAIN ST STE 200,MENDOTA HEIGHTS,MN,55118,,"2,900/6,120",RCAC,,,,,,,,,,,,,1224 PUMPHOUSE RD,,CHIPPEWA FALLS,WI,54729,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-24,WISSOTA PLACE,0014672,,,,,,,,,,,ANDREW KEARNS,(715) 720-9710,,,,,,70,,, CHIPPEWA,,,,,,,,,,,,,,,,,,,,,,,M/F,7/11/2013,6/30/2014,,WISSOTA SPRINGS AID OPCO LLC,(415) 706-9715,,330 N WABASH AVE STE 3700,CHICAGO,IL,60611,,"7,365/8,324",RCAC,,,,,,,,,,,,,2801 COUNTY HWY 1,,CHIPPEWA FALLS,WI,54729,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-25,HOMEPLACE OF STANLEY LLC (THE),0011165,,,,,,,,,,,JUDY HULS,(715) 644-2136,,,,,,36,,, CHIPPEWA,,,,,,,,,,,,,,,,,,,,,,,M/F,11/4/2005,10/31/2017,,,(715) 644-2137,JASON HAZUGA,225 E FOURTH AVE,STANLEY,WI,54768,,"3,200/3,465",RCAC,PUBLIC FUNDING,,,,,,,,,,,,225 E FOURTH AVE,,STANLEY,WI,54768,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-26,COLBY RETIREMENT COMMUNITY,0011896,,,,,,,,,,,AMANDA HAUPT,(715) 223-1612,,,,,,24,,, CLARK,,,,,,,,,,,,,,,,,,,,,,,M/F,3/22/2007,3/31/2018,,MIDWEST SENIOR LIVING,(608) 316-1291,JOAN BARMISH,5900 MONONA DR  STE 200,MADISON,WI,53716,,"3,490/3,490",RCAC,PUBLIC FUNDING,,,,,,,,,,,,510 W WAUSAU ST,,COLBY,WI,54421,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-27,NEILLSVILLE RETIREMENT COMMUNITY,0011895,,,,,,,,,,,SUE PETERSON,(715) 743-6700,,,,,,24,,, CLARK,,,,,,,,,,,,,,,,,,,,,,,M/F,3/22/2007,3/31/2018,,MIDWEST SENIOR LIVING,(608) 316-1291,JOAN BARMISH,5900 MONONA DR  STE  200,MADISON,WI,53716,,"3,340/3,340",RCAC,PUBLIC FUNDING,,,,,,,,,,,,1211 LLOYD ST,,NEILLSVILLE,WI,54456,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-28,TRADITIONS ASSISTED LIVING,0013002,,,,,,,,,,,JASON HAZUGA,(715) 456-4269,,,,,,12,,, CLARK,,,,,,,,,,,,,,,,,,,,,,,M/F,1/20/2010,1/20/2010,,B K ANDERSON LLC,(715) 669-3844,JASON HAZUGA,418 E STANLEY STREET,THORP,WI,54771,,"2,200/2,750",RCAC,,,,,,,,,,,,,418 E STANLEY STREET,,THORP,WI,54771,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-29,MEADOWS OF FALL RIVER (THE),0013097,,,,,,,,,,,MARILYN GREEN,(920) 484-6171,,,,,,38,,, COLUMBIA,,,,,,,,,,,,,,,,,,,,,,,M/F,1/1/2010,12/31/2017,,,(608) 317-6384,ROBERT SIMONSON,2850 MONARCH,ALTOONA,WI,54720,,"2,600/3,150",RCAC,,,,,,,,,,,,,101 HOMETOWN AVE,,FALL RIVER,WI,53932,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-30,HERITAGE HOUSE OF PORTAGE,0015503,,,,,,,,,,,COLLEEN NALL,(608) 745-3312,,,,,,66,,, COLUMBIA,,,,,,,,,,,,,,,,,,,,,,,M/F,4/7/2015,3/31/2018,,SHA MSL PORTAGE OPCO LLC,(312) 462-4462,TOM OSTROM,700 N GREEN UNIT 401,CHICAGO,IL,60642,,"500/5,000",RCAC,,,,,,,,,,,,,2685 AIRPORT ROAD,,PORTAGE,WI,53901,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-31,PORTAGE RCAC,0013662,,,,,,,,,,,DAWN KOEPPEL,(608) 745-0331,,,,,,32,,, COLUMBIA,,,,,,,,,,,,,,,,,,,,,,,M/F,4/15/2011,3/31/2018,,KSMS OUR HOUSE LLC,(317) 280-8455,LORI NARDIN,4350 156TH ST,CHIPPEWA FALLS,WI,54729,,"2,700/3,700",RCAC,PUBLIC FUNDING,,,,,,,,,,,,215 NORTHRIDGE DR,,PORTAGE,WI,53901,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-32,RESIDENCE AT BLUFF HAVEN,0012866,,,,,,,,,,,ALESHA ERDENBERGER,(608) 326-3200,,,,,,24,,, CRAWFORD,,,,,,,,,,,,,,,,,,,,,,,M/F,8/3/2009,1/31/2018,,COMMUNITY HEALTH SERVICES CORPORATION,(608) 326-3200,ALESHA ERDENBERGER,720 S FREMONT ST,PRAIRIE DU CHIEN,WI,53821,,"2,223/4,009",RCAC,PUBLIC FUNDING,,,,,,,,,,,,720 S FREMONT ST,,PRAIRIE DU CHIEN,WI,53821,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-33,ASTER ASSISTED LIVING OF COTTAGE GROVE,0012237,,,,,,,,,,,CAITLIN HAESSLY,(608) 839-8085,,,,,,70,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,1/8/2008,12/31/2017,,ASHFORD MARTIN CORPORATION,(608) 839-5884,SUANNE ZIMMERMAN,111 E REYNOLDS AVE,COTTAGE GROVE,WI,53527,,"2,700/4,395",RCAC,PUBLIC FUNDING,,,,,,,,,,,,139 E REYNOLDS ST,,COTTAGE GROVE,WI,53527,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-34,MILESTONE SENIOR LIVING APARTMENTS,0014959,,,,,,,,,,,MICHELLE STARKEY,(608) 413-0451,,,,,,20,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M,2/24/2014,1/31/2018,,MILESTONE SENIOR LIVING LLC,(608) 819-2200,JULIE HEIL,1574 W BROADWAY SUITE 200,MADISON,WI,53713,,"4,000/4,500",RCAC,,,,,,,,,,,,,1870 MARKET STREET,,CROSS PLAINS,WI,53528,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-35,PARKSIDE ASSISTED LIVING,0014659,,,,,,,,,,,JULIA GILES,(608) 852-7573,,,,,,40,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,7/10/2013,6/30/2018,,,(312) 673-4333,JULIA GILES,6902 PARKSIDE CIRCLE,DEFOREST,WI,53532,,"3,775/4,400",RCAC,,,,,,,,,,,,,6902 PARKSIDE CIRCLE,,DEFOREST,WI,53532,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-36,CHAPEL VALLEY II,0010287,,,,,,,,,,,,(608) 276-3449,,,,,,24,,, DANE,,,,,,,,,,,,,,,,,,,,,,,,6/1/2000,6/1/2000,,CHAPEL VALLEY HOUSING II LLC,(608) 277-8887,,5781 CHAPEL VALLEY ROAD,FITCHBURG,WI,53711,,"655/1,025",RCAC,,,,,,,,,,,,,5781 CHAPEL VALLEY ROAD,,FITCHBURG,WI,53711,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-37,WATERFORD AT FITCHBURG (THE),0014814,,,,,,,,,,,VANESSA DANNER,(608) 270-9200,,,,,,71,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,10/23/2013,11/1/2015,,CSL FITCHBURG MANAGMENT LLC,(972) 308-8387,BRIAN JENNINGS,5440 CADDIS BEND,FITCHBURG,WI,53711,,"798/1,517",RCAC,,,,,,,,,,,,,5440 CADDIS BEND,,FITCHBURG,WI,53711,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-38,AVALON ASSISTED LIVING COMMUNITY,0012841,,,,,,,,,,,CHERI RIDDLE,(608) 274-4350,,,,,,42,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,6/10/2009,5/31/2018,,MADISON ASSISTED LIVING LLC,(971) 717-2475,CHERI RIDDLE,2879 FISH HATCHERY RD,MADISON,WI,53713,,"2,192/2,595",RCAC,,,,,,,,,,,,,2879 FISH HATCHERY RD,,MADISON,WI,53713,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-39,CAPITOL LAKES,0010301,,,,,,,,,,,TIM CONROY,(608) 283-2137,,,,,,40,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,3/1/2002,3/1/2002,,CAPITOL LAKES INC,(608) 283-2000,TIM CONROY,333 W MAIN ST,MADISON,WI,53703,,"1,150/2,716",RCAC,,,,,,,,,,,,,333 W MAIN ST,,MADISON,WI,53703,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-40,GARDENS (THE),0014262,,,,,,,,,,,JOYCE BEHREND,(608) 268-5482,,,,,,75,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,8/1/2012,7/31/2018,,INDEPENDENT LIVING INC,(608) 274-7900,JOYCE BEHREND,2970 CHAPEL VALLEY RD STE 203,MADISON,WI,53711,,"295/2,400",RCAC,PUBLIC FUNDING,,,,,,,,,,,,602 N SEGOE RD,,MADISON,WI,53705,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-41,MEADOWMERE OF MADISON,0012218,,,,,,,,,,,JESSICA VETTERKIND,(608) 268-9100,,,,,,60,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,1/1/2008,12/31/2017,,,(617) 796-8387,HEIDI STEWART,5601 BURKE RD,MADISON,WI,53718,,"3,550/4,475",RCAC,PUBLIC FUNDING,,,,,,,,,,,,5601 BURKE RD,,MADISON,WI,53718,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-42,OAK PARK PLACE THE GROVE I,0011402,,,,,,,,,,,TONI CARRUTHERS,(608) 251-1010,,,,,,32,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,6/1/2006,6/1/2006,07/27/2017,OAK PARK PLACE OF MADISON LLC,(608) 251-1010,TONI CARRUTHERS,719 JUPITER DRIVE,MADISON,WI,53718,,"2,850/4,500",RCAC,,,,,,,,,,,,,702 JUPITER DR,,MADISON,WI,53718,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-43,OAK PARK PLACE THE GROVE II,0012509,,,,,,,,,,,WILLIAM ARMSTRONG,(608) 663-8600,,,,,,36,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,11/19/2008,11/19/2008,,OAK PARK II MADISON LLC,(608) 686-8700,TONI CARRUTHERS,719 JUPITER DR,MADISON,WI,53718,,,RCAC,,,,,,,,,,,,,719 JUPITER DR,,MADISON,WI,53718,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-44,OAKWOOD VILLAGE PRAIRIE RIDGE,0013945,,,,,,,,,,,JEAN JACOBSON,(608) 230-4510,,,,,,206,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,11/1/2011,11/1/2011,,OAKWOOD VILLAGE EAST APARTMENT HOMES,(608) 230-4510,JEAN JACOBSON,5565 TANCHO DR,MADISON,WI,53718,,"694/1,154",RCAC,,,,,,,,,,,,,5555 TANCHO DR,,MADISON,WI,53718,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-45,OAKWOOD VILLAGE UNIVERSITY WOODS,0013944,,,,,,,,,,,MICHELLE GODFREY,(608) 230-4250,,,,,,415,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,11/1/2011,11/1/2011,,OAKWOOD VILLAGE HOMES INC,(608) 230-4510,MICHELLE GODFREY,6209 MINERAL POINT RD,MADISON,WI,53705,,"606/2,285",RCAC,,,,,,,,,,,,,6209 MINERAL POINT RD,,MADISON,WI,53705,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-46,ATTIC ANGEL PLACE,0012985,,,,,,,,,,,DEREK BUCKLEY,(608) 662-8842,,,,,,130,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,9/9/2009,8/31/2017,,ATTIC ANGEL PLACE INC,(608) 662-8842,DEREK BUCKLEY,8301 OLD SAUK RD,MIDDLETON,WI,53562,,"1,494/7,524",RCAC,,,,,,,,,,,,,8301 OLD SAUK RD,,MIDDLETON,WI,53562,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-47,HERITAGE ASSISTED LIVING MIDDLETON,0014201,,,,,,,,,,,JESSICA LAUER,(608) 831-7004,,,,,,43,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,1/2/2013,12/31/2017,,HERITAGE SENIOR LIVING LLC,(952) 351-4541,PIERRE VERGER,7901 W NATIONAL AVE,WEST ALLIS,WI,53214,,"3,600/7,000",RCAC,PUBLIC FUNDING,,,,,,,,,,,,6234 MAYWOOD AVE,,MIDDLETON,WI,53562,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-48,HERITAGE MONONA RCAC,0012892,,,,,,,,,,,ADRIANE STUPAR,(608) 441-9990,,,,,,49,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,11/17/2009,11/30/2017,,,(952) 351-4541,PIERRE VERGER,7901 W NATIONAL AVE,WEST ALLIS,WI,53214,,"3,500/6,800",RCAC,PUBLIC FUNDING,,,,,,,,,,,,111 OWEN RD,,MONONA,WI,53716,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-49,INGLEWOOD,0014327,,,,,,,,,,,DONNA KRUCHTEN,(608) 437-8111,,,,,,24,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,10/8/2012,10/8/2012,,WISCONSIN ILLINOIS SENIOR HOUSING INC,(608) 437-5511,DONNA KRUCHTEN,407 N 8TH ST,MOUNT HOREB,WI,57532,,"2,460/2,995",RCAC,,,,,,,,,,,,,407 N 8TH ST,,MOUNT HOREB,WI,53572,USA
USA-WI-49-All-49-ResidentialCareApartmentComplex-50,MILESTONE SENIOR LIVING APARTMENTS,0016099,,,,,,,,,,,LISA FORD,(608) 205-6800,,,,,,20,,, DANE,,,,,,,,,,,,,,,,,,,,,,,M/F,5/3/2016,4/30/2018,,MILESTONE SENIOR LIVING LLC,(608) 819-2200,JULIE HEIL,1574 W BROADWAY STE 200,MADISON,WI,53713,,"4,150/4,650",RCAC,,,,,,,,,,,,,2220 LINCOLN AVE,,STOUGHTON,WI,53589,USA
