row_id,Facility ID,Facility Name,Street,City,State,Zip,Phone,County,Contact Last Name,Contact First Name,Corporate Name,Licensee Last Name,Licensee First Name,Mailing Contact Last Name,Mailing Contact First Name,MailingStreet,MailingCity,MailingState,MailingZip,LicenseePhone,Class,Gender,Capacity,LowRate,HighRate,DateProbationaryIssued,DateRegularIssued,WAIVER CERTIFIED INDEPENDENT CBRF APTS,TRAUMATIC BRAIN INJURY,TERMINALLY ILL,PUBLIC FUNDING,PREGNANT WOMEN/COUNSELLING,PHYSICALLY DISABLED,IRREVERSIBLE DEMENTIA/ALZHEIMER'S,EMOTIONALLY DISTURBED/MENTAL ILLNESS,DEVELOPMENTALLY DISABLED,CORRECTIONAL CLIENTS,ALCOHOL/DRUG DEPENDENT,ADVANCED AGED,facility_type
USA-WI-48-Facilities-48-AdultFamilyHome-15,9592,32ND STREET                                       ,3616 3618 S 32ND ST           ,GREENFIELD          ,WI,53221,4146499680,MILWAUKEE           ,WILLIAMS,DARLENE,OPTIONS FOR COMMUNITY GROWTH INC                            ,RATHMANN,JOHN,RATHMANN,JOHN,11823 W JANESVILLE RD         ,HALES CORNERS       ,WI,531302351,4144331210,AFH,B,4,5144,6492,,12-Apr-02,,,,3,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-16,390171,35TH STREET HOME                                  ,3718 S 35TH ST                ,GREENFIELD          ,WI,53221,4146438017,MILWAUKEE           ,HITCHLER,HEATHER,OPTIONS FOR COMMUNITY GROWTH INC                            ,RATHMANN,JOHN,RATHMANN,JOHN,11823 W JANESVILLE RD         ,HALES CORNERS       ,WI,531302351,4144331210,AFH,B,4,4824,5286,,28-Aug-97,,,,3,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-17,16260,5 STAR ADULT CARE SERVICES LLC,5442 N 20TH ST,MILWAUKEE,WI,53209,4143755826,MILWAUKEE           ,WRIGHT,APRILL,5 STAR ADULT CARE SERVICES LLC,WRIGHT,APRILL,WRIGHT,APRILL,1638 N 28TH ST,MILWAUKEE,WI,53208,4143755826,AMBULATORY,B,4,2185,4925,,5-Dec-16,,,,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-18,13489,505 PINE CONE PLACE,505 PINE CONE PLACE           ,HOLMEN              ,WI,54636,6087905494,LACROSSE            ,KLATT/HANSEN-BLAKE,MELISSA/SHELLEY,REM WISCONSIN III INC                                       ,,,HANSEN-BLAKE,SHELLEY,2005 W BELTLINE HWY  STE 203  ,MADISON             ,WI,53713,6082769209,AFH,B,3,10894,10894,,9-Sep-10,,,,,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-19,13490,507 PINE CONE PLACE,507 PINE CONE PLACE           ,HOLMEN              ,WI,54636,6087905494,LACROSSE            ,KLATT/HANSEN-BLAKE,MELISSA/SHELLEY,REM WISCONSIN III INC                                       ,,,HANSEN-BLAKE,SHELLEY,2005 W BELTLINE HWY  STE 203  ,MADISON             ,WI,53713,6082769209,AFH,B,4,8628,8628,,9-Sep-10,,,,,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-20,13130,50TH STREET HOME                                  ,4324 S 50TH ST                ,GREENFIELD          ,WI,53220,4144331210,MILWAUKEE           ,DRURY,DANIEL,OPTIONS FOR COMMUNITY GROWTH                                ,RATHMANN,JOHN R,DRURY,DANIEL,11823 W JANESVILLE RD         ,HALES CORNERS       ,WI,53130,4144331210,AFH,B,4,4971,4971,,21-Apr-10,,,,3,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-21,16293,511 HOUSE ADULT FAMILY HOME LLC,511 N 34TH STREET,MILWAUKEE,WI,53208,4148418511,MILWAUKEE           ,THIGPEN,CALVIN,511 HOUSE ADULT FAMILY HOME LLC,,,THIGPEN,CALVIN,511 N 34TH STREET,MILWAUKEE,WI,53208,,AMBULATORY,B,4,3000,6000,,21-Jun-17,,,,,,,,3,3,3,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-22,12834,5TH AVENUE,950 5TH AVE                   ,GRAFTON             ,WI,53024,2622686811,OZAUKEE             ,HACKETT,JOHN,BALANCE INC                                                 ,WHITEHEAD,WAYNE,HACKETT,JOHN,1350 14TH AVE STE 4,GRAFTON,WI,53024,2622686811,AFH,B,3,4242,7908,,28-May-09,,,,,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-23,14209,6700 FAMILY HOME INC                              ,6700 W THURSTON AVE           ,MILWAUKEE           ,WI,53218,4143244883,MILWAUKEE           ,MARQUEZ,VICTOR,6700 FAMILY HOME INC                                        ,MARQUEZ,VICTOR,MARQUEZ,VICTOR,PO BOX 44352                  ,RACINE              ,WI,53402,4143244883,AFH,B,4,4500,5900,,9-Aug-12,,3,,,,,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-24,11454,76TH STREET HOME                                  ,3380 S 76TH ST                ,MILWAUKEE           ,WI,53219,4143291055,MILWAUKEE           ,DRURY,DANIEL,OPTIONS FOR COMMUNITY GROWTH  INC                           ,RATHMANN,JOHN R,HITCHLER,HEATHER,11823 W JANESVILLE RD         ,HALES CORNERS       ,WI,531302351,4144331210,AFH,B,3,5703,5953,,18-May-06,,,,3,,,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-25,14993,92ND STREET ADULT FAMILY HOME,418 S 92ND STREET             ,MILWAUKEE           ,WI,53214,2624176273,MILWAUKEE           ,GRAYS,BRENDA H,GRAYS GROUP LLC                                             ,GRAYS,JIMMIE,GRAYS,BRENDA H,5221 GALLANT FOX LANE         ,RACINE              ,WI,53402,2624978448,AFH,B,4,6000,7500,,27-Aug-14,,3,,3,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-26,10230,96TH STREET HOUSE,2371 S 96TH ST                ,WEST ALLIS          ,WI,53227,4143210509,MILWAUKEE           ,RIEGLER,JEROLD,NEXT STEP IN RESIDENTIAL SERVICES LLC                       ,RIEGLER,APRIL,RIEGLER,APRIL,PO BOX 14185                  ,WEST ALLIS          ,WI,53214,2627841840,AFH,B,4,3600,4800,,23-Oct-03,,,,3,,3,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-27,10231,98TH STREET SCHLINGER,821 S 98TH ST                 ,WEST ALLIS          ,WI,53214,4144763665,MILWAUKEE           ,RIEGLER,JEROLD,NEXT STEP IN RESIDENTIAL SERVICES LLC                       ,RIEGLER,APRIL,RIEGLER,APRIL,PO BOX 14185                  ,WEST ALLIS          ,WI,53214,2627841840,AFH,M,4,3000,3600,,23-Oct-03,,,,3,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-28,10077,99TH ST HOUSE,9921 W DAKOTA ST              ,WEST ALLIS          ,WI,53227,4143274605,MILWAUKEE           ,VECITIS,CHRISTINE,NEXT STEP IN COMMUNITY LIVING LLC                           ,VECITIS,KARLIS & CHRIS,VECITIS,CHRISTINE,5208 W BLUEMOUND RD           ,MILWAUKEE           ,WI,532083009,4144757801,AFH,B,4,4800,5400,,6-May-03,,,,,,,,,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-29,16292,A & J ASSISTED LIVING,3631 W BROWN ST ,MIWAUKEE,WI,53208,4148659559,MILWAUKEE           ,KORTH,ATHENA,,KORTH,ATHENA,KORTH,ATHENA,3631 W BROWN ST ,MILWAUKEE,WI,53208,4148659559,AMBULATORY,B,4,4100,6000,,22-Jun-17,,,,,3,,3,3,,,3,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-30,15401,A BETTER LIVING FAMILY SERVICE SITE 7,8710 W LYNX AVE,MILWAUKEE,WI,53225,4143581737,MILWAUKEE           ,SMITH,TIA,A BETTER LIVING ENTERPRISE,SMITH,TIA,SMITH,TIA,12605 W NORTH AVE STE 249,BROOKFIELD,WI,53005,4143581737,AFH,B,4,2948.75,5158.75,,28-Jan-15,,,,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-31,13588,A BETTER LIVING FAMILY SERVICES II LLC,7828 W KEEFE AVE              ,MILWAUKEE           ,WI,53222,4143530876,MILWAUKEE           ,HACKNEY,JOANN,A BETTER LIVING ENTERPRISE                      ,SMITH,TIA,SMITH,TIA,6625 W MILL ROAD              ,MILWAUKEE           ,WI,53218,4143581737,AFH,B,3,2949,5159,,15-Jun-11,,,,,,3,,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-32,12482,A BETTER LIVING FAMILY SERVICES LLC,6516 N 55TH ST                ,MILWAUKEE           ,WI,532235908,4143530876,MILWAUKEE           ,HACKNEY,JOANN,A BETTER LIVING ENTERPRISES                      ,SMITH,TIA,SMITH,TIA,6625 W MILL ROAD              ,MILWAUKEE           ,WI,53218,4143581737,AFH,B,4,2949,5159,,24-Mar-09,,,,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-33,14371,A BETTER LIVING FAMILY SERVICES SITE 3,9104 W CUSTER AVE             ,MILWAUKEE           ,WI,53225,4143530876,MILWAUKEE           ,HACKNEY,JOANN,A BETTER LIVING ENTERPRISE                       ,SMITH,TIA,SMITH,TIA,6625 W MILL RD,MILWAUKEE,WI,53218,4143581737,AFH,B,4,2949,5159,,20-Dec-12,,,,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-34,14544,A BETTER LIVING FAMILY SERVICES SITE 4,3915 N 62ND STREET            ,MILWAUKEE           ,WI,53216,4143530876,MILWAUKEE           ,HACKNEY,JOANN,A BETTER LIVING ENTERPRISE                     ,SMITH,TIA,SMITH,TIA,6625 W MILL ROAD              ,MILWAUKEE           ,WI,53218,4143581737,AFH,B,4,2948.75,5158.75,,6-May-13,,,,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-35,14796,A BETTER LIVING FAMILY SERVICES SITE 5,8543 W LAWRENCE AVE           ,MILWAUKEE           ,WI,53222,4143581737,MILWAUKEE           ,HACKNEY,JOANN,A BETTER LIVING ENTERPRISE                   ,SMITH,TIA C,SMITH,TIA,6625 W MILL ROAD              ,MILWAUKEE           ,WI,53218,4143581737,AFH,B,4,2949,5159,,3-Oct-13,,,,,,3,3,3,3,3,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-36,15033,A BETTER LIVING FAMILY SERVICES SITE 6,8534 W POTOMAC AVE            ,MILWAUKEE           ,WI,53225,4143581737,MILWAUKEE           ,SMITH,TIA,A BETTER LIVING ENTERPRISE                      ,SMITH,TIA,SMITH,TIA,6625 W MILL RD   ,MILWAUKEE,WI,53218,4143581737,AFH,B,4,2948,5159,,10-Apr-14,,,,3,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-37,15442,A BETTER LIVING FAMILY SERVICES SITE 8,8015 W LYNMAR TERRACE,MILWAUKEE,WI,53222,4143581737,MILWAUKEE           ,SMITH,TIA C,A BETTER LIVING ENTERPRISE,SMITH,TIA C,SMITH,TIA,6625 W MILL RD,MILWAUKEE,WI,53218,4143581737,AFH,B,4,2948.75,5158.75,,4-Feb-15,,,,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-38,16654,A GOLDEN STAR AFH,3337 CHARLES STREET,RACINE,WI,53402,2624562821,RACINE              ,VEASEY,DESIREE,A GOLDEN STAR AFH LLC,VEASEY,DESIREE,KING,VALERIE,2052 THURSTON AVE,RACINE,WI,53403,2624124264,AMBULATORY,B,4,6500,9000,,23-May-17,,3,3,,,3,3,3,3,3,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-39,16212,A GOLDEN STAR AFH LLC,2052 THURSTON AVE,RACINE,WI,53403,2624124274,RACINE              ,VEASEY,DESIREE,A GOLDEN STAR AFH LLC,VEASEY,DESIREE,KING,VALERIE,2052 THURSTON AVE,RACINE,WI,53403,2624124274,AFH,B,4,6000,9000,,6-Sep-16,,3,3,,,3,3,3,3,3,3,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-40,15230,A HOME AROUND THE CORNER,1100A W WASHINGTON AVE,WEST BEND,WI,53095,2623399405,WASHINGTON          ,VOSS,CHESTER,VOSS & ASSOCIATES LLC,VOSS,CHESTER,VOSS,CHESTER,PO BOX 1047,WEST BEND,WI,53095,2623399405,AFH,B,3,4560,5560,,7-Nov-14,,3,3,3,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-41,14287,A LOVING CARE GROUP HOMES II LLC,1341 VIRGINIA ST              ,RACINE              ,WI,53403,2629393666,RACINE              ,PATEL,PARIT,A LOVING CARE GROUP HOMES LLC                               ,PATEL,PARIT,PATEL,PARIT,2054 KEARNEY AVE              ,RACINE              ,WI,53403,2629393666,AFH,B,4,7750,12400,,7-Jan-13,,,,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-42,13619,A LOVING CARE GROUP HOMES LLC,2710 WESTLAWN AVE             ,RACINE              ,WI,53405,2629393666,RACINE              ,PATEL,PARIT,A LOVING CARE GROUP HOMES LLC                               ,,,PATEL,PARIT,2054 KEARNEY AVE              ,RACINE              ,WI,53403,2626334977,AFH,B,4,7750,12400,,16-Feb-11,,,,3,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-43,15742,A NATURALLY NURTURING PLACE,901 OSTERGAARD AVE,RACINE,WI,53406,2627523830,RACINE              ,NELSON,CHANEL,NATURALLY NURTURED LLC,NELSON,CHANEL,NELSON,CHANEL,1430 VILLA ST ,RACINE ,WI,53403,2627523830,AFH,B,3,3500,10500,,1-Sep-15,,3,3,,,3,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-44,16706,A NEW LIFE ADULT LIVING CENTER,2532 W VINE ST,MILWAUKEE,WI,53205,4145859181,MILWAUKEE           ,BILLUPS,SHARRES,A NEW LIFE ADULT LIVING CENTER,BILLUPS,SHARRES,BILLUPS,SHARRES,5528 W AUER AVE,MILWAUKEE,WI,53216,4149160106,AMBULATORY,B,4,4750,5700,,31-Jul-17,,3,,,,,3,3,3,3,3,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-45,15844,A NEW VISIONS AF LLC,503 N 4TH AVE,WAUSAU,WI,54401,7152989488,MARATHON            ,EMIGH,APRIL,A NEW VISIONS AF LLC,EMIGH,APRIL,EMIGH,APRIL,503 N 4TH AVE,WAUSAU,WI,54401,7152181268,AFH,B,4,1500,2600,,11-Nov-15,,3,,,,,3,3,3,,3,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-46,15743,A PLACE CALLED HOME LLC,6023 18TH AVENUE,KENOSHA,WI,53143,2627646342,KENOSHA             ,MCLEAN,TANYA,A PLACE CALLED HOME LLC,MCLEAN,TANYA,MCLEAN,TANYA,6020 18TH AVENUE,KENOSHA ,WI,53143,2627054735,AMBULATORY,B,4,5500,8500,,21-Sep-15,,,,,,,,3,3,,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-47,16041,A PLACE TO CALL HOME LLC,2600 N 56TH STREET,MILWAUKEE,WI,53210,4148101433,MILWAUKEE           ,JOHNSON / HOWARD,CORINNE / LYNN,,HOWARD/JOHNSON,LYNN/CORINNE,JOHNSON,CORRINE,2600 N 56TH STREET ,MILWAUKEE,WI,53210,,AMBULATORY,B,3,4000,8000,,9-Jan-17,,,,,,,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-48,16020,A SAFE HAVEN HEALTH AND SUPPORTIVE CARE SERVICE,8329 W POTOMAC AVE ,MILWAUKEE,WI,53218,4148391241,MILWAUKEE           ,DOTSON,EVA,EVA DOTSON,DOTSON,EVA,DOTSON,EVA,6956 N RAINTREE UNIT C ,MILWAUKEE,WI,53223,4148391241,AMBULATORY,B,4,1859,4257,,23-Jan-17,,,,,,,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-49,12816,A SAFE PLACE LLC                                  ,6229 W ARMITAGE AVE           ,MILWAUKEE           ,WI,53218,4144618967,MILWAUKEE           ,EVANS,NINA M,A SAFE PLACE LLC                                            ,EVANS,NINA M,EVANS,NINA M,6229 W ARMITAGE AVE           ,MILWAUKEE           ,WI,53218,4144618967,AFH,B,4,2880,4800,,23-Jul-09,,3,,3,,,3,3,3,3,,,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-50,14635,A+ JUST LIKE FAMILY 2 LLC,2111 MOUNT PLEASANT STREET,RACINE              ,WI,53404,2624123269,RACINE              ,YOUNG,MIRANDA,A+ JUST LIKE FAMILY LLC                                     ,YOUNG,MIRANDA,YOUNG,MIRANDA,620 SILENT SUNDAY         ,RACINE              ,WI,53402,2624123269,AFH,B,4,2800,10000,,5-Jun-13,,,3,,,,3,3,3,,3,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-51,14772,A+ JUST LIKE FAMILY 3 LLC,7500 DURAND AVE               ,MT PLEASANT         ,WI,53177,2624123269,RACINE              ,YOUNG,MIRANDA,A+ JUST LIKE FAMILY LLC                                     ,YOUNG,MIRANDA,YOUNG,MIRANDA,620 SILENT SUNDAY            ,RACINE              ,WI,53402,2624123269,AFH,B,4,3250,4300,,26-Sep-13,,,3,,,3,3,3,3,,3,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-52,13921,A+ JUST LIKE FAMILY AFH,1926 DEANE BLVD               ,RACINE              ,WI,53403,2624123269,RACINE              ,YOUNG,MIRANDA,A+ JUST LIKE FAMILY LLC                                     ,YOUNG,MIRANDA,YOUNG,MIRANDA,620 SILENT SUNDAY             ,RACINE              ,WI,53402,2624123269,AFH,B,4,5565,8500,,20-Feb-12,,,,,,,3,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-53,13475,AARONS HOME,W1313 BERNICE RD              ,PELL LAKE           ,WI,53157,2624929918,WALWORTH            ,TAYLOR,JONATHAN,WE'RE JUST LIKE FAMILY LLC                                  ,TAYLOR,KATHY,TAYLOR,JONATHAN,PO BOX 202                    ,PELL LAKE           ,WI,53157,2624929918,NONAMBULATORY,B,4,2500,12000,,16-Nov-10,,3,,,,,3,,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-54,8984,ABBEY MANOR                                       ,7840 W BARNARD AVE            ,GREENFIELD          ,WI,53220,4148170067,MILWAUKEE           ,PAPROCKI,LORI,HEALTHSPAN INC                                              ,PAPROCKI,LORI,PAPROCKI,LORI,5520 W FOREST HOME AVE        ,GREENFIELD          ,WI,53220,4145414700,AFH,B,4,4664,9493,,7-Feb-01,,3,,,,3,,3,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-55,14984,ABLE HOME,2005 MANLEY STREET            ,MADISON             ,WI,53704,6082306267,DANE                ,LIU,YANGPING,,LIU,YANPING,XIE,AILIANG,1138 SOUTHRIDGE COURT         ,MADISON             ,WI,53704,6082306267,AFH,B,4,2000,4000,,29-Apr-14,,,,,,3,3,,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-56,14641,ABLE HOUSE,17163 HWY 80                  ,RICHLAND CENTER     ,WI,53581,6086044517,RICHLAND            ,MILLER,AMANDA,ABLE HOUSE LLC,MILLER,AMANDA,MILLER,AMANDA,1350 N PEARL ST               ,RICHLAND CENTER     ,WI,53581,6086044517,AFH,B,4,5250,7500,,16-Sep-13,,3,,3,,3,3,,3,,,3,Adult Family Home
USA-WI-48-Facilities-48-AdultFamilyHome-57,16310,ABLE HOUSE RC LLC,859 S PARK ST ,RICHLAND CENTER,WI,53581,6086044517,RICHLAND            ,MILLER,AMANDA,ABLE HOUSE RC LLC,MILLER,AMANDA,MILLER,AMANDA,1350 N PEARL ST,RICHLAND ,WI,53581,6086044517,AMBULATORY,B,4,3000,7000,,1-Dec-16,,3,,,,3,,3,3,,,,Adult Family Home
